t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
1.2266,62,-13.7992,-15.8400,0.2312,-71.6197,-20.00,81.31,61.31,-6.2008,0.100937,-0.137796,0.238732,0.000000,1437,22.4889
1.2468,63,-13.7992,-16.9200,0.2312,-71.6197,-20.00,81.31,61.31,-6.2008,0.100937,-0.137796,0.238732,0.000000,1437,22.4889
1.2669,64,-17.3334,-18.3600,0.2818,-71.6197,-20.00,81.31,61.31,-2.6666,0.179474,-0.059258,0.238732,0.000000,1407,26.0231
1.2869,65,-17.3334,-19.8000,0.2818,-67.2554,-20.00,81.31,61.31,-2.6666,0.164927,-0.059258,0.224185,0.000000,1413,26.0231
1.3070,66,-17.3334,-20.8800,0.2818,-67.2554,-20.00,81.31,61.31,-2.6666,0.164927,-0.059258,0.224185,0.000000,1413,26.0231
1.3271,67,-20.6107,-22.3200,0.3345,-61.1006,-20.00,81.31,61.31,0.6107,0.217240,0.013572,0.203669,0.000000,1393,29.3004
1.3472,68,-20.6107,-23.2200,0.3345,-61.1006,-20.00,81.31,61.31,0.6107,0.217240,0.013572,0.203669,0.000000,1393,29.3004
1.3673,69,-23.5632,-24.3000,0.3794,-61.1006,-20.00,81.31,61.31,3.5632,0.282851,0.079182,0.203669,0.000000,1368,32.2529
1.3874,70,-23.5632,-25.3800,0.3794,-54.7219,-20.00,81.31,61.31,3.5632,0.261589,0.079182,0.182406,0.000000,1376,32.2529
1.4075,71,-23.5632,-26.2800,0.3794,-54.7219,-20.00,81.31,61.31,3.5632,0.261589,0.079182,0.182406,0.000000,1376,32.2529
1.4275,72,-26.1565,-27.3600,0.4156,-45.8814,-20.00,81.31,61.31,6.1565,0.289749,0.136811,0.152938,0.000000,1366,34.8462
1.4476,73,-26.1565,-28.0800,0.4156,-45.8814,-20.00,81.31,61.31,6.1565,0.289749,0.136811,0.152938,0.000000,1366,34.8462
1.4677,74,-28.4076,-28.9800,0.4255,-45.8814,-20.00,81.31,61.31,8.4076,0.339774,0.186836,0.152938,0.000000,1347,37.0973
1.4878,75,-28.4076,-29.7000,0.4255,-39.8385,-20.00,81.31,61.31,8.4076,0.319631,0.186836,0.132795,0.000000,1355,37.0973
1.5079,76,-28.4076,-30.2400,0.4255,-39.8385,-20.00,81.31,61.31,8.4076,0.319631,0.186836,0.132795,0.000000,1355,37.0973
1.5279,77,-30.2405,-30.9600,0.4605,-30.1027,-20.00,81.31,61.31,10.2405,0.327909,0.227567,0.100342,0.000000,1352,38.9302
1.5480,78,-30.2405,-31.3200,0.4605,-30.1027,-20.00,81.31,61.31,10.2405,0.327909,0.227567,0.100342,0.000000,1352,38.9302
1.5681,79,-31.6092,-31.8600,0.4893,-30.1027,-20.00,81.31,61.31,11.6092,0.358324,0.257982,0.100342,0.000000,1340,40.2989
1.5882,80,-31.6092,-32.2200,0.4893,-20.7026,-20.00,81.31,61.31,11.6092,0.326990,0.257982,0.069009,0.000000,1352,40.2989
1.6082,81,-31.6092,-32.4000,0.4893,-20.7026,-20.00,81.31,61.31,11.6092,0.326990,0.257982,0.069009,0.000000,1352,40.2989
1.6283,82,-32.5063,-32.7600,0.512,-11.3025,-20.00,81.31,61.31,12.5063,0.315592,0.277918,0.037675,0.000000,1356,41.196
1.6484,83,-32.5063,-32.7600,0.512,-11.3025,-20.00,81.31,61.31,12.5063,0.315592,0.277918,0.037675,0.000000,1356,41.196
1.6685,84,-32.9311,-32.7600,0.5062,-11.3025,-20.00,81.31,61.31,12.9311,0.325032,0.287357,0.037675,0.000000,1353,41.6208
1.6886,85,-32.9311,-32.7600,0.5062,-1.9024,-20.00,81.31,61.31,12.9311,0.293698,0.287357,0.006341,0.000000,1364,41.6208
1.7086,86,-32.9311,-32.7600,0.5062,-1.9024,-20.00,81.31,61.31,12.9311,0.293698,0.287357,0.006341,0.000000,1364,41.6208
1.7287,87,-32.8940,-32.5800,0.5025,7.2739,-20.00,81.31,61.31,12.8940,0.262288,0.286534,-0.024246,0.000000,1376,41.5837
1.7488,88,-32.8940,-32.4000,0.5025,7.2739,-20.00,81.31,61.31,12.8940,0.262288,0.286534,-0.024246,0.000000,1376,41.5837
1.7689,89,-32.4239,-32.0400,0.4862,7.2739,-20.00,81.31,61.31,12.4239,0.251839,0.276086,-0.024246,0.000000,1380,41.1135
1.7890,90,-32.4239,-31.6800,0.4862,13.7644,-20.00,81.31,61.31,12.4239,0.230204,0.276086,-0.045881,0.000000,1388,41.1135
1.8090,91,-32.4239,-31.3200,0.4862,13.7644,-20.00,81.31,61.31,12.4239,0.230204,0.276086,-0.045881,0.000000,1388,41.1135
1.8291,92,-31.6094,-30.7800,0.4727,21.8216,-20.00,81.31,61.31,11.6094,0.185248,0.257987,-0.072739,0.000000,1405,40.2991
1.8492,93,-31.6094,-30.4200,0.4727,21.8216,-20.00,81.31,61.31,11.6094,0.185248,0.257987,-0.072739,0.000000,1405,40.2991
1.8693,94,-30.4653,-29.8800,0.4548,21.8216,-20.00,81.31,61.31,10.4653,0.159824,0.232562,-0.072739,0.000000,1415,39.155
1.8894,95,-30.4653,-29.3400,0.4548,26.4098,-20.00,81.31,61.31,10.4653,0.144530,0.232562,-0.088033,0.000000,1420,39.155
1.9095,96,-30.4653,-28.8000,0.4548,26.4098,-20.00,81.31,61.31,10.4653,0.144530,0.232562,-0.088033,0.000000,1420,39.155
1.9295,97,-29.0433,-27.9000,0.4271,32.1170,-20.00,81.31,61.31,9.0433,0.093906,0.200962,-0.107057,0.000000,1439,37.733
1.9496,98,-29.0433,-27.3600,0.4271,32.1170,-20.00,81.31,61.31,9.0433,0.093906,0.200962,-0.107057,0.000000,1439,37.733
1.9697,99,-27.3759,-26.6400,0.3989,32.1170,-20.00,81.31,61.31,7.3759,0.056853,0.163909,-0.107057,0.000000,1453,36.0656
1.9898,100,-27.3759,-25.7400,0.3989,37.1527,-20.00,81.31,61.31,7.3759,0.040067,0.163909,-0.123842,0.000000,1459,36.0656
2.0099,101,-27.3759,-25.0200,0.3989,37.1527,-20.00,81.31,61.31,7.3759,0.040067,0.163909,-0.123842,0.000000,1459,36.0656
2.0299,102,-25.4680,-24.1200,0.365,41.4052,-20.00,81.31,61.31,5.4680,-0.016506,0.121511,-0.138017,0.000000,1531,34.1577
2.0500,103,-25.4680,-23.4000,0.365,41.4052,-20.00,81.31,61.31,5.4680,-0.016506,0.121511,-0.138017,0.000000,1531,34.1577
2.0701,104,-23.3540,-22.3200,0.3313,45.3219,-20.00,81.31,61.31,3.3540,-0.076540,0.074533,-0.151073,0.000000,1553,32.0437
2.0902,105,-23.3540,-21.6000,0.3313,45.3219,-20.00,81.31,61.31,3.3540,-0.076540,0.074533,-0.151073,0.000000,1553,32.0437
2.1102,106,-23.3540,-20.5200,0.3313,45.3219,-20.00,81.31,61.31,3.3540,-0.076540,0.074533,-0.151073,0.000000,1553,32.0437
2.1303,107,-21.0447,-19.4400,0.2882,48.3433,-20.00,81.31,61.31,1.0447,-0.137929,0.023215,-0.161144,0.000000,1576,29.7344
2.1504,108,-21.0447,-18.5400,0.2882,48.3433,-20.00,81.31,61.31,1.0447,-0.137929,0.023215,-0.161144,0.000000,1576,29.7344
2.1705,109,-18.5695,-17.4600,0.256,51.4767,-20.00,81.31,61.31,-1.4305,-0.203379,-0.031790,-0.171589,0.000000,1601,27.2591
2.1905,110,-18.5695,-16.5600,0.256,51.4767,-20.00,81.31,61.31,-1.4305,-0.203379,-0.031790,-0.171589,0.000000,1601,27.2591
2.2106,111,-18.5695,-15.4800,0.256,51.4767,-20.00,81.31,61.31,-1.4305,-0.203379,-0.031790,-0.171589,0.000000,1601,27.2591
2.2307,112,-15.9722,-14.2200,0.2187,52.3719,-20.00,81.31,61.31,-4.0278,-0.264080,-0.089507,-0.174573,0.000000,1624,24.6619
2.2508,113,-15.9722,-13.3200,0.2187,52.3719,-20.00,81.31,61.31,-4.0278,-0.264080,-0.089507,-0.174573,0.000000,1624,24.6619
2.2708,114,-13.3439,-12.2400,0.1809,51.9243,-20.00,81.31,61.31,-6.6561,-0.320993,-0.147912,-0.173081,0.000000,1645,22.0336
2.2909,115,-13.3439,-11.3400,0.1809,51.9243,-20.00,81.31,61.31,-6.6561,-0.320993,-0.147912,-0.173081,0.000000,1645,22.0336
2.3110,116,-13.3439,-10.2600,0.1809,51.9243,-20.00,81.31,61.31,-6.6561,-0.320993,-0.147912,-0.173081,0.000000,1645,22.0336
2.3311,117,-10.7916,-9.3600,0.147,47.6719,-20.00,81.31,61.31,-9.2084,-0.363538,-0.204631,-0.158906,0.000000,1661,19.4813
2.3511,118,-10.7916,-8.4600,0.147,47.6719,-20.00,81.31,61.31,-9.2084,-0.363538,-0.204631,-0.158906,0.000000,1661,19.4813
2.3712,119,-8.5599,-7.5600,0.1316,39.2789,-20.00,81.31,61.31,-11.4401,-0.385155,-0.254225,-0.130930,0.000000,1669,17.2496
2.3913,120,-8.5599,-7.0200,0.1316,39.2789,-20.00,81.31,61.31,-11.4401,-0.385155,-0.254225,-0.130930,0.000000,1669,17.2496
2.4114,121,-8.5599,-6.4800,0.1316,39.2789,-20.00,81.31,61.31,-11.4401,-0.385155,-0.254225,-0.130930,0.000000,1669,15.5387
2.4314,122,-6.8490,-6.1200,0.0998,25.0669,-20.00,81.31,61.31,-13.1510,-0.375801,-0.292245,-0.083556,0.000000,1665,15.5387
2.4515,123,-6.8490,-5.9400,0.0998,25.0669,-20.00,81.31,61.31,-13.1510,-0.375801,-0.292245,-0.083556,0.000000,1665,15.5387
2.4716,124,-5.9532,-5.7600,0.0757,3.5810,-20.00,81.31,61.31,-14.0468,-0.324087,-0.312151,-0.011937,0.000000,1646,14.6429
2.4917,125,-5.9532,-5.9400,0.0757,3.5810,-20.00,81.31,61.31,-14.0468,-0.324087,-0.312151,-0.011937,0.000000,1646,14.6429
2.5118,126,-5.9532,-6.1200,0.0823,3.5810,-20.00,81.31,61.31,-14.0468,-0.324087,-0.312151,-0.011937,0.000000,1646,14.7701
2.5318,127,-6.0804,-6.4800,0.0823,-15.6668,-20.00,81.31,61.31,-13.9196,-0.257101,-0.309323,0.052223,0.000000,1621,14.7701
2.5519,128,-6.0804,-7.0200,0.0823,-15.6668,-20.00,81.31,61.31,-13.9196,-0.257101,-0.309323,0.052223,0.000000,1621,14.7701
2.5720,129,-7.1319,-7.7400,0.0924,-31.2217,-20.00,81.31,61.31,-12.8681,-0.181885,-0.285957,0.104072,0.000000,1593,15.8216
2.5921,130,-7.1319,-8.4600,0.0924,-31.2217,-20.00,81.31,61.31,-12.8681,-0.181885,-0.285957,0.104072,0.000000,1593,15.8216
2.6121,131,-8.9351,-9.1800,0.1121,-31.2217,-20.00,81.31,61.31,-11.0649,-0.141814,-0.245887,0.104072,0.000000,1578,17.6248
2.6322,132,-8.9351,-10.2600,0.1121,-43.8671,-20.00,81.31,61.31,-11.0649,-0.099663,-0.245887,0.146224,0.000000,1562,17.6248
2.6523,133,-8.9351,-11.1600,0.1121,-43.8671,-20.00,81.31,61.31,-11.0649,-0.099663,-0.245887,0.146224,0.000000,1562,17.6248
2.6724,134,-11.2875,-12.4200,0.1387,-51.4767,-20.00,81.31,61.31,-8.7125,-0.022022,-0.193611,0.171589,0.000000,1533,19.9772
2.6924,135,-11.2875,-13.3200,0.1387,-51.4767,-20.00,81.31,61.31,-8.7125,-0.022022,-0.193611,0.171589,0.000000,1533,19.9772
2.7125,136,-13.9362,-14.4000,0.1681,-51.4767,-20.00,81.31,61.31,-6.0638,0.036839,-0.134750,0.171589,0.000000,1461,22.6259
2.7326,137,-13.9362,-15.4800,0.1681,-54.3862,-20.00,81.31,61.31,-6.0638,0.046537,-0.134750,0.181287,0.000000,1457,22.6259
2.7526,138,-13.9362,-16.3800,0.1681,-54.3862,-20.00,81.31,61.31,-6.0638,0.046537,-0.134750,0.181287,0.000000,1457,22.6259
2.7728,139,-16.6320,-17.6400,0.1969,-52.2600,-20.00,81.31,61.31,-3.3680,0.099355,-0.074845,0.174200,0.000000,1437,25.3217
2.7928,140,-16.6320,-18.5400,0.1969,-52.2600,-20.00,81.31,61.31,-3.3680,0.099355,-0.074845,0.174200,0.000000,1437,25.3217
2.8129,141,-19.1544,-19.6200,0.2259,-52.2600,-20.00,81.31,61.31,-0.8456,0.155410,-0.018790,0.174200,0.000000,1416,27.8441
2.8330,142,-19.1544,-20.3400,0.2259,-46.7766,-20.00,81.31,61.31,-0.8456,0.137132,-0.018790,0.155922,0.000000,1423,27.8441
2.8530,143,-19.1544,-21.2400,0.2259,-46.7766,-20.00,81.31,61.31,-0.8456,0.137132,-0.018790,0.155922,0.000000,1423,27.8441
2.8731,144,-21.4288,-22.1400,0.2624,-40.6218,-20.00,81.31,61.31,1.4288,0.167157,0.031751,0.135406,0.000000,1412,30.1185
2.8932,145,-21.4288,-22.6800,0.2624,-40.6218,-20.00,81.31,61.31,1.4288,0.167157,0.031751,0.135406,0.000000,1412,30.1185
2.9133,146,-23.3813,-23.4000,0.2849,-40.6218,-20.00,81.31,61.31,3.3813,0.210546,0.075140,0.135406,0.000000,1396,32.071
2.9333,147,-23.3813,-24.1200,0.2849,-34.1313,-20.00,81.31,61.31,3.3813,0.188910,0.075140,0.113771,0.000000,1404,32.071
2.9534,148,-23.3813,-24.6600,0.2849,-34.1313,-20.00,81.31,61.31,3.3813,0.188910,0.075140,0.113771,0.000000,1404,32.071
2.9735,149,-24.9796,-25.3800,0.3065,-26.8574,-20.00,81.31,61.31,4.9796,0.200183,0.110659,0.089525,0.000000,1399,33.6693
2.9935,150,-24.9796,-25.7400,0.3065,-26.8574,-20.00,81.31,61.31,4.9796,0.200183,0.110659,0.089525,0.000000,1399,33.6693
3.0136,151,-26.2088,-26.1000,0.313,-26.8574,-20.00,81.31,61.31,6.2088,0.227499,0.137974,0.089525,0.000000,1389,34.8985
3.0337,152,-26.2088,-26.4600,0.313,-18.4645,-20.00,81.31,61.31,6.2088,0.199522,0.137974,0.061548,0.000000,1400,34.8985
3.0538,153,-26.2088,-26.6400,0.313,-18.4645,-20.00,81.31,61.31,6.2088,0.199522,0.137974,0.061548,0.000000,1400,34.8985
3.0738,154,-27.0683,-27.0000,0.3315,-11.7501,-20.00,81.31,61.31,7.0683,0.196241,0.157074,0.039167,0.000000,1401,35.758
3.0939,155,-27.0683,-27.1800,0.3315,-11.7501,-20.00,81.31,61.31,7.0683,0.196241,0.157074,0.039167,0.000000,1401,35.758
3.1140,156,-27.5384,-27.1800,0.3451,-11.7501,-20.00,81.31,61.31,7.5384,0.206686,0.167519,0.039167,0.000000,1397,36.2281
3.1341,157,-27.5384,-27.1800,0.3451,-4.0286,-20.00,81.31,61.31,7.5384,0.180948,0.167519,0.013429,0.000000,1407,36.2281
3.1541,158,-27.5384,-27.1800,0.3451,-4.0286,-20.00,81.31,61.31,7.5384,0.180948,0.167519,0.013429,0.000000,1407,36.2281
3.1742,159,-27.6045,-27.0000,0.3455,4.2524,-20.00,81.31,61.31,7.6045,0.154813,0.168988,-0.014175,0.000000,1416,36.2941
3.1943,160,-27.6045,-26.8200,0.3455,4.2524,-20.00,81.31,61.31,7.6045,0.154813,0.168988,-0.014175,0.000000,1416,36.2941
3.2144,161,-27.2880,-26.6400,0.3519,4.2524,-20.00,81.31,61.31,7.2880,0.147782,0.161956,-0.014175,0.000000,1419,35.9777
3.2344,162,-27.2880,-26.4600,0.3519,11.0787,-20.00,81.31,61.31,7.2880,0.125027,0.161956,-0.036929,0.000000,1428,35.9777
3.2545,163,-27.2880,-26.1000,0.3519,11.0787,-20.00,81.31,61.31,7.2880,0.125027,0.161956,-0.036929,0.000000,1428,35.9777
3.2746,164,-26.6626,-25.7400,0.34,16.6740,-20.00,81.31,61.31,6.6626,0.092479,0.148059,-0.055580,0.000000,1440,35.3523
3.2946,165,-26.6626,-25.3800,0.34,16.6740,-20.00,81.31,61.31,6.6626,0.092479,0.148059,-0.055580,0.000000,1440,35.3523
3.3147,166,-25.7617,-25.0200,0.3374,16.6740,-20.00,81.31,61.31,5.7617,0.072458,0.128038,-0.055580,0.000000,1447,34.4514
3.3349,167,-25.7617,-24.4800,0.3374,22.0454,-20.00,81.31,61.31,5.7617,0.054553,0.128038,-0.073485,0.000000,1454,34.4514
3.3549,168,-25.7617,-24.1200,0.3374,22.0454,-20.00,81.31,61.31,5.7617,0.054553,0.128038,-0.073485,0.000000,1454,34.4514
3.3750,169,-24.6143,-23.4000,0.3255,26.6336,-20.00,81.31,61.31,4.6143,0.013761,0.102540,-0.088779,0.000000,1469,33.304
3.3951,170,-24.6143,-23.0400,0.3255,26.6336,-20.00,81.31,61.31,4.6143,0.013761,0.102540,-0.088779,0.000000,1469,33.304
3.4151,171,-23.2442,-22.3200,0.3047,26.6336,-20.00,81.31,61.31,3.2442,-0.016685,0.072094,-0.088779,0.000000,1531,31.9339
3.4352,172,-23.2442,-21.6000,0.3047,30.6622,-20.00,81.31,61.31,3.2442,-0.030113,0.072094,-0.102207,0.000000,1536,31.9339
3.4553,173,-23.2442,-21.0600,0.3047,30.6622,-20.00,81.31,61.31,3.2442,-0.030113,0.072094,-0.102207,0.000000,1536,31.9339
3.4754,174,-21.6619,-20.1600,0.2755,34.6908,-20.00,81.31,61.31,1.6619,-0.078704,0.036932,-0.115636,0.000000,1554,30.3516
3.4954,175,-21.6619,-19.6200,0.2755,34.6908,-20.00,81.31,61.31,1.6619,-0.078704,0.036932,-0.115636,0.000000,1554,30.3516
3.5155,176,-19.8892,-18.9000,0.2559,34.6908,-20.00,81.31,61.31,-0.1108,-0.118098,-0.002462,-0.115636,0.000000,1569,28.5789
3.5356,177,-19.8892,-18.0000,0.2559,38.0480,-20.00,81.31,61.31,-0.1108,-0.129288,-0.002462,-0.126827,0.000000,1573,28.5789
