t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,0,-0.0000,0.0000,-0.0000,-0.017,-0.3518,80.00,85.93,80.0000,0.4000,0.955521,0.711111,0.001333,-0.000000,0.243076,1498
0.0153,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.017,-0.3518,80.00,85.93,80.0000,0.8000,0.956854,0.711111,0.002667,-0.000000,0.243076,1496
0.0203,3,enc,1,0,-0.0000,0.0000,-0.0000,-0.017,-0.3518,80.00,85.93,80.0000,1.2000,0.958187,0.711111,0.004000,-0.000000,0.243076,1494
0.0254,4,enc,1,0,-0.0000,0.0000,-0.0000,-0.017,-0.3518,80.00,85.93,80.0000,1.6000,0.959521,0.711111,0.005333,-0.000000,0.243076,1492
0.0305,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.017,-0.3518,80.00,85.93,80.0000,2.0000,0.960854,0.711111,0.006667,-0.000000,0.243076,1490
0.0356,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.017,-0.3518,80.00,85.93,80.0000,2.4000,0.962187,0.711111,0.008000,-0.000000,0.243076,1488
0.0407,7,enc,1,1,-0.0000,0.0000,-0.0000,-0.0172,-0.2846,80.00,85.93,80.0000,2.8000,0.963521,0.711111,0.009333,-0.000000,0.243076,1486
0.0457,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.0172,-0.2846,80.00,85.93,80.0000,3.2000,0.964854,0.711111,0.010667,-0.000000,0.243076,1484
0.0508,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.0172,-0.2846,80.00,85.93,80.0000,3.6000,0.966187,0.711111,0.012000,-0.000000,0.243076,1482
0.0559,10,enc,1,0,-0.0000,0.0000,-0.0000,-0.0172,-0.2846,80.00,85.93,80.0000,4.0000,0.967521,0.711111,0.013333,-0.000000,0.243076,1480
