t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0000,-0.0000,-5.9310,20.00,20.0000,0.418214,0.022222,0.019770,0.376222,1318,-81.2524
0.0201,2,0.1800,0.1800,-5.9310,20.00,19.8200,0.418014,0.022022,0.019770,0.376222,1318,-81.5215
0.0401,3,0.3600,0.3600,-7.3858,20.00,19.6400,0.422664,0.021822,0.024619,0.376222,1316,-81.5215
0.0602,4,0.3600,0.3600,-7.3858,20.00,19.6400,0.422664,0.021822,0.024619,0.376222,1316,-81.5215
0.0803,5,0.5400,0.7200,-8.1691,20.00,19.4600,0.425075,0.021622,0.027230,0.376222,1315,-81.8494
0.1004,6,0.7200,0.7200,-8.1691,20.00,19.2800,0.424875,0.021422,0.027230,0.376222,1315,-81.8494
0.1204,7,0.9000,0.9000,-8.1691,20.00,19.1000,0.424675,0.021222,0.027230,0.376222,1315,-82.2438
0.1405,8,1.0800,1.0800,-8.3929,20.00,18.9200,0.425221,0.021022,0.027976,0.376222,1315,-82.2438
0.1606,9,1.2600,1.2600,-8.3929,20.00,18.7400,0.425021,0.020822,0.027976,0.376222,1315,-82.2438
0.1807,10,1.4400,1.4400,-8.5048,20.00,18.5600,0.425194,0.020622,0.028349,0.376222,1315,-82.6200
0.2008,11,1.6200,1.6200,-8.5048,20.00,18.3800,0.424994,0.020422,0.028349,0.376222,1315,-82.6200
0.2209,12,1.8000,1.8000,-8.5048,20.00,18.2000,0.424794,0.020222,0.028349,0.376222,1315,-82.9737
0.2410,13,1.9800,1.9800,-7.9453,20.00,18.0200,0.422729,0.020022,0.026484,0.376222,1316,-82.9737
0.2611,14,2.1600,2.1600,-7.9453,20.00,17.8400,0.422529,0.019822,0.026484,0.376222,1316,-82.9737
0.2812,15,2.3400,2.3400,-6.9382,20.00,17.6600,0.418972,0.019622,0.023127,0.376222,1317,-83.2986
0.3013,16,2.3400,2.3400,-6.9382,20.00,17.6600,0.418972,0.019622,0.023127,0.376222,1317,-83.2986
0.3214,17,2.5200,2.5200,-6.9382,20.00,17.4800,0.418772,0.019422,0.023127,0.376222,1317,-83.0716
0.3415,18,2.7000,2.7000,-6.7143,20.00,17.3000,0.417826,0.019222,0.022381,0.376222,1318,-83.0716
0.3616,19,2.7000,2.8800,-6.7143,20.00,17.3000,0.417826,0.019222,0.022381,0.376222,1318,-83.0716
0.3817,20,2.8800,2.8800,-13.8763,20.00,17.1200,0.441499,0.019022,0.046254,0.376222,1309,-83.1388
0.4018,21,3.0600,3.0600,-13.8763,20.00,16.9400,0.441299,0.018822,0.046254,0.376222,1309,-83.1388
0.4219,22,3.2400,3.2400,-13.8763,20.00,16.7600,0.441099,0.018622,0.046254,0.376222,1309,-83.4125
0.4420,23,3.4200,3.4200,-7.7215,20.00,16.5800,0.420383,0.018422,0.025738,0.376222,1317,-83.4125
0.4621,24,3.6000,3.6000,-7.7215,20.00,16.4000,0.420183,0.018222,0.025738,0.376222,1317,-83.4125
0.4822,25,3.7800,3.7800,-9.0644,20.00,16.2200,0.424459,0.018022,0.030215,0.376222,1315,-83.6905
0.5023,26,3.9600,3.9600,-9.0644,20.00,16.0400,0.424259,0.017822,0.030215,0.376222,1315,-83.6905
0.5224,27,4.1400,4.1400,-9.0644,20.00,15.8600,0.424059,0.017622,0.030215,0.376222,1315,-84.0627
0.5425,28,4.3200,4.3200,-11.0787,20.00,15.6800,0.430573,0.017422,0.036929,0.376222,1313,-84.0627
0.5626,29,4.6800,4.6800,-11.0787,20.00,15.3200,0.430173,0.017022,0.036929,0.376222,1313,-84.0627
0.5826,30,4.8600,4.8600,-13.0930,20.00,15.1400,0.436688,0.016822,0.043643,0.376222,1311,-84.5651
0.6028,31,5.2200,5.2200,-13.0930,20.00,14.7800,0.436288,0.016422,0.043643,0.376222,1311,-84.5651
0.6229,32,5.4000,5.4000,-13.0930,20.00,14.6000,0.436088,0.016222,0.043643,0.376222,1311,-85.1468
0.6430,33,5.7600,5.7600,-14.3239,20.00,14.2400,0.439791,0.015822,0.047746,0.376222,1310,-85.1468
0.6631,34,5.9400,6.1200,-14.3239,20.00,14.0600,0.439591,0.015622,0.047746,0.376222,1310,-85.1468
0.6832,35,6.3000,6.3000,-14.9954,20.00,13.7000,0.441429,0.015222,0.049985,0.376222,1309,-85.6118
0.7033,36,6.6600,6.6600,-14.9954,20.00,13.3400,0.441029,0.014822,0.049985,0.376222,1309,-85.6118
0.7234,37,6.8400,7.0200,-14.9954,20.00,13.1600,0.440829,0.014622,0.049985,0.376222,1309,-86.0474
0.7435,38,7.2000,7.2000,-15.4430,20.00,12.8000,0.441921,0.014222,0.051477,0.376222,1309,-86.0474
