t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.2766,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1480
0.0076,2,-0.0000,0.0000,0.2766,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1460
0.0127,3,-0.0000,0.0000,0.2766,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1440
0.0178,4,-0.0000,0.0000,0.2766,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1420
0.0229,5,-0.0000,0.0000,0.2766,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1400
0.0280,6,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1380
0.0331,7,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1360
0.0382,8,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1340
0.0433,9,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1320
0.0484,10,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1300
0.0535,11,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1280
0.0586,12,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.0637,13,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.0688,14,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.0738,15,-0.0000,0.0000,0.2963,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.0789,16,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.0840,17,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.0891,18,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.0942,19,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.0993,20,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1044,21,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1095,22,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1146,23,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1197,24,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1248,25,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1298,26,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1349,27,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1400,28,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1451,29,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1502,30,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1553,31,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1604,32,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1655,33,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1706,34,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1756,35,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
0.1808,36,-0.0000,0.0000,0.2094,90.00,85.64,175.64,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.018984,1268
