t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,-0.4526,-1.4268,20.00,82.17,20.0000,0.1000,0.422495,0.177778,0.000333,-0.000000,0.244384,1480
0.0087,2,enc,0,-0.0000,0.0000,-0.0000,-0.4526,-1.4268,20.00,82.17,20.0000,0.2000,0.422828,0.177778,0.000667,-0.000000,0.244384,1460
0.0139,3,enc,1,-0.0000,0.0000,-0.0000,-0.4438,-1.3856,20.00,82.17,20.0000,0.3000,0.423162,0.177778,0.001000,-0.000000,0.244384,1440
0.0189,4,enc,1,-0.0000,0.0000,-0.0000,-0.4827,-1.4401,20.00,82.17,20.0000,0.4000,0.423495,0.177778,0.001333,-0.000000,0.244384,1420
0.0240,5,enc,1,-0.0000,0.0000,-0.0000,-0.4915,-1.4813,20.00,82.17,20.0000,0.5000,0.423828,0.177778,0.001667,-0.000000,0.244384,1400
0.0291,6,enc,1,-0.0000,0.0000,-0.0000,-0.4563,-1.4748,20.00,82.17,20.0000,0.6000,0.424162,0.177778,0.002000,-0.000000,0.244384,1380
0.0341,7,enc,0,-0.0000,0.0000,-0.0000,-0.4563,-1.4748,20.00,82.17,20.0000,0.7000,0.424495,0.177778,0.002333,-0.000000,0.244384,1360
0.0392,8,enc,1,-0.0000,0.0000,-0.0000,-0.4865,-1.4882,20.00,82.17,20.0000,0.8000,0.424828,0.177778,0.002667,-0.000000,0.244384,1340
0.0443,9,enc,0,-0.0000,0.0000,-0.0000,-0.4865,-1.4882,20.00,82.17,20.0000,0.9000,0.425162,0.177778,0.003000,-0.000000,0.244384,1320
0.0493,10,enc,1,-0.0000,0.0000,-0.0000,-0.4952,-1.5294,20.00,82.17,20.0000,1.0000,0.425495,0.177778,0.003333,-0.000000,0.244384,1315
0.0544,11,enc,0,-0.0000,0.0000,-0.0000,-0.4952,-1.5294,20.00,82.17,20.0000,1.1000,0.425828,0.177778,0.003667,-0.000000,0.244384,1315
0.0595,12,enc,1,-0.0000,0.0000,-0.0000,-0.4865,-1.4882,20.00,82.17,20.0000,1.2000,0.426162,0.177778,0.004000,-0.000000,0.244384,1315
0.0646,13,enc,1,-0.0000,0.0000,-0.0000,-0.4744,-1.5071,20.00,82.17,20.0000,1.3000,0.426495,0.177778,0.004333,-0.000000,0.244384,1315
0.0696,14,enc,1,-0.0000,0.0000,-0.0000,-0.4831,-1.5484,20.00,82.17,20.0000,1.4000,0.426828,0.177778,0.004667,-0.000000,0.244384,1314
0.0747,15,enc,1,-0.0000,0.0000,-0.0000,-0.4563,-1.4748,20.00,82.17,20.0000,1.5000,0.427162,0.177778,0.005000,-0.000000,0.244384,1314
0.0798,16,enc,0,-0.0000,0.0000,-0.0000,-0.4563,-1.4748,20.00,82.17,20.0000,1.6000,0.427495,0.177778,0.005333,-0.000000,0.244384,1314
0.0849,17,enc,1,-0.0000,0.0000,-0.0000,-0.4442,-1.4938,20.00,82.17,20.0000,1.7000,0.427828,0.177778,0.005667,-0.000000,0.244384,1314
