t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-0.4014,-0.186165,-0.267600,-0.000223,0.000000,0.081658,1550,15.1857
0.0201,2,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-0.8028,-0.186388,-0.267600,-0.000446,0.000000,0.081658,1594,15.1857
0.0401,3,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-1.2042,-0.186611,-0.267600,-0.000669,0.000000,0.081658,1594,15.1857
0.0602,4,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-1.6056,-0.186834,-0.267600,-0.000892,0.000000,0.081658,1595,15.1857
0.0803,5,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-2.0070,-0.187057,-0.267600,-0.001115,0.000000,0.081658,1595,15.1857
0.1004,6,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-2.4084,-0.187280,-0.267600,-0.001338,0.000000,0.081658,1595,15.1857
0.1205,7,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-2.8098,-0.187503,-0.267600,-0.001561,0.000000,0.081658,1595,15.1857
0.1406,8,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-3.2112,-0.187726,-0.267600,-0.001784,0.000000,0.081658,1595,15.1857
0.1607,9,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-3.6126,-0.187949,-0.267600,-0.002007,0.000000,0.081658,1595,15.1857
0.1808,10,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-4.0140,-0.188172,-0.267600,-0.002230,0.000000,0.081658,1595,15.1857
0.2008,11,0.0700,-0.0000,0.0067,-0.0000,-20.00,74.74,54.74,-20.0700,-4.4154,-0.188395,-0.267600,-0.002453,0.000000,0.081658,1595,15.1857
0.2209,12,0.0599,-0.0000,0.0082,-0.0000,-20.00,74.74,54.74,-20.0599,-4.8166,-0.188483,-0.267465,-0.002676,0.000000,0.081658,1595,15.1958
0.2410,13,0.0599,-0.0000,0.0082,-0.3357,-20.00,74.74,54.74,-20.0599,-5.2178,-0.187214,-0.267465,-0.002899,0.001492,0.081658,1595,15.1958
0.2611,14,0.0599,-0.0000,0.0082,-0.3357,-20.00,74.74,54.74,-20.0599,-5.6190,-0.187437,-0.267465,-0.003122,0.001492,0.081658,1595,15.1958
0.2811,15,0.0201,-0.1800,-0.0067,-1.7905,-20.00,74.74,54.74,-20.0201,-6.0194,-0.180663,-0.266935,-0.003344,0.007958,0.081658,1592,15.2356
0.3012,16,0.0201,-0.1800,-0.0067,-1.7905,-20.00,74.74,54.74,-20.0201,-6.4198,-0.180885,-0.266935,-0.003567,0.007958,0.081658,1592,15.2356
0.3213,17,-0.1237,-0.3600,-0.0133,-1.7905,-20.00,74.74,54.74,-19.8763,-6.8173,-0.179189,-0.265018,-0.003787,0.007958,0.081658,1592,15.3794
0.3414,18,-0.1237,-0.3600,-0.0133,-6.0429,-20.00,74.74,54.74,-19.8763,-7.2149,-0.160510,-0.265018,-0.004008,0.026857,0.081658,1585,15.3794
