t_s,iteration,sensor_mode,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.8722,172,imu,37.0157,-129.0274,37.9800,37.0157,-0.5376,90.00,85.02,52.9843,0.0000,0.550000,0.470971,0.000883,0.716819,0.000000,1268
0.8773,173,imu,37.0157,-143.1275,38.5200,37.0157,-0.5376,90.00,85.02,52.9843,0.0000,0.550000,0.470971,0.000883,0.795153,0.000000,1268
0.8833,174,imu,37.0157,-143.1275,39.4200,37.0157,-0.5376,90.00,85.02,52.9843,0.0000,0.550000,0.470971,0.000883,0.795153,0.000000,1268
0.8884,175,imu,37.0157,-143.1275,40.1400,37.0157,-0.5376,90.00,85.02,52.9843,0.0000,0.550000,0.470971,0.000883,0.795153,0.000000,1268
0.8935,176,imu,37.0157,-143.1275,40.6800,37.0157,-0.5376,90.00,85.02,52.9843,0.0000,0.550000,0.470971,0.000883,0.795153,0.000000,1268
0.8986,177,imu,37.0157,-143.1275,41.0400,37.0157,-0.5376,90.00,85.02,52.9843,0.0000,0.550000,0.470971,0.000883,0.795153,0.000000,1268
0.9036,178,imu,37.0157,-143.1275,41.7600,37.0157,-0.5376,90.00,85.02,52.9843,0.0000,0.550000,0.470971,0.000883,0.795153,0.000000,1268
0.9087,179,imu,37.0157,-143.1275,42.3000,37.0157,-0.5376,90.00,85.02,52.9843,0.0000,0.550000,0.470971,0.000883,0.795153,0.000000,1268
0.9138,180,imu,37.0157,-143.1275,43.0200,37.0157,-0.5376,90.00,85.02,52.9843,0.0000,0.550000,0.470971,0.000883,0.795153,0.000000,1268
0.9189,181,imu,44.3714,-143.1275,43.7400,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.795153,0.000000,1268
0.9239,182,imu,44.3714,-143.1275,44.4600,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.795153,0.000000,1268
0.9290,183,imu,44.3714,-153.9824,45.0000,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.855458,0.000000,1268
0.9343,184,imu,44.3714,-153.9824,45.7200,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.855458,0.000000,1268
0.9394,185,imu,44.3714,-153.9824,46.6200,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.855458,0.000000,1268
0.9444,186,imu,44.3714,-153.9824,47.1600,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.855458,0.000000,1268
0.9495,187,imu,44.3714,-153.9824,47.8800,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.855458,0.000000,1268
0.9546,188,imu,44.3714,-153.9824,48.7800,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.855458,0.000000,1268
0.9597,189,imu,44.3714,-153.9824,49.5000,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.855458,0.000000,1268
0.9648,190,imu,44.3714,-153.9824,50.0400,44.3714,-0.5144,90.00,85.02,45.6286,0.0000,0.550000,0.405587,0.000760,0.855458,0.000000,1268
0.9698,191,imu,52.3387,-153.9824,50.7600,52.3387,-0.4777,90.00,85.02,37.6613,0.0000,0.550000,0.334767,0.000628,0.855458,0.000000,1268
0.9749,192,imu,52.3387,-153.9824,51.6600,52.3387,-0.4777,90.00,85.02,37.6613,0.0000,0.550000,0.334767,0.000628,0.855458,0.000000,1268
0.9804,193,imu,52.3387,-167.5230,52.5600,52.3387,-0.4777,90.00,85.02,37.6613,0.0000,0.550000,0.334767,0.000628,0.930683,0.000000,1268
0.9855,194,imu,52.3387,-167.5230,53.4600,52.3387,-0.4777,90.00,85.02,37.6613,0.0000,0.550000,0.334767,0.000628,0.930683,0.000000,1268
0.9907,195,imu,52.3387,-167.5230,54.3600,52.3387,-0.4777,90.00,85.02,37.6613,0.0000,0.550000,0.334767,0.000628,0.930683,0.000000,1268
0.9958,196,imu,52.3387,-167.5230,55.2600,52.3387,-0.4777,90.00,85.02,37.6613,0.0000,0.550000,0.334767,0.000628,0.930683,0.000000,1268
1.0009,197,imu,52.3387,-167.5230,56.1600,52.3387,-0.4777,90.00,85.02,37.6613,0.0000,0.550000,0.334767,0.000628,0.930683,0.000000,1268
1.0059,198,imu,52.3387,-167.5230,57.0600,52.3387,-0.4777,90.00,85.02,37.6613,0.0000,0.550000,0.334767,0.000628,0.930683,0.000000,1268
1.0110,199,imu,52.3387,-167.5230,57.9600,52.3387,-0.4777,90.00,85.02,37.6613,0.0000,0.550000,0.334767,0.000628,0.930683,0.000000,1268
1.0161,200,imu,60.8203,-167.5230,58.5000,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,0.930683,0.000000,1268
1.0212,201,imu,60.8203,-167.5230,59.2200,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,0.930683,0.000000,1268
1.0263,202,imu,60.8203,-181.8470,60.1200,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,1.010261,0.000000,1268
1.0314,203,imu,60.8203,-181.8470,60.4800,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,1.010261,0.000000,1268
1.0366,204,imu,60.8203,-181.8470,61.3800,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,1.010261,0.000000,1268
1.0417,205,imu,60.8203,-181.8470,61.7400,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,1.010261,0.000000,1268
1.0467,206,imu,60.8203,-181.8470,62.2800,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,1.010261,0.000000,1268
1.0518,207,imu,60.8203,-181.8470,63.1800,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,1.010261,0.000000,1268
1.0569,208,imu,60.8203,-181.8470,63.9000,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,1.010261,0.000000,1268
1.0620,209,imu,60.8203,-181.8470,64.8000,60.8203,-0.4476,90.00,85.02,29.1797,0.0000,0.550000,0.259375,0.000486,1.010261,0.000000,1268
1.0670,210,imu,69.9846,-181.8470,65.5200,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.010261,0.000000,1268
1.0721,211,imu,69.9846,-181.8470,66.4200,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.010261,0.000000,1268
1.0772,212,imu,69.9846,-190.6875,67.1400,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.059375,0.000000,1268
1.0824,213,imu,69.9846,-190.6875,68.0400,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.059375,0.000000,1268
1.0875,214,imu,69.9846,-190.6875,68.7600,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.059375,0.000000,1268
1.0925,215,imu,69.9846,-190.6875,69.6600,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.059375,0.000000,1268
1.0976,216,imu,69.9846,-190.6875,70.2000,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.059375,0.000000,1268
1.1027,217,imu,69.9846,-190.6875,71.1000,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.059375,0.000000,1268
1.1080,218,imu,69.9846,-190.6875,71.2800,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.059375,0.000000,1268
1.1131,219,imu,69.9846,-190.6875,72.1800,69.9846,-0.4297,90.00,85.02,20.0154,0.0000,0.550000,0.177914,0.000334,1.059375,0.000000,1268
1.1181,220,imu,79.7742,-190.6875,72.9000,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.059375,0.000000,1268
1.1232,221,imu,79.7742,-190.6875,73.6200,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.059375,0.000000,1268
1.1283,222,imu,79.7742,-201.3186,74.5200,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.118436,0.000000,1268
1.1335,223,imu,79.7742,-201.3186,75.2400,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.118436,0.000000,1268
1.1385,224,imu,79.7742,-201.3186,75.9600,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.118436,0.000000,1268
1.1436,225,imu,79.7742,-201.3186,76.6800,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.118436,0.000000,1268
1.1487,226,imu,79.7742,-201.3186,77.4000,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.118436,0.000000,1268
1.1538,227,imu,79.7742,-201.3186,78.3000,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.118436,0.000000,1268
1.1589,228,imu,79.7742,-201.3186,79.0200,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.118436,0.000000,1268
1.1640,229,imu,79.7742,-201.3186,79.7400,79.7742,-0.3973,90.00,85.02,10.2258,0.0000,0.550000,0.090896,0.000170,1.118436,0.000000,1268
1.1690,230,imu,90.1015,-201.3186,80.4600,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.118436,0.000000,1268
1.1745,231,imu,90.1015,-201.3186,81.1800,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.118436,0.000000,1268
1.1795,232,imu,90.1015,-214.4115,81.9000,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.191175,0.000000,1268
1.1846,233,imu,90.1015,-214.4115,82.6200,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.191175,0.000000,1268
1.1897,234,imu,90.1015,-214.4115,82.8000,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.191175,0.000000,1268
1.1947,235,imu,90.1015,-214.4115,82.8000,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.191175,0.000000,1268
1.1998,236,imu,90.1015,-214.4115,82.4400,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.191175,0.000000,1268
1.2049,237,imu,90.1015,-214.4115,82.2600,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.191175,0.000000,1268
1.2100,238,imu,90.1015,-214.4115,82.4400,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.191175,0.000000,1268
1.2151,239,imu,90.1015,-214.4115,81.7200,90.1015,-0.3642,90.00,85.02,-0.1015,0.0000,0.550000,-0.000902,-0.000002,1.191175,0.000000,1268
1.2201,240,imu,95.0538,-214.4115,81.7200,95.0538,-0.3231,90.00,85.02,-5.0538,0.0000,0.550000,-0.044923,-0.000084,1.191175,0.000000,1268
1.2252,241,imu,95.0538,80.3484,81.3600,95.0538,-0.3231,90.00,85.02,-5.0538,-0.0253,-0.491387,-0.044923,-0.000084,-0.446380,0.000000,1288
1.2303,242,imu,95.0538,80.3484,80.6400,95.0538,-0.3231,90.00,85.02,-5.0538,-0.0505,-0.491471,-0.044923,-0.000168,-0.446380,0.000000,1308
1.2353,243,imu,95.0538,80.3484,80.1000,95.0538,-0.3231,90.00,85.02,-5.0538,-0.0758,-0.491556,-0.044923,-0.000253,-0.446380,0.000000,1328
1.2404,244,imu,95.0538,80.3484,79.5600,95.0538,-0.3231,90.00,85.02,-5.0538,-0.1011,-0.491640,-0.044923,-0.000337,-0.446380,0.000000,1348
1.2455,245,imu,95.0538,80.3484,79.3800,95.0538,-0.3231,90.00,85.02,-5.0538,-0.1263,-0.491724,-0.044923,-0.000421,-0.446380,0.000000,1368
1.2506,246,imu,95.0538,80.3484,79.0200,95.0538,-0.3231,90.00,85.02,-5.0538,-0.1516,-0.491808,-0.044923,-0.000505,-0.446380,0.000000,1388
1.2557,247,imu,95.0538,80.3484,78.8400,95.0538,-0.3231,90.00,85.02,-5.0538,-0.1769,-0.491893,-0.044923,-0.000590,-0.446380,0.000000,1408
1.2608,248,imu,95.0538,80.3484,78.4800,95.0538,-0.3231,90.00,85.02,-5.0538,-0.2022,-0.491977,-0.044923,-0.000674,-0.446380,0.000000,1428
1.2659,249,imu,90.6449,80.3484,77.9400,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2054,-0.452797,-0.005733,-0.000685,-0.446380,0.000000,1448
1.2710,250,imu,90.6449,80.3484,77.2200,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2086,-0.452808,-0.005733,-0.000695,-0.446380,0.000000,1468
1.2760,251,imu,90.6449,107.9891,76.6800,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2086,-0.550000,-0.005733,-0.000706,-0.599940,0.000000,1488
1.2811,252,imu,90.6449,107.9891,76.3200,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2086,-0.550000,-0.005733,-0.000706,-0.599940,0.000000,1500
1.2862,253,imu,90.6449,107.9891,75.9600,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2086,-0.550000,-0.005733,-0.000706,-0.599940,0.000000,1500
1.2913,254,imu,90.6449,107.9891,75.7800,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2086,-0.550000,-0.005733,-0.000706,-0.599940,0.000000,1500
1.2964,255,imu,90.6449,107.9891,75.4200,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2086,-0.550000,-0.005733,-0.000706,-0.599940,0.000000,1500
1.3015,256,imu,90.6449,107.9891,75.0600,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2086,-0.550000,-0.005733,-0.000706,-0.599940,0.000000,1500
1.3065,257,imu,90.6449,107.9891,74.7000,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2086,-0.550000,-0.005733,-0.000706,-0.599940,0.000000,1500
1.3117,258,imu,90.6449,107.9891,74.1600,90.6449,-0.4212,90.00,85.02,-0.6449,-0.2086,-0.550000,-0.005733,-0.000706,-0.599940,0.000000,1500
1.3168,259,imu,86.5653,107.9891,73.4400,86.5653,-0.4129,90.00,85.02,3.4347,-0.2086,-0.550000,0.030531,-0.000638,-0.599940,0.000000,1500
1.3218,260,imu,86.5653,107.9891,73.0800,86.5653,-0.4129,90.00,85.02,3.4347,-0.2086,-0.550000,0.030531,-0.000638,-0.599940,0.000000,1500
1.3269,261,imu,86.5653,94.1128,72.7200,86.5653,-0.4129,90.00,85.02,3.4347,-0.1914,-0.492956,0.030531,-0.000638,-0.522849,0.000000,1500
1.3321,262,imu,86.5653,94.1128,72.5400,86.5653,-0.4129,90.00,85.02,3.4347,-0.1743,-0.492899,0.030531,-0.000581,-0.522849,0.000000,1500
1.3371,263,imu,86.5653,94.1128,72.3600,86.5653,-0.4129,90.00,85.02,3.4347,-0.1571,-0.492842,0.030531,-0.000524,-0.522849,0.000000,1500
1.3422,264,imu,86.5653,94.1128,71.8200,86.5653,-0.4129,90.00,85.02,3.4347,-0.1399,-0.492784,0.030531,-0.000466,-0.522849,0.000000,1500
1.3473,265,imu,86.5653,94.1128,71.4600,86.5653,-0.4129,90.00,85.02,3.4347,-0.1227,-0.492727,0.030531,-0.000409,-0.522849,0.000000,1500
1.3523,266,imu,86.5653,94.1128,71.1000,86.5653,-0.4129,90.00,85.02,3.4347,-0.1056,-0.492670,0.030531,-0.000352,-0.522849,0.000000,1500
1.3574,267,imu,86.5653,94.1128,70.5600,86.5653,-0.4129,90.00,85.02,3.4347,-0.0884,-0.492613,0.030531,-0.000295,-0.522849,0.000000,1500
1.3625,268,imu,86.5653,94.1128,70.0200,86.5653,-0.4129,90.00,85.02,3.4347,-0.0712,-0.492555,0.030531,-0.000237,-0.522849,0.000000,1500
1.3676,269,imu,82.5623,94.1128,69.6600,82.5623,-0.4295,90.00,85.02,7.4377,-0.0340,-0.456849,0.066113,-0.000113,-0.522849,0.000000,1500
1.3731,270,imu,82.5623,94.1128,69.4800,82.5623,-0.4295,90.00,85.02,7.4377,0.0032,-0.456725,0.066113,0.000011,-0.522849,0.000000,1500
1.3782,271,imu,82.5623,67.3673,69.1200,82.5623,-0.4295,90.00,85.02,7.4377,0.0404,-0.308015,0.066113,0.000135,-0.374263,0.000000,1520
1.3843,272,imu,82.5623,67.3673,68.7600,82.5623,-0.4295,90.00,85.02,7.4377,0.0775,-0.307891,0.066113,0.000258,-0.374263,0.000000,1540
1.3894,273,imu,82.5623,67.3673,68.2200,82.5623,-0.4295,90.00,85.02,7.4377,0.1147,-0.307767,0.066113,0.000382,-0.374263,0.000000,1560
1.3945,274,imu,82.5623,67.3673,67.6800,82.5623,-0.4295,90.00,85.02,7.4377,0.1519,-0.307644,0.066113,0.000506,-0.374263,0.000000,1580
1.3996,275,imu,82.5623,67.3673,67.3200,82.5623,-0.4295,90.00,85.02,7.4377,0.1891,-0.307520,0.066113,0.000630,-0.374263,0.000000,1600
1.4046,276,imu,82.5623,67.3673,66.7800,82.5623,-0.4295,90.00,85.02,7.4377,0.2263,-0.307396,0.066113,0.000754,-0.374263,0.000000,1620
1.4097,277,imu,82.5623,67.3673,66.4200,82.5623,-0.4295,90.00,85.02,7.4377,0.2635,-0.307272,0.066113,0.000878,-0.374263,0.000000,1640
1.4148,278,imu,82.5623,67.3673,66.0600,82.5623,-0.4295,90.00,85.02,7.4377,0.3007,-0.307148,0.066113,0.001002,-0.374263,0.000000,1640
1.4199,279,imu,78.6468,67.3673,65.8800,78.6468,-0.4501,90.00,85.02,11.3532,0.3574,-0.272154,0.100917,0.001191,-0.374263,0.000000,1627
1.4250,280,imu,78.6468,67.3673,65.5200,78.6468,-0.4501,90.00,85.02,11.3532,0.4142,-0.271965,0.100917,0.001381,-0.374263,0.000000,1626
1.4300,281,imu,78.6468,61.3244,64.9800,78.6468,-0.4501,90.00,85.02,11.3532,0.4710,-0.238204,0.100917,0.001570,-0.340691,0.000000,1614
1.4351,282,imu,78.6468,61.3244,64.6200,78.6468,-0.4501,90.00,85.02,11.3532,0.5277,-0.238015,0.100917,0.001759,-0.340691,0.000000,1614
1.4402,283,imu,78.6468,61.3244,64.0800,78.6468,-0.4501,90.00,85.02,11.3532,0.5845,-0.237826,0.100917,0.001948,-0.340691,0.000000,1614
1.4453,284,imu,78.6468,61.3244,63.7200,78.6468,-0.4501,90.00,85.02,11.3532,0.6413,-0.237636,0.100917,0.002138,-0.340691,0.000000,1614
1.4504,285,imu,78.6468,61.3244,63.1800,78.6468,-0.4501,90.00,85.02,11.3532,0.6980,-0.237447,0.100917,0.002327,-0.340691,0.000000,1614
1.4554,286,imu,78.6468,61.3244,62.8200,78.6468,-0.4501,90.00,85.02,11.3532,0.7548,-0.237258,0.100917,0.002516,-0.340691,0.000000,1613
1.4605,287,imu,78.6468,61.3244,62.6400,78.6468,-0.4501,90.00,85.02,11.3532,0.8116,-0.237069,0.100917,0.002705,-0.340691,0.000000,1613
1.4656,288,imu,74.7530,61.3244,62.2800,74.753,-0.4805,90.00,85.02,15.2470,0.8878,-0.202203,0.135529,0.002959,-0.340691,0.000000,1600
1.4707,289,imu,74.7530,61.3244,61.9200,74.753,-0.4805,90.00,85.02,15.2470,0.9640,-0.201949,0.135529,0.003213,-0.340691,0.000000,1600
1.4758,290,imu,74.7530,61.3244,61.3800,74.753,-0.4805,90.00,85.02,15.2470,1.0403,-0.201695,0.135529,0.003468,-0.340691,0.000000,1600
1.4809,291,imu,74.7530,73.0745,60.8400,74.753,-0.4805,90.00,85.02,15.2470,1.1165,-0.266719,0.135529,0.003722,-0.405969,0.000000,1620
1.4859,292,imu,74.7530,73.0745,60.4800,74.753,-0.4805,90.00,85.02,15.2470,1.1927,-0.266465,0.135529,0.003976,-0.405969,0.000000,1624
1.4910,293,imu,74.7530,73.0745,59.9400,74.753,-0.4805,90.00,85.02,15.2470,1.2690,-0.266211,0.135529,0.004230,-0.405969,0.000000,1624
1.4961,294,imu,74.7530,73.0745,59.5800,74.753,-0.4805,90.00,85.02,15.2470,1.3452,-0.265957,0.135529,0.004484,-0.405969,0.000000,1624
1.5012,295,imu,74.7530,73.0745,59.2200,74.753,-0.4805,90.00,85.02,15.2470,1.4214,-0.265703,0.135529,0.004738,-0.405969,0.000000,1624
1.5062,296,imu,74.7530,73.0745,58.8600,74.753,-0.4805,90.00,85.02,15.2470,1.4977,-0.265449,0.135529,0.004992,-0.405969,0.000000,1624
1.5114,297,imu,74.7530,73.0745,58.5000,74.753,-0.4805,90.00,85.02,15.2470,1.5739,-0.265194,0.135529,0.005246,-0.405969,0.000000,1624
1.5166,298,imu,70.6694,73.0745,58.1400,70.6694,-0.513,90.00,85.02,19.3306,1.6706,-0.228573,0.171828,0.005569,-0.405969,0.000000,1610
1.5217,299,imu,70.6694,73.0745,57.6000,70.6694,-0.513,90.00,85.02,19.3306,1.7672,-0.228251,0.171828,0.005891,-0.405969,0.000000,1610
1.5267,300,imu,70.6694,88.7413,57.0600,70.6694,-0.513,90.00,85.02,19.3306,1.8639,-0.314966,0.171828,0.006213,-0.493007,0.000000,1630
1.5318,301,imu,70.6694,88.7413,56.7000,70.6694,-0.513,90.00,85.02,19.3306,1.9605,-0.314644,0.171828,0.006535,-0.493007,0.000000,1642
1.5369,302,imu,70.6694,88.7413,56.1600,70.6694,-0.513,90.00,85.02,19.3306,2.0572,-0.314322,0.171828,0.006857,-0.493007,0.000000,1642
1.5420,303,imu,70.6694,88.7413,55.8000,70.6694,-0.513,90.00,85.02,19.3306,2.1538,-0.314000,0.171828,0.007179,-0.493007,0.000000,1642
1.5471,304,imu,70.6694,88.7413,55.4400,70.6694,-0.513,90.00,85.02,19.3306,2.2505,-0.313678,0.171828,0.007502,-0.493007,0.000000,1642
1.5522,305,imu,70.6694,88.7413,55.0800,70.6694,-0.513,90.00,85.02,19.3306,2.3471,-0.313356,0.171828,0.007824,-0.493007,0.000000,1642
1.5573,306,imu,70.6694,88.7413,54.5400,70.6694,-0.513,90.00,85.02,19.3306,2.4438,-0.313033,0.171828,0.008146,-0.493007,0.000000,1642
1.5624,307,imu,70.6694,88.7413,54.1800,70.6694,-0.513,90.00,85.02,19.3306,2.5404,-0.312711,0.171828,0.008468,-0.493007,0.000000,1642
1.5674,308,imu,66.4120,88.7413,53.6400,66.412,-0.5468,90.00,85.02,23.5880,2.6584,-0.274475,0.209671,0.008861,-0.493007,0.000000,1627
1.5725,309,imu,66.4120,88.7413,53.1000,66.412,-0.5468,90.00,85.02,23.5880,2.7763,-0.274082,0.209671,0.009254,-0.493007,0.000000,1627
1.5776,310,imu,66.4120,97.9176,52.7400,66.412,-0.5468,90.00,85.02,23.5880,2.8943,-0.324668,0.209671,0.009648,-0.543987,0.000000,1646
1.5835,311,imu,66.4120,97.9176,52.2000,66.412,-0.5468,90.00,85.02,23.5880,3.0122,-0.324275,0.209671,0.010041,-0.543987,0.000000,1646
1.5886,312,imu,66.4120,97.9176,51.8400,66.412,-0.5468,90.00,85.02,23.5880,3.1301,-0.323882,0.209671,0.010434,-0.543987,0.000000,1646
1.5937,313,imu,66.4120,97.9176,51.3000,66.412,-0.5468,90.00,85.02,23.5880,3.2481,-0.323489,0.209671,0.010827,-0.543987,0.000000,1646
1.5988,314,imu,66.4120,97.9176,50.9400,66.412,-0.5468,90.00,85.02,23.5880,3.3660,-0.323095,0.209671,0.011220,-0.543987,0.000000,1646
1.6038,315,imu,66.4120,97.9176,50.4000,66.412,-0.5468,90.00,85.02,23.5880,3.4840,-0.322702,0.209671,0.011613,-0.543987,0.000000,1646
1.6089,316,imu,66.4120,97.9176,49.8600,66.412,-0.5468,90.00,85.02,23.5880,3.6019,-0.322309,0.209671,0.012006,-0.543987,0.000000,1645
1.6140,317,imu,66.4120,97.9176,49.5000,66.412,-0.5468,90.00,85.02,23.5880,3.7198,-0.321916,0.209671,0.012399,-0.543987,0.000000,1645
1.6191,318,imu,61.9244,97.9176,48.9600,61.9244,-0.5926,90.00,85.02,28.0756,3.8602,-0.281558,0.249561,0.012867,-0.543987,0.000000,1630
1.6241,319,imu,61.9244,97.9176,48.4200,61.9244,-0.5926,90.00,85.02,28.0756,4.0006,-0.281090,0.249561,0.013335,-0.543987,0.000000,1630
1.6292,320,imu,61.9244,98.4771,48.0600,61.9244,-0.5926,90.00,85.02,28.0756,4.1410,-0.283731,0.249561,0.013803,-0.547095,0.000000,1631
1.6343,321,imu,61.9244,98.4771,47.7000,61.9244,-0.5926,90.00,85.02,28.0756,4.2814,-0.283263,0.249561,0.014271,-0.547095,0.000000,1631
1.6394,322,imu,61.9244,98.4771,47.1600,61.9244,-0.5926,90.00,85.02,28.0756,4.4217,-0.282795,0.249561,0.014739,-0.547095,0.000000,1631
1.6444,323,imu,61.9244,98.4771,46.6200,61.9244,-0.5926,90.00,85.02,28.0756,4.5621,-0.282327,0.249561,0.015207,-0.547095,0.000000,1630
1.6495,324,imu,61.9244,98.4771,46.2600,61.9244,-0.5926,90.00,85.02,28.0756,4.7025,-0.281859,0.249561,0.015675,-0.547095,0.000000,1630
1.6546,325,imu,61.9244,98.4771,45.7200,61.9244,-0.5926,90.00,85.02,28.0756,4.8429,-0.281391,0.249561,0.016143,-0.547095,0.000000,1630
1.6597,326,imu,61.9244,98.4771,45.1800,61.9244,-0.5926,90.00,85.02,28.0756,4.9832,-0.280923,0.249561,0.016611,-0.547095,0.000000,1630
1.6648,327,imu,61.9244,98.4771,44.6400,61.9244,-0.5926,90.00,85.02,28.0756,5.1236,-0.280455,0.249561,0.017079,-0.547095,0.000000,1630
1.6699,328,imu,57.2013,98.4771,44.2800,57.2013,-0.6371,90.00,85.02,32.7987,5.2876,-0.237925,0.291544,0.017625,-0.547095,0.000000,1614
1.6749,329,imu,57.2013,98.4771,43.7400,57.2013,-0.6371,90.00,85.02,32.7987,5.4516,-0.237379,0.291544,0.018172,-0.547095,0.000000,1614
1.6800,330,imu,57.2013,94.4485,43.2000,57.2013,-0.6371,90.00,85.02,32.7987,5.6156,-0.214451,0.291544,0.018719,-0.524714,0.000000,1605
1.6851,331,imu,57.2013,94.4485,42.8400,57.2013,-0.6371,90.00,85.02,32.7987,5.7796,-0.213904,0.291544,0.019265,-0.524714,0.000000,1605
1.6901,332,imu,57.2013,94.4485,42.3000,57.2013,-0.6371,90.00,85.02,32.7987,5.9436,-0.213358,0.291544,0.019812,-0.524714,0.000000,1605
1.6952,333,imu,57.2013,94.4485,41.7600,57.2013,-0.6371,90.00,85.02,32.7987,6.1076,-0.212811,0.291544,0.020359,-0.524714,0.000000,1604
1.7003,334,imu,57.2013,94.4485,41.2200,57.2013,-0.6371,90.00,85.02,32.7987,6.2716,-0.212264,0.291544,0.020905,-0.524714,0.000000,1604
1.7054,335,imu,57.2013,94.4485,40.6800,57.2013,-0.6371,90.00,85.02,32.7987,6.4356,-0.211718,0.291544,0.021452,-0.524714,0.000000,1604
