t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,kp_eff,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
6.8718,343,-3.3376,-2.8800,0.0568,-0.3357,6.00,88.18,94.18,9.3376,13.5828,3.4417,0.550000,0.357080,0.022949,0.001119,0.249336,1268,5.1612
6.8919,344,-3.3518,-2.8800,0.0657,-0.1119,6.00,88.18,94.18,9.3518,13.5828,3.4420,0.550000,0.357658,0.022950,0.000373,0.249336,1268,5.1754
6.9120,345,-3.3518,-2.8800,0.0657,-0.1119,6.00,88.18,94.18,9.3518,13.5828,3.4420,0.550000,0.357658,0.022950,0.000373,0.249336,1268,5.1754
6.9321,346,-3.3525,-2.8800,0.0661,-0.1119,6.00,88.18,94.18,9.3525,13.5828,3.4420,0.550000,0.357686,0.022950,0.000373,0.249336,1268,5.1761
6.9521,347,-3.3525,-2.8800,0.0661,-0.1119,6.00,88.18,94.18,9.3525,13.5828,3.4420,0.550000,0.357686,0.022950,0.000373,0.249336,1268,5.1761
6.9722,348,-3.3525,-2.8800,0.0661,-0.1119,6.00,88.18,94.18,9.3525,13.5828,3.4420,0.550000,0.357686,0.022950,0.000373,0.249336,1268,5.1761
6.9923,349,-3.3482,-2.8800,0.0567,0.1119,6.00,88.18,94.18,9.3482,13.5828,3.4420,0.550000,0.357510,0.022950,-0.000373,0.249336,1268,5.1718
7.0124,350,-3.3482,-2.8800,0.0567,0.1119,6.00,88.18,94.18,9.3482,13.5828,3.4420,0.550000,0.357510,0.022950,-0.000373,0.249336,1268,5.1718
7.0325,351,-3.3436,-2.8800,0.0571,0.1119,6.00,88.18,94.18,9.3436,13.5828,3.4418,0.550000,0.357323,0.022949,-0.000373,0.249336,1268,5.1672
7.0525,352,-3.3436,-2.8800,0.0571,0.1119,6.00,88.18,94.18,9.3436,13.5828,3.4418,0.550000,0.357323,0.022949,-0.000373,0.249336,1268,5.1672
7.0726,353,-3.3436,-2.8800,0.0571,0.1119,6.00,88.18,94.18,9.3436,13.5828,3.4418,0.550000,0.357323,0.022949,-0.000373,0.249336,1268,5.1672
7.0927,354,-3.3344,-2.8800,0.058,-0.0000,6.00,88.18,94.18,9.3344,13.5828,3.4416,0.550000,0.356950,0.022949,0.000000,0.249336,1268,5.158
7.1128,355,-3.3344,-2.8800,0.058,-0.0000,6.00,88.18,94.18,9.3344,13.5828,3.4416,0.550000,0.356950,0.022949,0.000000,0.249336,1268,5.158
7.1329,356,-3.3307,-2.8800,0.0595,-0.0000,6.00,88.18,94.18,9.3307,13.5828,3.4416,0.550000,0.356800,0.022949,0.000000,0.249336,1268,5.1543
7.1530,357,-3.3307,-2.8800,0.0595,-0.1119,6.00,88.18,94.18,9.3307,13.5828,3.4416,0.550000,0.356800,0.022949,0.000373,0.249336,1268,5.1543
7.1730,358,-3.3307,-2.8800,0.0595,-0.1119,6.00,88.18,94.18,9.3307,13.5828,3.4416,0.550000,0.356800,0.022949,0.000373,0.249336,1268,5.1543
7.1931,359,-3.3321,-2.8800,0.0603,-0.1119,6.00,88.18,94.18,9.3321,13.5828,3.4416,0.550000,0.356857,0.022949,0.000373,0.249336,1268,5.1557
7.2132,360,-3.3321,-2.8800,0.0603,-0.1119,6.00,88.18,94.18,9.3321,13.5828,3.4416,0.550000,0.356857,0.022949,0.000373,0.249336,1268,5.1557
7.2333,361,-3.3378,-2.8800,0.0705,-0.1119,6.00,88.18,94.18,9.3378,13.5828,3.4417,0.550000,0.357090,0.022949,0.000373,0.249336,1268,5.1614
7.2534,362,-3.3378,-2.8800,0.0705,-0.1119,6.00,88.18,94.18,9.3378,13.5828,3.4417,0.550000,0.357090,0.022949,0.000373,0.249336,1268,5.1614
7.2735,363,-3.3378,-2.8800,0.0705,-0.1119,6.00,88.18,94.18,9.3378,13.5828,3.4417,0.550000,0.357090,0.022949,0.000373,0.249336,1268,5.1614
7.2935,364,-3.3390,-2.8800,0.0705,0.2238,6.00,88.18,94.18,9.3390,13.5828,3.4417,0.550000,0.357139,0.022949,-0.000746,0.249336,1268,5.1627
7.3136,365,-3.3390,-2.8800,0.0705,0.2238,6.00,88.18,94.18,9.3390,13.5828,3.4417,0.550000,0.357139,0.022949,-0.000746,0.249336,1268,5.1627
7.3337,366,-3.3308,-2.8800,0.0619,0.2238,6.00,88.18,94.18,9.3308,13.5828,3.4416,0.550000,0.356804,0.022949,-0.000746,0.249336,1268,5.1544
7.3538,367,-3.3308,-2.8800,0.0619,-0.0000,6.00,88.18,94.18,9.3308,13.5828,3.4416,0.550000,0.356804,0.022949,0.000000,0.249336,1268,5.1544
7.3738,368,-3.3308,-2.8800,0.0619,-0.0000,6.00,88.18,94.18,9.3308,13.5828,3.4416,0.550000,0.356804,0.022949,0.000000,0.249336,1268,5.1544
7.3939,369,-3.3275,-2.8800,0.0737,0.1119,6.00,88.18,94.18,9.3275,13.5828,3.4415,0.550000,0.356672,0.022949,-0.000373,0.249336,1268,5.1512
7.4140,370,-3.3275,-2.8800,0.0737,0.1119,6.00,88.18,94.18,9.3275,13.5828,3.4415,0.550000,0.356672,0.022949,-0.000373,0.249336,1268,5.1512
7.4341,371,-3.3190,-2.8800,0.0749,0.1119,6.00,88.18,94.18,9.3190,13.5828,3.4413,0.550000,0.356327,0.022949,-0.000373,0.249336,1268,5.1427
7.4542,372,-3.3190,-2.8800,0.0749,0.1119,6.00,88.18,94.18,9.3190,13.5828,3.4413,0.550000,0.356327,0.022949,-0.000373,0.249336,1268,5.1427
7.4743,373,-3.3190,-2.8800,0.0749,0.1119,6.00,88.18,94.18,9.3190,13.5828,3.4413,0.550000,0.356327,0.022949,-0.000373,0.249336,1268,5.1427
7.4943,374,-3.3207,-2.8800,0.0658,-0.0000,6.00,88.18,94.18,9.3207,13.5828,3.4413,0.550000,0.356394,0.022949,0.000000,0.249336,1268,5.1443
7.5144,375,-3.3207,-2.8800,0.0658,-0.0000,6.00,88.18,94.18,9.3207,13.5828,3.4413,0.550000,0.356394,0.022949,0.000000,0.249336,1268,5.1443
7.5345,376,-3.3168,-2.8800,0.0666,-0.0000,6.00,88.18,94.18,9.3168,13.5828,3.4412,0.550000,0.356236,0.022948,0.000000,0.249336,1268,5.1404
7.5546,377,-3.3168,-2.8800,0.0666,-0.0000,6.00,88.18,94.18,9.3168,13.5828,3.4412,0.550000,0.356236,0.022948,0.000000,0.249336,1268,5.1404
7.5747,378,-3.3168,-2.8800,0.0666,-0.0000,6.00,88.18,94.18,9.3168,13.5828,3.4412,0.550000,0.356236,0.022948,0.000000,0.249336,1268,5.1404
7.5947,379,-3.3228,-2.8800,0.0669,-0.0000,6.00,88.18,94.18,9.3228,13.5828,3.4414,0.550000,0.356480,0.022949,0.000000,0.249336,1268,5.1464
7.6148,380,-3.3228,-2.8800,0.0669,-0.0000,6.00,88.18,94.18,9.3228,13.5828,3.4414,0.550000,0.356480,0.022949,0.000000,0.249336,1268,5.1464
7.6349,381,-3.3140,-2.8800,0.0779,-0.0000,6.00,88.18,94.18,9.3140,13.5828,3.4412,0.550000,0.356124,0.022948,0.000000,0.249336,1268,5.1377
7.6550,382,-3.3140,-2.8800,0.0779,-0.0000,6.00,88.18,94.18,9.3140,13.5828,3.4412,0.550000,0.356124,0.022948,0.000000,0.249336,1268,5.1377
7.6751,383,-3.3140,-2.8800,0.0779,-0.0000,6.00,88.18,94.18,9.3140,13.5828,3.4412,0.550000,0.356124,0.022948,0.000000,0.249336,1268,5.1377
7.6951,384,-3.3147,-2.8800,0.0783,0.1119,6.00,88.18,94.18,9.3147,13.5828,3.4412,0.550000,0.356153,0.022948,-0.000373,0.249336,1268,5.1384
7.7152,385,-3.3147,-2.8800,0.0783,0.1119,6.00,88.18,94.18,9.3147,13.5828,3.4412,0.550000,0.356153,0.022948,-0.000373,0.249336,1268,5.1384
7.7353,386,-3.3110,-2.8800,0.0798,0.1119,6.00,88.18,94.18,9.3110,13.5828,3.4411,0.550000,0.356002,0.022948,-0.000373,0.249336,1268,5.1347
7.7554,387,-3.3110,-2.8800,0.0798,-0.0000,6.00,88.18,94.18,9.3110,13.5828,3.4411,0.550000,0.356002,0.022948,0.000000,0.249336,1268,5.1347
7.7755,388,-3.3110,-2.8800,0.0798,-0.0000,6.00,88.18,94.18,9.3110,13.5828,3.4411,0.550000,0.356002,0.022948,0.000000,0.249336,1268,5.1347
7.7956,389,-3.3168,-2.8800,0.09,-0.1119,6.00,88.18,94.18,9.3168,13.5828,3.4412,0.550000,0.356235,0.022948,0.000373,0.249336,1268,5.1404
7.8156,390,-3.3168,-2.8800,0.09,-0.1119,6.00,88.18,94.18,9.3168,13.5828,3.4412,0.550000,0.356235,0.022948,0.000373,0.249336,1268,5.1404
7.8357,391,-3.3175,-2.8800,0.0904,-0.1119,6.00,88.18,94.18,9.3175,13.5828,3.4413,0.550000,0.356264,0.022949,0.000373,0.249336,1268,5.1411
7.8558,392,-3.3175,-2.8800,0.0904,0.1119,6.00,88.18,94.18,9.3175,13.5828,3.4413,0.550000,0.356264,0.022949,-0.000373,0.249336,1268,5.1411
7.8759,393,-3.3175,-2.8800,0.0904,0.1119,6.00,88.18,94.18,9.3175,13.5828,3.4413,0.550000,0.356264,0.022949,-0.000373,0.249336,1268,5.1411
7.8960,394,-3.3138,-2.8800,0.0813,-0.1119,6.00,88.18,94.18,9.3138,13.5828,3.4412,0.550000,0.356116,0.022948,0.000373,0.249336,1268,5.1375
7.9160,395,-3.3138,-2.8800,0.0813,-0.1119,6.00,88.18,94.18,9.3138,13.5828,3.4412,0.550000,0.356116,0.022948,0.000373,0.249336,1268,5.1375
7.9361,396,-3.3143,-2.8800,0.0809,-0.1119,6.00,88.18,94.18,9.3143,13.5828,3.4412,0.550000,0.356137,0.022948,0.000373,0.249336,1268,5.138
7.9562,397,-3.3143,-2.8800,0.0809,-0.0000,6.00,88.18,94.18,9.3143,13.5828,3.4412,0.550000,0.356137,0.022948,0.000000,0.249336,1268,5.138
7.9763,398,-3.3143,-2.8800,0.0809,-0.0000,6.00,88.18,94.18,9.3143,13.5828,3.4412,0.550000,0.356137,0.022948,0.000000,0.249336,1268,5.138
7.9964,399,-3.3150,-2.8800,0.0813,-0.1119,6.00,88.18,94.18,9.3150,13.5828,3.4412,0.550000,0.356165,0.022948,0.000373,0.249336,1268,5.1387
8.0165,400,-3.3150,-2.8800,0.0813,-0.1119,6.00,88.18,94.18,9.3150,13.5828,3.4412,0.550000,0.356165,0.022948,0.000373,0.249336,1268,5.1387
8.0365,401,-3.3157,-2.8800,0.0817,-0.1119,6.00,88.18,94.18,9.3157,13.5828,3.4412,0.550000,0.356194,0.022948,0.000373,0.249336,1268,5.1394
8.0566,402,-3.3157,-2.8800,0.0817,-0.1119,6.00,88.18,94.18,9.3157,13.5828,3.4412,0.550000,0.356194,0.022948,0.000373,0.249336,1268,5.1394
8.0767,403,-3.3157,-2.8800,0.0817,-0.1119,6.00,88.18,94.18,9.3157,13.5828,3.4412,0.550000,0.356194,0.022948,0.000373,0.249336,1268,5.1394
8.0968,404,-3.3118,-2.8800,0.0824,-0.0000,6.00,88.18,94.18,9.3118,13.5828,3.4411,0.550000,0.356036,0.022948,0.000000,0.249336,1268,5.1355
8.1168,405,-3.3118,-2.8800,0.0824,-0.0000,6.00,88.18,94.18,9.3118,13.5828,3.4411,0.550000,0.356036,0.022948,0.000000,0.249336,1268,5.1355
8.1369,406,-3.3125,-2.8800,0.0828,-0.0000,6.00,88.18,94.18,9.3125,13.5828,3.4411,0.550000,0.356064,0.022948,0.000000,0.249336,1268,5.1362
8.1570,407,-3.3125,-2.8800,0.0828,0.1119,6.00,88.18,94.18,9.3125,13.5828,3.4411,0.550000,0.356064,0.022948,-0.000373,0.249336,1268,5.1362
8.1771,408,-3.3125,-2.8800,0.0828,0.1119,6.00,88.18,94.18,9.3125,13.5828,3.4411,0.550000,0.356064,0.022948,-0.000373,0.249336,1268,5.1362
8.1972,409,-3.3133,-2.8800,0.0832,-0.0000,6.00,88.18,94.18,9.3133,13.5828,3.4412,0.550000,0.356093,0.022948,0.000000,0.249336,1268,5.1369
8.2172,410,-3.3133,-2.8800,0.0832,-0.0000,6.00,88.18,94.18,9.3133,13.5828,3.4412,0.550000,0.356093,0.022948,0.000000,0.249336,1268,5.1369
8.2373,411,-3.3133,-2.8800,0.0832,-0.0000,6.00,88.18,94.18,9.3133,13.5828,3.4412,0.550000,0.356093,0.022948,0.000000,0.249336,1268,5.1369
8.2574,412,-3.3133,-2.8800,0.0832,-0.0000,6.00,88.18,94.18,9.3133,13.5828,3.4412,0.550000,0.356093,0.022948,0.000000,0.249336,1268,5.1369
8.2775,413,-3.3133,-2.8800,0.0832,-0.0000,6.00,88.18,94.18,9.3133,13.5828,3.4412,0.550000,0.356093,0.022948,0.000000,0.249336,1268,5.1369
8.2976,414,-3.3087,-2.8800,0.0836,-0.0000,6.00,88.18,94.18,9.3087,13.5828,3.4410,0.550000,0.355906,0.022948,0.000000,0.249336,1268,5.1323
8.3176,415,-3.3087,-2.8800,0.0836,-0.0000,6.00,88.18,94.18,9.3087,13.5828,3.4410,0.550000,0.355906,0.022948,0.000000,0.249336,1268,5.1323
8.3377,416,-3.3140,-2.8800,0.0835,-0.0000,6.00,88.18,94.18,9.3140,13.5828,3.4412,0.550000,0.356121,0.022948,0.000000,0.249336,1268,5.1376
8.3578,417,-3.3140,-2.8800,0.0835,-0.0000,6.00,88.18,94.18,9.3140,13.5828,3.4412,0.550000,0.356121,0.022948,0.000000,0.249336,1268,5.1376
8.3779,418,-3.3140,-2.8800,0.0835,-0.0000,6.00,88.18,94.18,9.3140,13.5828,3.4412,0.550000,0.356121,0.022948,0.000000,0.249336,1268,5.1376
8.3979,419,-3.3094,-2.8800,0.0839,-0.0000,6.00,88.18,94.18,9.3094,13.5828,3.4411,0.550000,0.355934,0.022948,0.000000,0.249336,1268,5.133
8.4180,420,-3.3094,-2.8800,0.0839,-0.0000,6.00,88.18,94.18,9.3094,13.5828,3.4411,0.550000,0.355934,0.022948,0.000000,0.249336,1268,5.133
8.4381,421,-3.3094,-2.8800,0.0839,-0.0000,6.00,88.18,94.18,9.3094,13.5828,3.4411,0.550000,0.355934,0.022948,0.000000,0.249336,1268,5.133
8.4582,422,-3.3094,-2.8800,0.0839,-0.0000,6.00,88.18,94.18,9.3094,13.5828,3.4411,0.550000,0.355934,0.022948,0.000000,0.249336,1268,5.133
8.4783,423,-3.3094,-2.8800,0.0839,-0.0000,6.00,88.18,94.18,9.3094,13.5828,3.4411,0.550000,0.355934,0.022948,0.000000,0.249336,1268,5.133
8.4983,424,-3.3094,-2.8800,0.0839,-0.0000,6.00,88.18,94.18,9.3094,13.5828,3.4411,0.550000,0.355934,0.022948,0.000000,0.249336,1268,5.133
8.5184,425,-3.3094,-2.8800,0.0839,-0.0000,6.00,88.18,94.18,9.3094,13.5828,3.4411,0.550000,0.355934,0.022948,0.000000,0.249336,1268,5.133
8.5385,426,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.5586,427,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.5786,428,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.5987,429,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.6192,430,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.6393,431,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.6594,432,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.6795,433,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.6996,434,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.7196,435,-3.3048,-2.8800,0.0843,-0.0000,6.00,88.18,94.18,9.3048,13.5828,3.4410,0.550000,0.355748,0.022948,0.000000,0.249336,1268,5.1284
8.7397,436,-3.3002,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3002,13.5828,3.4409,0.550000,0.355561,0.022948,0.000000,0.249336,1268,5.1238
8.7598,437,-3.3002,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3002,13.5828,3.4409,0.550000,0.355561,0.022948,0.000000,0.249336,1268,5.1238
8.7799,438,-3.3002,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3002,13.5828,3.4409,0.550000,0.355561,0.022948,0.000000,0.249336,1268,5.1291
8.8000,439,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
8.8200,440,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
8.8401,441,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
8.8602,442,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
8.8803,443,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
8.9004,444,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
8.9204,445,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
8.9405,446,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
8.9606,447,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
8.9807,448,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
9.0008,449,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
9.0209,450,-3.3055,-2.8800,0.0847,-0.0000,6.00,88.18,94.18,9.3055,13.5828,3.4410,0.550000,0.355776,0.022948,0.000000,0.249336,1268,5.1291
9.0410,451,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.0611,452,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.0811,453,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.1012,454,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.1213,455,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.1414,456,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.1615,457,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.1815,458,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.2016,459,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.2217,460,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.2418,461,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.2619,462,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.2819,463,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.3020,464,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.3221,465,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.3422,466,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.3623,467,-3.3009,-2.8800,0.085,-0.0000,6.00,88.18,94.18,9.3009,13.5828,3.4409,0.550000,0.355589,0.022948,0.000000,0.249336,1268,5.1245
9.3823,468,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.4024,469,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.4225,470,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.4426,471,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.4627,472,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.4827,473,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.5028,474,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.5229,475,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.5430,476,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.5631,477,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.5831,478,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.6032,479,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.6233,480,-3.2963,-2.8800,0.0854,-0.0000,6.00,88.18,94.18,9.2963,13.5828,3.4408,0.550000,0.355402,0.022948,0.000000,0.249336,1268,5.1199
9.6442,481,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.6642,482,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.6843,483,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.7044,484,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.7245,485,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.7446,486,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.7647,487,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.7848,488,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.8049,489,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.8249,490,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.8450,491,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.8651,492,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.8852,493,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.9052,494,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.9253,495,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
9.9454,496,-3.2917,-2.8800,0.0858,-0.0000,6.00,88.18,94.18,9.2917,13.5828,3.4407,0.550000,0.355216,0.022948,0.000000,0.249336,1268,5.1153
