t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,kp_eff,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0213,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0213,0.1204,3.2937,0.469897,0.220360,0.000201,0.000000,0.249336,1475,1.845
0.0201,2,-0.0213,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0213,0.2409,3.2937,0.470097,0.220360,0.000401,0.000000,0.249336,1450,1.845
0.0402,3,-0.0213,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0213,0.3613,3.2937,0.470298,0.220360,0.000602,0.000000,0.249336,1425,1.845
0.0602,4,-0.0213,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0213,0.4817,3.2937,0.470499,0.220360,0.000803,0.000000,0.249336,1400,1.845
0.0803,5,-0.0213,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0213,0.6021,3.2937,0.470699,0.220360,0.001004,0.000000,0.249336,1375,1.845
0.1004,6,-0.0213,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0213,0.7226,3.2937,0.470900,0.220360,0.001204,0.000000,0.249336,1350,1.845
0.1205,7,-0.0213,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0213,0.8430,3.2937,0.471101,0.220360,0.001405,0.000000,0.249336,1325,1.845
0.1405,8,-0.0266,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0266,0.9635,3.2941,0.471522,0.220580,0.001606,0.000000,0.249336,1300,1.8502
0.1606,9,-0.0266,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0266,1.0841,3.2941,0.471723,0.220580,0.001807,0.000000,0.249336,1298,1.8502
0.1807,10,-0.0266,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0266,1.2046,3.2941,0.471924,0.220580,0.002008,0.000000,0.249336,1298,1.8502
0.2008,11,-0.0266,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0266,1.3251,3.2941,0.472125,0.220580,0.002209,0.000000,0.249336,1297,1.8502
0.2215,12,-0.0266,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0266,1.4456,3.2941,0.472326,0.220580,0.002409,0.000000,0.249336,1297,1.8502
0.2416,13,-0.0266,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0266,1.5662,3.2941,0.472526,0.220580,0.002610,0.000000,0.249336,1297,1.8502
0.2617,14,-0.0266,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0266,1.6867,3.2941,0.472727,0.220580,0.002811,0.000000,0.249336,1297,1.8502
0.2818,15,-0.0266,-0.0000,0.0003,-0.0000,6.00,88.18,94.18,6.0266,1.8072,3.2941,0.472928,0.220580,0.003012,0.000000,0.249336,1297,1.8502
0.3018,16,-0.0167,0.1800,0.0004,1.2310,6.00,88.18,94.18,6.0167,1.9276,3.2933,0.468614,0.220169,0.003213,-0.004103,0.249336,1299,1.8404
0.3219,17,-0.0167,0.1800,0.0004,1.2310,6.00,88.18,94.18,6.0167,2.0479,3.2933,0.468815,0.220169,0.003413,-0.004103,0.249336,1299,1.8404
0.3420,18,0.0530,0.1800,0.001,1.2310,6.00,88.18,94.18,5.9470,2.1669,3.2880,0.466106,0.217261,0.003611,-0.004103,0.249336,1300,1.7706
0.3621,19,0.0530,0.3600,0.001,2.9096,6.00,88.18,94.18,5.9470,2.2858,3.2880,0.460708,0.217261,0.003810,-0.009699,0.249336,1302,1.7706
0.3822,20,0.0530,0.3600,0.001,2.9096,6.00,88.18,94.18,5.9470,2.4047,3.2880,0.460907,0.217261,0.004008,-0.009699,0.249336,1302,1.7706
0.4022,21,0.2814,0.5400,0.0036,7.2739,6.00,88.18,94.18,5.7186,2.5191,3.2696,0.437037,0.207749,0.004199,-0.024246,0.249336,1311,1.5422
0.4223,22,0.2814,0.7200,0.0036,7.2739,6.00,88.18,94.18,5.7186,2.6335,3.2696,0.437228,0.207749,0.004389,-0.024246,0.249336,1311,1.5422
0.4424,23,0.5900,0.9000,-0.0045,7.2739,6.00,88.18,94.18,5.4100,2.7417,3.2424,0.424563,0.194904,0.004569,-0.024246,0.249336,1315,1.2336
0.4625,24,0.5900,0.9000,-0.0045,4.8120,6.00,88.18,94.18,5.4100,2.8499,3.2424,0.432950,0.194904,0.004750,-0.016040,0.249336,1312,1.2336
0.4825,25,0.5900,0.9000,-0.0045,4.8120,6.00,88.18,94.18,5.4100,2.9581,3.2424,0.433130,0.194904,0.004930,-0.016040,0.249336,1312,1.2336
0.5026,26,0.7796,0.9000,-0.0038,1.0072,6.00,88.18,94.18,5.2204,3.0625,3.2244,0.438109,0.187026,0.005104,-0.003357,0.249336,1310,1.044
0.5227,27,0.7796,0.9000,-0.0038,1.0072,6.00,88.18,94.18,5.2204,3.1669,3.2244,0.438283,0.187026,0.005278,-0.003357,0.249336,1310,1.044
0.5428,28,0.7521,0.9000,-0.004,-3.1334,6.00,88.18,94.18,5.2479,3.2718,3.2270,0.453401,0.188168,0.005453,0.010445,0.249336,1304,1.0715
0.5629,29,0.7521,0.7200,-0.004,-3.1334,6.00,88.18,94.18,5.2479,3.3768,3.2270,0.453576,0.188168,0.005628,0.010445,0.249336,1304,1.0715
0.5829,30,0.7521,0.7200,-0.004,-3.1334,6.00,88.18,94.18,5.2479,3.4818,3.2270,0.453751,0.188168,0.005803,0.010445,0.249336,1304,1.0715
0.6030,31,0.5404,0.5400,0.0054,-5.8191,6.00,88.18,94.18,5.4596,3.5909,3.2470,0.471686,0.196968,0.005985,0.019397,0.249336,1298,1.2832
0.6231,32,0.5404,0.3600,0.0054,-5.8191,6.00,88.18,94.18,5.4596,3.7001,3.2470,0.471868,0.196968,0.006167,0.019397,0.249336,1298,1.2832
0.6432,33,0.2147,0.1800,0.0029,-7.0501,6.00,88.18,94.18,5.7853,3.8158,3.2751,0.489721,0.210525,0.006360,0.023500,0.249336,1291,1.6089
0.6632,34,0.2147,0.1800,0.0029,-7.0501,6.00,88.18,94.18,5.7853,3.9316,3.2751,0.489914,0.210525,0.006553,0.023500,0.249336,1291,1.6089
0.6833,35,0.2147,-0.0000,0.0029,-7.0501,6.00,88.18,94.18,5.7853,4.0473,3.2751,0.490107,0.210525,0.006745,0.023500,0.249336,1291,1.6089
0.7034,36,-0.1608,-0.1800,0.0184,-7.2739,6.00,88.18,94.18,6.1608,4.1705,3.3040,0.506703,0.226170,0.006951,0.024246,0.249336,1284,1.9844
0.7235,37,-0.1608,-0.3600,0.0184,-7.2739,6.00,88.18,94.18,6.1608,4.2937,3.3040,0.506909,0.226170,0.007156,0.024246,0.249336,1284,1.9844
0.7436,38,-0.5167,-0.3600,0.0224,-6.3786,6.00,88.18,94.18,6.5167,4.4240,3.3282,0.518960,0.240988,0.007373,0.021262,0.249336,1280,2.3403
0.7636,39,-0.5167,-0.5400,0.0224,-6.3786,6.00,88.18,94.18,6.5167,4.5544,3.3282,0.519177,0.240988,0.007591,0.021262,0.249336,1280,2.3403
0.7837,40,-0.5167,-0.7200,0.0224,-6.3786,6.00,88.18,94.18,6.5167,4.6847,3.3282,0.519395,0.240988,0.007808,0.021262,0.249336,1280,2.6462
0.8038,41,-0.8226,-0.7200,0.0267,-4.8120,6.00,88.18,94.18,6.8226,4.8211,3.3468,0.527121,0.253709,0.008035,0.016040,0.249336,1277,2.6462
0.8239,42,-0.8226,-0.7200,0.0267,-4.8120,6.00,88.18,94.18,6.8226,4.9576,3.3468,0.527348,0.253709,0.008263,0.016040,0.249336,1277,2.6462
0.8440,43,-1.0450,-0.9000,0.032,-3.1334,6.00,88.18,94.18,7.0450,5.0985,3.3591,0.531220,0.262942,0.008497,0.010445,0.249336,1275,2.8686
0.8640,44,-1.0450,-0.9000,0.032,-3.1334,6.00,88.18,94.18,7.0450,5.2394,3.3591,0.531455,0.262942,0.008732,0.010445,0.249336,1275,2.8686
0.8841,45,-1.1582,-0.9000,0.0294,-3.1334,6.00,88.18,94.18,7.1582,5.3826,3.3650,0.536389,0.267637,0.008971,0.010445,0.249336,1273,2.9818
0.9042,46,-1.1582,-0.9000,0.0294,-0.1119,6.00,88.18,94.18,7.1582,5.5257,3.3650,0.526556,0.267637,0.009210,0.000373,0.249336,1277,2.9818
0.9243,47,-1.1582,-0.9000,0.0294,-0.1119,6.00,88.18,94.18,7.1582,5.6689,3.3650,0.526794,0.267637,0.009448,0.000373,0.249336,1277,2.9818
0.9443,48,-1.1278,-0.7200,0.0405,3.1334,6.00,88.18,94.18,7.1278,5.8114,3.3634,0.514954,0.266377,0.009686,-0.010445,0.249336,1281,2.9514
0.9644,49,-1.1278,-0.7200,0.0405,3.1334,6.00,88.18,94.18,7.1278,5.9540,3.3634,0.515192,0.266377,0.009923,-0.010445,0.249336,1281,2.9514
0.9845,50,-0.9039,-0.5400,0.0455,3.1334,6.00,88.18,94.18,6.9039,6.0921,3.3514,0.506133,0.257088,0.010153,-0.010445,0.249336,1285,2.7276
1.0045,51,-0.9039,-0.3600,0.0455,7.7215,6.00,88.18,94.18,6.9039,6.2302,3.3514,0.491070,0.257088,0.010384,-0.025738,0.249336,1290,2.7276
1.0246,52,-0.9039,-0.1800,0.0455,7.7215,6.00,88.18,94.18,6.9039,6.3682,3.3514,0.491300,0.257088,0.010614,-0.025738,0.249336,1290,2.7276
1.0447,53,-0.4730,-0.0000,0.0335,8.7287,6.00,88.18,94.18,6.4730,6.4977,3.3254,0.470240,0.239170,0.010829,-0.029096,0.249336,1298,2.2966
1.0648,54,-0.4730,0.1800,0.0335,8.7287,6.00,88.18,94.18,6.4730,6.6272,3.3254,0.470456,0.239170,0.011045,-0.029096,0.249336,1298,2.2966
1.0848,55,-0.0018,0.3600,0.03,8.7287,6.00,88.18,94.18,6.0018,6.7472,3.2922,0.451031,0.219545,0.011245,-0.029096,0.249336,1305,1.8254
1.1049,56,-0.0018,0.5400,0.03,8.3929,6.00,88.18,94.18,6.0018,6.8672,3.2922,0.452351,0.219545,0.011445,-0.027976,0.249336,1305,1.8254
1.1250,57,-0.0018,0.5400,0.03,8.3929,6.00,88.18,94.18,6.0018,6.9873,3.2922,0.452551,0.219545,0.011645,-0.027976,0.249336,1305,1.8254
1.1451,58,0.4147,0.7200,0.0249,6.3786,6.00,88.18,94.18,5.5853,7.0990,3.2582,0.442105,0.202200,0.011832,-0.021262,0.249336,1309,1.409
1.1652,59,0.4147,0.9000,0.0249,6.3786,6.00,88.18,94.18,5.5853,7.2107,3.2582,0.442292,0.202200,0.012018,-0.021262,0.249336,1309,1.409
1.1853,60,0.7068,0.9000,0.017,6.3786,6.00,88.18,94.18,5.2932,7.3165,3.2314,0.430321,0.190053,0.012194,-0.021262,0.249336,1313,1.1169
1.2054,61,0.7068,0.9000,0.017,3.3572,6.00,88.18,94.18,5.2932,7.4224,3.2314,0.440569,0.190053,0.012371,-0.011191,0.249336,1309,1.1169
1.2255,62,0.7068,0.9000,0.017,3.3572,6.00,88.18,94.18,5.2932,7.5283,3.2314,0.440745,0.190053,0.012547,-0.011191,0.249336,1309,1.1169
1.2456,63,0.8258,0.9000,0.007,-0.1119,6.00,88.18,94.18,5.1742,7.6317,3.2198,0.447538,0.185109,0.012720,0.000373,0.249336,1307,0.9978
1.2658,64,0.8258,0.9000,0.007,-0.1119,6.00,88.18,94.18,5.1742,7.7352,3.2198,0.447710,0.185109,0.012892,0.000373,0.249336,1307,0.9978
1.2859,65,0.7909,0.9000,0.0069,-0.1119,6.00,88.18,94.18,5.2091,7.8394,3.2233,0.449332,0.186557,0.013066,0.000373,0.249336,1306,1.0327
1.3059,66,0.7909,0.7200,0.0069,-3.4691,6.00,88.18,94.18,5.2091,7.9436,3.2233,0.460696,0.186557,0.013239,0.011564,0.249336,1302,1.0327
1.3260,67,0.7909,0.7200,0.0069,-3.4691,6.00,88.18,94.18,5.2091,8.0478,3.2233,0.460870,0.186557,0.013413,0.011564,0.249336,1302,1.0327
1.3461,68,0.6218,0.5400,0.0061,-4.3643,6.00,88.18,94.18,5.3782,8.1553,3.2395,0.471061,0.193584,0.013592,0.014548,0.249336,1298,1.2019
1.3662,69,0.6218,0.5400,0.0061,-4.3643,6.00,88.18,94.18,5.3782,8.2629,3.2395,0.471240,0.193584,0.013772,0.014548,0.249336,1298,1.2019
1.3863,70,0.4496,0.5400,0.0357,-4.3643,6.00,88.18,94.18,5.5504,8.3739,3.2551,0.478586,0.200746,0.013957,0.014548,0.249336,1295,1.374
1.4064,71,0.4496,0.5400,0.0357,-9.8477,6.00,88.18,94.18,5.5504,8.4849,3.2551,0.497049,0.200746,0.014142,0.032826,0.249336,1288,1.374
1.4265,72,0.4496,0.5400,0.0357,-9.8477,6.00,88.18,94.18,5.5504,8.5959,3.2551,0.497234,0.200746,0.014327,0.032826,0.249336,1288,1.374
1.4465,73,0.4161,0.7200,0.0353,2.7976,6.00,88.18,94.18,5.5839,8.7076,3.2581,0.456663,0.202139,0.014513,-0.009325,0.249336,1303,1.4075
1.4666,74,0.4161,0.7200,0.0353,2.7976,6.00,88.18,94.18,5.5839,8.8193,3.2581,0.456849,0.202139,0.014699,-0.009325,0.249336,1303,1.4075
1.4867,75,0.5701,0.9000,0.0266,2.7976,6.00,88.18,94.18,5.4299,8.9279,3.2443,0.450625,0.195735,0.014880,-0.009325,0.249336,1306,1.2536
1.5068,76,0.5701,0.9000,0.0266,3.2453,6.00,88.18,94.18,5.4299,9.0365,3.2443,0.449314,0.195735,0.015061,-0.010818,0.249336,1306,1.2536
1.5269,77,0.5701,0.9000,0.0266,3.2453,6.00,88.18,94.18,5.4299,9.1451,3.2443,0.449495,0.195735,0.015242,-0.010818,0.249336,1306,1.2536
1.5469,78,0.7438,1.0800,0.0269,2.7976,6.00,88.18,94.18,5.2562,9.2502,3.2279,0.443941,0.188513,0.015417,-0.009325,0.249336,1308,1.0798
1.5670,79,0.7438,1.0800,0.0269,2.7976,6.00,88.18,94.18,5.2562,9.3553,3.2279,0.444116,0.188513,0.015592,-0.009325,0.249336,1308,1.0798
1.5871,80,0.8674,1.0800,0.0177,2.7976,6.00,88.18,94.18,5.1326,9.4580,3.2156,0.439156,0.183382,0.015763,-0.009325,0.249336,1310,0.9562
1.6072,81,0.8674,1.0800,0.0177,1.5667,6.00,88.18,94.18,5.1326,9.5606,3.2156,0.443430,0.183382,0.015934,-0.005222,0.249336,1308,0.9562
1.6273,82,0.8674,1.0800,0.0177,1.5667,6.00,88.18,94.18,5.1326,9.6633,3.2156,0.443601,0.183382,0.016105,-0.005222,0.249336,1308,0.9562
1.6475,83,0.9175,1.0800,0.0178,-0.6714,6.00,88.18,94.18,5.0825,9.7649,3.2105,0.449156,0.181307,0.016275,0.002238,0.249336,1306,0.9061
1.6675,84,0.9175,1.0800,0.0178,-0.6714,6.00,88.18,94.18,5.0825,9.8666,3.2105,0.449326,0.181307,0.016444,0.002238,0.249336,1306,0.9061
1.6876,85,0.8583,1.0800,0.0281,-0.6714,6.00,88.18,94.18,5.1417,9.9694,3.2165,0.451950,0.183760,0.016616,0.002238,0.249336,1305,0.9653
1.7077,86,0.8583,0.9000,0.0281,-3.0215,6.00,88.18,94.18,5.1417,10.0722,3.2165,0.459955,0.183760,0.016787,0.010072,0.249336,1302,0.9653
1.7278,87,0.8583,0.9000,0.0281,-3.0215,6.00,88.18,94.18,5.1417,10.1751,3.2165,0.460126,0.183760,0.016958,0.010072,0.249336,1302,0.9653
1.7479,88,0.7748,1.0800,0.0277,1.4548,6.00,88.18,94.18,5.2252,10.2796,3.2248,0.448846,0.187227,0.017133,-0.004849,0.249336,1306,1.0488
1.7679,89,0.7748,1.0800,0.0277,1.4548,6.00,88.18,94.18,5.2252,10.3841,3.2248,0.449020,0.187227,0.017307,-0.004849,0.249336,1306,1.0488
1.7880,90,1.0053,1.4400,0.0285,1.4548,6.00,88.18,94.18,4.9947,10.4840,3.2014,0.439631,0.177671,0.017473,-0.004849,0.249336,1310,0.8184
1.8081,91,1.0053,1.9800,0.0285,16.2263,6.00,88.18,94.18,4.9947,10.5839,3.2014,0.390559,0.177671,0.017640,-0.054088,0.249336,1328,0.8184
1.8282,92,1.0053,2.5200,0.0285,16.2263,6.00,88.18,94.18,4.9947,10.6838,3.2014,0.390725,0.177671,0.017806,-0.054088,0.249336,1328,0.8184
1.8483,93,2.0384,3.2400,0.0283,35.1384,6.00,88.18,94.18,3.9616,10.7630,3.0747,0.285487,0.135341,0.017938,-0.117128,0.249336,1353,-0.2147
1.8683,94,2.0384,4.1400,0.0283,35.1384,6.00,88.18,94.18,3.9616,10.8422,3.0747,0.285619,0.135341,0.018070,-0.117128,0.249336,1367,-0.2147
1.8884,95,4.1071,5.4000,0.006,35.1384,6.00,88.18,94.18,1.8929,10.8801,2.7018,0.207167,0.056825,0.018133,-0.117128,0.249336,1392,-2.2835
1.9085,96,4.1071,6.4800,0.006,55.2815,6.00,88.18,94.18,1.8929,10.9180,2.7018,0.140086,0.056825,0.018197,-0.184272,0.249336,1417,-2.2835
1.9286,97,4.1071,7.7400,0.006,55.2815,6.00,88.18,94.18,1.8929,10.9558,2.7018,0.140149,0.056825,0.018260,-0.184272,0.249336,1422,-2.2835
1.9486,98,7.0483,9.1800,-0.0407,67.0316,6.00,88.18,94.18,-1.0483,10.9348,1.9917,0.020923,-0.023199,0.018225,-0.223439,0.249336,1447,-5.2247
1.9687,99,7.0483,10.2600,-0.0407,67.0316,6.00,88.18,94.18,-1.0483,10.9139,1.9917,0.020888,-0.023199,0.018190,-0.223439,0.249336,1467,-5.2247
1.9888,100,10.3105,11.5200,-0.086,67.0316,6.00,88.18,94.18,-4.3105,10.8277,1.3783,-0.022071,-0.066014,0.018046,-0.223439,0.249336,1492,-8.4869
2.0089,101,10.3105,12.7800,-0.086,60.7649,6.00,88.18,94.18,-4.3105,10.7415,1.3783,-0.001325,-0.066014,0.017902,-0.202550,0.249336,1500,-8.4869
2.0290,102,10.3105,13.8600,-0.086,60.7649,6.00,88.18,94.18,-4.3105,10.6552,1.3783,-0.001469,-0.066014,0.017759,-0.202550,0.249336,1500,-8.4869
2.0490,103,13.2026,14.9400,-0.1186,50.9171,6.00,88.18,94.18,-7.2026,10.5112,1.1327,0.006479,-0.090652,0.017519,-0.169724,0.249336,1500,-11.3789
2.0691,104,13.2026,15.1200,-0.1186,50.9171,6.00,88.18,94.18,-7.2026,10.3671,1.1327,0.006239,-0.090652,0.017279,-0.169724,0.249336,1500,-11.3789
2.0892,105,14.7639,14.4000,-0.133,50.9171,6.00,88.18,94.18,-8.7639,10.1919,1.0729,-0.007875,-0.104474,0.016986,-0.169724,0.249336,1500,-12.9403
2.1093,106,14.7639,13.8600,-0.133,-31.8932,6.00,88.18,94.18,-8.7639,10.0166,1.0729,0.267867,-0.104474,0.016694,0.106311,0.249336,1500,-12.9403
2.1293,107,14.7639,13.1400,-0.133,-31.8932,6.00,88.18,94.18,-8.7639,9.8413,1.0729,0.267575,-0.104474,0.016402,0.106311,0.249336,1500,-12.9403
2.1494,108,13.1298,12.2400,-0.118,-36.4813,6.00,88.18,94.18,-7.1298,9.6987,1.1365,0.297075,-0.090030,0.016165,0.121604,0.249336,1500,-11.3062
2.1695,109,13.1298,11.7000,-0.118,-36.4813,6.00,88.18,94.18,-7.1298,9.5561,1.1365,0.296837,-0.090030,0.015927,0.121604,0.249336,1500,-11.3062
2.1896,110,11.1998,10.8000,-0.0897,-36.4813,6.00,88.18,94.18,-5.1998,9.4521,1.2777,0.312877,-0.073817,0.015754,0.121604,0.249336,1500,-9.3762
2.2096,111,11.1998,9.9000,-0.0897,-40.9575,6.00,88.18,94.18,-5.1998,9.3481,1.2777,0.327624,-0.073817,0.015580,0.136525,0.249336,1500,-9.3762
2.2297,112,11.1998,9.1800,-0.0897,-40.9575,6.00,88.18,94.18,-5.1998,9.2441,1.2777,0.327451,-0.073817,0.015407,0.136525,0.249336,1500,-9.3762
2.2498,113,9.0637,8.1000,-0.0525,-45.8814,6.00,88.18,94.18,-3.0637,9.1829,1.5674,0.364222,-0.053357,0.015305,0.152938,0.249336,1500,-7.24
2.2699,114,9.0637,7.2000,-0.0525,-45.8814,6.00,88.18,94.18,-3.0637,9.1216,1.5674,0.364120,-0.053357,0.015203,0.152938,0.249336,1500,-7.24
2.2899,115,6.7071,6.1200,-0.0283,-45.8814,6.00,88.18,94.18,-0.7071,9.1074,2.0744,0.401155,-0.016298,0.015179,0.152938,0.249336,1500,-4.8835
2.3100,116,6.7071,5.2200,-0.0283,-49.9100,6.00,88.18,94.18,-0.7071,9.0933,2.0744,0.414560,-0.016298,0.015155,0.166367,0.249336,1500,-4.8835
2.3301,117,6.7071,4.1400,-0.0283,-49.9100,6.00,88.18,94.18,-0.7071,9.0792,2.0744,0.414537,-0.016298,0.015132,0.166367,0.249336,1500,-4.8835
2.3501,118,4.1734,3.0600,0.0067,-52.7076,6.00,88.18,94.18,1.8266,9.1157,2.6874,0.494763,0.054542,0.015193,0.175692,0.249336,1500,-2.3497
2.3702,119,4.1734,2.1600,0.0067,-52.7076,6.00,88.18,94.18,1.8266,9.1522,2.6874,0.494824,0.054542,0.015254,0.175692,0.249336,1500,-2.3497
2.3903,120,1.5028,0.9000,0.0405,-52.7076,6.00,88.18,94.18,4.4972,9.1522,3.1450,0.550000,0.157155,0.015404,0.175692,0.249336,1475,0.3209
2.4104,121,1.5028,-0.1800,0.0405,-53.1553,6.00,88.18,94.18,4.4972,9.1522,3.1450,0.550000,0.157155,0.015404,0.177184,0.249336,1450,0.3209
2.4304,122,1.5028,-1.0800,0.0405,-53.1553,6.00,88.18,94.18,4.4972,9.1522,3.1450,0.550000,0.157155,0.015404,0.177184,0.249336,1425,0.3209
2.4505,123,-1.1286,-2.1600,0.0669,-50.3576,6.00,88.18,94.18,7.1286,9.1522,3.3635,0.550000,0.266410,0.015491,0.167859,0.249336,1400,2.9522
2.4706,124,-1.1286,-3.0600,0.0669,-50.3576,6.00,88.18,94.18,7.1286,9.1522,3.3635,0.550000,0.266410,0.015491,0.167859,0.249336,1375,2.9522
2.4907,125,-3.5935,-3.9600,0.0958,-50.3576,6.00,88.18,94.18,9.5935,9.1522,3.4473,0.550000,0.367461,0.015573,0.167859,0.249336,1350,5.4172
2.5108,126,-3.5935,-4.8600,0.0958,-45.9933,6.00,88.18,94.18,9.5935,9.1522,3.4473,0.550000,0.367461,0.015573,0.153311,0.249336,1325,5.4172
2.5308,127,-3.5935,-5.5800,0.0958,-45.9933,6.00,88.18,94.18,9.5935,9.1522,3.4473,0.550000,0.367461,0.015573,0.153311,0.249336,1300,5.4172
2.5509,128,-5.8423,-6.6600,0.1122,-41.6290,6.00,88.18,94.18,11.8423,9.1522,3.4783,0.550000,0.457675,0.015648,0.138763,0.249336,1275,7.6659
2.5710,129,-5.8423,-7.2000,0.1122,-41.6290,6.00,88.18,94.18,11.8423,9.1522,3.4783,0.550000,0.457675,0.015648,0.138763,0.249336,1268,7.6659
2.5911,130,-7.8698,-8.1000,0.141,-41.6290,6.00,88.18,94.18,13.8698,9.1522,3.4903,0.550000,0.537887,0.015716,0.138763,0.249336,1268,9.6935
2.6111,131,-7.8698,-8.8200,0.141,-37.0408,6.00,88.18,94.18,13.8698,9.1522,3.4903,0.550000,0.537887,0.015716,0.123469,0.249336,1268,9.6935
2.6312,132,-7.8698,-9.3600,0.141,-37.0408,6.00,88.18,94.18,13.8698,9.1522,3.4903,0.550000,0.537887,0.015716,0.123469,0.249336,1268,9.6935
2.6513,133,-9.6565,-10.0800,0.167,-32.6765,6.00,88.18,94.18,15.6565,9.1522,3.4952,0.550000,0.608035,0.015776,0.108922,0.249336,1268,11.4801
2.6714,134,-9.6565,-10.6200,0.167,-32.6765,6.00,88.18,94.18,15.6565,9.1522,3.4952,0.550000,0.608035,0.015776,0.108922,0.249336,1268,11.4801
2.6914,135,-11.2615,-11.3400,0.1851,-29.7669,6.00,88.18,94.18,17.2615,9.1522,3.4975,0.550000,0.670801,0.015829,0.099223,0.249336,1268,13.0852
2.7115,136,-11.2615,-11.8800,0.1851,-29.7669,6.00,88.18,94.18,17.2615,9.1522,3.4975,0.550000,0.670801,0.015829,0.099223,0.249336,1268,13.0852
2.7316,137,-11.2615,-12.4200,0.1851,-29.7669,6.00,88.18,94.18,17.2615,9.1522,3.4975,0.550000,0.670801,0.015829,0.099223,0.249336,1268,13.0852
2.7517,138,-12.6995,-12.9600,0.1909,-26.1860,6.00,88.18,94.18,18.6995,9.1522,3.4986,0.550000,0.726908,0.015877,0.087287,0.249336,1268,14.5231
2.7718,139,-12.6995,-13.3200,0.1909,-26.1860,6.00,88.18,94.18,18.6995,9.1522,3.4986,0.550000,0.726908,0.015877,0.087287,0.249336,1268,14.5231
2.7918,140,-13.9283,-13.8600,0.2073,-21.7097,6.00,88.18,94.18,19.9283,9.1522,3.4991,0.550000,0.774797,0.015918,0.072366,0.249336,1268,15.7519
2.8119,141,-13.9283,-14.2200,0.2073,-21.7097,6.00,88.18,94.18,19.9283,9.1522,3.4991,0.550000,0.774797,0.015918,0.072366,0.249336,1268,15.7519
2.8320,142,-13.9283,-14.5800,0.2073,-21.7097,6.00,88.18,94.18,19.9283,9.1522,3.4991,0.550000,0.774797,0.015918,0.072366,0.249336,1268,15.7519
2.8521,143,-14.9192,-14.7600,0.2175,-15.3311,6.00,88.18,94.18,20.9192,9.1522,3.4994,0.550000,0.813391,0.015951,0.051104,0.249336,1268,16.7429
2.8721,144,-14.9192,-14.9400,0.2175,-15.3311,6.00,88.18,94.18,20.9192,9.1522,3.4994,0.550000,0.813391,0.015951,0.051104,0.249336,1268,16.7429
2.8922,145,-15.5756,-15.1200,0.2228,-6.0429,6.00,88.18,94.18,21.5756,9.1522,3.4996,0.550000,0.838945,0.015973,0.020143,0.249336,1268,17.3992
2.9123,146,-15.5756,-15.3000,0.2228,-6.0429,6.00,88.18,94.18,21.5756,9.1522,3.4996,0.550000,0.838945,0.015973,0.020143,0.249336,1268,17.3992
2.9324,147,-15.5756,-15.3000,0.2228,-6.0429,6.00,88.18,94.18,21.5756,9.1522,3.4996,0.550000,0.838945,0.015973,0.020143,0.249336,1268,17.6052
2.9525,148,-15.7816,-15.1200,0.2194,1.5667,6.00,88.18,94.18,21.7816,9.1522,3.4996,0.550000,0.846963,0.015980,-0.005222,0.249336,1268,17.6052
2.9725,149,-15.7816,-15.1200,0.2194,1.5667,6.00,88.18,94.18,21.7816,9.1522,3.4996,0.550000,0.846963,0.015980,-0.005222,0.249336,1268,17.6052
2.9926,150,-15.5899,-14.9400,0.2189,8.0572,6.00,88.18,94.18,21.5899,9.1522,3.4996,0.550000,0.839500,0.015973,-0.026857,0.249336,1268,17.4135
3.0127,151,-15.5899,-14.7600,0.2189,8.0572,6.00,88.18,94.18,21.5899,9.1522,3.4996,0.550000,0.839500,0.015973,-0.026857,0.249336,1268,17.4135
3.0328,152,-15.5899,-14.4000,0.2189,8.0572,6.00,88.18,94.18,21.5899,9.1522,3.4996,0.550000,0.839500,0.015973,-0.026857,0.249336,1268,16.9282
3.0528,153,-15.1046,-14.2200,0.2069,12.7573,6.00,88.18,94.18,21.1046,9.1522,3.4995,0.550000,0.820606,0.015957,-0.042524,0.249336,1268,16.9282
3.0729,154,-15.1046,-13.8600,0.2069,12.7573,6.00,88.18,94.18,21.1046,9.1522,3.4995,0.550000,0.820606,0.015957,-0.042524,0.249336,1268,16.9282
3.0930,155,-14.3982,-13.5000,0.1944,16.2263,6.00,88.18,94.18,20.3982,9.1522,3.4993,0.550000,0.793100,0.015934,-0.054088,0.249336,1268,16.2218
