t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0139,-0.0000,-0.0295,-0.0000,45.00,44.9861,0.600000,1.749460,0.000000,1.343503,1250,68.9894
0.0201,2,0.0139,-0.0000,-0.0295,-0.0000,45.00,44.9861,0.600000,1.749460,0.000000,1.343503,1250,68.9894
0.0402,3,0.0139,-0.0000,-0.0295,-0.0000,45.00,44.9861,0.600000,1.749460,0.000000,1.343503,1250,68.9894
0.0603,4,0.0139,-0.0000,-0.0295,-0.0000,45.00,44.9861,0.600000,1.749460,0.000000,1.343503,1250,68.9894
0.0804,5,0.0054,-0.0000,-0.0078,-0.0000,45.00,44.9946,0.600000,1.749792,0.000000,1.343503,1250,68.9980
0.1006,6,0.0054,-0.0000,-0.0078,-0.0000,45.00,44.9946,0.600000,1.749792,0.000000,1.343503,1250,68.9980
0.1207,7,0.0054,-0.0000,-0.0078,-0.0000,45.00,44.9946,0.600000,1.749792,0.000000,1.343503,1250,68.9980
0.1408,8,0.0054,-0.0000,-0.0078,0.1119,45.00,44.9946,0.600000,1.749792,-0.001492,1.343503,1250,68.9980
0.1608,9,0.0054,-0.0000,-0.0078,0.1119,45.00,44.9946,0.600000,1.749792,-0.001492,1.343503,1250,68.9980
0.1809,10,0.0054,-0.0000,-0.0078,0.1119,45.00,44.9946,0.600000,1.749792,-0.001492,1.343503,1250,68.9980
0.2010,11,0.0054,-0.0000,-0.0078,0.3357,45.00,44.9946,0.600000,1.749792,-0.004476,1.343503,1250,68.9980
0.2211,12,0.0054,-0.0000,-0.0078,0.3357,45.00,44.9946,0.600000,1.749792,-0.004476,1.343503,1250,68.9980
0.2413,13,0.0350,-0.0000,-0.0247,0.6714,45.00,44.9650,0.600000,1.748640,-0.008952,1.343503,1250,68.9684
0.2614,14,0.0350,-0.0000,-0.0247,0.6714,45.00,44.9650,0.600000,1.748640,-0.008952,1.343503,1250,68.9684
0.2815,15,0.0645,-0.0000,-0.0416,0.6714,45.00,44.9355,0.600000,1.747490,-0.008952,1.343503,1250,68.9388
0.3016,16,0.0645,-0.0000,-0.0416,1.0072,45.00,44.9355,0.600000,1.747490,-0.013429,1.343503,1250,68.9388
0.3217,17,0.0645,0.1800,-0.0416,1.0072,45.00,44.9355,0.600000,1.747490,-0.013429,1.343503,1250,68.9388
0.3419,18,0.2397,0.7200,-0.0916,14.5478,45.00,44.7603,0.600000,1.740678,-0.193970,1.343503,1250,68.7636
0.3620,19,0.2397,1.2600,-0.0916,14.5478,45.00,44.7603,0.600000,1.740678,-0.193970,1.343503,1250,68.7636
0.3820,20,1.5396,2.5200,-0.2960,14.5478,45.00,43.4604,0.600000,1.690127,-0.193970,1.343503,1250,67.4637
0.4021,21,1.5396,3.4200,-0.2960,61.3244,45.00,43.4604,0.600000,1.690127,-0.817659,1.343503,1250,67.4637
0.4222,22,1.5396,5.5800,-0.2960,61.3244,45.00,43.4604,0.600000,1.690127,-0.817659,1.343503,1250,67.4637
0.4423,23,5.3629,7.9200,-0.6192,128.0203,45.00,39.6371,0.600000,1.541445,-1.706937,1.343503,1250,63.6405
0.4624,24,5.3629,9.9000,-0.6192,128.0203,45.00,39.6371,0.600000,1.541445,-1.706937,1.343503,1250,63.6405
0.4825,25,12.5220,12.4200,-1.2132,128.0203,45.00,32.4780,0.600000,1.263034,-1.706937,1.343503,1250,56.4813
0.5026,26,12.5220,14.5800,-1.2132,201.3186,45.00,32.4780,-0.077710,1.263034,-2.684248,1.343503,1554,56.4813
0.5227,27,12.5220,17.6400,-1.2132,201.3186,45.00,32.4780,-0.077710,1.263034,-2.684248,1.343503,1554,56.4813
0.5428,28,23.7244,20.5200,-1.9472,267.7906,45.00,21.2756,-0.600000,0.827385,-3.570542,1.343503,1750,45.2789
0.5629,29,23.7244,23.0400,-1.9472,267.7906,45.00,21.2756,-0.600000,0.827385,-3.570542,1.343503,1750,45.2789
0.5830,30,37.1952,26.6400,-2.4744,267.7906,45.00,7.8048,-0.600000,0.303522,-3.570542,1.343503,1750,31.8082
0.6031,31,37.1952,28.8000,-2.4744,271.2597,45.00,7.8048,-0.600000,0.303522,-3.616796,1.343503,1750,31.8082
0.6232,32,37.1952,32.2200,-2.4744,271.2597,45.00,7.8048,-0.600000,0.303522,-3.616796,1.343503,1750,31.8082
0.6433,33,50.5432,36.0000,-2.8587,256.9358,45.00,-5.5432,-0.600000,-0.215569,-3.425810,1.343503,1750,18.4601
0.6634,34,50.5432,38.1600,-2.8587,256.9358,45.00,-5.5432,-0.600000,-0.215569,-3.425810,1.343503,1750,18.4601
0.6835,35,63.1630,40.3200,-3.1856,256.9358,45.00,-18.1630,-0.600000,-0.706340,-3.425810,1.343503,1750,5.8403
0.7036,36,63.1630,43.3800,-3.1856,241.4928,45.00,-18.1630,-0.600000,-0.706340,-3.219903,1.343503,1750,5.8403
0.7237,37,63.1630,45.5400,-3.1856,241.4928,45.00,-18.1630,-0.600000,-0.706340,-3.219903,1.343503,1750,5.8403
0.7438,38,74.3625,44.6400,-3.4740,36.2575,45.00,-29.3625,-0.281804,-1.141873,-0.483433,1.343503,1630,-5.3591
0.7639,39,74.3625,42.6600,-3.4740,36.2575,45.00,-29.3625,-0.281804,-1.141873,-0.483433,1.343503,1630,-5.3591
0.7840,40,71.9779,39.7800,-3.4244,-119.9630,45.00,-26.9779,0.600000,-1.049141,1.599507,1.343503,1250,-2.9746
0.8041,41,71.9779,37.8000,-3.4244,-119.9630,45.00,-26.9779,0.600000,-1.049141,1.599507,1.343503,1250,-2.9746
