t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,0.1500,0.544955,0.266667,0.000500,-0.000000,0.277789,1480
0.0080,2,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,0.3000,0.545455,0.266667,0.001000,-0.000000,0.277789,1460
0.0130,3,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,0.4500,0.545955,0.266667,0.001500,-0.000000,0.277789,1440
0.0181,4,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,0.6000,0.546455,0.266667,0.002000,-0.000000,0.277789,1420
0.0232,5,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,0.7500,0.546955,0.266667,0.002500,-0.000000,0.277789,1400
0.0283,6,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,0.9000,0.547455,0.266667,0.003000,-0.000000,0.277789,1380
0.0333,7,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,1.0500,0.547955,0.266667,0.003500,-0.000000,0.277789,1360
0.0384,8,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,1.2000,0.548455,0.266667,0.004000,-0.000000,0.277789,1340
0.0435,9,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,1.3500,0.548955,0.266667,0.004500,-0.000000,0.277789,1320
0.0486,10,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,1.5000,0.549455,0.266667,0.005000,-0.000000,0.277789,1300
0.0536,11,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,1.6500,0.549955,0.266667,0.005500,-0.000000,0.277789,1280
0.0587,12,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,1.8000,0.550455,0.266667,0.006000,-0.000000,0.277789,1268
0.0638,13,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,1.9500,0.550955,0.266667,0.006500,-0.000000,0.277789,1268
0.0689,14,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,2.1000,0.551455,0.266667,0.007000,-0.000000,0.277789,1268
0.0740,15,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,2.2500,0.551955,0.266667,0.007500,-0.000000,0.277789,1268
0.0793,16,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,2.4000,0.552455,0.266667,0.008000,-0.000000,0.277789,1267
0.0848,17,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,2.5500,0.552955,0.266667,0.008500,-0.000000,0.277789,1267
0.0898,18,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,2.7000,0.553455,0.266667,0.009000,-0.000000,0.277789,1267
0.0949,19,enc,0,-0.0000,0.0000,-0.0000,0.0138,0.2082,30.00,82.19,30.0000,2.8500,0.553955,0.266667,0.009500,-0.000000,0.277789,1267
