t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,-0.0217,-0.0581,20.00,82.04,20.0000,0.1000,0.752271,0.555556,0.001111,-0.000000,0.195604,1480
0.0095,2,enc,0,-0.0000,0.0000,-0.0000,-0.0217,-0.0581,20.00,82.04,20.0000,0.2000,0.753382,0.555556,0.002222,-0.000000,0.195604,1460
0.0145,3,enc,1,-0.0000,0.0000,-0.0000,0.011,-0.0519,20.00,82.04,20.0000,0.3000,0.754493,0.555556,0.003333,-0.000000,0.195604,1440
0.0196,4,enc,0,-0.0000,0.0000,-0.0000,0.011,-0.0519,20.00,82.04,20.0000,0.4000,0.755604,0.555556,0.004444,-0.000000,0.195604,1420
0.0247,5,enc,0,-0.0000,0.0000,-0.0000,0.011,-0.0519,20.00,82.04,20.0000,0.5000,0.756715,0.555556,0.005556,-0.000000,0.195604,1400
0.0298,6,enc,0,-0.0000,0.0000,-0.0000,0.011,-0.0519,20.00,82.04,20.0000,0.6000,0.757826,0.555556,0.006667,-0.000000,0.195604,1380
0.0349,7,enc,0,-0.0000,0.0000,-0.0000,0.011,-0.0519,20.00,82.04,20.0000,0.7000,0.758937,0.555556,0.007778,-0.000000,0.195604,1360
0.0400,8,enc,0,-0.0000,0.0000,-0.0000,0.011,-0.0519,20.00,82.04,20.0000,0.8000,0.760048,0.555556,0.008889,-0.000000,0.195604,1340
0.0450,9,enc,1,-0.0000,0.0000,-0.0000,-0.0255,-0.0999,20.00,82.04,20.0000,0.9000,0.761159,0.555556,0.010000,-0.000000,0.195604,1320
0.0501,10,enc,0,-0.0000,0.0000,-0.0000,-0.0255,-0.0999,20.00,82.04,20.0000,1.0000,0.762271,0.555556,0.011111,-0.000000,0.195604,1300
0.0552,11,enc,0,-0.0000,0.0000,-0.0000,-0.0255,-0.0999,20.00,82.04,20.0000,1.1000,0.763382,0.555556,0.012222,-0.000000,0.195604,1280
0.0602,12,enc,1,-0.0000,0.0000,-0.0000,-0.0359,-0.0803,20.00,82.04,20.0000,1.2000,0.764493,0.555556,0.013333,-0.000000,0.195604,1260
0.0653,13,enc,0,-0.0000,0.0000,-0.0000,-0.0359,-0.0803,20.00,82.04,20.0000,1.3000,0.765604,0.555556,0.014444,-0.000000,0.195604,1240
0.0704,14,enc,0,-0.0000,0.0000,-0.0000,-0.0359,-0.0803,20.00,82.04,20.0000,1.4000,0.766715,0.555556,0.015556,-0.000000,0.195604,1220
