t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0287,-0.0000,0.022,-0.0000,-60.00,64.71,4.71,-60.0287,0.0000,-0.600000,-0.666986,-0.000667,0.000000,0.008213,1520,25.2605
0.0051,2,0.0287,-0.0000,0.022,-0.0000,-60.00,64.71,4.71,-60.0287,0.0000,-0.600000,-0.666986,-0.000667,0.000000,0.008213,1540,25.2605
0.0102,3,0.0287,-0.0000,0.022,-0.0000,-60.00,64.71,4.71,-60.0287,0.0000,-0.600000,-0.666986,-0.000667,0.000000,0.008213,1560,25.2605
0.0152,4,0.0287,-0.0000,0.022,-0.0000,-60.00,64.71,4.71,-60.0287,0.0000,-0.600000,-0.666986,-0.000667,0.000000,0.008213,1580,25.2605
0.0203,5,0.0287,-0.0000,0.022,-0.0000,-60.00,64.71,4.71,-60.0287,0.0000,-0.600000,-0.666986,-0.000667,0.000000,0.008213,1600,25.2605
0.0254,6,0.0239,-0.0000,0.0235,-0.0000,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,0.000000,0.008213,1620,25.2653
0.0309,7,0.0239,-0.0000,0.0235,-0.0000,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,0.000000,0.008213,1640,25.2653
0.0360,8,0.0239,-0.0000,0.0235,0.1119,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.000622,0.008213,1660,25.2653
0.0410,9,0.0239,-0.0000,0.0235,0.1119,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.000622,0.008213,1680,25.2653
0.0461,10,0.0239,-0.0000,0.0235,0.1119,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.000622,0.008213,1700,25.2653
0.0516,11,0.0239,-0.0000,0.0235,0.1119,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.000622,0.008213,1720,25.2653
0.0566,12,0.0239,-0.0000,0.0235,0.1119,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.000622,0.008213,1740,25.2653
0.0618,13,0.0239,-0.0000,0.0235,0.1119,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.000622,0.008213,1750,25.2653
0.0668,14,0.0239,-0.0000,0.0235,0.1119,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.000622,0.008213,1750,25.2653
0.0719,15,0.0239,-0.0000,0.0235,0.1119,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.000622,0.008213,1750,25.2653
0.0770,16,0.0239,-0.0000,0.0235,0.1119,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.000622,0.008213,1750,25.2653
0.0821,17,0.0239,-0.0000,0.0235,0.2238,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.001243,0.008213,1750,25.2653
0.0875,18,0.0239,-0.0000,0.0235,0.2238,-60.00,64.71,4.71,-60.0239,0.0000,-0.600000,-0.666932,-0.000667,-0.001243,0.008213,1750,25.2653
