t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,-0.022,-0.1902,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1480
0.0125,2,enc,1,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1460
0.0231,3,enc,0,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1440
0.0283,4,enc,0,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1420
0.0334,5,enc,0,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1400
0.0419,6,enc,0,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1380
0.0470,7,enc,0,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1360
0.0521,8,enc,0,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1340
0.0572,9,enc,0,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1320
0.0623,10,enc,0,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1300
0.0674,11,enc,0,-0.0000,0.0000,-0.0000,0.0108,-0.1841,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1280
0.0725,12,enc,1,-0.0000,0.0000,-0.0000,0.0174,-0.1461,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1260
0.0776,13,enc,1,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.0860,14,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.0910,15,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.0961,16,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1012,17,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1063,18,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1114,19,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1165,20,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1223,21,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1319,22,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1369,23,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1420,24,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1471,25,enc,0,-0.0000,0.0000,-0.0000,0.0077,-0.1257,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1522,26,enc,1,-0.0000,0.0000,-0.0000,0.0046,-0.0673,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1573,27,enc,1,-0.0000,0.0000,-0.0000,-0.0321,-0.1145,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1624,28,enc,0,-0.0000,0.0000,-0.0000,-0.0321,-0.1145,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1675,29,enc,0,-0.0000,0.0000,-0.0000,-0.0321,-0.1145,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1726,30,enc,0,-0.0000,0.0000,-0.0000,-0.0321,-0.1145,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1776,31,enc,0,-0.0000,0.0000,-0.0000,-0.0321,-0.1145,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1827,32,enc,0,-0.0000,0.0000,-0.0000,-0.0321,-0.1145,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1878,33,enc,1,-0.0000,0.0000,-0.0000,0.0008,-0.1085,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
0.1929,34,enc,1,-0.0000,0.0000,-0.0000,-0.009,-0.088,20.00,82.05,20.0000,0.0000,0.600000,0.555556,0.001111,-0.000000,0.195594,1250
