t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.0201,2,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.0402,3,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.0603,4,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.0804,5,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.1005,6,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.1206,7,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.1407,8,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.1609,9,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.1810,10,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.2011,11,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.2212,12,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.2413,13,-0.0465,-0.0000,-0.0055,-0.0000,6.00,87.27,93.27,6.0465,0.350369,0.100775,0.000000,0.249594,1343,2.7815
0.2614,14,-0.0425,0.1800,-0.0053,1.0072,6.00,87.27,93.27,6.0425,0.346945,0.100708,-0.003357,0.249594,1344,2.7774
0.2815,15,-0.0425,0.1800,-0.0053,1.0072,6.00,87.27,93.27,6.0425,0.346945,0.100708,-0.003357,0.249594,1344,2.7774
0.3037,16,0.0194,0.1800,-0.0045,1.3429,6.00,87.27,93.27,5.9806,0.344794,0.099676,-0.004476,0.249594,1345,2.7155
0.3239,17,0.0194,0.1800,-0.0045,1.3429,6.00,87.27,93.27,5.9806,0.344794,0.099676,-0.004476,0.249594,1345,2.7155
0.3440,18,0.1569,0.3600,-0.0006,1.3429,6.00,87.27,93.27,5.8431,0.342502,0.097384,-0.004476,0.249594,1346,2.578
0.3641,19,0.1569,0.5400,-0.0006,7.7215,6.00,87.27,93.27,5.8431,0.321240,0.097384,-0.025738,0.249594,1354,2.578
0.3842,20,0.1569,0.9000,-0.0006,7.7215,6.00,87.27,93.27,5.8431,0.321240,0.097384,-0.025738,0.249594,1354,2.578
0.4043,21,0.6166,1.2600,0.0091,18.5764,6.00,87.27,93.27,5.3834,0.277396,0.089723,-0.061921,0.249594,1370,2.1184
0.4244,22,0.6166,1.6200,0.0091,18.5764,6.00,87.27,93.27,5.3834,0.277396,0.089723,-0.061921,0.249594,1370,2.1184
0.4445,23,1.6549,2.3400,-0.0116,18.5764,6.00,87.27,93.27,4.3451,0.260092,0.072419,-0.061921,0.249594,1377,1.0801
0.4645,24,1.6549,2.8800,-0.0116,29.6550,6.00,87.27,93.27,4.3451,0.223163,0.072419,-0.098850,0.249594,1391,1.0801
0.4846,25,1.6549,3.6000,-0.0116,29.6550,6.00,87.27,93.27,4.3451,0.223163,0.072419,-0.098850,0.249594,1391,1.0801
0.5047,26,3.2866,4.5000,-0.0403,39.5028,6.00,87.27,93.27,2.7134,0.163141,0.045223,-0.131676,0.249594,1413,-0.5517
0.5248,27,3.2866,5.2200,-0.0403,39.5028,6.00,87.27,93.27,2.7134,0.163141,0.045223,-0.131676,0.249594,1413,-0.5517
0.5448,28,5.3454,6.3000,-0.081,39.5028,6.00,87.27,93.27,0.6546,0.128829,0.010911,-0.131676,0.249594,1426,-2.6104
0.5649,29,5.3454,7.0200,-0.081,43.8671,6.00,87.27,93.27,0.6546,0.114281,0.010911,-0.146224,0.249594,1432,-2.6104
0.5850,30,5.3454,7.7400,-0.081,43.8671,6.00,87.27,93.27,0.6546,0.114281,0.010911,-0.146224,0.249594,1432,-2.6104
0.6051,31,7.4708,8.6400,-0.1066,40.3980,6.00,87.27,93.27,-1.4708,0.090421,-0.024513,-0.134660,0.249594,1441,-4.7358
0.6251,32,7.4708,9.3600,-0.1066,40.3980,6.00,87.27,93.27,-1.4708,0.090421,-0.024513,-0.134660,0.249594,1441,-4.7358
0.6452,33,9.3147,10.0800,-0.1472,40.3980,6.00,87.27,93.27,-3.3147,0.059689,-0.055245,-0.134660,0.249594,1452,-6.5797
0.6653,34,9.3147,10.4400,-0.1472,28.2003,6.00,87.27,93.27,-3.3147,0.100348,-0.055245,-0.094001,0.249594,1437,-6.5797
0.6854,35,9.3147,10.8000,-0.1472,28.2003,6.00,87.27,93.27,-3.3147,0.100348,-0.055245,-0.094001,0.249594,1437,-6.5797
