t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-0.4012,-0.579245,-0.668709,-0.000669,0.000000,0.090132,1550,5.6065
0.0201,2,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-0.8025,-0.579914,-0.668709,-0.001337,0.000000,0.090132,1600,5.6065
0.0402,3,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-1.2037,-0.580583,-0.668709,-0.002006,0.000000,0.090132,1650,5.6065
0.0603,4,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-1.6049,-0.581251,-0.668709,-0.002675,0.000000,0.090132,1700,5.6065
0.0804,5,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-2.0061,-0.581920,-0.668709,-0.003344,0.000000,0.090132,1743,5.6065
0.1005,6,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-2.4074,-0.582589,-0.668709,-0.004012,0.000000,0.090132,1743,5.6065
0.1207,7,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-2.8086,-0.583258,-0.668709,-0.004681,0.000000,0.090132,1743,5.6065
0.1408,8,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-3.2098,-0.583926,-0.668709,-0.005350,0.000000,0.090132,1743,5.6065
0.1609,9,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-3.6110,-0.584595,-0.668709,-0.006018,0.000000,0.090132,1744,5.6065
0.1810,10,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-4.0123,-0.585264,-0.668709,-0.006687,0.000000,0.090132,1744,5.6065
0.2011,11,0.0613,-0.0000,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-4.4135,-0.585932,-0.668709,-0.007356,0.000000,0.090132,1744,5.6065
0.2212,12,0.0613,-0.1800,0.001,-0.0000,-20.00,84.33,64.33,-20.0613,-4.8147,-0.586601,-0.668709,-0.008025,0.000000,0.090132,1744,5.6065
0.2413,13,0.0479,-0.1800,-0.0047,-0.0000,-20.00,84.33,64.33,-20.0479,-5.2157,-0.586823,-0.668262,-0.008693,0.000000,0.090132,1745,5.6199
0.2614,14,0.0479,-0.1800,-0.0047,-1.2310,-20.00,84.33,64.33,-20.0479,-5.6166,-0.583388,-0.668262,-0.009361,0.004103,0.090132,1743,5.6199
0.2815,15,0.0479,-0.1800,-0.0047,-1.2310,-20.00,84.33,64.33,-20.0479,-6.0176,-0.584056,-0.668262,-0.010029,0.004103,0.090132,1744,5.6199
0.3016,16,-0.0446,-0.3600,0.0039,-2.0143,-20.00,84.33,64.33,-19.9554,-6.4167,-0.579028,-0.665180,-0.010694,0.006714,0.090132,1742,5.7123
0.3217,17,-0.0446,-0.3600,0.0039,-2.0143,-20.00,84.33,64.33,-19.9554,-6.8158,-0.579693,-0.665180,-0.011360,0.006714,0.090132,1742,5.7123
0.3420,18,-0.4054,-0.7200,0.0182,-2.0143,-20.00,84.33,64.33,-19.5946,-7.2077,-0.568320,-0.653153,-0.012013,0.006714,0.090132,1738,6.0731
0.3621,19,-0.4054,-1.2600,0.0182,-16.4502,-20.00,84.33,64.33,-19.5946,-7.5996,-0.520853,-0.653153,-0.012666,0.054834,0.090132,1720,6.0731
0.3822,20,-0.4054,-1.9800,0.0182,-16.4502,-20.00,84.33,64.33,-19.5946,-7.9915,-0.521507,-0.653153,-0.013319,0.054834,0.090132,1720,6.0731
0.4023,21,-1.5885,-3.2400,-0.0873,-47.4481,-20.00,84.33,64.33,-18.4115,-8.3597,-0.379357,-0.613717,-0.013933,0.158160,0.090132,1670,7.2562
0.4224,22,-1.5885,-4.5000,-0.0873,-47.4481,-20.00,84.33,64.33,-18.4115,-8.7279,-0.379971,-0.613717,-0.014547,0.158160,0.090132,1667,7.2562
0.4425,23,-4.6538,-6.4800,-0.0626,-47.4481,-20.00,84.33,64.33,-15.3462,-9.0349,-0.278307,-0.511541,-0.015058,0.158160,0.090132,1629,10.3215
0.4626,24,-4.6538,-8.4600,-0.0626,-88.2937,-20.00,84.33,64.33,-15.3462,-9.3418,-0.142666,-0.511541,-0.015570,0.294312,0.090132,1579,10.3215
0.4827,25,-4.6538,-10.4400,-0.0626,-88.2937,-20.00,84.33,64.33,-15.3462,-9.6487,-0.143178,-0.511541,-0.016081,0.294312,0.090132,1578,10.3215
0.5028,26,-9.5740,-13.3200,-0.0496,-126.0060,-20.00,84.33,64.33,-10.4260,-9.8572,0.146191,-0.347533,-0.016429,0.420020,0.090132,1528,15.2418
0.5228,27,-9.5740,-15.4800,-0.0496,-126.0060,-20.00,84.33,64.33,-10.4260,-10.0657,0.145843,-0.347533,-0.016776,0.420020,0.090132,1478,15.2418
0.5429,28,-15.9236,-18.5400,0.095,-126.0060,-20.00,84.33,64.33,-4.0764,-10.1473,0.357359,-0.135881,-0.016912,0.420020,0.090132,1428,21.5913
0.5631,29,-15.9236,-20.7000,0.095,-141.1132,-20.00,84.33,64.33,-4.0764,-10.2288,0.407580,-0.135881,-0.017048,0.470377,0.090132,1378,21.5913
0.5831,30,-15.9236,-22.8600,0.095,-141.1132,-20.00,84.33,64.33,-4.0764,-10.3103,0.407445,-0.135881,-0.017184,0.470377,0.090132,1328,21.5913
0.6035,31,-22.9173,-26.1000,0.3406,-138.4275,-20.00,84.33,64.33,2.9173,-10.3103,0.600000,0.097244,-0.017087,0.461425,0.090132,1278,28.5851
0.6236,32,-22.9173,-27.9000,0.3406,-138.4275,-20.00,84.33,64.33,2.9173,-10.3103,0.600000,0.097244,-0.017087,0.461425,0.090132,1250,28.5851
0.6437,33,-29.7233,-30.7800,0.6045,-138.4275,-20.00,84.33,64.33,9.7233,-10.3103,0.600000,0.324110,-0.016860,0.461425,0.090132,1250,35.391
0.6638,34,-29.7233,-33.3000,0.6045,-129.4750,-20.00,84.33,64.33,9.7233,-10.3103,0.600000,0.324110,-0.016860,0.431583,0.090132,1250,35.391
0.6838,35,-29.7233,-35.4600,0.6045,-129.4750,-20.00,84.33,64.33,9.7233,-10.3103,0.600000,0.324110,-0.016860,0.431583,0.090132,1250,35.391
0.7039,36,-36.0601,-38.3400,0.8687,-119.6273,-20.00,84.33,64.33,16.0601,-10.3103,0.600000,0.535337,-0.016649,0.398758,0.090132,1250,41.7278
0.7240,37,-36.0601,-39.9600,0.8687,-119.6273,-20.00,84.33,64.33,16.0601,-10.3103,0.600000,0.535337,-0.016649,0.398758,0.090132,1250,41.7278
0.7441,38,-41.7993,-42.3000,1.1827,-119.6273,-20.00,84.33,64.33,21.7993,-10.3103,0.600000,0.726644,-0.016457,0.398758,0.090132,1250,47.4671
0.7642,39,-41.7993,-44.2800,1.1827,-104.4081,-20.00,84.33,64.33,21.7993,-10.3103,0.600000,0.726644,-0.016457,0.348027,0.090132,1250,47.4671
0.7843,40,-41.7993,-45.9000,1.1827,-104.4081,-20.00,84.33,64.33,21.7993,-10.3103,0.600000,0.726644,-0.016457,0.348027,0.090132,1250,47.4671
0.8044,41,-46.7776,-47.8800,1.4749,-88.5175,-20.00,84.33,64.33,26.7776,-10.3103,0.600000,0.892585,-0.016291,0.295058,0.090132,1250,52.4453
0.8245,42,-46.7776,-49.3200,1.4749,-88.5175,-20.00,84.33,64.33,26.7776,-10.3103,0.600000,0.892585,-0.016291,0.295058,0.090132,1250,52.4453
0.8446,43,-50.8557,-50.7600,1.7866,-88.5175,-20.00,84.33,64.33,30.8557,-10.3103,0.600000,1.028525,-0.016155,0.295058,0.090132,1250,56.5235
0.8647,44,-50.8557,-51.8400,1.7866,-68.1506,-20.00,84.33,64.33,30.8557,-10.3103,0.600000,1.028525,-0.016155,0.227169,0.090132,1250,56.5235
0.8847,45,-50.8557,-52.9200,1.7866,-68.1506,-20.00,84.33,64.33,30.8557,-10.3103,0.600000,1.028525,-0.016155,0.227169,0.090132,1250,56.5235
0.9048,46,-53.9222,-53.8200,2.0061,-45.9933,-20.00,84.33,64.33,33.9222,-10.3103,0.600000,1.130740,-0.016053,0.153311,0.090132,1250,59.5899
0.9249,47,-53.9222,-54.3600,2.0061,-45.9933,-20.00,84.33,64.33,33.9222,-10.3103,0.600000,1.130740,-0.016053,0.153311,0.090132,1250,59.5899
0.9450,48,-55.7812,-54.7200,2.1697,-45.9933,-20.00,84.33,64.33,35.7812,-10.3103,0.600000,1.192706,-0.015991,0.153311,0.090132,1250,61.4489
0.9651,49,-55.7812,-54.9000,2.1697,-17.0097,-20.00,84.33,64.33,35.7812,-10.3103,0.600000,1.192706,-0.015991,0.056699,0.090132,1250,61.4489
0.9852,50,-55.7812,-54.7200,2.1697,-17.0097,-20.00,84.33,64.33,35.7812,-10.3103,0.600000,1.192706,-0.015991,0.056699,0.090132,1250,61.4489
1.0053,51,-56.1832,-54.3600,2.1811,11.3025,-20.00,84.33,64.33,36.1832,-10.3103,0.600000,1.206106,-0.015978,-0.037675,0.090132,1250,61.8509
1.0254,52,-56.1832,-54.0000,2.1811,11.3025,-20.00,84.33,64.33,36.1832,-10.3103,0.600000,1.206106,-0.015978,-0.037675,0.090132,1250,61.8509
1.0455,53,-55.2942,-53.4600,2.0347,11.3025,-20.00,84.33,64.33,35.2942,-10.3103,0.600000,1.176472,-0.016007,-0.037675,0.090132,1250,60.9619
1.0656,54,-55.2942,-52.7400,2.0347,31.5574,-20.00,84.33,64.33,35.2942,-10.3103,0.600000,1.176472,-0.016007,-0.105191,0.090132,1250,60.9619
1.0857,55,-55.2942,-51.8400,2.0347,31.5574,-20.00,84.33,64.33,35.2942,-10.3103,0.600000,1.176472,-0.016007,-0.105191,0.090132,1250,60.9619
1.1060,56,-53.4832,-50.7600,1.8308,46.1052,-20.00,84.33,64.33,33.4832,-10.3103,0.600000,1.116108,-0.016068,-0.153684,0.090132,1250,59.151
1.1261,57,-53.4832,-49.8600,1.8308,46.1052,-20.00,84.33,64.33,33.4832,-10.3103,0.600000,1.116108,-0.016068,-0.153684,0.090132,1250,59.151
1.1462,58,-51.0300,-48.6000,1.5881,55.7291,-20.00,84.33,64.33,31.0300,-10.3103,0.600000,1.034334,-0.016150,-0.185764,0.090132,1250,56.6978
1.1664,59,-51.0300,-47.7000,1.5881,55.7291,-20.00,84.33,64.33,31.0300,-10.3103,0.600000,1.034334,-0.016150,-0.185764,0.090132,1250,56.6978
1.1865,60,-51.0300,-46.4400,1.5881,55.7291,-20.00,84.33,64.33,31.0300,-10.3103,0.600000,1.034334,-0.016150,-0.185764,0.090132,1250,53.8096
1.2066,61,-48.1419,-45.0000,1.3623,62.8911,-20.00,84.33,64.33,28.1419,-10.3103,0.600000,0.938063,-0.016246,-0.209637,0.090132,1250,53.8096
