t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0343,-0.0000,0.0119,-0.0000,-20.00,72.27,52.27,-20.0343,-0.333905,-0.333905,0.000000,0.000000,1650,17.6926
0.0201,2,0.0343,-0.0000,0.0119,-0.0000,-20.00,72.27,52.27,-20.0343,-0.333905,-0.333905,0.000000,0.000000,1650,17.6926
0.0402,3,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.0603,4,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.0804,5,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.1005,6,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.1206,7,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.1407,8,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.1608,9,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.1808,10,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.2009,11,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.2210,12,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.2411,13,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.2612,14,0.0241,-0.0000,0.0137,-0.0000,-20.00,72.27,52.27,-20.0241,-0.333736,-0.333736,0.000000,0.000000,1650,17.7028
0.2813,15,0.0032,-0.0000,0.006,-0.0000,-20.00,72.27,52.27,-20.0032,-0.333387,-0.333387,0.000000,0.000000,1650,17.7237
0.3014,16,0.0032,-0.0000,0.006,-1.0072,-20.00,72.27,52.27,-20.0032,-0.328911,-0.333387,0.004476,0.000000,1648,17.7237
0.3216,17,0.0032,-0.0000,0.006,-1.0072,-20.00,72.27,52.27,-20.0032,-0.328911,-0.333387,0.004476,0.000000,1648,17.7237
0.3417,18,-0.0828,-0.1800,0.0013,-3.5810,-20.00,72.27,52.27,-19.9172,-0.316038,-0.331953,0.015915,0.000000,1643,17.8097
0.3618,19,-0.0828,-0.1800,0.0013,-3.5810,-20.00,72.27,52.27,-19.9172,-0.316038,-0.331953,0.015915,0.000000,1643,17.8097
0.3819,20,-0.3262,-0.3600,0.0069,-3.5810,-20.00,72.27,52.27,-19.6738,-0.311982,-0.327897,0.015915,0.000000,1641,18.0531
0.4020,21,-0.3262,-0.7200,0.0069,-8.9525,-20.00,72.27,52.27,-19.6738,-0.288109,-0.327897,0.039789,0.000000,1633,18.0531
0.4221,22,-0.3262,-0.9000,0.0069,-8.9525,-20.00,72.27,52.27,-19.6738,-0.288109,-0.327897,0.039789,0.000000,1633,18.0531
0.4422,23,-0.8503,-1.2600,0.0141,-16.6740,-20.00,72.27,52.27,-19.1497,-0.245055,-0.319162,0.074107,0.000000,1616,18.5772
0.4623,24,-0.8503,-1.6200,0.0141,-16.6740,-20.00,72.27,52.27,-19.1497,-0.245055,-0.319162,0.074107,0.000000,1616,18.5772
0.4825,25,-1.8116,-2.1600,0.0421,-16.6740,-20.00,72.27,52.27,-18.1884,-0.229033,-0.303140,0.074107,0.000000,1610,19.5385
0.5025,26,-1.8116,-2.7000,0.0421,-26.1860,-20.00,72.27,52.27,-18.1884,-0.186758,-0.303140,0.116382,0.000000,1595,19.5385
0.5226,27,-1.8116,-3.2400,0.0421,-26.1860,-20.00,72.27,52.27,-18.1884,-0.186758,-0.303140,0.116382,0.000000,1595,19.5385
0.5427,28,-3.2502,-4.1400,0.0624,-34.1313,-20.00,72.27,52.27,-16.7498,-0.127469,-0.279164,0.151695,0.000000,1572,20.9771
0.5628,29,-3.2502,-4.6800,0.0624,-34.1313,-20.00,72.27,52.27,-16.7498,-0.127469,-0.279164,0.151695,0.000000,1572,20.9771
0.5829,30,-5.0040,-5.5800,0.0962,-34.1313,-20.00,72.27,52.27,-14.9960,-0.098239,-0.249933,0.151695,0.000000,1561,22.7309
0.6030,31,-5.0040,-6.3000,0.0962,-38.6075,-20.00,72.27,52.27,-14.9960,-0.078344,-0.249933,0.171589,0.000000,1554,22.7309
0.6231,32,-5.0040,-7.0200,0.0962,-38.6075,-20.00,72.27,52.27,-14.9960,-0.078344,-0.249933,0.171589,0.000000,1554,22.7309
0.6432,33,-6.9775,-8.1000,0.1251,-41.6290,-20.00,72.27,52.27,-13.0225,-0.032024,-0.217041,0.185018,0.000000,1537,24.7044
0.6633,34,-6.9775,-8.6400,0.1251,-41.6290,-20.00,72.27,52.27,-13.0225,-0.032024,-0.217041,0.185018,0.000000,1537,24.7044
0.6834,35,-9.0398,-9.7200,0.1583,-41.6290,-20.00,72.27,52.27,-10.9602,0.002347,-0.182671,0.185018,0.000000,1474,26.7667
0.7034,36,-9.0398,-10.4400,0.1583,-41.4052,-20.00,72.27,52.27,-10.9602,0.001352,-0.182671,0.184023,0.000000,1474,26.7667
0.7235,37,-9.0398,-11.1600,0.1583,-41.4052,-20.00,72.27,52.27,-10.9602,0.001352,-0.182671,0.184023,0.000000,1474,26.7667
0.7436,38,-11.0532,-12.0600,0.1905,-38.0480,-20.00,72.27,52.27,-8.9468,0.019988,-0.149114,0.169102,0.000000,1467,28.7801
0.7637,39,-11.0532,-12.6000,0.1905,-38.0480,-20.00,72.27,52.27,-8.9468,0.019988,-0.149114,0.169102,0.000000,1467,28.7801
0.7838,40,-12.8719,-13.3200,0.2286,-38.0480,-20.00,72.27,52.27,-7.1281,0.050300,-0.118802,0.169102,0.000000,1456,30.5988
0.8039,41,-12.8719,-13.8600,0.2286,-32.5646,-20.00,72.27,52.27,-7.1281,0.025929,-0.118802,0.144732,0.000000,1465,30.5988
0.8240,42,-12.8719,-14.4000,0.2286,-32.5646,-20.00,72.27,52.27,-7.1281,0.025929,-0.118802,0.144732,0.000000,1465,30.5988
0.8440,43,-14.3893,-15.1200,0.2504,-26.1860,-20.00,72.27,52.27,-5.6107,0.022871,-0.093511,0.116382,0.000000,1466,32.1163
0.8641,44,-14.3893,-15.4800,0.2504,-26.1860,-20.00,72.27,52.27,-5.6107,0.022871,-0.093511,0.116382,0.000000,1466,32.1163
0.8842,45,-15.5889,-15.8400,0.2666,-26.1860,-20.00,72.27,52.27,-4.4111,0.042864,-0.073518,0.116382,0.000000,1458,33.3158
0.9043,46,-15.5889,-16.2000,0.2666,-19.0240,-20.00,72.27,52.27,-4.4111,0.011033,-0.073518,0.084551,0.000000,1470,33.3158
0.9244,47,-15.5889,-16.3800,0.2666,-19.0240,-20.00,72.27,52.27,-4.4111,0.011033,-0.073518,0.084551,0.000000,1470,33.3158
0.9445,48,-16.4165,-16.7400,0.2752,-11.3025,-20.00,72.27,52.27,-3.5835,-0.009492,-0.059725,0.050233,0.000000,1528,34.1434
0.9646,49,-16.4165,-16.7400,0.2752,-11.3025,-20.00,72.27,52.27,-3.5835,-0.009492,-0.059725,0.050233,0.000000,1528,34.1434
0.9847,50,-16.8642,-16.9200,0.2882,-11.3025,-20.00,72.27,52.27,-3.1358,-0.002029,-0.052263,0.050233,0.000000,1525,34.5912
1.0048,51,-16.8642,-16.9200,0.2882,-3.6929,-20.00,72.27,52.27,-3.1358,-0.035850,-0.052263,0.016413,0.000000,1538,34.5912
1.0249,52,-16.8642,-16.9200,0.2882,-3.6929,-20.00,72.27,52.27,-3.1358,-0.035850,-0.052263,0.016413,0.000000,1538,34.5912
1.0450,53,-16.9201,-16.7400,0.2761,3.9167,-20.00,72.27,52.27,-3.0799,-0.068740,-0.051332,-0.017408,0.000000,1550,34.647
1.0651,54,-16.9201,-16.7400,0.2761,3.9167,-20.00,72.27,52.27,-3.0799,-0.068740,-0.051332,-0.017408,0.000000,1550,34.647
1.0852,55,-16.6313,-16.5600,0.2677,3.9167,-20.00,72.27,52.27,-3.3687,-0.073552,-0.056145,-0.017408,0.000000,1552,34.3582
1.1053,56,-16.6313,-16.2000,0.2677,9.7358,-20.00,72.27,52.27,-3.3687,-0.099415,-0.056145,-0.043270,0.000000,1562,34.3582
1.1254,57,-16.6313,-16.0200,0.2677,9.7358,-20.00,72.27,52.27,-3.3687,-0.099415,-0.056145,-0.043270,0.000000,1562,34.3582
1.1455,58,-16.0724,-15.6600,0.2517,14.1001,-20.00,72.27,52.27,-3.9276,-0.128127,-0.065459,-0.062667,0.000000,1573,33.7994
1.1657,59,-16.0724,-15.4800,0.2517,14.1001,-20.00,72.27,52.27,-3.9276,-0.128127,-0.065459,-0.062667,0.000000,1573,33.7994
1.1858,60,-15.3050,-15.1200,0.2289,14.1001,-20.00,72.27,52.27,-4.6950,-0.140917,-0.078250,-0.062667,0.000000,1577,33.0319
1.2060,61,-15.3050,-14.7600,0.2289,17.3454,-20.00,72.27,52.27,-4.6950,-0.155341,-0.078250,-0.077091,0.000000,1583,33.0319
1.2261,62,-15.3050,-14.4000,0.2289,17.3454,-20.00,72.27,52.27,-4.6950,-0.155341,-0.078250,-0.077091,0.000000,1583,33.0319
1.2463,63,-14.3983,-13.8600,0.2084,19.1359,-20.00,72.27,52.27,-5.6017,-0.178411,-0.093362,-0.085048,0.000000,1591,32.1252
1.2665,64,-14.3983,-13.5000,0.2084,19.1359,-20.00,72.27,52.27,-5.6017,-0.178411,-0.093362,-0.085048,0.000000,1591,32.1252
1.2865,65,-13.4123,-13.1400,0.1889,19.1359,-20.00,72.27,52.27,-6.5877,-0.194843,-0.109794,-0.085048,0.000000,1598,31.1393
1.3066,66,-13.4123,-12.7800,0.1889,20.2550,-20.00,72.27,52.27,-6.5877,-0.199816,-0.109794,-0.090022,0.000000,1599,31.1393
1.3267,67,-13.4123,-12.4200,0.1889,20.2550,-20.00,72.27,52.27,-6.5877,-0.199816,-0.109794,-0.090022,0.000000,1599,31.1393
1.3468,68,-12.4065,-11.8800,0.1638,19.3597,-20.00,72.27,52.27,-7.5935,-0.212601,-0.126558,-0.086043,0.000000,1604,30.1335
1.3669,69,-12.4065,-11.5200,0.1638,19.3597,-20.00,72.27,52.27,-7.5935,-0.212601,-0.126558,-0.086043,0.000000,1604,30.1335
1.3873,70,-11.4823,-11.3400,0.1408,19.3597,-20.00,72.27,52.27,-8.5177,-0.228005,-0.141962,-0.086043,0.000000,1610,29.2092
1.4074,71,-11.4823,-10.9800,0.1408,16.5621,-20.00,72.27,52.27,-8.5177,-0.215571,-0.141962,-0.073609,0.000000,1605,29.2092
1.4275,72,-11.4823,-10.6200,0.1408,16.5621,-20.00,72.27,52.27,-8.5177,-0.215571,-0.141962,-0.073609,0.000000,1605,29.2092
1.4475,73,-10.7191,-10.4400,0.1249,12.8692,-20.00,72.27,52.27,-9.2809,-0.211878,-0.154682,-0.057196,0.000000,1604,28.446
1.4676,74,-10.7191,-10.2600,0.1249,12.8692,-20.00,72.27,52.27,-9.2809,-0.211878,-0.154682,-0.057196,0.000000,1604,28.446
1.4877,75,-10.2044,-10.0800,0.116,12.8692,-20.00,72.27,52.27,-9.7956,-0.220457,-0.163260,-0.057196,0.000000,1607,27.9313
1.5078,76,-10.2044,-10.0800,0.116,6.7143,-20.00,72.27,52.27,-9.7956,-0.193102,-0.163260,-0.029842,0.000000,1597,27.9313
1.5279,77,-10.2044,-9.9000,0.116,6.7143,-20.00,72.27,52.27,-9.7956,-0.193102,-0.163260,-0.029842,0.000000,1597,27.9313
1.5479,78,-9.9846,-9.9000,0.1492,3.3572,-20.00,72.27,52.27,-10.0154,-0.181844,-0.166923,-0.014921,0.000000,1593,27.7115
