t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.1401,-0.0000,-0.1119,90.00,90.1401,0.720280,0.100156,0.000124,0.620000,1204,88.7073
0.0201,2,-0.1401,-0.0000,-0.1119,90.00,90.1401,0.720280,0.100156,0.000124,0.620000,1204,88.7073
0.0402,3,-0.1401,-0.0000,-0.1119,90.00,90.1401,0.720280,0.100156,0.000124,0.620000,1204,88.7073
0.0603,4,-0.1392,-0.0000,0.1119,90.00,90.1392,0.720030,0.100155,-0.000124,0.620000,1204,88.7064
0.0804,5,-0.1392,-0.0000,0.1119,90.00,90.1392,0.720030,0.100155,-0.000124,0.620000,1204,88.7064
0.1005,6,0.0617,-0.0000,0.1119,90.00,89.9383,0.719807,0.099931,-0.000124,0.620000,1205,88.5055
0.1206,7,0.0617,-0.0000,0.1119,90.00,89.9383,0.719807,0.099931,-0.000124,0.620000,1205,88.5055
0.1407,8,0.0617,-0.0000,0.1119,90.00,89.9383,0.719807,0.099931,-0.000124,0.620000,1205,88.5055
0.1608,9,-0.1376,-0.0000,0.2238,90.00,90.1376,0.719904,0.100153,-0.000249,0.620000,1205,88.7048
0.1809,10,-0.1376,-0.0000,0.2238,90.00,90.1376,0.719904,0.100153,-0.000249,0.620000,1205,88.7048
0.2010,11,-0.1421,-0.0000,0.2238,90.00,90.1421,0.719909,0.100158,-0.000249,0.620000,1205,88.7093
0.2211,12,-0.1421,-0.0000,0.2238,90.00,90.1421,0.719909,0.100158,-0.000249,0.620000,1205,88.7093
0.2412,13,-0.1421,0.1800,0.2238,90.00,90.1421,0.719909,0.100158,-0.000249,0.620000,1205,88.7093
0.2615,14,-0.1472,0.1800,1.3429,90.00,90.1472,0.718672,0.100164,-0.001492,0.620000,1205,88.7144
0.2816,15,-0.1472,0.1800,1.3429,90.00,90.1472,0.718672,0.100164,-0.001492,0.620000,1205,88.7144
0.3017,16,-0.2038,0.3600,1.3429,90.00,90.2038,0.718734,0.100226,-0.001492,0.620000,1205,88.7710
0.3219,17,-0.2038,0.5400,5.3715,90.00,90.2038,0.714258,0.100226,-0.005968,0.620000,1207,88.7710
0.3420,18,-0.2038,0.9000,5.3715,90.00,90.2038,0.714258,0.100226,-0.005968,0.620000,1207,88.7710
0.3621,19,-0.4085,1.6200,27.4169,90.00,90.4085,0.689991,0.100454,-0.030463,0.620000,1216,88.9757
0.3822,20,-0.4085,2.7000,27.4169,90.00,90.4085,0.689991,0.100454,-0.030463,0.620000,1216,88.9757
0.4022,21,-0.5536,4.3200,78.5579,90.00,90.5536,0.633329,0.100615,-0.087287,0.620000,1237,89.1208
0.4223,22,-0.5536,6.1200,78.5579,90.00,90.5536,0.633329,0.100615,-0.087287,0.620000,1237,89.1208
0.4424,23,-0.5536,8.2800,78.5579,90.00,90.5536,0.633329,0.100615,-0.087287,0.620000,1237,89.1208
0.4625,24,4.6125,11.3400,143.1275,90.00,85.3875,0.555844,0.094875,-0.159031,0.620000,1266,83.9547
0.4826,25,4.6125,14.2200,143.1275,90.00,85.3875,0.555844,0.094875,-0.159031,0.620000,1266,83.9547
0.5027,26,12.6222,17.2800,197.9614,90.00,77.3778,0.486018,0.085975,-0.219957,0.620000,1292,75.9450
0.5228,27,12.6222,19.8000,197.9614,90.00,77.3778,0.486018,0.085975,-0.219957,0.620000,1292,75.9450
0.5429,28,12.6222,22.8600,197.9614,90.00,77.3778,0.486018,0.085975,-0.219957,0.620000,1292,75.9450
0.5629,29,23.0627,25.9200,229.8546,90.00,66.9373,0.438981,0.074375,-0.255394,0.620000,1310,65.5045
0.5830,30,23.0627,27.5400,229.8546,90.00,66.9373,0.438981,0.074375,-0.255394,0.620000,1310,65.5045
0.6031,31,34.7812,30.6000,243.5071,90.00,55.2188,0.410791,0.061354,-0.270563,0.620000,1320,53.7860
