t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0000,-0.0000,-0.4476,20.00,20.0000,0.400931,0.022222,0.002487,0.376222,1324,-82.1773
0.0201,2,-0.0000,-0.0000,-0.4476,20.00,20.0000,0.400931,0.022222,0.002487,0.376222,1324,-82.1773
0.0402,3,-0.0000,-0.0000,-0.3357,20.00,20.0000,0.400309,0.022222,0.001865,0.376222,1324,-82.1515
0.0603,4,-0.0000,-0.0000,-0.3357,20.00,20.0000,0.400309,0.022222,0.001865,0.376222,1324,-82.1515
0.0804,5,-0.0000,-0.0000,-0.3357,20.00,20.0000,0.400309,0.022222,0.001865,0.376222,1324,-82.1881
0.1005,6,-0.0000,-0.0000,-0.0000,20.00,20.0000,0.398444,0.022222,0.000000,0.376222,1325,-82.1881
0.1206,7,-0.0000,-0.0000,-0.0000,20.00,20.0000,0.398444,0.022222,0.000000,0.376222,1325,-82.1881
0.1407,8,-0.0000,-0.0000,0.4476,20.00,20.0000,0.395958,0.022222,-0.002487,0.376222,1326,-82.1881
0.1609,9,-0.0000,-0.0000,0.4476,20.00,20.0000,0.395958,0.022222,-0.002487,0.376222,1326,-82.1881
0.1810,10,-0.0000,-0.0000,0.4476,20.00,20.0000,0.395958,0.022222,-0.002487,0.376222,1326,-82.1359
0.2011,11,-0.0000,-0.0000,-0.0000,20.00,20.0000,0.398444,0.022222,0.000000,0.376222,1325,-82.1359
0.2212,12,-0.0000,-0.0000,-0.0000,20.00,20.0000,0.398444,0.022222,0.000000,0.376222,1325,-82.1359
0.2413,13,-0.0000,-0.0000,-0.0000,20.00,20.0000,0.398444,0.022222,0.000000,0.376222,1325,-82.1408
0.2614,14,-0.0000,-0.0000,-0.0000,20.00,20.0000,0.398444,0.022222,0.000000,0.376222,1325,-82.1408
0.2815,15,-0.0000,-0.0000,-0.0000,20.00,20.0000,0.398444,0.022222,0.000000,0.376222,1325,-82.1699
0.3016,16,-0.0000,-0.0000,-0.1119,20.00,20.0000,0.399066,0.022222,0.000622,0.376222,1325,-82.1699
0.3217,17,-0.0000,-0.0000,-0.1119,20.00,20.0000,0.399066,0.022222,0.000622,0.376222,1325,-82.1699
0.3418,18,-0.0000,-0.0000,-1.1191,20.00,20.0000,0.404661,0.022222,0.006217,0.376222,1323,-82.1609
0.3619,19,-0.0000,-0.0000,-1.1191,20.00,20.0000,0.404661,0.022222,0.006217,0.376222,1323,-82.1609
0.3820,20,-0.0000,-0.0000,-1.1191,20.00,20.0000,0.404661,0.022222,0.006217,0.376222,1323,-82.2066
0.4020,21,0.1800,0.1800,-5.3715,20.00,19.8200,0.428086,0.022022,0.029842,0.376222,1314,-82.2066
0.4222,22,0.1800,0.1800,-5.3715,20.00,19.8200,0.428086,0.022022,0.029842,0.376222,1314,-82.2066
0.4423,23,0.3600,0.3600,-4.4762,20.00,19.6400,0.422912,0.021822,0.024868,0.376222,1316,-82.3946
0.4624,24,0.3600,0.3600,-4.4762,20.00,19.6400,0.422912,0.021822,0.024868,0.376222,1316,-82.3946
0.4828,25,0.5400,0.7200,-4.4762,20.00,19.4600,0.422712,0.021622,0.024868,0.376222,1316,-82.6681
0.5029,26,0.7200,0.7200,-8.2810,20.00,19.2800,0.443650,0.021422,0.046006,0.376222,1308,-82.6681
0.5230,27,1.0800,1.0800,-8.2810,20.00,18.9200,0.443250,0.021022,0.046006,0.376222,1308,-82.6681
