t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0139,-0.0000,0.0158,-0.0000,-20.00,72.44,52.44,-20.0139,-0.333565,-0.333565,0.000000,0.000000,1650,17.5414
0.0201,2,0.0139,-0.0000,0.0158,-0.0000,-20.00,72.44,52.44,-20.0139,-0.333565,-0.333565,0.000000,0.000000,1650,17.5414
0.0403,3,0.0189,-0.0000,0.0142,-0.1119,-20.00,72.44,52.44,-20.0189,-0.333150,-0.333648,0.000497,0.000000,1649,17.5364
0.0604,4,0.0189,-0.0000,0.0142,-0.1119,-20.00,72.44,52.44,-20.0189,-0.333150,-0.333648,0.000497,0.000000,1649,17.5364
0.0807,5,0.0189,-0.0000,0.0142,-0.1119,-20.00,72.44,52.44,-20.0189,-0.333150,-0.333648,0.000497,0.000000,1649,17.5364
0.1008,6,0.0189,-0.0000,0.0142,-0.0000,-20.00,72.44,52.44,-20.0189,-0.333648,-0.333648,0.000000,0.000000,1650,17.5364
0.1209,7,0.0189,-0.0000,0.0142,-0.0000,-20.00,72.44,52.44,-20.0189,-0.333648,-0.333648,0.000000,0.000000,1650,17.5364
0.1411,8,0.0196,-0.0000,0.0039,0.2238,-20.00,72.44,52.44,-20.0196,-0.334655,-0.333661,-0.000995,0.000000,1650,17.5356
0.1612,9,0.0196,-0.0000,0.0039,0.2238,-20.00,72.44,52.44,-20.0196,-0.334655,-0.333661,-0.000995,0.000000,1650,17.5356
0.1812,10,0.0188,-0.0000,0.0036,0.2238,-20.00,72.44,52.44,-20.0188,-0.334642,-0.333647,-0.000995,0.000000,1650,17.5364
0.2013,11,0.0188,-0.0000,0.0036,-0.0000,-20.00,72.44,52.44,-20.0188,-0.333647,-0.333647,0.000000,0.000000,1650,17.5364
0.2214,12,0.0188,-0.0000,0.0036,-0.0000,-20.00,72.44,52.44,-20.0188,-0.333647,-0.333647,0.000000,0.000000,1650,17.5364
0.2415,13,0.0196,-0.0000,-0.0066,-0.3357,-20.00,72.44,52.44,-20.0196,-0.332168,-0.333660,0.001492,0.000000,1649,17.5357
