t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,0.0039,0.0486,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1498
0.0089,2,enc,0,-0.0000,0.0000,-0.0000,0.0039,0.0486,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1496
0.0139,3,enc,0,-0.0000,0.0000,-0.0000,0.0039,0.0486,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1494
0.0190,4,enc,0,-0.0000,0.0000,-0.0000,0.0039,0.0486,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1492
0.0241,5,enc,0,-0.0000,0.0000,-0.0000,0.0039,0.0486,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1490
0.0292,6,enc,1,-0.0000,0.0000,-0.0000,0.0117,0.0881,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1488
0.0342,7,enc,0,-0.0000,0.0000,-0.0000,0.0117,0.0881,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1486
0.0393,8,enc,0,-0.0000,0.0000,-0.0000,0.0117,0.0881,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1484
0.0444,9,enc,1,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1482
0.0495,10,enc,0,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1480
0.0546,11,enc,0,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1478
0.0597,12,enc,0,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1476
0.0648,13,enc,0,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1474
0.0699,14,enc,0,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1472
0.0749,15,enc,0,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1470
0.0800,16,enc,0,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1468
0.0851,17,enc,0,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1466
0.0902,18,enc,0,-0.0000,0.0000,-0.0000,0.0007,0.1074,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1464
0.0952,19,enc,1,-0.0000,0.0000,-0.0000,0.0086,0.1469,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1462
0.1003,20,enc,0,-0.0000,0.0000,-0.0000,0.0086,0.1469,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1460
0.1054,21,enc,1,-0.0000,0.0000,-0.0000,-0.0024,0.1663,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1458
0.1105,22,enc,0,-0.0000,0.0000,-0.0000,-0.0024,0.1663,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1456
0.1155,23,enc,1,-0.0000,0.0000,-0.0000,0.0307,0.1727,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1454
0.1206,24,enc,0,-0.0000,0.0000,-0.0000,0.0307,0.1727,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1452
0.1257,25,enc,0,-0.0000,0.0000,-0.0000,0.0307,0.1727,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1450
0.1308,26,enc,0,-0.0000,0.0000,-0.0000,0.0307,0.1727,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1448
0.1358,27,enc,0,-0.0000,0.0000,-0.0000,0.0307,0.1727,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1446
0.1409,28,enc,0,-0.0000,0.0000,-0.0000,0.0307,0.1727,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1444
0.1460,29,enc,1,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1442
0.1511,30,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1440
0.1561,31,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1438
0.1612,32,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1436
0.1663,33,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1434
0.1713,34,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1432
0.1764,35,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1430
0.1815,36,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1428
0.1866,37,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1426
0.1916,38,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1424
0.1967,39,enc,0,-0.0000,0.0000,-0.0000,-0.0063,0.1235,30.00,82.20,30.0000,0.0000,1.000000,0.266667,0.000000,-0.000000,0.925865,1422
