t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,0.4500,0.801500,0.800000,0.001500,-0.000000,0.000000,1498
0.0082,2,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,0.9000,0.803000,0.800000,0.003000,-0.000000,0.000000,1496
0.0133,3,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,1.3500,0.804500,0.800000,0.004500,-0.000000,0.000000,1494
0.0184,4,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,1.8000,0.806000,0.800000,0.006000,-0.000000,0.000000,1492
0.0235,5,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,2.2500,0.807500,0.800000,0.007500,-0.000000,0.000000,1490
0.0286,6,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,2.7000,0.809000,0.800000,0.009000,-0.000000,0.000000,1488
0.0337,7,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,3.1500,0.810500,0.800000,0.010500,-0.000000,0.000000,1486
0.0387,8,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,3.6000,0.812000,0.800000,0.012000,-0.000000,0.000000,1484
0.0438,9,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,4.0500,0.813500,0.800000,0.013500,-0.000000,0.000000,1482
0.0489,10,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,4.5000,0.815000,0.800000,0.015000,-0.000000,0.000000,1480
0.0540,11,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,4.9500,0.816500,0.800000,0.016500,-0.000000,0.000000,1478
0.0591,12,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,5.4000,0.818000,0.800000,0.018000,-0.000000,0.000000,1476
0.0642,13,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,5.8500,0.819500,0.800000,0.019500,-0.000000,0.000000,1474
0.0693,14,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,6.3000,0.821000,0.800000,0.021000,-0.000000,0.000000,1472
0.0743,15,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,6.7500,0.822500,0.800000,0.022500,-0.000000,0.000000,1470
0.0794,16,enc,1,0,-0.0000,0.0000,-0.0000,0.0129,-0.0267,90.00,83.01,90.0000,7.2000,0.824000,0.800000,0.024000,-0.000000,0.000000,1468
