t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,0.1422,0.7434,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1498
0.0107,2,enc,0,-0.0000,0.0000,-0.0000,0.1422,0.7434,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1496
0.0158,3,enc,1,-0.0000,0.0000,-0.0000,0.1353,0.722,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1494
0.0211,4,enc,0,-0.0000,0.0000,-0.0000,0.1313,0.722,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1492
0.0262,5,enc,1,-0.0000,0.0000,-0.0000,0.1274,0.6558,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1490
0.0321,6,enc,1,-0.0000,0.0000,-0.0000,0.0771,0.6156,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1488
0.0372,7,enc,0,-0.0000,0.0000,-0.0000,0.0771,0.5753,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1486
0.0423,8,enc,1,-0.0000,0.0000,-0.0000,0.1057,0.5816,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1484
0.0476,9,enc,1,-0.0000,0.0000,-0.0000,0.1017,0.5412,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1482
0.0527,10,enc,1,-0.0000,0.0000,-0.0000,0.0552,0.5148,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1480
0.0578,11,enc,1,-0.0000,0.0000,-0.0000,0.0583,0.5128,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1478
0.0629,12,enc,1,-0.0000,0.0000,-0.0000,0.0544,0.4722,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1476
0.0679,13,enc,1,-0.0000,0.0000,-0.0000,0.0505,0.4315,20.00,82.11,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831086,1474
0.0730,14,enc,1,0.1800,10.8000,0.1800,0.0365,0.4111,20.00,82.11,19.8200,0.0991,0.947594,0.176178,0.000330,-0.060000,0.831086,1472
0.0781,15,enc,1,0.1800,7.5600,0.1800,0.0326,0.3703,20.00,82.11,19.8200,0.1982,0.965924,0.176178,0.000661,-0.042000,0.831086,1470
0.0832,16,enc,1,0.1800,5.2920,0.1800,0.0028,0.3617,20.00,82.11,19.8200,0.2973,0.978855,0.176178,0.000991,-0.029400,0.831086,1468
0.0883,17,enc,1,0.1800,3.7044,0.1800,-0.0011,0.3208,20.00,82.11,19.8200,0.3964,0.988005,0.176178,0.001321,-0.020580,0.831086,1466
0.0934,18,enc,1,0.1800,2.5931,0.1800,-0.0151,0.3001,20.00,82.11,19.8200,0.4955,0.994509,0.176178,0.001652,-0.014406,0.831086,1464
0.0985,19,enc,1,0.1800,1.8152,0.1800,-0.019,0.259,20.00,82.11,19.8200,0.5946,0.999161,0.176178,0.001982,-0.010084,0.831086,1462
0.1036,20,enc,1,0.1800,1.2706,0.1800,-0.023,0.2177,20.00,82.11,19.8200,0.5946,1.000000,0.176178,0.001982,-0.007059,0.831086,1460
0.1087,21,enc,1,0.1800,0.8894,0.1800,-0.0299,0.2357,20.00,82.11,19.8200,0.5946,1.000000,0.176178,0.001982,-0.004941,0.831086,1458
0.1138,22,enc,1,0.1800,0.6226,0.1800,-0.0338,0.1943,20.00,82.11,19.8200,0.5946,1.000000,0.176178,0.001982,-0.003459,0.831086,1456
0.1188,23,enc,1,0.1800,0.4358,0.1800,-0.0377,0.1529,20.00,82.11,19.8200,0.5946,1.000000,0.176178,0.001982,-0.002421,0.831086,1454
0.1239,24,enc,1,0.1800,0.3051,0.1800,-0.0748,0.1051,20.00,82.11,19.8200,0.5946,1.000000,0.176178,0.001982,-0.001695,0.831086,1452
0.1290,25,enc,1,0.1800,0.2136,0.1800,-0.0787,0.0635,20.00,82.11,19.8200,0.5946,1.000000,0.176178,0.001982,-0.001186,0.831086,1450
0.1341,26,enc,1,0.1800,0.1495,0.1800,-0.0929,0.0422,20.00,82.11,19.8200,0.5946,1.000000,0.176178,0.001982,-0.000830,0.831086,1448
0.1392,27,enc,1,0.1800,0.1046,0.1800,-0.0596,0.0485,20.00,82.11,19.8200,0.5946,1.000000,0.176178,0.001982,-0.000581,0.831086,1446
0.1443,28,enc,1,0.1800,0.0732,0.1800,-0.0563,0.0457,20.00,82.11,19.8200,0.5946,1.000000,0.176178,0.001982,-0.000407,0.831086,1444
