t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,imu_roll_raw_deg,imu_pitch_raw_deg,imu_yaw_raw_deg,imu_axis
0.0000,1,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1498,-155.7136,-82.203,155.8771,pitch
0.0096,2,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1496,-155.7136,-82.203,155.8771,pitch
0.0147,3,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1494,-155.7136,-82.203,155.8771,pitch
0.0198,4,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1492,-155.7136,-82.203,155.8771,pitch
0.0249,5,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1490,-155.7136,-82.203,155.8771,pitch
0.0300,6,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1488,-155.7136,-82.203,155.8771,pitch
0.0351,7,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1486,-155.7136,-82.203,155.8771,pitch
0.0402,8,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1484,-155.7136,-82.203,155.8771,pitch
0.0453,9,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1482,-155.7136,-82.203,155.8771,pitch
0.0504,10,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1480,-155.7136,-82.203,155.8771,pitch
0.0555,11,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1478,-155.7136,-82.203,155.8771,pitch
0.0606,12,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1476,-155.7136,-82.203,155.8771,pitch
0.0657,13,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1474,-155.7136,-82.203,155.8771,pitch
0.0708,14,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1472,-155.7136,-82.203,155.8771,pitch
0.0759,15,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1470,-155.7136,-82.203,155.8771,pitch
0.0812,16,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1468,-155.7136,-82.203,155.8771,pitch
0.0863,17,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1466,-155.7136,-82.203,155.8771,pitch
0.0914,18,enc,0,-0.0000,0.0000,-0.0000,-0.0345,-0.0656,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1464,-155.7136,-82.203,155.8771,pitch
0.0965,19,enc,1,-0.0000,0.0000,-0.0000,-0.0356,-0.0304,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1462,-155.7438,-82.204,155.9123,pitch
0.1015,20,enc,0,-0.0000,0.0000,-0.0000,-0.0356,-0.0304,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1460,-155.7438,-82.204,155.9123,pitch
0.1066,21,enc,0,-0.0000,0.0000,-0.0000,-0.0356,-0.0304,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1458,-155.7438,-82.204,155.9123,pitch
0.1117,22,enc,0,-0.0000,0.0000,-0.0000,-0.0356,-0.0304,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1456,-155.7438,-82.204,155.9123,pitch
0.1169,23,enc,0,-0.0000,0.0000,-0.0000,-0.0356,-0.0304,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1454,-155.7438,-82.204,155.9123,pitch
0.1220,24,enc,0,-0.0000,0.0000,-0.0000,-0.0356,-0.0304,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1452,-155.7438,-82.204,155.9123,pitch
0.1271,25,enc,0,-0.0000,0.0000,-0.0000,-0.0356,-0.0304,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1450,-155.7438,-82.204,155.9123,pitch
0.1322,26,enc,1,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1448,-155.7131,-82.17,155.8817,pitch
0.1372,27,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1446,-155.7131,-82.17,155.8817,pitch
0.1423,28,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1444,-155.7131,-82.17,155.8817,pitch
0.1474,29,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1442,-155.7131,-82.17,155.8817,pitch
0.1525,30,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1440,-155.7131,-82.17,155.8817,pitch
0.1577,31,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1438,-155.7131,-82.17,155.8817,pitch
0.1628,32,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1436,-155.7131,-82.17,155.8817,pitch
0.1678,33,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1434,-155.7131,-82.17,155.8817,pitch
0.1729,34,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1432,-155.7131,-82.17,155.8817,pitch
0.1780,35,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1430,-155.7131,-82.17,155.8817,pitch
0.1831,36,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1428,-155.7131,-82.17,155.8817,pitch
0.1882,37,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1426,-155.7131,-82.17,155.8817,pitch
0.1933,38,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1424,-155.7131,-82.17,155.8817,pitch
0.1984,39,enc,1,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1422,-155.6828,-82.1689,155.8465,pitch
0.2035,40,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1420,-155.6828,-82.1689,155.8465,pitch
0.2085,41,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1418,-155.6828,-82.1689,155.8465,pitch
0.2136,42,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1416,-155.6828,-82.1689,155.8465,pitch
0.2187,43,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1414,-155.6828,-82.1689,155.8465,pitch
0.2238,44,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1412,-155.6828,-82.1689,155.8465,pitch
0.2289,45,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1410,-155.6828,-82.1689,155.8465,pitch
0.2340,46,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1408,-155.6828,-82.1689,155.8465,pitch
0.2391,47,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1406,-155.6828,-82.1689,155.8465,pitch
0.2442,48,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1404,-155.6828,-82.1689,155.8465,pitch
0.2493,49,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1402,-155.6828,-82.1689,155.8465,pitch
0.2544,50,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1400,-155.6828,-82.1689,155.8465,pitch
0.2595,51,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1398,-155.6828,-82.1689,155.8465,pitch
0.2646,52,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1396,-155.6828,-82.1689,155.8465,pitch
0.2697,53,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1394,-155.6828,-82.1689,155.8465,pitch
0.2748,54,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1392,-155.6828,-82.1689,155.8465,pitch
0.2798,55,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1390,-155.6828,-82.1689,155.8465,pitch
0.2849,56,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1388,-155.6828,-82.1689,155.8465,pitch
0.2900,57,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1386,-155.6828,-82.1689,155.8465,pitch
0.2951,58,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1384,-155.6828,-82.1689,155.8465,pitch
0.3002,59,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1382,-155.6828,-82.1689,155.8465,pitch
0.3053,60,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1380,-155.6828,-82.1689,155.8465,pitch
0.3104,61,enc,0,-0.0000,0.0000,-0.0000,-0.0005,-0.0963,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1378,-155.6828,-82.1689,155.8465,pitch
0.3154,62,enc,1,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1376,-155.7131,-82.17,155.8817,pitch
0.3205,63,enc,0,-0.0000,0.0000,-0.0000,-0.0016,-0.061,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1374,-155.7131,-82.17,155.8817,pitch
0.3256,64,enc,1,-0.0000,0.0000,-0.0000,-0.0401,-0.062,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1372,-155.7122,-82.2085,155.8807,pitch
0.3307,65,enc,0,-0.0000,0.0000,-0.0000,-0.0401,-0.062,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1370,-155.7122,-82.2085,155.8807,pitch
0.3358,66,enc,0,-0.0000,0.0000,-0.0000,-0.0401,-0.062,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1368,-155.7122,-82.2085,155.8807,pitch
0.3408,67,enc,0,-0.0000,0.0000,-0.0000,-0.0401,-0.062,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1366,-155.7122,-82.2085,155.8807,pitch
0.3459,68,enc,0,-0.0000,0.0000,-0.0000,-0.0401,-0.062,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1364,-155.7122,-82.2085,155.8807,pitch
0.3510,69,enc,0,-0.0000,0.0000,-0.0000,-0.0401,-0.062,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1362,-155.7122,-82.2085,155.8807,pitch
0.3562,70,enc,0,-0.0000,0.0000,-0.0000,-0.0401,-0.062,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1360,-155.7122,-82.2085,155.8807,pitch
0.3613,71,enc,1,-0.0000,0.0000,-0.0000,-0.0446,-0.0937,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1358,-155.6805,-82.2131,155.849,pitch
0.3663,72,enc,0,-0.0000,0.0000,-0.0000,-0.0446,-0.0937,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1356,-155.6805,-82.2131,155.849,pitch
0.3714,73,enc,1,-0.0000,0.0000,-0.0000,-0.0845,-0.0594,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1354,-155.7099,-82.2529,155.8833,pitch
0.3765,74,enc,1,-0.0000,0.0000,-0.0000,-0.0512,-0.0598,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1352,-155.7144,-82.2196,155.8829,pitch
0.3816,75,enc,1,-0.0000,0.0000,-0.0000,-0.0557,-0.0916,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1350,-155.6826,-82.2241,155.8511,pitch
0.3867,76,enc,0,-0.0000,0.0000,-0.0000,-0.0557,-0.0916,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1348,-155.6826,-82.2241,155.8511,pitch
0.3918,77,enc,1,-0.0000,0.0000,-0.0000,-0.0567,-0.0612,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1346,-155.7179,-82.2251,155.8815,pitch
0.3969,78,enc,0,-0.0000,0.0000,-0.0000,-0.0567,-0.0612,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1344,-155.7179,-82.2251,155.8815,pitch
0.4019,79,enc,1,-0.0000,0.0000,-0.0000,-0.0975,0.0037,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1342,-155.7829,-82.266,155.9464,pitch
0.4070,80,enc,1,-0.0000,0.0000,-0.0000,-0.0632,-0.0271,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1340,-155.752,-82.2316,155.9156,pitch
0.4121,81,enc,1,-0.0000,0.0000,-0.0000,-0.0966,-0.0268,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1338,-155.7475,-82.265,155.916,pitch
0.4172,82,enc,1,-0.0000,0.0000,-0.0000,-0.0579,-0.0208,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1336,-155.7434,-82.2263,155.9219,pitch
0.4222,83,enc,0,-0.0000,0.0000,-0.0000,-0.0579,-0.0208,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1334,-155.7434,-82.2263,155.9219,pitch
0.4273,84,enc,1,-0.0000,0.0000,-0.0000,-0.0633,-0.0221,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1332,-155.747,-82.2318,155.9206,pitch
0.4324,85,enc,1,-0.0000,0.0000,-0.0000,-0.0678,-0.054,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1330,-155.7152,-82.2363,155.8887,pitch
0.4376,86,enc,0,-0.0000,0.0000,-0.0000,-0.0678,-0.054,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1328,-155.7152,-82.2363,155.8887,pitch
0.4426,87,enc,1,-0.0000,0.0000,-0.0000,-0.1067,-0.0549,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1326,-155.7143,-82.2751,155.8878,pitch
0.4478,88,enc,1,-0.0000,0.0000,-0.0000,-0.1133,-0.0208,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1324,-155.7485,-82.2817,155.922,pitch
0.4528,89,enc,1,-0.0000,0.0000,-0.0000,-0.1178,-0.0527,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1322,-155.7165,-82.2862,155.89,pitch
0.4579,90,enc,1,-0.0000,0.0000,-0.0000,-0.1223,-0.0847,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1320,-155.6845,-82.2907,155.858,pitch
0.4630,91,enc,1,-0.0000,0.0000,-0.0000,-0.1323,-0.1182,20.00,82.00,20.0000,0.0000,1.000000,0.177778,0.000000,-0.000000,0.831425,1318,-155.6559,-82.3007,155.8245,pitch
0.4681,92,enc,1,0.1800,10.8000,0.1800,-0.1324,-0.1132,20.00,82.00,19.8200,0.0991,0.947934,0.176178,0.000330,-0.060000,0.831425,1316,-155.651,-82.3008,155.8295,pitch
0.4732,93,enc,1,0.1800,7.5600,0.1800,-0.1716,-0.1142,20.00,82.00,19.8200,0.1982,0.966264,0.176178,0.000661,-0.042000,0.831425,1314,-155.6501,-82.34,155.8285,pitch
0.4783,94,enc,1,0.1800,5.2920,0.1800,-0.188,-0.1235,20.00,82.00,19.8200,0.2973,0.979194,0.176178,0.000991,-0.029400,0.831425,1312,-155.6655,-82.3564,155.8192,pitch
0.4834,95,enc,1,0.1800,3.7044,0.1800,-0.2098,-0.1392,20.00,82.00,19.8200,0.3964,0.988345,0.176178,0.001321,-0.020580,0.831425,1310,-155.6895,-82.3782,155.8035,pitch
0.4885,96,enc,1,0.1800,2.5931,0.1800,-0.2713,-0.1507,20.00,82.00,19.8200,0.4955,0.994849,0.176178,0.001652,-0.014406,0.831425,1308,-155.7078,-82.4397,155.792,pitch
0.4936,97,enc,1,0.1800,1.8152,0.1800,-0.3277,-0.1607,20.00,82.00,19.8200,0.5946,0.999501,0.176178,0.001982,-0.010084,0.831425,1306,-155.7226,-82.4961,155.782,pitch
0.4987,98,enc,1,0.1800,1.2706,0.1800,-0.3377,-0.1999,20.00,82.00,19.8200,0.5946,1.000000,0.176178,0.001982,-0.007059,0.831425,1304,-155.6982,-82.5062,155.7428,pitch
0.5038,99,enc,1,0.1800,0.8894,0.1800,-0.3413,-0.2595,20.00,82.00,19.8200,0.5946,1.000000,0.176178,0.001982,-0.004941,0.831425,1302,-155.6237,-82.5097,155.6832,pitch
0.5088,100,enc,1,0.1800,0.6226,0.1800,-0.3906,-0.3268,20.00,82.00,19.8200,0.5946,1.000000,0.176178,0.001982,-0.003459,0.831425,1300,-155.5565,-82.559,155.6159,pitch
0.5139,101,enc,1,0.3600,11.2358,0.3600,-0.3648,-0.3941,20.00,82.00,19.6400,0.6928,0.945891,0.174578,0.002309,-0.062421,0.831425,1298,-155.494,-82.5332,155.5486,pitch
0.5190,102,enc,1,0.3600,7.8651,0.3600,-0.4142,-0.4621,20.00,82.00,19.6400,0.7910,0.964945,0.174578,0.002637,-0.043695,0.831425,1296,-155.4261,-82.5826,155.4806,pitch
0.5241,103,enc,1,0.3600,5.5056,0.3600,-0.4638,-0.5305,20.00,82.00,19.6400,0.8892,0.978381,0.174578,0.002964,-0.030586,0.831425,1294,-155.3577,-82.6323,155.4122,pitch
0.5297,104,enc,1,0.3600,3.8539,0.3600,-0.4367,-0.6313,20.00,82.00,19.6400,0.9874,0.987884,0.174578,0.003291,-0.021410,0.831425,1292,-155.2569,-82.6051,155.3114,pitch
0.5348,105,enc,1,0.3600,2.6977,0.3600,-0.5064,-0.7735,20.00,82.00,19.6400,1.0856,0.994635,0.174578,0.003619,-0.014987,0.831425,1290,-155.1246,-82.6749,155.1692,pitch
0.5411,106,enc,1,0.3600,1.8884,0.3600,-0.5209,-0.845,20.00,82.00,19.6400,1.1838,0.999458,0.174578,0.003946,-0.010491,0.831425,1288,-155.0581,-82.6893,155.0977,pitch
0.5462,107,enc,1,0.5400,12.1219,0.5400,-0.5755,-0.9505,20.00,82.00,19.4600,1.2811,0.941330,0.172978,0.004270,-0.067344,0.831425,1286,-154.9526,-82.744,154.9922,pitch
0.5513,108,enc,1,0.5400,8.4853,0.5400,-0.6305,-1.0568,20.00,82.00,19.4600,1.3784,0.961857,0.172978,0.004595,-0.047141,0.831425,1284,-154.8463,-82.7989,154.8859,pitch
0.5564,109,enc,1,0.5400,5.9397,0.5400,-0.6474,-1.2312,20.00,82.00,19.4600,1.4757,0.976324,0.172978,0.004919,-0.032998,0.831425,1282,-154.6669,-82.8158,154.7115,pitch
0.5615,110,enc,1,0.5400,4.1578,0.5400,-0.7038,-1.3017,20.00,82.00,19.4600,1.5730,0.986548,0.172978,0.005243,-0.023099,0.831425,1280,-154.5915,-82.8722,154.641,pitch
0.5666,111,enc,1,0.7200,13.7105,0.7200,-0.7207,-1.479,20.00,82.00,19.2800,1.6694,0.932199,0.171378,0.005565,-0.076169,0.831425,1278,-154.4093,-82.8891,154.4638,pitch
0.5717,112,enc,1,0.7200,9.5973,0.7200,-0.7386,-1.6248,20.00,82.00,19.2800,1.7658,0.955371,0.171378,0.005886,-0.053318,0.831425,1276,-154.2634,-82.907,154.3179,pitch
0.5768,113,enc,1,0.7200,6.7181,0.7200,-0.8044,-1.7721,20.00,82.00,19.2800,1.8622,0.971688,0.171378,0.006207,-0.037323,0.831425,1274,-154.1112,-82.9728,154.1707,pitch
0.5818,114,enc,1,0.7200,4.7027,0.7200,-0.865,-1.9222,20.00,82.00,19.2800,1.9586,0.983206,0.171378,0.006529,-0.026126,0.831425,1272,-153.961,-83.0334,154.0205,pitch
0.5869,115,enc,1,0.9000,14.0919,0.9000,-0.8939,-2.0815,20.00,82.00,19.1000,2.0541,0.929762,0.169778,0.006847,-0.078288,0.831425,1270,-153.8116,-83.0623,153.8612,pitch
0.5920,116,enc,1,0.9000,9.8643,0.9000,-0.9106,-2.2682,20.00,82.00,19.1000,2.1496,0.953567,0.169778,0.007165,-0.054802,0.831425,1268,-153.62,-83.079,153.6745,pitch
0.5971,117,enc,1,0.9000,6.9050,0.9000,-0.9761,-2.4628,20.00,82.00,19.1000,2.2451,0.970326,0.169778,0.007484,-0.038361,0.831425,1266,-153.4255,-83.1445,153.48,pitch
0.6023,118,enc,1,1.0800,15.6335,1.0800,-1.0431,-2.6256,20.00,82.00,18.9200,2.3397,0.920549,0.168178,0.007799,-0.086853,0.831425,1264,-153.2675,-83.2115,153.3171,pitch
0.6074,119,enc,1,1.0800,10.9435,1.0800,-1.1139,-2.8652,20.00,82.00,18.9200,2.4343,0.946921,0.168178,0.008114,-0.060797,0.831425,1262,-153.028,-83.2824,153.0775,pitch
0.6125,120,enc,1,1.0800,7.6604,1.0800,-1.136,-3.0669,20.00,82.00,18.9200,2.5289,0.965475,0.168178,0.008430,-0.042558,0.831425,1260,-152.8262,-83.3045,152.8758,pitch
0.6176,121,enc,1,1.2600,16.1623,1.2600,-1.2117,-3.355,20.00,82.00,18.7400,2.6226,0.916955,0.166578,0.008742,-0.089791,0.831425,1258,-152.5382,-83.3801,152.5877,pitch
0.6227,122,enc,1,1.2600,11.3136,1.2600,-1.2392,-3.5702,20.00,82.00,18.7400,2.7163,0.944204,0.166578,0.009054,-0.062853,0.831425,1256,-152.3279,-83.4076,152.3725,pitch
0.6278,123,enc,1,1.4400,18.7195,1.4400,-1.3141,-3.9037,20.00,82.00,18.5600,2.8091,0.901770,0.164978,0.009364,-0.103997,0.831425,1254,-151.9895,-83.4826,152.039,pitch
0.6331,124,enc,1,1.4400,13.1037,1.4400,-1.3446,-4.2068,20.00,82.00,18.5600,2.9019,0.933278,0.164978,0.009673,-0.072798,0.831425,1252,-151.6864,-83.5131,151.7359,pitch
0.6382,125,enc,1,1.4400,9.1726,1.4400,-1.4677,-4.5228,20.00,82.00,18.5600,2.9947,0.955427,0.164978,0.009982,-0.050959,0.831425,1250,-151.3803,-83.6361,151.4199,pitch
0.6433,126,enc,1,1.6200,17.2208,1.6200,-1.5024,-4.8833,20.00,82.00,18.3800,3.0866,0.909421,0.163378,0.010289,-0.095671,0.831425,1248,-151.0197,-83.6708,151.0594,pitch
0.6483,127,enc,1,1.6200,12.0546,1.6200,-1.5787,-5.243,20.00,82.00,18.3800,3.1785,0.938428,0.163378,0.010595,-0.066970,0.831425,1246,-150.6551,-83.7471,150.6997,pitch
0.6534,128,enc,1,1.8000,19.2382,1.8000,-1.661,-5.6204,20.00,82.00,18.2000,3.2695,0.897223,0.161778,0.010898,-0.106879,0.831425,1244,-150.2777,-83.8294,150.3223,pitch
