t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,imu_roll_raw_deg,imu_pitch_raw_deg,imu_yaw_raw_deg,imu_axis
1.9847,384,enc,1,21.2400,3.6835,21.2400,8.2744,-145.2003,20.00,82.00,-1.2400,7.4645,0.824821,-0.011022,0.024882,-0.020464,0.831425,1174,-11.272,-73.894,10.7424,pitch
1.9898,385,enc,1,21.2400,2.5785,21.2400,8.3092,-145.2239,20.00,82.00,-1.2400,7.4583,0.830939,-0.011022,0.024861,-0.014325,0.831425,1172,-11.2483,-73.8592,10.7188,pitch
1.9948,386,enc,1,21.4200,12.6049,21.4200,8.364,-145.2536,20.00,82.00,-1.4200,7.4512,0.773613,-0.012622,0.024837,-0.070027,0.831425,1174,-11.2186,-73.8044,10.6891,pitch
1.9999,387,enc,1,21.4200,8.8235,21.4200,8.3987,-145.277,20.00,82.00,-1.4200,7.4441,0.794598,-0.012622,0.024814,-0.049019,0.831425,1176,-11.1952,-73.7697,10.6657,pitch
2.0050,388,enc,1,21.4200,6.1764,21.4200,8.4333,-145.3003,20.00,82.00,-1.4200,7.4370,0.809280,-0.012622,0.024790,-0.034313,0.831425,1174,-11.1719,-73.7351,10.6424,pitch
2.0101,389,enc,1,21.4200,4.3235,21.4200,8.4481,-145.3174,20.00,82.00,-1.4200,7.4299,0.819550,-0.012622,0.024766,-0.024019,0.831425,1172,-11.155,-73.7204,10.6253,pitch
2.0152,390,enc,1,21.4200,3.0264,21.4200,8.4782,-145.3201,20.00,82.00,-1.4200,7.4228,0.826732,-0.012622,0.024743,-0.016814,0.831425,1170,-11.1572,-73.6903,10.6226,pitch
2.0203,391,enc,1,21.4200,2.1185,21.4200,8.5078,-145.3375,20.00,82.00,-1.4200,7.4157,0.831753,-0.012622,0.024719,-0.011770,0.831425,1168,-11.1398,-73.6606,10.6052,pitch
2.0254,392,enc,1,21.4200,1.4830,21.4200,8.5375,-145.3548,20.00,82.00,-1.4200,7.4086,0.835260,-0.012622,0.024695,-0.008239,0.831425,1166,-11.1224,-73.6309,10.5879,pitch
2.0304,393,enc,1,21.4200,1.0381,21.4200,8.5473,-145.3661,20.00,82.00,-1.4200,7.4015,0.837708,-0.012622,0.024672,-0.005767,0.831425,1164,-11.1113,-73.6211,10.5766,pitch
2.0355,394,enc,1,21.4200,0.7266,21.4200,8.5571,-145.3773,20.00,82.00,-1.4200,7.3944,0.839414,-0.012622,0.024648,-0.004037,0.831425,1162,-11.1001,-73.6113,10.5654,pitch
2.0406,395,enc,1,21.4200,0.5087,21.4200,8.5818,-145.389,20.00,82.00,-1.4200,7.3873,0.840602,-0.012622,0.024624,-0.002826,0.831425,1160,-11.0884,-73.5866,10.5538,pitch
2.0457,396,enc,1,21.4200,0.3561,21.4200,8.5867,-145.3946,20.00,82.00,-1.4200,7.3802,0.841426,-0.012622,0.024601,-0.001978,0.831425,1159,-11.0829,-73.5817,10.5482,pitch
2.0508,397,enc,1,21.4200,0.2492,21.4200,8.6114,-145.4061,20.00,82.00,-1.4200,7.3731,0.841996,-0.012622,0.024577,-0.001385,0.831425,1159,-11.0712,-73.557,10.5366,pitch
2.0560,398,enc,1,21.4200,0.1745,21.4200,8.6163,-145.4117,20.00,82.00,-1.4200,7.3660,0.842387,-0.012622,0.024553,-0.000969,0.831425,1159,-11.0657,-73.5521,10.531,pitch
2.0611,399,enc,0,21.4200,0.1221,21.4200,8.6163,-145.4117,20.00,82.00,-1.4200,7.3589,0.842654,-0.012622,0.024530,-0.000678,0.831425,1159,-11.0657,-73.5521,10.531,pitch
2.0661,400,enc,1,21.4200,0.0855,21.4200,8.6218,-145.3977,20.00,82.00,-1.4200,7.3518,0.842834,-0.012622,0.024506,-0.000475,0.831425,1158,-11.0747,-73.5467,10.545,pitch
2.0712,401,enc,0,21.4200,0.0598,21.4200,8.6218,-145.3977,20.00,82.00,-1.4200,7.3447,0.842953,-0.012622,0.024482,-0.000332,0.831425,1158,-11.0747,-73.5467,10.545,pitch
2.0763,402,enc,0,21.4200,0.0419,21.4200,8.6218,-145.3977,20.00,82.00,-1.4200,7.3376,0.843029,-0.012622,0.024459,-0.000233,0.831425,1158,-11.0747,-73.5467,10.545,pitch
2.0814,403,enc,0,21.4200,0.0293,21.4200,8.6218,-145.3977,20.00,82.00,-1.4200,7.3305,0.843075,-0.012622,0.024435,-0.000163,0.831425,1158,-11.0747,-73.5467,10.545,pitch
2.0865,404,enc,0,21.4200,0.0205,21.4200,8.6218,-145.3977,20.00,82.00,-1.4200,7.3234,0.843101,-0.012622,0.024411,-0.000114,0.831425,1158,-11.0747,-73.5467,10.545,pitch
2.0916,405,enc,1,21.4200,0.0144,21.4200,8.6366,-145.3981,20.00,82.00,-1.4200,7.3163,0.843111,-0.012622,0.024388,-0.000080,0.831425,1158,-11.0742,-73.5318,10.5446,pitch
2.0967,406,enc,1,21.4200,0.0101,21.4200,8.6165,-145.4067,20.00,82.00,-1.4200,7.3092,0.843111,-0.012622,0.024364,-0.000056,0.831425,1158,-11.0607,-73.552,10.536,pitch
2.1018,407,enc,1,21.4200,0.0070,21.4200,8.6116,-145.4012,20.00,82.00,-1.4200,7.3021,0.843104,-0.012622,0.024340,-0.000039,0.831425,1158,-11.0662,-73.5569,10.5416,pitch
2.1068,408,enc,1,21.4200,0.0049,21.4200,8.5924,-145.3756,20.00,82.00,-1.4200,7.2950,0.843093,-0.012622,0.024317,-0.000027,0.831425,1158,-11.0869,-73.5761,10.5671,pitch
2.1119,409,enc,1,21.2400,-10.7966,21.2400,8.607,-145.381,20.00,82.00,-1.2400,7.2888,0.904680,-0.011022,0.024296,0.059981,0.831425,1156,-11.0914,-73.5614,10.5617,pitch
2.1170,410,enc,1,21.2400,-7.5576,21.2400,8.5824,-145.3694,20.00,82.00,-1.2400,7.2826,0.886665,-0.011022,0.024275,0.041987,0.831425,1154,-11.103,-73.586,10.5733,pitch
2.1221,411,enc,1,21.2400,-5.2903,21.2400,8.5775,-145.3638,20.00,82.00,-1.2400,7.2764,0.874049,-0.011022,0.024255,0.029391,0.831425,1152,-11.1086,-73.591,10.579,pitch
2.1272,412,enc,1,21.2400,-3.7032,21.2400,8.5533,-145.3325,20.00,82.00,-1.2400,7.2702,0.865211,-0.011022,0.024234,0.020573,0.831425,1150,-11.1349,-73.6151,10.6102,pitch
2.1323,413,enc,1,21.2400,-2.5923,21.2400,8.5435,-145.3212,20.00,82.00,-1.2400,7.2640,0.859018,-0.011022,0.024213,0.014401,0.831425,1152,-11.1461,-73.6249,10.6215,pitch
2.1373,414,enc,1,21.2400,-1.8146,21.2400,8.5086,-145.3129,20.00,82.00,-1.2400,7.2578,0.854677,-0.011022,0.024193,0.010081,0.831425,1154,-11.1494,-73.6599,10.6299,pitch
2.1424,415,enc,0,21.0600,-12.0702,21.0600,8.5086,-145.3129,20.00,82.00,-1.0600,7.2525,0.913235,-0.009422,0.024175,0.067057,0.831425,1152,-11.1494,-73.6599,10.6299,pitch
2.1475,416,enc,1,21.0600,-8.4491,21.0600,8.4789,-145.2954,20.00,82.00,-1.0600,7.2472,0.893100,-0.009422,0.024157,0.046940,0.831425,1150,-11.1669,-73.6895,10.6473,pitch
2.1526,417,enc,1,21.0600,-5.9144,21.0600,8.4696,-145.2643,20.00,82.00,-1.0600,7.2419,0.879001,-0.009422,0.024140,0.032858,0.831425,1148,-11.1929,-73.6988,10.6784,pitch
2.1577,418,enc,1,21.0600,-4.1401,21.0600,8.4102,-145.2292,20.00,82.00,-1.0600,7.2366,0.869126,-0.009422,0.024122,0.023000,0.831425,1149,-11.2281,-73.7583,10.7135,pitch
2.1628,419,enc,0,21.0600,-2.8981,21.0600,8.4102,-145.2292,20.00,82.00,-1.0600,7.2313,0.862208,-0.009422,0.024104,0.016100,0.831425,1151,-11.2281,-73.7583,10.7135,pitch
2.1679,420,enc,1,21.0600,-2.0286,21.0600,8.3658,-145.1892,20.00,82.00,-1.0600,7.2260,0.857360,-0.009422,0.024087,0.011270,0.831425,1153,-11.258,-73.8026,10.7535,pitch
2.1729,421,enc,0,20.8800,-12.2200,20.8800,8.3658,-145.1892,20.00,82.00,-0.8800,7.2216,0.915564,-0.007822,0.024072,0.067889,0.831425,1151,-11.258,-73.8026,10.7535,pitch
2.1780,422,enc,1,20.8800,-8.5540,20.8800,8.3012,-145.1477,20.00,82.00,-0.8800,7.2172,0.895183,-0.007822,0.024057,0.047522,0.831425,1149,-11.2995,-73.8672,10.795,pitch
2.1831,423,enc,1,20.8800,-5.9878,20.8800,8.2713,-145.1298,20.00,82.00,-0.8800,7.2128,0.880912,-0.007822,0.024043,0.033266,0.831425,1147,-11.3174,-73.8971,10.8129,pitch
2.1882,424,enc,0,20.8800,-4.1915,20.8800,8.2713,-145.1298,20.00,82.00,-0.8800,7.2084,0.870917,-0.007822,0.024028,0.023286,0.831425,1148,-11.3174,-73.8971,10.8129,pitch
2.1933,425,enc,1,20.8800,-2.9340,20.8800,8.2272,-145.0742,20.00,82.00,-0.8800,7.2040,0.863917,-0.007822,0.024013,0.016300,0.831425,1150,-11.3679,-73.9412,10.8685,pitch
2.1984,426,enc,1,20.7000,-12.8538,20.7000,8.2223,-145.0683,20.00,82.00,-0.7000,7.2005,0.920615,-0.006222,0.024002,0.071410,0.831425,1148,-11.3738,-73.9461,10.8744,pitch
2.2035,427,enc,0,20.7000,-8.9977,20.7000,8.2223,-145.0683,20.00,82.00,-0.7000,7.1970,0.899180,-0.006222,0.023990,0.049987,0.831425,1146,-11.3738,-73.9461,10.8744,pitch
2.2086,428,enc,1,20.7000,-6.2984,20.7000,8.1929,-145.0302,20.00,82.00,-0.7000,7.1935,0.884173,-0.006222,0.023978,0.034991,0.831425,1144,-11.407,-73.9755,10.9126,pitch
2.2137,429,enc,1,20.7000,-4.4089,20.7000,8.1678,-145.0179,20.00,82.00,-0.7000,7.1900,0.873664,-0.006222,0.023967,0.024494,0.831425,1146,-11.4193,-74.0006,10.9249,pitch
2.2187,430,enc,1,20.5200,-13.8862,20.5200,8.1629,-145.0119,20.00,82.00,-0.5200,7.1874,0.927907,-0.004622,0.023958,0.077146,0.831425,1144,-11.4253,-74.0055,10.9308,pitch
2.2238,431,enc,1,20.5200,-9.7203,20.5200,8.1537,-144.9799,20.00,82.00,-0.5200,7.1848,0.904754,-0.004622,0.023949,0.054002,0.831425,1142,-11.4521,-74.0147,10.9628,pitch
2.2289,432,enc,1,20.5200,-6.8042,20.5200,8.1286,-144.9676,20.00,82.00,-0.5200,7.1822,0.888545,-0.004622,0.023941,0.037801,0.831425,1141,-11.4646,-74.0399,10.9752,pitch
2.2340,433,enc,1,20.5200,-4.7630,20.5200,8.1193,-144.9355,20.00,82.00,-0.5200,7.1796,0.877196,-0.004622,0.023932,0.026461,0.831425,1143,-11.4916,-74.0491,11.0072,pitch
2.2391,434,enc,1,20.5200,-3.3341,20.5200,8.0892,-144.917,20.00,82.00,-0.5200,7.1770,0.869249,-0.004622,0.023923,0.018523,0.831425,1145,-11.5101,-74.0792,11.0257,pitch
2.2442,435,enc,1,20.3400,-13.1339,20.3400,8.08,-144.8848,20.00,82.00,-0.3400,7.1753,0.925287,-0.003022,0.023918,0.072966,0.831425,1143,-11.5372,-74.0884,11.0579,pitch
2.2493,436,enc,1,20.3400,-9.1937,20.3400,8.0548,-144.8722,20.00,82.00,-0.3400,7.1736,0.903391,-0.003022,0.023912,0.051076,0.831425,1141,-11.5499,-74.1136,11.0705,pitch
2.2544,437,enc,1,20.3400,-6.4356,20.3400,8.045,-144.8601,20.00,82.00,-0.3400,7.1719,0.888063,-0.003022,0.023906,0.035753,0.831425,1141,-11.5619,-74.1234,11.0826,pitch
2.2595,438,enc,1,20.3400,-4.5049,20.3400,8.0153,-144.8262,20.00,82.00,-0.3400,7.1702,0.877331,-0.003022,0.023901,0.025027,0.831425,1143,-11.6009,-74.1532,11.1166,pitch
2.2646,439,enc,1,20.1600,-13.9534,20.1600,8.006,-144.7937,20.00,82.00,-0.1600,7.1694,0.931420,-0.001422,0.023898,0.077519,0.831425,1141,-11.6283,-74.1624,11.149,pitch
2.2698,440,enc,1,20.1600,-9.7674,20.1600,7.9758,-144.7748,20.00,82.00,-0.1600,7.1686,0.908162,-0.001422,0.023895,0.054263,0.831425,1139,-11.6472,-74.1926,11.1679,pitch
2.2749,441,enc,1,20.1600,-6.8372,20.1600,7.9505,-144.7621,20.00,82.00,-0.1600,7.1678,0.891880,-0.001422,0.023893,0.037984,0.831425,1140,-11.66,-74.2179,11.1806,pitch
2.2799,442,enc,1,20.1600,-4.7860,20.1600,7.9202,-144.7431,20.00,82.00,-0.1600,7.1670,0.880482,-0.001422,0.023890,0.026589,0.831425,1142,-11.679,-74.2482,11.1996,pitch
2.2850,443,enc,1,19.9800,-14.1502,19.9800,7.9056,-144.7244,20.00,82.00,0.0200,7.1671,0.934106,0.000178,0.023890,0.078612,0.831425,1140,-11.6975,-74.2629,11.2183,pitch
2.2901,444,enc,1,19.9800,-9.9052,19.9800,7.8959,-144.707,20.00,82.00,0.0200,7.1672,0.910523,0.000178,0.023891,0.055029,0.831425,1138,-11.7049,-74.2725,11.2357,pitch
2.2952,445,enc,1,19.9800,-6.9336,19.9800,7.8656,-144.6878,20.00,82.00,0.0200,7.1673,0.894014,0.000178,0.023891,0.038520,0.831425,1139,-11.7241,-74.3028,11.2549,pitch
2.3003,446,enc,1,19.9800,-4.8535,19.9800,7.8353,-144.6686,20.00,82.00,0.0200,7.1674,0.882459,0.000178,0.023891,0.026964,0.831425,1141,-11.7434,-74.3332,11.2741,pitch
2.3054,447,enc,1,19.9800,-3.3975,19.9800,7.826,-144.6356,20.00,82.00,0.0200,7.1675,0.874370,0.000178,0.023892,0.018875,0.831425,1143,-11.7712,-74.3424,11.3071,pitch
2.3105,448,enc,1,19.8000,-13.1782,19.8000,7.7957,-144.6163,20.00,82.00,0.2000,7.1685,0.930311,0.001778,0.023895,0.073212,0.831425,1141,-11.7906,-74.3728,11.3264,pitch
2.3155,449,enc,1,19.8000,-9.2248,19.8000,7.7652,-144.5968,20.00,82.00,0.2000,7.1695,0.908350,0.001778,0.023898,0.051249,0.831425,1139,-11.8101,-74.4032,11.3459,pitch
2.3206,450,enc,1,19.8000,-6.4573,19.8000,7.756,-144.5637,20.00,82.00,0.2000,7.1705,0.892979,0.001778,0.023902,0.035874,0.831425,1140,-11.8382,-74.4124,11.3791,pitch
2.3257,451,enc,1,19.8000,-4.5201,19.8000,7.7257,-144.5391,20.00,82.00,0.2000,7.1715,0.882220,0.001778,0.023905,0.025112,0.831425,1142,-11.8528,-74.4427,11.4036,pitch
2.3308,452,enc,1,19.8000,-3.1641,19.8000,7.7001,-144.5259,20.00,82.00,0.2000,7.1725,0.874690,0.001778,0.023908,0.017578,0.831425,1144,-11.8661,-74.4683,11.4168,pitch
2.3359,453,enc,1,19.6200,-13.0149,19.6200,7.6907,-144.4975,20.00,82.00,0.3800,7.1744,0.931023,0.003378,0.023915,0.072305,0.831425,1142,-11.8994,-74.4777,11.4452,pitch
2.3410,454,enc,1,19.6200,-9.1104,19.6200,7.6651,-144.4841,20.00,82.00,0.3800,7.1763,0.909338,0.003378,0.023921,0.050613,0.831425,1140,-11.9128,-74.5034,11.4586,pitch
2.3460,455,enc,1,19.6200,-6.3773,19.6200,7.6553,-144.4712,20.00,82.00,0.3800,7.1782,0.894160,0.003378,0.023927,0.035429,0.831425,1139,-11.9257,-74.5131,11.4715,pitch
2.3511,456,enc,1,19.6200,-4.4641,19.6200,7.6296,-144.4578,20.00,82.00,0.3800,7.1801,0.883537,0.003378,0.023934,0.024801,0.831425,1141,-11.9391,-74.5388,11.4849,pitch
2.3562,457,enc,1,19.6200,-3.1249,19.6200,7.6198,-144.4448,20.00,82.00,0.3800,7.1820,0.876104,0.003378,0.023940,0.017360,0.831425,1143,-11.952,-74.5486,11.4979,pitch
2.3613,458,enc,1,19.6200,-2.1874,19.6200,7.5947,-144.4108,20.00,82.00,0.3800,7.1839,0.870902,0.003378,0.023946,0.012152,0.831425,1145,-11.9812,-74.5738,11.5319,pitch
2.3664,459,enc,1,19.4400,-12.3312,19.4400,7.6057,-144.4047,20.00,82.00,0.5600,7.1867,0.928865,0.004978,0.023956,0.068507,0.831425,1143,-11.9871,-74.5627,11.538,pitch
2.3715,460,enc,1,19.4400,-8.6318,19.4400,7.58,-144.3912,20.00,82.00,0.5600,7.1895,0.908323,0.004978,0.023965,0.047955,0.831425,1141,-12.0007,-74.5884,11.5515,pitch
2.3766,461,enc,1,19.4400,-6.0423,19.4400,7.5751,-144.3846,20.00,82.00,0.5600,7.1923,0.893946,0.004978,0.023974,0.033568,0.831425,1139,-12.0072,-74.5933,11.5581,pitch
2.3817,462,enc,1,19.4400,-4.2296,19.4400,7.5493,-144.3711,20.00,82.00,0.5600,7.1951,0.883885,0.004978,0.023984,0.023498,0.831425,1141,-12.0208,-74.6191,11.5716,pitch
2.3868,463,enc,1,19.4400,-2.9607,19.4400,7.5444,-144.3645,20.00,82.00,0.5600,7.1979,0.876845,0.004978,0.023993,0.016448,0.831425,1143,-12.0274,-74.624,11.5782,pitch
2.3919,464,enc,1,19.4400,-2.0725,19.4400,7.5186,-144.3509,20.00,82.00,0.5600,7.2007,0.871919,0.004978,0.024002,0.011514,0.831425,1145,-12.041,-74.6498,11.5918,pitch
2.3970,465,enc,0,19.4400,-1.4508,19.4400,7.5186,-144.3509,20.00,82.00,0.5600,7.2035,0.868475,0.004978,0.024012,0.008060,0.831425,1147,-12.041,-74.6498,11.5918,pitch
2.4021,466,enc,1,19.4400,-1.0155,19.4400,7.5137,-144.3443,20.00,82.00,0.5600,7.2063,0.866066,0.004978,0.024021,0.005642,0.831425,1149,-12.0476,-74.6547,11.5984,pitch
2.4071,467,enc,1,19.4400,-0.7109,19.4400,7.5093,-144.3219,20.00,82.00,0.5600,7.2091,0.864383,0.004978,0.024030,0.003949,0.831425,1150,-12.0749,-74.6592,11.6208,pitch
2.4122,468,enc,0,19.4400,-0.4976,19.4400,7.5093,-144.3219,20.00,82.00,0.5600,7.2119,0.863207,0.004978,0.024040,0.002764,0.831425,1151,-12.0749,-74.6592,11.6208,pitch
2.4173,469,enc,1,19.2600,-11.1483,19.2600,7.5045,-144.3103,20.00,82.00,0.7400,7.2156,0.923990,0.006578,0.024052,0.061935,0.831425,1149,-12.0765,-74.6639,11.6324,pitch
2.4224,470,enc,0,19.2600,-7.8038,19.2600,7.5045,-144.3103,20.00,82.00,0.7400,7.2193,0.905422,0.006578,0.024064,0.043355,0.831425,1147,-12.0765,-74.6639,11.6324,pitch
2.4275,471,enc,1,19.2600,-5.4627,19.2600,7.4991,-144.3244,20.00,82.00,0.7400,7.2230,0.892428,0.006578,0.024077,0.030348,0.831425,1145,-12.0673,-74.6694,11.6183,pitch
2.4326,472,enc,0,19.2600,-3.8239,19.2600,7.4991,-144.3244,20.00,82.00,0.7400,7.2267,0.883336,0.006578,0.024089,0.021244,0.831425,1143,-12.0673,-74.6694,11.6183,pitch
2.4377,473,enc,1,19.2600,-2.6767,19.2600,7.4785,-144.3016,20.00,82.00,0.7400,7.2304,0.876975,0.006578,0.024101,0.014871,0.831425,1145,-12.0953,-74.6899,11.6411,pitch
2.4428,474,enc,0,19.2600,-1.8737,19.2600,7.4785,-144.3016,20.00,82.00,0.7400,7.2341,0.872526,0.006578,0.024114,0.010409,0.831425,1147,-12.0953,-74.6899,11.6411,pitch
2.4478,475,enc,0,19.2600,-1.3116,19.2600,7.4785,-144.3016,20.00,82.00,0.7400,7.2378,0.869416,0.006578,0.024126,0.007287,0.831425,1148,-12.0953,-74.6899,11.6411,pitch
2.4529,476,enc,0,19.2600,-0.9181,19.2600,7.4785,-144.3016,20.00,82.00,0.7400,7.2415,0.867242,0.006578,0.024138,0.005101,0.831425,1149,-12.0953,-74.6899,11.6411,pitch
2.4580,477,enc,1,19.2600,-0.6427,19.2600,7.5001,-144.2879,20.00,82.00,0.7400,7.2452,0.865724,0.006578,0.024151,0.003570,0.831425,1150,-12.1038,-74.6683,11.6548,pitch
2.4631,478,enc,0,19.2600,-0.4499,19.2600,7.5001,-144.2879,20.00,82.00,0.7400,7.2489,0.864666,0.006578,0.024163,0.002499,0.831425,1150,-12.1038,-74.6683,11.6548,pitch
2.4682,479,enc,1,19.2600,-0.3149,19.2600,7.505,-144.2946,20.00,82.00,0.7400,7.2526,0.863928,0.006578,0.024175,0.001750,0.831425,1151,-12.0972,-74.6635,11.6481,pitch
2.4733,480,enc,1,19.2600,-0.2204,19.2600,7.5056,-144.2738,20.00,82.00,0.7400,7.2563,0.863416,0.006578,0.024188,0.001225,0.831425,1151,-12.113,-74.6629,11.6689,pitch
2.4784,481,enc,1,19.2600,-0.1543,19.2600,7.5104,-144.2805,20.00,82.00,0.7400,7.2600,0.863061,0.006578,0.024200,0.000857,0.831425,1151,-12.1064,-74.658,11.6622,pitch
2.4835,482,enc,1,19.2600,-0.1080,19.2600,7.5153,-144.2871,20.00,82.00,0.7400,7.2637,0.862816,0.006578,0.024212,0.000600,0.831425,1151,-12.0998,-74.6531,11.6556,pitch
2.4886,483,enc,1,19.2600,-0.0756,19.2600,7.5363,-144.2942,20.00,82.00,0.7400,7.2674,0.862648,0.006578,0.024225,0.000420,0.831425,1151,-12.0926,-74.6321,11.6485,pitch
2.4937,484,enc,1,19.2600,-0.0529,19.2600,7.546,-144.3074,20.00,82.00,0.7400,7.2711,0.862534,0.006578,0.024237,0.000294,0.831425,1151,-12.0794,-74.6224,11.6353,pitch
2.4987,485,enc,1,19.2600,-0.0370,19.2600,7.5509,-144.314,20.00,82.00,0.7400,7.2748,0.862458,0.006578,0.024249,0.000206,0.831425,1151,-12.0729,-74.6175,11.6287,pitch
2.5038,486,enc,1,19.2600,-0.0259,19.2600,7.5718,-144.3211,20.00,82.00,0.7400,7.2785,0.862409,0.006578,0.024262,0.000144,0.831425,1151,-12.0657,-74.5966,11.6216,pitch
2.5089,487,enc,1,19.2600,-0.0182,19.2600,7.5611,-144.3115,20.00,82.00,0.7400,7.2822,0.862378,0.006578,0.024274,0.000101,0.831425,1151,-12.0804,-74.6073,11.6312,pitch
2.5140,488,enc,1,19.2600,-0.0127,19.2600,7.5863,-144.3458,20.00,82.00,0.7400,7.2859,0.862360,0.006578,0.024286,0.000071,0.831425,1151,-12.0511,-74.5821,11.5969,pitch
2.5191,489,enc,1,19.2600,-0.0089,19.2600,7.6121,-144.3593,20.00,82.00,0.7400,7.2896,0.862351,0.006578,0.024299,0.000049,0.831425,1151,-12.0375,-74.5563,11.5834,pitch
2.5242,490,enc,1,19.2600,-0.0062,19.2600,7.6322,-144.3649,20.00,82.00,0.7400,7.2933,0.862349,0.006578,0.024311,0.000035,0.831425,1151,-12.0271,-74.5362,11.5778,pitch
2.5293,491,enc,1,19.2600,-0.0044,19.2600,7.6885,-144.3983,20.00,82.00,0.7400,7.2970,0.862351,0.006578,0.024323,0.000024,0.831425,1151,-11.9936,-74.48,11.5444,pitch
2.5344,492,enc,1,19.2600,-0.0031,19.2600,7.7084,-144.4087,20.00,82.00,0.7400,7.3007,0.862356,0.006578,0.024336,0.000017,0.831425,1151,-11.9883,-74.46,11.534,pitch
2.5394,493,enc,1,19.2600,-0.0021,19.2600,7.7645,-144.4419,20.00,82.00,0.7400,7.3044,0.862363,0.006578,0.024348,0.000012,0.831425,1151,-11.9551,-74.4039,11.5008,pitch
2.5445,494,enc,1,19.2600,-0.0015,19.2600,7.8052,-144.459,20.00,82.00,0.7400,7.3081,0.862372,0.006578,0.024360,0.000008,0.831425,1151,-11.943,-74.3633,11.4837,pitch
2.5496,495,enc,1,19.2600,-0.0010,19.2600,7.841,-144.4646,20.00,82.00,0.7400,7.3118,0.862382,0.006578,0.024373,0.000006,0.831425,1151,-11.9324,-74.3274,11.4781,pitch
2.5547,496,enc,1,19.2600,-0.0007,19.2600,7.8762,-144.4905,20.00,82.00,0.7400,7.3155,0.862392,0.006578,0.024385,0.000004,0.831425,1151,-11.9065,-74.2922,11.4522,pitch
2.5598,497,enc,1,19.4400,10.7995,19.4400,7.9114,-144.5163,20.00,82.00,0.5600,7.3183,0.800800,0.004978,0.024394,-0.059997,0.831425,1153,-11.8807,-74.257,11.4264,pitch
2.5649,498,enc,1,19.4400,7.5596,19.4400,7.9471,-144.5217,20.00,82.00,0.5600,7.3211,0.818809,0.004978,0.024404,-0.041998,0.831425,1155,-11.8703,-74.2213,11.421,pitch
2.5700,499,enc,1,19.4400,5.2917,19.4400,7.9823,-144.5473,20.00,82.00,0.5600,7.3239,0.831418,0.004978,0.024413,-0.029399,0.831425,1157,-11.8448,-74.1862,11.3954,pitch
2.5751,500,enc,1,19.4400,3.7042,19.4400,8.0179,-144.5526,20.00,82.00,0.5600,7.3267,0.840247,0.004978,0.024422,-0.020579,0.831425,1159,-11.8345,-74.1505,11.3901,pitch
2.5801,501,enc,1,19.4400,2.5930,19.4400,8.0524,-144.5981,20.00,82.00,0.5600,7.3295,0.846430,0.004978,0.024432,-0.014405,0.831425,1157,-11.794,-74.1161,11.3446,pitch
2.5852,502,enc,1,19.4400,1.8151,19.4400,8.0884,-144.5882,20.00,82.00,0.5600,7.3323,0.850761,0.004978,0.024441,-0.010084,0.831425,1155,-11.8039,-74.0801,11.3545,pitch
2.5903,503,enc,1,19.4400,1.2705,19.4400,8.1233,-144.6134,20.00,82.00,0.5600,7.3351,0.853795,0.004978,0.024450,-0.007059,0.831425,1154,-11.7788,-74.0451,11.3293,pitch
2.5954,504,enc,1,19.4400,0.8894,19.4400,8.1582,-144.6384,20.00,82.00,0.5600,7.3379,0.855922,0.004978,0.024460,-0.004941,0.831425,1154,-11.7537,-74.0102,11.3043,pitch
2.6005,505,enc,1,19.4400,0.6226,19.4400,8.1735,-144.6369,20.00,82.00,0.5600,7.3407,0.857414,0.004978,0.024469,-0.003459,0.831425,1153,-11.7504,-73.9949,11.3058,pitch
2.6056,506,enc,1,19.4400,0.4358,19.4400,8.2084,-144.6618,20.00,82.00,0.5600,7.3435,0.858460,0.004978,0.024478,-0.002421,0.831425,1153,-11.7255,-73.96,11.2809,pitch
2.6106,507,enc,1,19.4400,0.3051,19.4400,8.2432,-144.6866,20.00,82.00,0.5600,7.3463,0.859196,0.004978,0.024488,-0.001695,0.831425,1152,-11.7007,-73.9252,11.2561,pitch
2.6157,508,enc,1,19.4400,0.2135,19.4400,8.2786,-144.6914,20.00,82.00,0.5600,7.3491,0.859714,0.004978,0.024497,-0.001186,0.831425,1152,-11.6909,-73.8898,11.2513,pitch
2.6208,509,enc,1,19.6200,10.9495,19.6200,8.3138,-144.7011,20.00,82.00,0.3800,7.3510,0.798476,0.003378,0.024503,-0.060830,0.831425,1154,-11.6862,-73.8546,11.2416,pitch
2.6259,510,enc,1,19.6200,7.6646,19.6200,8.3485,-144.7257,20.00,82.00,0.3800,7.3529,0.816732,0.003378,0.024510,-0.042581,0.831425,1156,-11.6617,-73.8199,11.217,pitch
2.6310,511,enc,1,19.6200,5.3652,19.6200,8.3832,-144.7501,20.00,82.00,0.3800,7.3548,0.829512,0.003378,0.024516,-0.029807,0.831425,1158,-11.6373,-73.7852,11.1926,pitch
2.6361,512,enc,1,19.6200,3.7557,19.6200,8.4179,-144.7744,20.00,82.00,0.3800,7.3567,0.838461,0.003378,0.024522,-0.020865,0.831425,1160,-11.613,-73.7505,11.1683,pitch
2.6411,513,enc,1,19.6200,2.6290,19.6200,8.4724,-144.805,20.00,82.00,0.3800,7.3586,0.844727,0.003378,0.024529,-0.014605,0.831425,1158,-11.5824,-73.696,11.1378,pitch
