t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.0201,2,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.0402,3,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.0603,4,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.0804,5,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.1005,6,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.1206,7,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.1407,8,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.1611,9,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.1812,10,0.0490,-0.0000,-0.0000,90.00,89.9510,0.599946,0.099946,0.000000,0.500000,1250,88.7660
0.2013,11,0.0489,-0.0000,0.1119,90.00,89.9511,0.599821,0.099946,-0.000124,0.500000,1250,88.7660
0.2214,12,0.0489,-0.0000,0.1119,90.00,89.9511,0.599821,0.099946,-0.000124,0.500000,1250,88.7660
0.2415,13,-0.2221,-0.0000,0.1119,90.00,90.2221,0.600122,0.100247,-0.000124,0.500000,1249,89.0370
0.2616,14,-0.2221,0.1800,1.5667,90.00,90.2221,0.598506,0.100247,-0.001741,0.500000,1250,89.0370
0.2817,15,-0.2221,0.1800,1.5667,90.00,90.2221,0.598506,0.100247,-0.001741,0.500000,1250,89.0370
0.3018,16,-0.0102,0.3600,5.4834,90.00,90.0102,0.593919,0.100011,-0.006093,0.500000,1252,88.8251
0.3219,17,-0.0102,0.5400,5.4834,90.00,90.0102,0.593919,0.100011,-0.006093,0.500000,1252,88.8251
