t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1480
0.0075,2,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1460
0.0127,3,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1440
0.0178,4,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1420
0.0229,5,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1400
0.0280,6,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1380
0.0330,7,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1360
0.0381,8,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1340
0.0432,9,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1320
0.0483,10,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1300
0.0533,11,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1280
0.0586,12,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1268
0.0636,13,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.07,90.00,85.06,90.0000,0.0000,0.550000,0.800000,0.001500,-0.000000,0.000000,1268
