t_s,iteration,tail_pwm_us,main_pwm_us,psi_pitch_deg
0.4920,98,1500,1500,-0.0000
0.4971,99,1500,1500,-0.0000
0.5021,100,1500,1500,-0.0000
0.5072,101,1500,1500,-0.0000
0.5122,102,1500,1500,-0.0000
0.5173,103,1500,1500,-0.0000
0.5224,104,1500,1500,-0.0000
0.5274,105,1500,1500,-0.0000
0.5325,106,1500,1500,-0.0000
0.5376,107,1500,1500,-0.0000
0.5426,108,1500,1500,-0.0000
0.5477,109,1500,1500,-0.0000
0.5527,110,1500,1500,-0.0000
0.5578,111,1500,1500,-0.0000
0.5629,112,1500,1500,-0.0000
0.5679,113,1500,1500,-0.0000
0.5730,114,1500,1500,-0.0000
0.5780,115,1500,1500,-0.0000
0.5831,116,1500,1500,-0.0000
0.5881,117,1500,1500,-0.0000
0.5932,118,1500,1500,-0.0000
0.5983,119,1500,1500,-0.0000
0.6033,120,1500,1500,-0.0000
0.6084,121,1500,1500,-0.0000
0.6135,122,1500,1500,-0.0000
0.6185,123,1500,1500,-0.0000
0.6236,124,1500,1500,-0.0000
0.6287,125,1500,1500,-0.0000
0.6337,126,1500,1500,-0.0000
0.6388,127,1500,1500,-0.0000
0.6439,128,1500,1500,-0.0000
0.6489,129,1500,1500,-0.0000
0.6540,130,1500,1500,-0.0000
0.6591,131,1500,1500,-0.0000
0.6642,132,1500,1500,-0.0000
0.6692,133,1500,1500,-0.0000
0.6743,134,1500,1500,-0.0000
0.6793,135,1500,1500,-0.0000
0.6844,136,1500,1500,-0.0000
0.6895,137,1500,1500,-0.0000
0.6946,138,1500,1500,-0.0000
0.6996,139,1500,1500,-0.0000
0.7047,140,1500,1500,-0.0000
0.7097,141,1500,1500,-0.0000
0.7148,142,1500,1500,-0.0000
0.7199,143,1500,1500,-0.0000
0.7250,144,1500,1500,-0.0000
0.7302,145,1500,1500,-0.0000
0.7352,146,1500,1500,-0.0000
0.7403,147,1500,1500,-0.0000
0.7454,148,1500,1500,-0.0000
0.7505,149,1500,1500,-0.0000
0.7556,150,1500,1500,-0.0000
0.7607,151,1500,1500,-0.0000
0.7658,152,1500,1500,-0.0000
0.7708,153,1500,1500,-0.0000
0.7759,154,1500,1500,-0.0000
0.7810,155,1500,1500,-0.0000
0.7860,156,1500,1500,-0.0000
0.7911,157,1500,1500,-0.0000
0.7961,158,1500,1500,-0.0000
0.8012,159,1500,1500,-0.0000
0.8063,160,1500,1500,-0.0000
0.8113,161,1500,1500,-0.0000
0.8164,162,1500,1500,-0.0000
0.8215,163,1500,1500,-0.0000
0.8265,164,1500,1500,-0.0000
0.8316,165,1500,1500,-0.0000
0.8366,166,1500,1500,-0.0000
0.8417,167,1500,1500,-0.0000
0.8468,168,1500,1500,-0.0000
0.8519,169,1500,1500,-0.0000
0.8569,170,1500,1500,-0.0000
0.8620,171,1500,1500,-0.0000
0.8670,172,1500,1500,-0.0000
0.8721,173,1500,1500,-0.0000
0.8772,174,1500,1500,-0.0000
0.8822,175,1500,1500,-0.0000
0.8873,176,1500,1500,-0.0000
0.8923,177,1500,1500,-0.0000
0.8974,178,1500,1500,-0.0000
0.9025,179,1500,1500,-0.0000
0.9075,180,1500,1500,-0.0000
0.9126,181,1500,1500,-0.0000
0.9177,182,1500,1500,-0.0000
0.9227,183,1500,1500,-0.0000
0.9278,184,1500,1500,-0.0000
0.9328,185,1500,1500,-0.0000
0.9379,186,1500,1500,-0.0000
0.9430,187,1500,1500,-0.0000
0.9480,188,1500,1500,-0.0000
0.9531,189,1500,1500,-0.0000
0.9581,190,1500,1500,-0.0000
0.9632,191,1500,1500,-0.0000
0.9683,192,1500,1500,-0.0000
0.9733,193,1500,1500,-0.0000
0.9784,194,1500,1500,-0.0000
0.9834,195,1500,1500,-0.0000
0.9885,196,1500,1500,-0.0000
0.9935,197,1500,1500,-0.0000
0.9986,198,1500,1500,-0.0000
1.0037,199,1500,1500,-0.0000
1.0087,200,1500,1500,-0.0000
1.0138,201,1500,1500,-0.0000
1.0189,202,1500,1500,-0.0000
1.0239,203,1500,1500,-0.0000
1.0290,204,1500,1500,-0.0000
1.0341,205,1500,1500,-0.0000
1.0391,206,1500,1500,-0.0000
1.0442,207,1500,1500,-0.0000
1.0493,208,1500,1500,-0.0000
1.0543,209,1500,1500,-0.0000
1.0594,210,1500,1500,-0.0000
1.0644,211,1500,1500,-0.0000
1.0695,212,1500,1500,-0.0000
1.0746,213,1500,1500,-0.0000
1.0796,214,1500,1500,-0.0000
1.0847,215,1500,1500,-0.0000
1.0898,216,1500,1500,-0.0000
1.0948,217,1500,1500,-0.0000
1.0999,218,1500,1500,-0.0000
1.1050,219,1500,1500,-0.0000
1.1100,220,1500,1500,-0.0000
1.1151,221,1500,1500,-0.0000
1.1201,222,1500,1500,-0.0000
1.1252,223,1500,1500,-0.0000
1.1303,224,1500,1500,-0.0000
1.1353,225,1500,1500,-0.0000
1.1404,226,1500,1500,-0.0000
1.1454,227,1500,1500,-0.0000
1.1505,228,1500,1500,-0.0000
1.1556,229,1500,1500,-0.0000
1.1606,230,1500,1500,-0.0000
1.1657,231,1500,1500,-0.0000
1.1707,232,1500,1500,-0.0000
1.1758,233,1500,1500,-0.0000
1.1809,234,1500,1500,-0.0000
1.1859,235,1500,1500,-0.0000
1.1910,236,1500,1500,-0.0000
1.1961,237,1500,1500,-0.0000
1.2011,238,1500,1500,-0.0000
1.2062,239,1500,1500,-0.0000
1.2112,240,1500,1500,-0.0000
1.2163,241,1500,1500,-0.0000
1.2214,242,1500,1500,-0.0000
1.2264,243,1500,1500,-0.0000
1.2315,244,1500,1500,-0.0000
1.2366,245,1500,1500,-0.0000
1.2416,246,1500,1500,-0.0000
1.2467,247,1500,1500,-0.0000
1.2517,248,1500,1500,-0.0000
1.2568,249,1500,1500,-0.0000
1.2619,250,1500,1500,-0.0000
1.2669,251,1500,1500,-0.0000
1.2720,252,1500,1500,-0.0000
1.2770,253,1500,1500,-0.0000
1.2821,254,1500,1500,-0.0000
1.2872,255,1500,1500,-0.0000
1.2922,256,1500,1500,-0.0000
1.2973,257,1500,1500,-0.0000
1.3024,258,1500,1500,-0.0000
1.3074,259,1500,1500,-0.0000
1.3125,260,1500,1500,-0.0000
1.3176,261,1500,1500,-0.0000
1.3226,262,1500,1500,-0.0000
1.3277,263,1500,1500,-0.0000
1.3328,264,1500,1500,-0.0000
1.3378,265,1500,1500,-0.0000
1.3429,266,1500,1500,-0.0000
1.3479,267,1500,1500,-0.0000
1.3530,268,1500,1500,-0.0000
1.3581,269,1500,1500,-0.0000
1.3631,270,1500,1500,-0.0000
1.3682,271,1500,1500,-0.0000
1.3732,272,1500,1500,-0.0000
1.3783,273,1500,1500,-0.0000
1.3834,274,1500,1500,-0.0000
1.3884,275,1500,1500,-0.0000
1.3935,276,1500,1500,-0.0000
1.3985,277,1500,1500,-0.0000
1.4036,278,1500,1500,-0.0000
1.4087,279,1500,1500,-0.0000
1.4137,280,1500,1500,-0.0000
1.4188,281,1500,1500,-0.0000
1.4239,282,1500,1500,-0.0000
1.4289,283,1500,1500,-0.0000
1.4340,284,1500,1500,-0.0000
1.4391,285,1500,1500,-0.0000
1.4441,286,1500,1500,-0.0000
1.4492,287,1500,1500,-0.0000
1.4542,288,1500,1500,-0.0000
1.4593,289,1500,1500,-0.0000
1.4644,290,1500,1500,-0.0000
1.4694,291,1500,1500,-0.0000
1.4745,292,1500,1500,-0.0000
1.4796,293,1500,1500,-0.0000
1.4846,294,1500,1500,-0.0000
1.4897,295,1500,1500,-0.0000
1.4947,296,1500,1500,-0.0000
1.4998,297,1500,1500,-0.0000
1.5049,298,1500,1500,-0.0000
1.5099,299,1500,1500,-0.0000
1.5150,300,1500,1500,-0.0000
1.5201,301,1500,1500,-0.0000
1.5252,302,1500,1500,-0.0000
1.5302,303,1500,1500,-0.0000
1.5353,304,1500,1500,-0.0000
1.5404,305,1500,1500,-0.0000
1.5454,306,1500,1500,-0.0000
1.5505,307,1500,1500,-0.0000
1.5556,308,1500,1500,-0.0000
1.5606,309,1500,1500,-0.0000
1.5657,310,1500,1500,-0.0000
1.5707,311,1500,1500,-0.0000
1.5758,312,1500,1500,-0.0000
1.5809,313,1500,1500,-0.0000
1.5859,314,1500,1500,-0.0000
1.5910,315,1500,1500,-0.0000
1.5960,316,1500,1500,-0.0000
1.6011,317,1500,1500,-0.0000
1.6062,318,1500,1500,-0.0000
1.6112,319,1500,1500,-0.0000
1.6163,320,1500,1500,-0.0000
1.6213,321,1500,1500,-0.0000
1.6264,322,1500,1500,-0.0000
1.6315,323,1500,1500,-0.0000
1.6365,324,1500,1500,-0.0000
1.6416,325,1500,1500,-0.0000
1.6466,326,1500,1500,-0.0000
1.6517,327,1500,1500,-0.0000
1.6568,328,1500,1500,-0.0000
1.6618,329,1500,1500,-0.0000
1.6669,330,1500,1500,-0.0000
1.6720,331,1500,1500,-0.0000
1.6770,332,1500,1500,-0.0000
1.6821,333,1500,1500,-0.0000
1.6872,334,1500,1500,-0.0000
1.6922,335,1500,1500,-0.0000
1.6973,336,1500,1500,-0.0000
1.7023,337,1500,1500,-0.0000
1.7074,338,1500,1500,-0.0000
1.7125,339,1500,1500,-0.0000
1.7175,340,1500,1500,-0.0000
1.7226,341,1500,1500,-0.0000
1.7277,342,1500,1500,-0.0000
1.7327,343,1500,1500,-0.0000
1.7378,344,1500,1500,-0.0000
1.7428,345,1500,1500,-0.0000
1.7479,346,1500,1500,-0.0000
1.7530,347,1500,1500,-0.0000
1.7580,348,1500,1500,-0.0000
1.7631,349,1500,1500,-0.0000
1.7682,350,1500,1500,-0.0000
1.7733,351,1500,1500,-0.0000
1.7783,352,1500,1500,-0.0000
1.7834,353,1500,1500,-0.0000
1.7885,354,1500,1500,-0.0000
1.7936,355,1500,1500,-0.0000
1.7986,356,1500,1500,-0.0000
1.8037,357,1500,1500,-0.0000
1.8087,358,1500,1500,-0.0000
1.8138,359,1500,1500,-0.0000
1.8189,360,1500,1500,-0.0000
1.8239,361,1500,1500,-0.0000
1.8290,362,1500,1500,-0.0000
1.8341,363,1500,1500,-0.0000
1.8391,364,1500,1500,-0.0000
1.8442,365,1500,1500,-0.0000
1.8492,366,1500,1500,-0.0000
1.8543,367,1500,1500,-0.0000
1.8594,368,1500,1500,-0.0000
1.8644,369,1500,1500,-0.0000
1.8695,370,1500,1500,-0.0000
1.8746,371,1500,1500,-0.0000
1.8796,372,1500,1500,-0.0000
1.8847,373,1500,1500,-0.0000
1.8898,374,1500,1500,-0.0000
1.8948,375,1500,1500,-0.0000
1.8999,376,1500,1500,-0.0000
1.9050,377,1500,1500,-0.0000
1.9101,378,1500,1500,-0.0000
1.9151,379,1500,1500,-0.0000
1.9202,380,1500,1500,-0.0000
1.9253,381,1500,1500,-0.0000
1.9303,382,1500,1500,-0.0000
1.9354,383,1500,1500,-0.0000
1.9405,384,1500,1500,-0.0000
1.9456,385,1500,1500,-0.0000
1.9506,386,1500,1500,-0.0000
1.9557,387,1500,1500,-0.0000
1.9608,388,1500,1500,-0.0000
1.9658,389,1500,1500,-0.0000
1.9709,390,1500,1500,-0.0000
1.9760,391,1500,1500,-0.0000
1.9811,392,1500,1500,-0.0000
1.9861,393,1500,1500,-0.0000
1.9912,394,1500,1500,-0.0000
1.9963,395,1500,1500,-0.0000
2.0014,396,1500,1500,-0.0000
2.0064,397,1500,1500,-0.0000
2.0115,398,1500,1500,-0.0000
2.0166,399,1500,1500,-0.0000
2.0217,400,1500,1500,-0.0000
2.0268,401,1500,1500,-0.0000
2.0318,402,1500,1500,-0.0000
2.0369,403,1500,1500,-0.0000
2.0420,404,1500,1500,-0.0000
2.0471,405,1500,1500,-0.0000
2.0522,406,1500,1500,-0.0000
2.0572,407,1500,1500,-0.0000
2.0623,408,1500,1500,-0.0000
2.0674,409,1500,1500,-0.0000
2.0725,410,1500,1500,-0.0000
2.0776,411,1500,1500,-0.0000
2.0827,412,1500,1500,-0.0000
2.0877,413,1500,1500,-0.0000
2.0928,414,1500,1500,-0.0000
2.0979,415,1500,1500,-0.0000
2.1030,416,1500,1500,-0.0000
2.1081,417,1500,1500,-0.0000
2.1131,418,1500,1500,-0.0000
2.1182,419,1500,1500,-0.0000
2.1233,420,1500,1500,-0.0000
2.1284,421,1500,1500,-0.0000
2.1334,422,1500,1500,-0.0000
2.1385,423,1500,1500,-0.0000
2.1436,424,1500,1500,-0.0000
2.1487,425,1500,1500,-0.0000
2.1537,426,1500,1500,-0.0000
2.1588,427,1500,1500,-0.0000
2.1639,428,1500,1500,-0.0000
2.1689,429,1500,1500,-0.0000
2.1740,430,1500,1500,-0.0000
2.1791,431,1500,1500,-0.0000
2.1842,432,1500,1500,-0.0000
2.1893,433,1500,1500,-0.0000
2.1944,434,1500,1500,-0.0000
2.1995,435,1500,1500,-0.0000
2.2045,436,1500,1500,-0.0000
2.2096,437,1500,1500,-0.0000
2.2147,438,1500,1500,-0.0000
2.2198,439,1500,1500,-0.0000
2.2249,440,1500,1500,-0.0000
2.2299,441,1500,1500,-0.0000
2.2351,442,1500,1500,-0.0000
2.2401,443,1500,1500,-0.0000
2.2452,444,1500,1500,-0.0000
2.2503,445,1500,1500,-0.0000
2.2554,446,1500,1500,-0.0000
2.2605,447,1500,1500,-0.0000
2.2656,448,1500,1500,-0.0000
2.2707,449,1500,1500,-0.0000
2.2758,450,1500,1500,-0.0000
2.2808,451,1500,1500,-0.0000
2.2859,452,1500,1500,-0.0000
2.2910,453,1500,1500,-0.0000
2.2961,454,1500,1500,-0.0000
2.3011,455,1500,1500,-0.0000
2.3062,456,1500,1500,-0.0000
2.3113,457,1500,1500,-0.0000
2.3164,458,1500,1500,-0.0000
2.3215,459,1500,1500,-0.0000
2.3265,460,1500,1500,-0.0000
2.3316,461,1500,1500,-0.0000
2.3367,462,1500,1500,-0.0000
2.3418,463,1500,1500,-0.0000
2.3468,464,1500,1500,-0.0000
2.3519,465,1500,1500,-0.0000
2.3570,466,1500,1500,-0.0000
2.3621,467,1500,1500,-0.0000
2.3671,468,1500,1500,-0.0000
2.3722,469,1500,1500,-0.0000
2.3773,470,1500,1500,-0.0000
2.3824,471,1500,1500,-0.0000
2.3874,472,1500,1500,-0.0000
2.3925,473,1500,1500,-0.0000
2.3976,474,1500,1500,-0.0000
2.4027,475,1500,1500,-0.0000
2.4077,476,1500,1500,-0.0000
2.4128,477,1500,1500,-0.0000
2.4179,478,1500,1500,-0.0000
2.4230,479,1500,1500,-0.0000
2.4280,480,1500,1500,-0.0000
2.4332,481,1500,1500,-0.0000
2.4382,482,1500,1500,-0.0000
2.4433,483,1500,1500,-0.0000
2.4484,484,1500,1500,-0.0000
2.4535,485,1500,1500,-0.0000
2.4586,486,1500,1500,-0.0000
2.4636,487,1500,1500,-0.0000
2.4687,488,1500,1500,-0.0000
2.4738,489,1500,1500,-0.0000
2.4789,490,1500,1500,-0.0000
2.4839,491,1500,1500,-0.0000
2.4890,492,1500,1500,-0.0000
2.4941,493,1500,1500,-0.0000
2.4992,494,1500,1500,-0.0000
2.5043,495,1500,1500,-0.0000
2.5093,496,1500,1500,-0.0000
2.5144,497,1500,1500,-0.0000
2.5195,498,1500,1500,-0.0000
2.5246,499,1500,1500,-0.0000
2.5297,500,1500,1500,-0.0000
2.5347,501,1500,1500,-0.0000
2.5398,502,1500,1500,-0.0000
2.5449,503,1500,1500,-0.0000
2.5500,504,1500,1500,-0.0000
2.5550,505,1500,1500,-0.0000
2.5601,506,1500,1500,-0.0000
2.5652,507,1500,1500,-0.0000
2.5703,508,1500,1500,-0.0000
2.5753,509,1500,1500,-0.0000
2.5804,510,1500,1500,-0.0000
2.5855,511,1500,1500,-0.0000
2.5906,512,1500,1500,-0.0000
2.5956,513,1500,1500,-0.0000
2.6007,514,1500,1500,-0.0000
2.6058,515,1500,1500,-0.0000
2.6109,516,1500,1500,-0.0000
2.6160,517,1500,1500,-0.0000
2.6210,518,1500,1500,-0.0000
2.6261,519,1500,1500,-0.0000
2.6312,520,1500,1500,-0.0000
2.6363,521,1500,1500,-0.0000
2.6414,522,1500,1500,-0.0000
2.6465,523,1500,1500,-0.0000
2.6515,524,1500,1500,-0.0000
2.6566,525,1500,1500,-0.0000
2.6617,526,1500,1500,-0.0000
2.6668,527,1500,1500,-0.0000
2.6718,528,1500,1500,-0.0000
2.6769,529,1500,1500,-0.0000
2.6820,530,1500,1500,-0.0000
2.6871,531,1500,1500,-0.0000
2.6922,532,1500,1500,-0.0000
2.6973,533,1500,1500,-0.0000
2.7023,534,1500,1500,-0.0000
2.7074,535,1500,1500,-0.0000
2.7125,536,1500,1500,-0.0000
2.7176,537,1500,1500,-0.0000
2.7226,538,1500,1500,-0.0000
2.7277,539,1500,1500,-0.0000
2.7328,540,1500,1500,-0.0000
2.7379,541,1500,1500,-0.0000
2.7430,542,1500,1500,-0.0000
2.7481,543,1500,1500,-0.0000
2.7531,544,1500,1500,-0.0000
2.7582,545,1500,1500,-0.0000
2.7633,546,1500,1500,-0.0000
2.7684,547,1500,1500,-0.0000
2.7735,548,1500,1500,-0.0000
2.7785,549,1500,1500,-0.0000
2.7836,550,1500,1500,-0.0000
2.7887,551,1500,1500,-0.0000
2.7938,552,1500,1500,-0.0000
2.7989,553,1500,1500,-0.0000
2.8039,554,1500,1500,-0.0000
2.8090,555,1500,1500,-0.0000
2.8141,556,1500,1500,-0.0000
2.8191,557,1500,1500,-0.0000
2.8242,558,1500,1500,-0.0000
2.8293,559,1500,1500,-0.0000
2.8344,560,1500,1500,-0.0000
2.8395,561,1500,1500,-0.0000
2.8445,562,1500,1500,-0.0000
2.8496,563,1500,1500,-0.0000
2.8547,564,1500,1500,-0.0000
2.8598,565,1500,1500,-0.0000
2.8648,566,1500,1500,-0.0000
2.8699,567,1500,1500,-0.0000
2.8750,568,1500,1500,-0.0000
2.8801,569,1500,1500,-0.0000
2.8852,570,1500,1500,-0.0000
2.8903,571,1500,1500,-0.0000
2.8953,572,1500,1500,-0.0000
2.9004,573,1500,1500,-0.0000
2.9055,574,1500,1500,-0.0000
2.9106,575,1500,1500,-0.0000
2.9157,576,1500,1500,-0.0000
2.9208,577,1500,1500,-0.0000
2.9259,578,1500,1500,-0.0000
2.9309,579,1500,1500,-0.0000
2.9360,580,1500,1500,-0.0000
2.9411,581,1500,1500,-0.0000
2.9462,582,1500,1500,-0.0000
2.9513,583,1500,1500,-0.0000
2.9563,584,1500,1500,-0.0000
2.9614,585,1500,1500,-0.0000
2.9665,586,1500,1500,-0.0000
2.9716,587,1500,1500,-0.0000
2.9767,588,1500,1500,-0.0000
2.9817,589,1500,1500,-0.0000
2.9868,590,1500,1500,-0.0000
2.9919,591,1500,1500,-0.0000
2.9970,592,1500,1500,-0.0000
3.0026,593,1450,1500,-0.0000
3.0077,594,1450,1500,-0.0000
3.0128,595,1450,1500,-0.0000
3.0178,596,1450,1500,-0.0000
3.0229,597,1450,1500,-0.0000
3.0280,598,1450,1500,-0.0000
3.0331,599,1450,1500,-0.0000
3.0381,600,1450,1500,-0.0000
3.0432,601,1450,1500,-0.0000
3.0483,602,1450,1500,-0.0000
3.0534,603,1450,1500,-0.0000
3.0585,604,1450,1500,-0.0000
3.0636,605,1450,1500,-0.0000
3.0686,606,1450,1500,-0.0000
3.0737,607,1450,1500,-0.0000
3.0788,608,1450,1500,-0.0000
3.0839,609,1450,1500,-0.0000
3.0889,610,1450,1500,-0.0000
3.0940,611,1450,1500,-0.0000
3.0991,612,1450,1500,-0.0000
3.1042,613,1450,1500,-0.0000
3.1092,614,1450,1500,-0.0000
3.1143,615,1450,1500,-0.0000
3.1194,616,1450,1500,-0.0000
3.1245,617,1450,1500,-0.0000
3.1295,618,1450,1500,-0.0000
3.1347,619,1450,1500,-0.0000
3.1397,620,1450,1500,-0.0000
3.1448,621,1450,1500,-0.0000
3.1499,622,1450,1500,-0.0000
3.1550,623,1450,1500,-0.0000
3.1601,624,1450,1500,-0.0000
3.1651,625,1450,1500,-0.0000
3.1702,626,1450,1500,-0.0000
3.1753,627,1450,1500,-0.0000
3.1804,628,1450,1500,-0.0000
3.1855,629,1450,1500,-0.0000
3.1906,630,1450,1500,-0.0000
3.1956,631,1450,1500,-0.0000
3.2007,632,1450,1500,-0.0000
3.2058,633,1450,1500,-0.0000
3.2109,634,1450,1500,-0.0000
3.2159,635,1450,1500,-0.0000
3.2210,636,1450,1500,-0.0000
3.2261,637,1450,1500,-0.0000
3.2312,638,1450,1500,-0.0000
3.2363,639,1450,1500,-0.0000
3.2414,640,1450,1500,-0.0000
3.2465,641,1450,1500,-0.0000
3.2516,642,1450,1500,-0.0000
3.2567,643,1450,1500,-0.0000
3.2617,644,1450,1500,-0.0000
3.2668,645,1450,1500,-0.0000
3.2719,646,1450,1500,-0.0000
3.2770,647,1450,1500,-0.0000
3.2820,648,1450,1500,-0.0000
3.2871,649,1450,1500,-0.0000
3.2922,650,1450,1500,-0.0000
3.2973,651,1450,1500,-0.0000
3.3024,652,1450,1500,-0.0000
3.3075,653,1450,1500,-0.0000
3.3125,654,1450,1500,-0.0000
3.3176,655,1450,1500,-0.0000
3.3227,656,1450,1500,-0.0000
3.3278,657,1450,1500,-0.0000
3.3328,658,1450,1500,-0.0000
3.3379,659,1450,1500,-0.0000
3.3430,660,1450,1500,-0.0000
3.3481,661,1450,1500,-0.0000
3.3531,662,1450,1500,-0.0000
3.3582,663,1450,1500,-0.0000
3.3633,664,1450,1500,-0.0000
3.3684,665,1450,1500,-0.0000
3.3735,666,1450,1500,-0.0000
3.3786,667,1450,1500,-0.0000
3.3836,668,1450,1500,-0.0000
3.3887,669,1450,1500,-0.0000
3.3938,670,1450,1500,-0.0000
3.3989,671,1450,1500,-0.0000
3.4039,672,1450,1500,-0.0000
3.4090,673,1450,1500,-0.0000
3.4141,674,1450,1500,-0.0000
3.4192,675,1450,1500,-0.0000
3.4242,676,1450,1500,-0.0000
3.4293,677,1450,1500,-0.0000
3.4344,678,1450,1500,-0.0000
3.4395,679,1450,1500,-0.0000
3.4445,680,1450,1500,-0.0000
3.4496,681,1450,1500,-0.0000
3.4547,682,1450,1500,-0.0000
3.4598,683,1450,1500,-0.0000
3.4648,684,1450,1500,-0.0000
3.4699,685,1450,1500,-0.0000
3.4750,686,1450,1500,-0.0000
3.4801,687,1450,1500,-0.0000
3.4852,688,1450,1500,-0.0000
3.4902,689,1450,1500,-0.0000
3.4953,690,1450,1500,-0.0000
3.5004,691,1450,1500,-0.0000
3.5055,692,1450,1500,-0.0000
3.5105,693,1450,1500,-0.0000
3.5156,694,1450,1500,-0.0000
3.5207,695,1450,1500,-0.0000
3.5258,696,1450,1500,-0.0000
3.5309,697,1450,1500,-0.0000
3.5359,698,1450,1500,-0.0000
3.5410,699,1450,1500,-0.0000
3.5461,700,1450,1500,-0.0000
3.5512,701,1450,1500,-0.0000
3.5562,702,1450,1500,-0.0000
3.5613,703,1450,1500,-0.0000
3.5664,704,1450,1500,-0.0000
3.5715,705,1450,1500,-0.0000
3.5765,706,1450,1500,-0.0000
3.5816,707,1450,1500,-0.0000
3.5867,708,1450,1500,-0.0000
3.5918,709,1450,1500,-0.0000
3.5968,710,1450,1500,-0.0000
3.6019,711,1450,1500,-0.0000
3.6070,712,1450,1500,-0.0000
3.6121,713,1450,1500,-0.0000
3.6171,714,1450,1500,-0.0000
3.6222,715,1450,1500,-0.0000
3.6273,716,1450,1500,-0.0000
3.6324,717,1450,1500,-0.0000
3.6374,718,1450,1500,-0.0000
3.6425,719,1450,1500,-0.0000
3.6476,720,1450,1500,-0.0000
3.6527,721,1450,1500,-0.0000
3.6577,722,1450,1500,-0.0000
3.6628,723,1450,1500,-0.0000
3.6679,724,1450,1500,-0.0000
3.6730,725,1450,1500,-0.0000
3.6781,726,1450,1500,-0.0000
3.6832,727,1450,1500,-0.0000
3.6883,728,1450,1500,-0.0000
3.6933,729,1450,1500,-0.0000
3.6984,730,1450,1500,-0.0000
3.7035,731,1450,1500,-0.0000
3.7086,732,1450,1500,-0.0000
3.7136,733,1450,1500,-0.0000
