t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,-0.0349,-0.0244,80.00,83.25,80.0000,0.4000,0.445778,0.444444,0.001333,-0.000000,0.000000,1499
0.0079,2,enc,1,1,-0.0000,0.0000,-0.0000,-0.0346,0.0147,80.00,83.25,80.0000,0.8000,0.447111,0.444444,0.002667,-0.000000,0.000000,1498
0.0130,3,enc,1,1,-0.0000,0.0000,-0.0000,-0.0342,0.0587,80.00,83.25,80.0000,1.2000,0.448444,0.444444,0.004000,-0.000000,0.000000,1497
0.0181,4,enc,1,0,-0.0000,0.0000,-0.0000,-0.0342,0.0587,80.00,83.25,80.0000,1.6000,0.449778,0.444444,0.005333,-0.000000,0.000000,1496
0.0231,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.0342,0.0587,80.00,83.25,80.0000,2.0000,0.451111,0.444444,0.006667,-0.000000,0.000000,1495
0.0282,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.0342,0.0587,80.00,83.25,80.0000,2.4000,0.452444,0.444444,0.008000,-0.000000,0.000000,1494
0.0333,7,enc,1,0,-0.0000,0.0000,-0.0000,-0.0342,0.0587,80.00,83.25,80.0000,2.8000,0.453778,0.444444,0.009333,-0.000000,0.000000,1493
0.0384,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.0342,0.0587,80.00,83.25,80.0000,3.2000,0.455111,0.444444,0.010667,-0.000000,0.000000,1492
0.0435,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.0342,0.0587,80.00,83.25,80.0000,3.6000,0.456444,0.444444,0.012000,-0.000000,0.000000,1491
0.0486,10,enc,1,0,-0.0000,0.0000,-0.0000,-0.0342,0.0587,80.00,83.25,80.0000,4.0000,0.457778,0.444444,0.013333,-0.000000,0.000000,1490
0.0537,11,enc,1,0,-0.0000,0.0000,-0.0000,-0.0342,0.0587,80.00,83.25,80.0000,4.4000,0.459111,0.444444,0.014667,-0.000000,0.000000,1489
0.0588,12,enc,1,1,-0.0000,0.0000,-0.0000,0.0054,0.071,80.00,83.25,80.0000,4.8000,0.460444,0.444444,0.016000,-0.000000,0.000000,1488
0.0639,13,enc,1,0,-0.0000,0.0000,-0.0000,0.0054,0.071,80.00,83.25,80.0000,5.2000,0.461778,0.444444,0.017333,-0.000000,0.000000,1487
0.0690,14,enc,1,0,-0.0000,0.0000,-0.0000,0.0054,0.071,80.00,83.25,80.0000,5.6000,0.463111,0.444444,0.018667,-0.000000,0.000000,1486
0.0741,15,enc,1,0,-0.0000,0.0000,-0.0000,0.0054,0.071,80.00,83.25,80.0000,6.0000,0.464444,0.444444,0.020000,-0.000000,0.000000,1485
0.0792,16,enc,1,0,-0.0000,0.0000,-0.0000,0.0054,0.071,80.00,83.25,80.0000,6.4000,0.465778,0.444444,0.021333,-0.000000,0.000000,1484
0.0843,17,enc,1,0,-0.0000,0.0000,-0.0000,0.0054,0.071,80.00,83.25,80.0000,6.8000,0.467111,0.444444,0.022667,-0.000000,0.000000,1483
0.0893,18,enc,1,0,-0.0000,0.0000,-0.0000,0.0054,0.071,80.00,83.25,80.0000,7.2000,0.468444,0.444444,0.024000,-0.000000,0.000000,1482
0.0944,19,enc,1,0,-0.0000,0.0000,-0.0000,0.0054,0.071,80.00,83.25,80.0000,7.6000,0.469778,0.444444,0.025333,-0.000000,0.000000,1481
0.0995,20,enc,1,1,-0.0000,0.0000,-0.0000,0.0057,0.1102,80.00,83.25,80.0000,8.0000,0.471111,0.444444,0.026667,-0.000000,0.000000,1480
0.1046,21,enc,1,0,-0.0000,0.0000,-0.0000,0.0057,0.1102,80.00,83.25,80.0000,8.4000,0.472444,0.444444,0.028000,-0.000000,0.000000,1479
0.1097,22,enc,1,0,-0.0000,0.0000,-0.0000,0.0057,0.1102,80.00,83.25,80.0000,8.8000,0.473778,0.444444,0.029333,-0.000000,0.000000,1478
0.1147,23,enc,1,1,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,9.2000,0.475111,0.444444,0.030667,-0.000000,0.000000,1477
0.1198,24,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,9.6000,0.476444,0.444444,0.032000,-0.000000,0.000000,1476
0.1249,25,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,10.0000,0.477778,0.444444,0.033333,-0.000000,0.000000,1475
0.1300,26,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,10.4000,0.479111,0.444444,0.034667,-0.000000,0.000000,1474
0.1351,27,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,10.8000,0.480444,0.444444,0.036000,-0.000000,0.000000,1473
0.1401,28,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,11.2000,0.481778,0.444444,0.037333,-0.000000,0.000000,1472
0.1452,29,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,11.6000,0.483111,0.444444,0.038667,-0.000000,0.000000,1471
0.1503,30,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,12.0000,0.484444,0.444444,0.040000,-0.000000,0.000000,1470
0.1554,31,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,12.4000,0.485778,0.444444,0.041333,-0.000000,0.000000,1469
0.1605,32,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,12.8000,0.487111,0.444444,0.042667,-0.000000,0.000000,1468
0.1655,33,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,13.2000,0.488444,0.444444,0.044000,-0.000000,0.000000,1467
0.1706,34,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,13.6000,0.489778,0.444444,0.045333,-0.000000,0.000000,1466
0.1757,35,enc,1,0,-0.0000,0.0000,-0.0000,0.0061,0.1542,80.00,83.25,80.0000,14.0000,0.491111,0.444444,0.046667,-0.000000,0.000000,1465
0.1808,36,enc,1,1,-0.0000,0.0000,-0.0000,-0.0335,0.1418,80.00,83.25,80.0000,14.4000,0.492444,0.444444,0.048000,-0.000000,0.000000,1464
0.1859,37,enc,1,0,-0.0000,0.0000,-0.0000,-0.0335,0.1418,80.00,83.25,80.0000,14.8000,0.493778,0.444444,0.049333,-0.000000,0.000000,1463
0.1910,38,enc,1,0,-0.0000,0.0000,-0.0000,-0.0335,0.1418,80.00,83.25,80.0000,15.2000,0.495111,0.444444,0.050667,-0.000000,0.000000,1462
0.1960,39,enc,1,0,-0.0000,0.0000,-0.0000,-0.0335,0.1418,80.00,83.25,80.0000,15.6000,0.496444,0.444444,0.052000,-0.000000,0.000000,1461
0.2011,40,enc,1,0,-0.0000,0.0000,-0.0000,-0.0335,0.1418,80.00,83.25,80.0000,16.0000,0.497778,0.444444,0.053333,-0.000000,0.000000,1460
0.2062,41,enc,1,0,-0.0000,0.0000,-0.0000,-0.0335,0.1418,80.00,83.25,80.0000,16.4000,0.499111,0.444444,0.054667,-0.000000,0.000000,1459
