t_s,iteration,freq_hz,phase,setpoint_deg,psi_deg,psi_dot_dps,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
7608.0930,579,0.0000,settle_init,10.0000,16.3800,88.2824,-6.3800,-7.9100,0.214531,-0.141778,-0.000000,-0.490458,0.846767,1192
7608.0981,580,0.0000,settle_init,10.0000,16.9200,94.1977,-6.9200,-7.9446,0.169669,-0.153778,-0.000000,-0.523321,0.846767,1194
7608.1032,581,0.0000,settle_init,10.0000,17.2800,87.5384,-7.2800,-7.9810,0.198665,-0.161778,-0.000000,-0.486324,0.846767,1196
7608.1082,582,0.0000,settle_init,10.0000,17.8200,93.6769,-7.8200,-8.0201,0.152562,-0.173778,-0.000000,-0.520427,0.846767,1198
7608.1133,583,0.0000,settle_init,10.0000,18.3600,97.9738,-8.3600,-8.0619,0.116690,-0.185778,-0.000000,-0.544299,0.846767,1200
7608.1184,584,0.0000,settle_init,10.0000,18.7200,90.1817,-8.7200,-8.1055,0.151980,-0.193778,-0.000000,-0.501009,0.846767,1202
7608.1235,585,0.0000,settle_init,10.0000,19.2600,95.5272,-9.2600,-8.1518,0.110283,-0.205778,-0.000000,-0.530706,0.846767,1204
7608.1285,586,0.0000,settle_init,10.0000,19.8000,99.2690,-9.8000,-8.2008,0.077495,-0.217778,-0.000000,-0.551495,0.846767,1206
7608.1336,587,0.0000,settle_init,10.0000,20.1600,91.0883,-10.1600,-8.2516,0.114943,-0.225778,-0.000000,-0.506046,0.846767,1208
7608.1387,588,0.0000,settle_init,10.0000,20.7000,96.1618,-10.7000,-8.3051,0.074757,-0.237778,-0.000000,-0.534232,0.846767,1210
7608.1438,589,0.0000,settle_init,10.0000,21.0600,88.9133,-11.0600,-8.3604,0.107027,-0.245778,-0.000000,-0.493963,0.846767,1212
7608.1488,590,0.0000,settle_init,10.0000,21.6000,94.6393,-11.6000,-8.4184,0.063215,-0.257778,-0.000000,-0.525774,0.846767,1214
7608.1539,591,0.0000,settle_init,10.0000,21.9600,87.8475,-11.9600,-8.4782,0.092948,-0.265778,-0.000000,-0.488042,0.846767,1216
7608.1590,592,0.0000,settle_init,10.0000,22.5000,93.8933,-12.5000,-8.5407,0.047360,-0.277778,-0.000000,-0.521629,0.846767,1218
7608.1640,593,0.0000,settle_init,10.0000,23.0400,98.1253,-13.0400,-8.6059,0.011849,-0.289778,-0.000000,-0.545140,0.846767,1220
7608.1693,1,0.1000,settle_A,10.0000,23.4000,90.2877,-13.4000,-0.0670,0.047391,-0.297778,-0.000000,-0.501598,0.846767,1222
7608.1744,2,0.1000,settle_A,10.0000,23.9400,95.6014,-13.9400,-0.1367,0.005870,-0.309778,-0.000000,-0.531119,0.846767,1224
7608.1794,3,0.1000,settle_A,10.0000,24.1200,77.7210,-14.1200,-0.2073,0.101206,-0.313778,-0.000000,-0.431783,0.846767,1226
7608.1845,4,0.1000,settle_A,10.0000,24.6600,86.8047,-14.6600,-0.2806,0.038741,-0.325778,-0.000000,-0.482248,0.846767,1228
7608.1896,5,0.1000,settle_A,10.0000,25.0200,82.3633,-15.0200,-0.3557,0.055415,-0.333778,-0.000000,-0.457574,0.846767,1230
7608.1947,6,0.1000,settle_A,10.0000,25.5600,90.0543,-15.5600,-0.4335,0.000688,-0.345778,-0.000000,-0.500302,0.846767,1232
7608.1998,7,0.1000,settle_A,10.0000,25.9200,84.6380,-15.9200,-0.5131,0.022778,-0.353778,-0.000000,-0.470211,0.846767,1234
7608.2049,8,0.1000,settle_A,10.0000,26.2800,80.8466,-16.2800,-0.5945,0.035841,-0.361778,-0.000000,-0.449148,0.846767,1236
7608.2099,9,0.1000,settle_A,10.0000,26.6400,78.1926,-16.6400,-0.6777,0.042586,-0.369778,-0.000000,-0.434403,0.846767,1238
7608.2150,10,0.1000,settle_A,10.0000,27.1800,87.1348,-17.1800,-0.7636,-0.019093,-0.381778,-0.000000,-0.484082,0.846767,1240
7608.2201,11,0.1000,settle_A,10.0000,27.5400,82.5944,-17.5400,-0.8513,-0.001868,-0.389778,-0.000000,-0.458858,0.846767,1242
7608.2252,12,0.1000,settle_A,10.0000,27.9000,79.4161,-17.9000,-0.9408,0.007789,-0.397778,-0.000000,-0.441200,0.846767,1244
7608.2303,13,0.1000,settle_A,10.0000,28.2600,77.1912,-18.2600,-1.0321,0.012149,-0.405778,-0.000000,-0.428840,0.846767,1246
7608.2353,14,0.1000,settle_A,10.0000,28.6200,75.6339,-18.6200,-1.1252,0.012801,-0.413778,-0.000000,-0.420188,0.846767,1248
7608.2404,15,0.1000,settle_A,10.0000,28.9800,74.5437,-18.9800,-1.2201,0.010857,-0.421778,-0.000000,-0.414132,0.846767,1250
7608.2455,16,0.1000,settle_A,10.0000,29.3400,73.7806,-19.3400,-1.3168,0.007097,-0.429778,-0.000000,-0.409892,0.846767,1252
7608.2505,17,0.1000,settle_A,10.0000,29.5200,62.4464,-19.5200,-1.4144,0.066065,-0.433778,-0.000000,-0.346925,0.846767,1254
7608.2557,18,0.1000,settle_A,10.0000,29.8800,65.3125,-19.8800,-1.5138,0.042142,-0.441778,-0.000000,-0.362847,0.846767,1256
7608.2608,19,0.1000,settle_A,10.0000,30.2400,67.3187,-20.2400,-1.6150,0.022996,-0.449778,-0.000000,-0.373993,0.846767,1258
7608.2658,20,0.1000,settle_A,10.0000,30.6000,68.7231,-20.6000,-1.7180,0.007194,-0.457778,-0.000000,-0.381795,0.846767,1260
7608.2709,21,0.1000,settle_A,10.0000,30.7800,58.9062,-20.7800,-1.8219,0.057733,-0.461778,-0.000000,-0.327257,0.846767,1262
7608.2760,22,0.1000,settle_A,10.0000,31.1400,62.8343,-21.1400,-1.9276,0.027910,-0.469778,-0.000000,-0.349080,0.846767,1264
7608.2811,23,0.1000,settle_A,10.0000,31.3200,54.7840,-21.3200,-2.0342,0.068634,-0.473778,-0.000000,-0.304356,0.846767,1266
7608.2861,24,0.1000,settle_A,10.0000,31.6800,59.9488,-21.6800,-2.1426,0.031940,-0.481778,-0.000000,-0.333049,0.846767,1268
7608.2912,25,0.1000,settle_A,10.0000,31.8600,52.7642,-21.8600,-2.2519,0.067855,-0.485778,-0.000000,-0.293134,0.846767,1270
7608.2963,26,0.1000,settle_A,10.0000,32.0400,47.7349,-22.0400,-2.3621,0.091795,-0.489778,-0.000000,-0.265194,0.846767,1272
7608.3013,27,0.1000,settle_A,10.0000,32.4000,55.0144,-22.4000,-2.4741,0.043353,-0.497778,-0.000000,-0.305636,0.846767,1274
7608.3064,28,0.1000,settle_A,10.0000,32.5800,49.3101,-22.5800,-2.5870,0.071044,-0.501778,-0.000000,-0.273945,0.846767,1276
7608.3115,29,0.1000,settle_A,10.0000,32.7600,45.3171,-22.7600,-2.7008,0.089228,-0.505778,-0.000000,-0.251762,0.846767,1278
7608.3166,30,0.1000,settle_A,10.0000,32.9400,42.5220,-22.9400,-2.8155,0.100756,-0.509778,-0.000000,-0.236233,0.846767,1280
7608.3217,31,0.1000,settle_A,10.0000,33.1200,40.5654,-23.1200,-2.9311,0.107626,-0.513778,-0.000000,-0.225363,0.846767,1282
7608.3268,32,0.1000,settle_A,10.0000,33.3000,39.1958,-23.3000,-3.0476,0.111235,-0.517778,-0.000000,-0.217754,0.846767,1284
7608.3318,33,0.1000,settle_A,10.0000,33.3000,27.4370,-23.3000,-3.1641,0.176561,-0.517778,-0.000000,-0.152428,0.846767,1286
7608.3369,34,0.1000,settle_A,10.0000,33.4800,30.0059,-23.4800,-3.2815,0.158290,-0.521778,-0.000000,-0.166700,0.846767,1288
7608.3420,35,0.1000,settle_A,10.0000,33.6600,31.8041,-23.6600,-3.3998,0.144300,-0.525778,-0.000000,-0.176690,0.846767,1290
7608.3471,36,0.1000,settle_A,10.0000,33.6600,22.2629,-23.6600,-3.5181,0.197306,-0.525778,-0.000000,-0.123683,0.846767,1292
7608.3522,37,0.1000,settle_A,10.0000,33.8400,26.3840,-23.8400,-3.6373,0.170411,-0.529778,-0.000000,-0.146578,0.846767,1294
7608.3573,38,0.1000,settle_A,10.0000,33.8400,18.4688,-23.8400,-3.7565,0.214385,-0.529778,-0.000000,-0.102605,0.846767,1296
7608.3624,39,0.1000,settle_A,10.0000,34.0200,23.7282,-24.0200,-3.8766,0.181166,-0.533778,-0.000000,-0.131823,0.846767,1298
7608.3674,40,0.1000,settle_A,10.0000,34.0200,16.6097,-24.0200,-3.9967,0.220713,-0.533778,-0.000000,-0.092276,0.846767,1300
7608.3725,41,0.1000,settle_A,10.0000,34.0200,11.6268,-24.0200,-4.1168,0.248396,-0.533778,-0.000000,-0.064593,0.846767,1302
7608.3776,42,0.1000,settle_A,10.0000,34.0200,8.1388,-24.0200,-4.2369,0.267774,-0.533778,-0.000000,-0.045215,0.846767,1304
7608.3827,43,0.1000,settle_A,10.0000,34.0200,5.6971,-24.0200,-4.3570,0.281338,-0.533778,-0.000000,-0.031651,0.846767,1306
7608.3878,44,0.1000,settle_A,10.0000,34.0200,3.9880,-24.0200,-4.4771,0.290834,-0.533778,-0.000000,-0.022156,0.846767,1308
7608.3929,45,0.1000,settle_A,10.0000,34.0200,2.7916,-24.0200,-4.5972,0.297480,-0.533778,-0.000000,-0.015509,0.846767,1310
7608.3979,46,0.1000,settle_A,10.0000,34.0200,1.9541,-24.0200,-4.7173,0.302133,-0.533778,-0.000000,-0.010856,0.846767,1312
7608.4030,47,0.1000,settle_A,10.0000,34.0200,1.3679,-24.0200,-4.8374,0.305390,-0.533778,-0.000000,-0.007599,0.846767,1314
7608.4081,48,0.1000,settle_A,10.0000,33.8400,-9.8425,-23.8400,-4.9566,0.371670,-0.529778,-0.000000,0.054680,0.846767,1316
7608.4132,49,0.1000,settle_A,10.0000,33.8400,-6.8897,-23.8400,-5.0758,0.355266,-0.529778,-0.000000,0.038276,0.846767,1318
7608.4182,50,0.1000,settle_A,10.0000,33.8400,-4.8228,-23.8400,-5.1950,0.343783,-0.529778,-0.000000,0.026793,0.846767,1320
7608.4233,51,0.1000,settle_A,10.0000,33.6600,-14.1760,-23.6600,-5.3133,0.399745,-0.525778,-0.000000,0.078755,0.846767,1322
7608.4284,52,0.1000,settle_A,10.0000,33.4800,-20.7232,-23.4800,-5.4307,0.440118,-0.521778,-0.000000,0.115129,0.846767,1320
7608.4335,53,0.1000,settle_A,10.0000,33.4800,-14.5062,-23.4800,-5.5481,0.405579,-0.521778,-0.000000,0.080590,0.846767,1322
7608.4385,54,0.1000,settle_A,10.0000,33.3000,-20.9544,-23.3000,-5.6646,0.445402,-0.517778,-0.000000,0.116413,0.846767,1320
7608.4436,55,0.1000,settle_A,10.0000,33.1200,-25.4681,-23.1200,-5.7802,0.474478,-0.513778,-0.000000,0.141489,0.846767,1318
7608.4487,56,0.1000,settle_A,10.0000,32.9400,-28.6276,-22.9400,-5.8949,0.496032,-0.509778,-0.000000,0.159042,0.846767,1316
7608.4538,57,0.1000,settle_A,10.0000,32.7600,-30.8393,-22.7600,-6.0087,0.512319,-0.505778,-0.000000,0.171330,0.846767,1314
7608.4588,58,0.1000,settle_A,10.0000,32.5800,-32.3875,-22.5800,-6.1216,0.524920,-0.501778,-0.000000,0.179931,0.846767,1312
7608.4640,59,0.1000,settle_A,10.0000,32.2200,-44.2713,-22.2200,-6.2327,0.598941,-0.493778,-0.000000,0.245952,0.846767,1310
7608.4690,60,0.1000,settle_A,10.0000,32.0400,-41.7899,-22.0400,-6.3429,0.589155,-0.489778,-0.000000,0.232166,0.846767,1308
7608.4741,61,0.1000,settle_A,10.0000,31.8600,-40.0529,-21.8600,-6.4522,0.583505,-0.485778,-0.000000,0.222516,0.846767,1306
7608.4792,62,0.1000,settle_A,10.0000,31.5000,-49.6370,-21.5000,-6.5597,0.644751,-0.477778,-0.000000,0.275761,0.846767,1304
7608.4843,63,0.1000,settle_A,10.0000,31.3200,-45.5459,-21.3200,-6.6663,0.626022,-0.473778,-0.000000,0.253033,0.846767,1302
7608.4894,64,0.1000,settle_A,10.0000,30.9600,-53.4822,-20.9600,-6.7711,0.678112,-0.465778,-0.000000,0.297123,0.846767,1300
7608.4944,65,0.1000,settle_A,10.0000,30.7800,-48.2375,-20.7800,-6.8750,0.652975,-0.461778,-0.000000,0.267986,0.846767,1298
7608.4995,66,0.1000,settle_A,10.0000,30.4200,-55.3663,-20.4200,-6.9771,0.700580,-0.453778,-0.000000,0.307590,0.846767,1296
7608.5046,67,0.1000,settle_A,10.0000,30.0600,-60.3564,-20.0600,-7.0774,0.736302,-0.445778,-0.000000,0.335313,0.846767,1294
7608.5097,68,0.1000,settle_A,10.0000,29.7000,-63.8495,-19.7000,-7.1759,0.763708,-0.437778,-0.000000,0.354719,0.846767,1292
7608.5147,69,0.1000,settle_A,10.0000,29.3400,-66.2946,-19.3400,-7.2726,0.785293,-0.429778,-0.000000,0.368303,0.846767,1290
7608.5198,70,0.1000,settle_A,10.0000,28.9800,-68.0062,-18.9800,-7.3675,0.802802,-0.421778,-0.000000,0.377812,0.846767,1288
7608.5249,71,0.1000,settle_A,10.0000,28.6200,-69.2044,-18.6200,-7.4606,0.817458,-0.413778,-0.000000,0.384469,0.846767,1286
7608.5300,72,0.1000,settle_A,10.0000,28.2600,-70.0431,-18.2600,-7.5519,0.830117,-0.405778,-0.000000,0.389128,0.846767,1284
7608.5350,73,0.1000,settle_A,10.0000,27.7200,-81.4301,-17.7200,-7.6405,0.905379,-0.393778,-0.000000,0.452390,0.846767,1282
7608.5401,74,0.1000,settle_A,10.0000,27.3600,-78.6011,-17.3600,-7.7273,0.897662,-0.385778,-0.000000,0.436673,0.846767,1280
7608.5452,75,0.1000,settle_A,10.0000,27.0000,-76.6208,-17.0000,-7.8123,0.894660,-0.377778,-0.000000,0.425671,0.846767,1278
7608.5502,76,0.1000,settle_A,10.0000,26.4600,-86.0345,-16.4600,-7.8946,0.958959,-0.365778,-0.000000,0.477970,0.846767,1276
7608.5553,77,0.1000,settle_A,10.0000,26.1000,-81.8242,-16.1000,-7.9751,0.943568,-0.357778,-0.000000,0.454579,0.846767,1274
7608.5604,78,0.1000,settle_A,10.0000,25.5600,-89.6769,-15.5600,-8.0529,0.999194,-0.345778,-0.000000,0.498205,0.846767,1272
7608.5655,79,0.1000,settle_A,10.0000,25.0200,-95.1738,-15.0200,-8.1280,1.000000,-0.333778,-0.000000,0.528744,0.846767,1270
7608.5705,80,0.1000,settle_A,10.0000,24.6600,-88.2217,-14.6600,-8.2013,1.000000,-0.325778,-0.000000,0.490121,0.846767,1268
7608.5756,81,0.1000,settle_A,10.0000,24.1200,-94.1552,-14.1200,-8.2719,1.000000,-0.313778,-0.000000,0.523084,0.846767,1266
7608.5807,82,0.1000,settle_A,10.0000,23.5800,-98.3086,-13.5800,-8.3398,1.000000,-0.301778,-0.000000,0.546159,0.846767,1264
7608.5858,83,0.1000,settle_A,10.0000,23.0400,-101.2160,-13.0400,-8.4050,1.000000,-0.289778,-0.000000,0.562311,0.846767,1262
7608.5918,84,0.1000,settle_A,10.0000,22.6800,-92.4512,-12.6800,-8.4684,1.000000,-0.281778,-0.000000,0.513618,0.846767,1260
7608.5970,85,0.1000,settle_A,10.0000,22.1400,-97.1159,-12.1400,-8.5291,1.000000,-0.269778,-0.000000,0.539533,0.846767,1258
7608.6020,86,0.1000,settle_A,10.0000,21.6000,-100.3811,-11.6000,-8.5871,1.000000,-0.257778,-0.000000,0.557673,0.846767,1256
7608.6071,87,0.1000,settle_A,10.0000,21.0600,-102.6668,-11.0600,-8.6424,1.000000,-0.245778,-0.000000,0.570371,0.846767,1254
7608.6122,88,0.1000,settle_A,10.0000,20.3400,-115.0667,-10.3400,-8.6941,1.000000,-0.229778,-0.000000,0.639260,0.846767,1252
7608.6173,89,0.1000,settle_A,10.0000,19.8000,-112.9467,-9.8000,-8.7431,1.000000,-0.217778,-0.000000,0.627482,0.846767,1250
7608.6223,90,0.1000,settle_A,10.0000,19.2600,-111.4627,-9.2600,-8.7894,1.000000,-0.205778,-0.000000,0.619237,0.846767,1248
7608.6274,91,0.1000,settle_A,10.0000,18.7200,-110.4239,-8.7200,-8.8330,1.000000,-0.193778,-0.000000,0.613466,0.846767,1246
7608.6325,92,0.1000,settle_A,10.0000,18.1800,-109.6967,-8.1800,-8.8739,1.000000,-0.181778,-0.000000,0.609426,0.846767,1244
7608.6375,93,0.1000,settle_A,10.0000,17.6400,-109.1877,-7.6400,-8.9121,1.000000,-0.169778,-0.000000,0.606598,0.846767,1242
7608.6426,94,0.1000,settle_A,10.0000,16.9200,-119.6314,-6.9200,-8.9467,1.000000,-0.153778,-0.000000,0.664619,0.846767,1240
7608.6477,95,0.1000,settle_A,10.0000,16.3800,-116.1420,-6.3800,-8.9786,1.000000,-0.141778,-0.000000,0.645233,0.846767,1238
7608.6528,96,0.1000,settle_A,10.0000,15.8400,-113.6994,-5.8400,-9.0078,1.000000,-0.129778,-0.000000,0.631663,0.846767,1236
7608.6579,97,0.1000,settle_A,10.0000,15.1200,-122.7896,-5.1200,-9.0334,1.000000,-0.113778,-0.000000,0.682164,0.846767,1234
7608.6629,98,0.1000,settle_A,10.0000,14.5800,-118.3527,-4.5800,-9.0563,1.000000,-0.101778,-0.000000,0.657515,0.846767,1232
7608.6682,99,0.1000,settle_A,10.0000,13.8600,-126.0469,-3.8600,-9.0756,1.000000,-0.085778,-0.000000,0.700260,0.846767,1230
7608.6733,100,0.1000,settle_A,10.0000,13.5000,-109.8328,-3.5000,-9.0931,1.000000,-0.077778,-0.000000,0.610182,0.846767,1228
7608.6784,101,0.1000,settle_A,10.0000,12.7800,-120.0830,-2.7800,-9.1070,1.000000,-0.061778,-0.000000,0.667128,0.846767,1226
7608.6834,102,0.1000,settle_A,10.0000,12.2400,-116.4581,-2.2400,-9.1182,1.000000,-0.049778,-0.000000,0.646989,0.846767,1224
7608.6885,103,0.1000,settle_A,10.0000,11.5200,-124.7207,-1.5200,-9.1258,1.000000,-0.033778,-0.000000,0.692893,0.846767,1222
7608.6936,104,0.1000,settle_A,10.0000,10.9800,-119.7045,-0.9800,-9.1307,1.000000,-0.021778,-0.000000,0.665025,0.846767,1220
7608.6987,105,0.1000,settle_A,10.0000,10.2600,-126.9931,-0.2600,-9.1320,1.000000,-0.005778,-0.000000,0.705517,0.846767,1218
7608.7037,106,0.1000,settle_A,10.0000,9.7200,-121.2952,0.2800,-9.1320,1.000000,0.006222,-0.000000,0.673862,0.846767,1216
7608.7088,107,0.1000,settle_A,10.0000,9.1800,-117.3066,0.8200,-9.1320,1.000000,0.018222,-0.000000,0.651703,0.846767,1214
7608.7139,108,0.1000,settle_A,10.0000,8.6400,-114.5146,1.3600,-9.1320,1.000000,0.030222,-0.000000,0.636192,0.846767,1212
7608.7190,109,0.1000,settle_A,10.0000,7.9200,-123.3602,2.0800,-9.1320,1.000000,0.046222,-0.000000,0.685335,0.846767,1210
7608.7241,110,0.1000,settle_A,10.0000,7.3800,-118.7522,2.6200,-9.1320,1.000000,0.058222,-0.000000,0.659734,0.846767,1208
7608.7292,111,0.1000,settle_A,10.0000,6.6600,-126.3265,3.3400,-9.1320,1.000000,0.074222,-0.000000,0.701814,0.846767,1206
7608.7343,112,0.1000,settle_A,10.0000,6.1200,-120.8286,3.8800,-9.1320,1.000000,0.086222,-0.000000,0.671270,0.846767,1204
7608.7393,113,0.1000,settle_A,10.0000,5.5800,-116.9800,4.4200,-9.1320,1.000000,0.098222,-0.000000,0.649889,0.846767,1202
7608.7444,114,0.1000,settle_A,10.0000,4.8600,-125.0860,5.1400,-9.1320,1.000000,0.114222,-0.000000,0.694922,0.846767,1200
7608.7495,115,0.1000,settle_A,10.0000,4.3200,-119.9602,5.6800,-9.1320,1.000000,0.126222,-0.000000,0.666446,0.846767,1198
7608.7545,116,0.1000,settle_A,10.0000,3.7800,-116.3721,6.2200,-9.1320,1.000000,0.138222,-0.000000,0.646512,0.846767,1196
7608.7596,117,0.1000,settle_A,10.0000,3.2400,-113.8605,6.7600,-9.1320,1.000000,0.150222,-0.000000,0.632558,0.846767,1194
7608.7647,118,0.1000,settle_A,10.0000,2.5200,-122.9023,7.4800,-9.1320,1.000000,0.166222,-0.000000,0.682791,0.846767,1192
7608.7698,119,0.1000,settle_A,10.0000,1.9800,-118.4316,8.0200,-9.1320,1.000000,0.178222,-0.000000,0.657954,0.846767,1190
7608.7748,120,0.1000,settle_A,10.0000,1.4400,-115.3022,8.5600,-9.1320,1.000000,0.190222,-0.000000,0.640568,0.846767,1188
7608.7799,121,0.1000,settle_A,10.0000,0.9000,-113.1115,9.1000,-9.1320,1.000000,0.202222,-0.000000,0.628397,0.846767,1186
7608.7850,122,0.1000,settle_A,10.0000,0.3600,-111.5781,9.6400,-9.1320,1.000000,0.214222,-0.000000,0.619878,0.846767,1184
7608.7901,123,0.1000,settle_A,10.0000,-0.1800,-110.5046,10.1800,-9.1320,1.000000,0.226222,-0.000000,0.613915,0.846767,1182
7608.7951,124,0.1000,settle_A,10.0000,-0.7200,-109.7532,10.7200,-9.1320,1.000000,0.238222,-0.000000,0.609740,0.846767,1180
7608.8002,125,0.1000,settle_A,10.0000,-1.2600,-109.2273,11.2600,-9.1320,1.000000,0.250222,-0.000000,0.606818,0.846767,1178
7608.8053,126,0.1000,settle_A,10.0000,-1.6200,-98.0591,11.6200,-9.1320,1.000000,0.258222,-0.000000,0.544773,0.846767,1176
7608.8104,127,0.1000,settle_A,10.0000,-2.1600,-101.0414,12.1600,-9.1320,1.000000,0.270222,-0.000000,0.561341,0.846767,1174
7608.8155,128,0.1000,settle_A,10.0000,-2.7000,-103.1290,12.7000,-9.1320,1.000000,0.282222,-0.000000,0.572939,0.846767,1172
7608.8205,129,0.1000,settle_A,10.0000,-3.2400,-104.5903,13.2400,-9.1320,1.000000,0.294222,-0.000000,0.581057,0.846767,1170
7608.8256,130,0.1000,settle_A,10.0000,-3.6000,-94.8132,13.6000,-9.1320,1.000000,0.302222,-0.000000,0.526740,0.846767,1168
7608.8307,131,0.1000,settle_A,10.0000,-4.1400,-98.7692,14.1400,-9.1320,1.000000,0.314222,-0.000000,0.548718,0.846767,1166
7608.8358,132,0.1000,settle_A,10.0000,-4.5000,-90.7385,14.5000,-9.1320,1.000000,0.322222,-0.000000,0.504103,0.846767,1164
7608.8408,133,0.1000,settle_A,10.0000,-5.0400,-95.9169,15.0400,-9.1320,1.000000,0.334222,-0.000000,0.532872,0.846767,1162
7608.8459,134,0.1000,settle_A,10.0000,-5.4000,-88.7418,15.4000,-9.1320,1.000000,0.342222,-0.000000,0.493010,0.846767,1160
7608.8510,135,0.1000,settle_A,10.0000,-5.7600,-83.7193,15.7600,-9.1320,1.000000,0.350222,-0.000000,0.465107,0.846767,1158
7608.8561,136,0.1000,settle_A,10.0000,-6.1200,-80.2035,16.1200,-9.1320,1.000000,0.358222,-0.000000,0.445575,0.846767,1156
7608.8612,137,0.1000,settle_A,10.0000,-6.4800,-77.7425,16.4800,-9.1320,1.000000,0.366222,-0.000000,0.431903,0.846767,1154
7608.8663,138,0.1000,settle_A,10.0000,-7.0200,-86.8197,17.0200,-9.1320,1.000000,0.378222,-0.000000,0.482332,0.846767,1152
7608.8714,139,0.1000,settle_A,10.0000,-7.2000,-71.5738,17.2000,-9.1320,1.000000,0.382222,-0.000000,0.397632,0.846767,1150
7608.8765,140,0.1000,settle_A,10.0000,-7.7400,-82.5017,17.7400,-9.1320,1.000000,0.394222,-0.000000,0.458343,0.846767,1148
7608.8816,141,0.1000,settle_A,10.0000,-7.9200,-68.5512,17.9200,-9.1320,1.000000,0.398222,-0.000000,0.380840,0.846767,1146
7608.8867,142,0.1000,settle_A,10.0000,-8.2800,-69.5858,18.2800,-9.1320,1.000000,0.406222,-0.000000,0.386588,0.846767,1144
7608.8918,143,0.1000,settle_A,10.0000,-8.6400,-70.3101,18.6400,-9.1320,1.000000,0.414222,-0.000000,0.390611,0.846767,1142
7608.8969,144,0.1000,settle_A,10.0000,-8.8200,-60.0170,18.8200,-9.1320,1.000000,0.418222,-0.000000,0.333428,0.846767,1140
7608.9019,145,0.1000,settle_A,10.0000,-9.1800,-63.6119,19.1800,-9.1320,1.000000,0.426222,-0.000000,0.353400,0.846767,1138
7608.9070,146,0.1000,settle_A,10.0000,-9.3600,-55.3284,19.3600,-9.1320,1.000000,0.430222,-0.000000,0.307380,0.846767,1136
7608.9121,147,0.1000,settle_A,10.0000,-9.5400,-49.5298,19.5400,-9.1320,1.000000,0.434222,-0.000000,0.275166,0.846767,1134
7608.9172,148,0.1000,settle_A,10.0000,-9.7200,-45.4709,19.7200,-9.1320,1.000000,0.438222,-0.000000,0.252616,0.846767,1132
7608.9222,149,0.1000,settle_A,10.0000,-9.9000,-42.6296,19.9000,-9.1320,1.000000,0.442222,-0.000000,0.236831,0.846767,1130
7608.9273,150,0.1000,settle_A,10.0000,-10.0800,-40.6407,20.0800,-9.1320,1.000000,0.446222,-0.000000,0.225782,0.846767,1128
7608.9324,151,0.1000,settle_A,10.0000,-10.2600,-39.2485,20.2600,-9.1320,1.000000,0.450222,-0.000000,0.218047,0.846767,1126
7608.9374,152,0.1000,settle_A,10.0000,-10.4400,-38.2740,20.4400,-9.1320,1.000000,0.454222,-0.000000,0.212633,0.846767,1124
7608.9425,153,0.1000,settle_A,10.0000,-10.4400,-26.7918,20.4400,-9.1320,1.000000,0.454222,-0.000000,0.148843,0.846767,1122
7608.9476,154,0.1000,settle_A,10.0000,-10.6200,-29.5542,20.6200,-9.1320,1.000000,0.458222,-0.000000,0.164190,0.846767,1120
7608.9527,155,0.1000,settle_A,10.0000,-10.8000,-31.4880,20.8000,-9.1320,1.000000,0.462222,-0.000000,0.174933,0.846767,1118
7608.9578,156,0.1000,settle_A,10.0000,-10.8000,-22.0416,20.8000,-9.1320,1.000000,0.462222,-0.000000,0.122453,0.846767,1116
7608.9628,157,0.1000,settle_A,10.0000,-10.8000,-15.4291,20.8000,-9.1320,1.000000,0.462222,-0.000000,0.085717,0.846767,1114
7608.9680,158,0.1000,settle_A,10.0000,-10.8000,-10.8004,20.8000,-9.1320,1.000000,0.462222,-0.000000,0.060002,0.846767,1112
7608.9730,159,0.1000,settle_A,10.0000,-10.8000,-7.5603,20.8000,-9.1320,1.000000,0.462222,-0.000000,0.042001,0.846767,1110
7608.9781,160,0.1000,settle_A,10.0000,-10.8000,-5.2922,20.8000,-9.1320,1.000000,0.462222,-0.000000,0.029401,0.846767,1108
7608.9832,161,0.1000,settle_A,10.0000,-10.8000,-3.7045,20.8000,-9.1320,1.000000,0.462222,-0.000000,0.020581,0.846767,1106
7608.9883,162,0.1000,settle_A,10.0000,-10.8000,-2.5932,20.8000,-9.1320,1.000000,0.462222,-0.000000,0.014406,0.846767,1104
7608.9933,163,0.1000,settle_A,10.0000,-10.6200,8.9848,20.6200,-9.1320,1.000000,0.458222,-0.000000,-0.049915,0.846767,1102
7608.9984,164,0.1000,settle_A,10.0000,-10.6200,6.2893,20.6200,-9.1320,1.000000,0.458222,-0.000000,-0.034941,0.846767,1100
7609.0035,165,0.1000,settle_A,10.0000,-10.4400,15.2025,20.4400,-9.1320,1.000000,0.454222,-0.000000,-0.084459,0.846767,1100
7609.0086,166,0.1000,settle_A,10.0000,-10.4400,10.6418,20.4400,-9.1320,1.000000,0.454222,-0.000000,-0.059121,0.846767,1100
7609.0137,167,0.1000,settle_A,10.0000,-10.2600,18.2492,20.2600,-9.1320,1.000000,0.450222,-0.000000,-0.101385,0.846767,1100
7609.0187,168,0.1000,settle_A,10.0000,-10.0800,23.5745,20.0800,-9.1320,1.000000,0.446222,-0.000000,-0.130969,0.846767,1100
7609.0238,169,0.1000,settle_A,10.0000,-9.9000,27.3021,19.9000,-9.1320,1.000000,0.442222,-0.000000,-0.151679,0.846767,1100
