t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1480
0.0069,2,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1460
0.0121,3,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1440
0.0172,4,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1420
0.0223,5,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1400
0.0274,6,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1380
0.0325,7,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1360
0.0376,8,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1340
0.0427,9,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1320
0.0478,10,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1300
0.0529,11,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1280
0.0580,12,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1260
0.0631,13,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1240
0.0682,14,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1231
0.0733,15,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1231
0.0784,16,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1231
0.0835,17,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1231
0.0886,18,-0.0000,0.0000,0.138,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1231
0.0937,19,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1231
0.0988,20,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1231
0.1039,21,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1231
0.1090,22,-0.0000,0.0000,0.0934,50.00,82.47,132.47,50.0000,0.0000,0.650000,0.833333,0.000417,-0.000000,0.184414,1231
