t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1480
0.0052,2,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1460
0.0103,3,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1440
0.0154,4,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1420
0.0205,5,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1400
0.0255,6,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1380
0.0306,7,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1360
0.0357,8,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1340
0.0410,9,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1320
0.0461,10,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1300
0.0511,11,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1280
0.0562,12,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.0613,13,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.0664,14,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.0714,15,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.0765,16,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.0816,17,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.0867,18,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.0918,19,-0.0000,0.0000,0.1827,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.0968,20,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1019,21,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1070,22,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1121,23,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1171,24,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1222,25,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1273,26,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1324,27,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1375,28,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1425,29,-0.0000,0.0000,0.1392,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1476,30,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1527,31,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1578,32,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1628,33,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1679,34,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1730,35,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1781,36,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1831,37,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1882,38,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1933,39,-0.0000,0.0000,0.1922,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.1984,40,-0.0000,0.0000,0.1635,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.2038,41,-0.0000,0.0000,0.1635,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.2089,42,-0.0000,0.0000,0.1635,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.2140,43,-0.0000,0.0000,0.1635,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,-0.000000,0.033121,1268
0.2191,44,0.1800,10.8000,0.1635,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.060000,0.033121,1268
0.2242,45,0.1800,7.5600,0.1635,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.042000,0.033121,1268
0.2292,46,-0.0000,-5.5080,0.1635,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,0.030600,0.033121,1268
0.2343,47,-0.0000,-3.8556,0.1635,90.00,82.39,172.39,90.0000,0.0000,0.550000,1.200000,0.001250,0.021420,0.033121,1268
0.2394,48,0.1800,8.1011,0.1635,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.045006,0.033121,1268
0.2445,49,0.1800,5.6708,0.1635,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.031504,0.033121,1268
0.2495,50,0.1800,3.9695,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.022053,0.033121,1268
0.2546,51,0.1800,2.7787,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.015437,0.033121,1268
0.2597,52,0.1800,1.9451,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.010806,0.033121,1268
0.2648,53,0.1800,1.3615,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.007564,0.033121,1268
0.2698,54,0.1800,0.9531,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.005295,0.033121,1268
0.2749,55,0.1800,0.6672,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.003706,0.033121,1268
0.2800,56,0.1800,0.4670,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.002595,0.033121,1268
0.2851,57,0.1800,0.3269,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.001816,0.033121,1268
0.2901,58,0.1800,0.2288,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.001271,0.033121,1268
0.2952,59,0.1800,0.1602,0.1156,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.000890,0.033121,1268
0.3003,60,0.1800,0.1121,0.0058,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.000623,0.033121,1268
0.3053,61,0.1800,0.0785,0.0058,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.000436,0.033121,1268
0.3104,62,0.1800,0.0549,0.0058,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.000305,0.033121,1268
0.3155,63,0.1800,0.0385,0.0058,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.000214,0.033121,1268
0.3206,64,0.1800,0.0269,0.0058,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.000150,0.033121,1268
0.3256,65,0.1800,0.0188,0.0058,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.000105,0.033121,1268
0.3307,66,0.1800,0.0132,0.0058,90.00,82.39,172.39,89.8200,0.0000,0.550000,1.197600,0.001247,-0.000073,0.033121,1268
0.3358,67,0.3600,10.8092,0.0058,90.00,82.39,172.39,89.6400,0.0000,0.550000,1.195200,0.001245,-0.060051,0.033121,1268
0.3409,68,0.3600,7.5665,0.0058,90.00,82.39,172.39,89.6400,0.0000,0.550000,1.195200,0.001245,-0.042036,0.033121,1268
