t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-0.3994,0.009229,-0.221886,-0.000666,0.000000,0.231780,1471,2.0398
0.0201,2,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-0.7988,0.008563,-0.221886,-0.001331,0.000000,0.231780,1471,2.0398
0.0402,3,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-1.1982,0.007898,-0.221886,-0.001997,0.000000,0.231780,1472,2.0398
0.0603,4,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-1.5976,0.007232,-0.221886,-0.002663,0.000000,0.231780,1472,2.0398
0.0804,5,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-1.9970,0.006566,-0.221886,-0.003328,0.000000,0.231780,1472,2.0398
0.1005,6,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-2.3964,0.005901,-0.221886,-0.003994,0.000000,0.231780,1472,2.0398
0.1206,7,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-2.7958,0.005235,-0.221886,-0.004660,0.000000,0.231780,1473,2.0398
0.1407,8,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-3.1952,0.004569,-0.221886,-0.005325,0.000000,0.231780,1473,2.0398
0.1608,9,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-3.5945,0.003904,-0.221886,-0.005991,0.000000,0.231780,1473,2.0398
0.1809,10,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-3.9939,0.003238,-0.221886,-0.006657,0.000000,0.231780,1473,2.0398
0.2010,11,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-4.3933,0.002572,-0.221886,-0.007322,0.000000,0.231780,1474,2.0398
0.2211,12,-0.0303,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9697,-4.7927,0.001907,-0.221886,-0.007988,0.000000,0.231780,1474,2.0398
0.2412,13,-0.0241,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9759,-5.1922,0.001172,-0.221955,-0.008654,0.000000,0.231780,1474,2.0336
0.2613,14,-0.0241,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9759,-5.5918,0.000506,-0.221955,-0.009320,0.000000,0.231780,1474,2.0336
0.2814,15,-0.0241,-0.0000,-0.0002,-0.0000,-20.00,87.99,67.99,-19.9759,-5.9913,-0.000160,-0.221955,-0.009985,0.000000,0.231780,1524,2.0336
0.3015,16,-0.0209,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9791,-6.3909,-0.000862,-0.221991,-0.010651,0.000000,0.231780,1525,2.0304
0.3216,17,-0.0209,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9791,-6.7904,-0.001528,-0.221991,-0.011317,0.000000,0.231780,1525,2.0304
0.3417,18,-0.0147,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9853,-7.1902,-0.002263,-0.222059,-0.011984,0.000000,0.231780,1525,2.0242
0.3619,19,-0.0147,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9853,-7.5899,-0.002929,-0.222059,-0.012650,0.000000,0.231780,1526,2.0242
0.3820,20,-0.0147,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9853,-7.9896,-0.003595,-0.222059,-0.013316,0.000000,0.231780,1526,2.0242
0.4021,21,-0.0147,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9853,-8.3893,-0.004261,-0.222059,-0.013982,0.000000,0.231780,1526,2.0242
0.4222,22,-0.0147,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9853,-8.7890,-0.004927,-0.222059,-0.014648,0.000000,0.231780,1526,2.0242
0.4423,23,-0.0147,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9853,-9.1887,-0.005594,-0.222059,-0.015314,0.000000,0.231780,1527,2.0242
0.4624,24,-0.0147,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9853,-9.5884,-0.006260,-0.222059,-0.015981,0.000000,0.231780,1527,2.0242
0.4825,25,-0.0147,-0.0000,-0.0001,-0.0000,-20.00,87.99,67.99,-19.9853,-9.9881,-0.006926,-0.222059,-0.016647,0.000000,0.231780,1527,2.0242
0.5026,26,-0.0147,-0.0000,-0.0001,-0.1119,-20.00,87.99,67.99,-19.9853,-10.3878,-0.007219,-0.222059,-0.017313,0.000373,0.231780,1527,2.0242
0.5227,27,-0.0147,-0.0000,-0.0001,-0.1119,-20.00,87.99,67.99,-19.9853,-10.7875,-0.007885,-0.222059,-0.017979,0.000373,0.231780,1527,2.0242
0.5428,28,-0.0397,-0.0000,-0.0004,-0.1119,-20.00,87.99,67.99,-19.9603,-11.1867,-0.008272,-0.221781,-0.018645,0.000373,0.231780,1528,2.0493
0.5629,29,-0.0397,-0.1800,-0.0004,-0.8952,-20.00,87.99,67.99,-19.9603,-11.5859,-0.006326,-0.221781,-0.019310,0.002984,0.231780,1527,2.0493
0.5830,30,-0.0397,-0.1800,-0.0004,-0.8952,-20.00,87.99,67.99,-19.9603,-11.9851,-0.006991,-0.221781,-0.019975,0.002984,0.231780,1527,2.0493
0.6031,31,-0.0869,-0.1800,-0.001,-1.0072,-20.00,87.99,67.99,-19.9131,-12.3834,-0.006758,-0.221256,-0.020639,0.003357,0.231780,1527,2.0965
0.6232,32,-0.0869,-0.1800,-0.001,-1.0072,-20.00,87.99,67.99,-19.9131,-12.7817,-0.007421,-0.221256,-0.021303,0.003357,0.231780,1527,2.0965
0.6433,33,-0.1277,-0.1800,-0.0014,-1.0072,-20.00,87.99,67.99,-19.8723,-13.1791,-0.007631,-0.220804,-0.021965,0.003357,0.231780,1527,2.1372
0.6635,34,-0.1277,-0.1800,-0.0014,-0.6714,-20.00,87.99,67.99,-19.8723,-13.5766,-0.009413,-0.220804,-0.022628,0.002238,0.231780,1528,2.1372
0.6836,35,-0.1277,-0.1800,-0.0014,-0.6714,-20.00,87.99,67.99,-19.8723,-13.9740,-0.010075,-0.220804,-0.023290,0.002238,0.231780,1528,2.1372
0.7037,36,-0.1593,-0.1800,0.0017,0.5595,-20.00,87.99,67.99,-19.8407,-14.3708,-0.014489,-0.220453,-0.023951,-0.001865,0.231780,1530,2.1688
0.7238,37,-0.1593,-0.1800,0.0017,0.5595,-20.00,87.99,67.99,-19.8407,-14.7676,-0.015150,-0.220453,-0.024613,-0.001865,0.231780,1530,2.1688
0.7438,38,-0.1406,-0.1800,-0.0018,0.5595,-20.00,87.99,67.99,-19.8594,-15.1648,-0.016019,-0.220660,-0.025275,-0.001865,0.231780,1531,2.1502
0.7639,39,-0.1406,-0.1800,-0.0018,0.5595,-20.00,87.99,67.99,-19.8594,-15.5620,-0.016681,-0.220660,-0.025937,-0.001865,0.231780,1531,2.1502
0.7840,40,-0.1406,-0.1800,-0.0018,0.5595,-20.00,87.99,67.99,-19.8594,-15.9592,-0.017343,-0.220660,-0.026599,-0.001865,0.231780,1531,2.1502
0.8041,41,-0.1282,-0.1800,-0.0018,0.3357,-20.00,87.99,67.99,-19.8718,-16.3566,-0.017397,-0.220797,-0.027261,-0.001119,0.231780,1531,2.1378
0.8242,42,-0.1282,-0.1800,-0.0018,0.3357,-20.00,87.99,67.99,-19.8718,-16.7541,-0.018060,-0.220797,-0.027923,-0.001119,0.231780,1531,2.1378
0.8443,43,-0.1380,-0.1800,0.0014,0.3357,-20.00,87.99,67.99,-19.8620,-17.1513,-0.018613,-0.220689,-0.028586,-0.001119,0.231780,1531,2.1475
0.8644,44,-0.1380,-0.1800,0.0014,-0.3357,-20.00,87.99,67.99,-19.8620,-17.5485,-0.017037,-0.220689,-0.029248,0.001119,0.231780,1531,2.1475
0.8845,45,-0.1380,-0.1800,0.0014,-0.3357,-20.00,87.99,67.99,-19.8620,-17.9458,-0.017699,-0.220689,-0.029910,0.001119,0.231780,1531,2.1475
0.9047,46,-0.1756,-0.1800,0.0091,-0.6714,-20.00,87.99,67.99,-19.8244,-18.3423,-0.016823,-0.220271,-0.030570,0.002238,0.231780,1531,2.1852
0.9248,47,-0.1756,-0.1800,0.0091,-0.6714,-20.00,87.99,67.99,-19.8244,-18.7388,-0.017484,-0.220271,-0.031231,0.002238,0.231780,1531,2.1852
0.9449,48,-0.2196,-0.1800,0.0086,-0.6714,-20.00,87.99,67.99,-19.7804,-19.1344,-0.017655,-0.219782,-0.031891,0.002238,0.231780,1531,2.2291
0.9650,49,-0.2196,-0.1800,0.0086,-0.2238,-20.00,87.99,67.99,-19.7804,-19.5300,-0.019806,-0.219782,-0.032550,0.000746,0.231780,1532,2.2291
0.9850,50,-0.2196,-0.1800,0.0086,-0.2238,-20.00,87.99,67.99,-19.7804,-19.9256,-0.020465,-0.219782,-0.033209,0.000746,0.231780,1532,2.2291
1.0051,51,-0.2511,-0.1800,0.008,-0.1119,-20.00,87.99,67.99,-19.7489,-20.3206,-0.021146,-0.219432,-0.033868,0.000373,0.231780,1532,2.2607
1.0253,52,-0.2511,-0.1800,0.008,-0.1119,-20.00,87.99,67.99,-19.7489,-20.7155,-0.021804,-0.219432,-0.034526,0.000373,0.231780,1533,2.2607
1.0454,53,-0.2700,-0.1800,0.0077,-0.1119,-20.00,87.99,67.99,-19.7300,-21.1101,-0.022252,-0.219222,-0.035184,0.000373,0.231780,1533,2.2796
1.0655,54,-0.2700,-0.1800,0.0077,0.1119,-20.00,87.99,67.99,-19.7300,-21.5047,-0.023656,-0.219222,-0.035841,-0.000373,0.231780,1533,2.2796
1.0856,55,-0.2700,-0.1800,0.0077,0.1119,-20.00,87.99,67.99,-19.7300,-21.8993,-0.024313,-0.219222,-0.036499,-0.000373,0.231780,1534,2.2796
1.1057,56,-0.2609,-0.1800,0.0076,0.5595,-20.00,87.99,67.99,-19.7391,-22.2941,-0.026565,-0.219324,-0.037157,-0.001865,0.231780,1534,2.2704
1.1258,57,-0.2609,-0.1800,0.0076,0.5595,-20.00,87.99,67.99,-19.7391,-22.6889,-0.027223,-0.219324,-0.037815,-0.001865,0.231780,1535,2.2704
1.1460,58,-0.2515,-0.1800,-0.0041,0.5595,-20.00,87.99,67.99,-19.7485,-23.0839,-0.027985,-0.219427,-0.038473,-0.001865,0.231780,1535,2.2611
1.1661,59,-0.2515,-0.1800,-0.0041,-0.0000,-20.00,87.99,67.99,-19.7485,-23.4788,-0.026778,-0.219427,-0.039131,0.000000,0.231780,1535,2.2611
1.1862,60,-0.2515,-0.1800,-0.0041,-0.0000,-20.00,87.99,67.99,-19.7485,-23.8738,-0.027437,-0.219427,-0.039790,0.000000,0.231780,1535,2.2611
1.2064,61,-0.2579,-0.1800,0.0075,-0.1119,-20.00,87.99,67.99,-19.7421,-24.2687,-0.027651,-0.219357,-0.040448,0.000373,0.231780,1535,2.2675
1.2265,62,-0.2579,-0.1800,0.0075,-0.1119,-20.00,87.99,67.99,-19.7421,-24.6635,-0.028309,-0.219357,-0.041106,0.000373,0.231780,1535,2.2675
1.2466,63,-0.2768,-0.1800,0.0072,-0.1119,-20.00,87.99,67.99,-19.7232,-25.0580,-0.028757,-0.219147,-0.041763,0.000373,0.231780,1535,2.2863
1.2667,64,-0.2768,-0.1800,0.0072,-0.4476,-20.00,87.99,67.99,-19.7232,-25.4524,-0.028295,-0.219147,-0.042421,0.001492,0.231780,1535,2.2863
1.2867,65,-0.2768,-0.1800,0.0072,-0.4476,-20.00,87.99,67.99,-19.7232,-25.8469,-0.028952,-0.219147,-0.043078,0.001492,0.231780,1535,2.2863
1.3068,66,-0.3019,-0.1800,0.0068,-0.3357,-20.00,87.99,67.99,-19.6981,-26.2408,-0.029703,-0.218868,-0.043735,0.001119,0.231780,1536,2.3114
1.3269,67,-0.3019,-0.1800,0.0068,-0.3357,-20.00,87.99,67.99,-19.6981,-26.6348,-0.030360,-0.218868,-0.044391,0.001119,0.231780,1536,2.3114
1.3470,68,-0.3364,-0.1800,0.0063,-0.1119,-20.00,87.99,67.99,-19.6636,-27.0281,-0.031378,-0.218484,-0.045047,0.000373,0.231780,1536,2.346
1.3671,69,-0.3364,-0.1800,0.0063,-0.1119,-20.00,87.99,67.99,-19.6636,-27.4214,-0.032033,-0.218484,-0.045702,0.000373,0.231780,1537,2.346
1.3872,70,-0.3364,-0.1800,0.0063,-0.1119,-20.00,87.99,67.99,-19.6636,-27.8146,-0.032689,-0.218484,-0.046358,0.000373,0.231780,1537,2.346
1.4072,71,-0.3585,-0.1800,0.0059,-0.1119,-20.00,87.99,67.99,-19.6415,-28.2075,-0.033098,-0.218238,-0.047012,0.000373,0.231780,1537,2.3681
1.4273,72,-0.3585,-0.1800,0.0059,-0.1119,-20.00,87.99,67.99,-19.6415,-28.6003,-0.033752,-0.218238,-0.047667,0.000373,0.231780,1537,2.3681
1.4474,73,-0.3709,-0.1800,0.0058,-0.1119,-20.00,87.99,67.99,-19.6291,-28.9929,-0.034269,-0.218101,-0.048321,0.000373,0.231780,1537,2.3805
1.4675,74,-0.3709,-0.1800,0.0058,-0.3357,-20.00,87.99,67.99,-19.6291,-29.3854,-0.034177,-0.218101,-0.048976,0.001119,0.231780,1537,2.3805
