t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1520,17.5254
0.0051,2,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1540,17.5254
0.0102,3,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1560,17.5254
0.0153,4,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1580,17.5254
0.0204,5,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1600,17.5254
0.0255,6,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1620,17.5254
0.0319,7,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1640,17.5254
0.0370,8,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1660,17.5254
0.0425,9,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1680,17.5254
0.0476,10,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1700,17.5254
0.0527,11,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1720,17.5254
0.0577,12,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1740,17.5254
0.0628,13,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.0679,14,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.0729,15,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.0780,16,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.0831,17,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.0882,18,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.0932,19,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.0983,20,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1034,21,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1085,22,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1135,23,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1186,24,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1237,25,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1288,26,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1339,27,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1395,28,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1446,29,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1497,30,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1548,31,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1598,32,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1649,33,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1700,34,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1751,35,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1801,36,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
0.1852,37,0.0181,-0.0000,0.0051,-0.0000,-60.00,72.46,12.46,-60.0181,0.0000,-0.600000,-1.000302,-0.000667,0.000000,0.021570,1750,17.5254
