t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,-0.0000,0.0000,-0.0000,-1.2183,-4.4986,20.00,81.86,20.0000,0.1000,0.752396,0.555556,0.001111,-0.000000,0.195729,1480
0.0096,2,enc,0,-0.0000,0.0000,-0.0000,-1.2183,-4.4986,20.00,81.86,20.0000,0.2000,0.753507,0.555556,0.002222,-0.000000,0.195729,1460
0.0147,3,enc,1,-0.0000,0.0000,-0.0000,-1.1984,-4.4084,20.00,81.86,20.0000,0.3000,0.754618,0.555556,0.003333,-0.000000,0.195729,1440
0.0198,4,enc,0,-0.0000,0.0000,-0.0000,-1.1984,-4.3968,20.00,81.86,20.0000,0.4000,0.755729,0.555556,0.004444,-0.000000,0.195729,1420
0.0249,5,enc,0,-0.1800,-10.8000,-0.1800,-1.2042,-4.3968,20.00,81.86,20.1800,0.5009,0.857850,0.560556,0.005566,0.096000,0.195729,1400
0.0300,6,enc,1,-0.1800,-7.5600,-0.1800,-1.1844,-4.3072,20.00,81.86,20.1800,0.6018,0.830171,0.560556,0.006687,0.067200,0.195729,1380
0.0350,7,enc,0,-0.1800,-5.2920,-0.1800,-1.1844,-4.3144,20.00,81.86,20.1800,0.7027,0.811133,0.560556,0.007808,0.047040,0.195729,1360
0.0401,8,enc,0,-0.1800,-3.7044,-0.1800,-1.1773,-4.2006,20.00,81.86,20.1800,0.8036,0.798142,0.560556,0.008929,0.032928,0.195729,1340
0.0452,9,enc,1,-0.1800,-2.5931,-0.1800,-1.1294,-4.147,20.00,81.86,20.1800,0.9045,0.789384,0.560556,0.010050,0.023050,0.195729,1320
0.0503,10,enc,0,-0.1800,-1.8152,-0.1800,-1.1294,-4.1544,20.00,81.86,20.1800,1.0054,0.783591,0.560556,0.011171,0.016135,0.195729,1300
0.0554,11,enc,1,-0.1800,-1.2706,-0.1800,-1.1153,-4.0478,20.00,81.86,20.1800,1.1063,0.779871,0.560556,0.012292,0.011294,0.195729,1280
0.0605,12,enc,1,-0.1800,-0.8894,-0.1800,-1.0991,-4.0133,20.00,81.86,20.1800,1.2072,0.777604,0.560556,0.013413,0.007906,0.195729,1260
0.0655,13,enc,1,-0.1800,-0.6226,-0.1800,-1.1047,-4.0024,20.00,81.86,20.1800,1.3081,0.776353,0.560556,0.014534,0.005534,0.195729,1240
0.0706,14,enc,1,-0.1800,-0.4358,-0.1800,-1.085,-3.9152,20.00,81.86,20.1800,1.4090,0.775814,0.560556,0.015656,0.003874,0.195729,1220
0.0757,15,enc,1,-0.1800,-0.3051,-0.1800,-1.0502,-3.8457,20.00,81.86,20.1800,1.5099,0.775773,0.560556,0.016777,0.002712,0.195729,1200
0.0808,16,enc,1,-0.1800,-0.2136,-0.1800,-1.0799,-3.86,20.00,81.86,20.1800,1.6108,0.776081,0.560556,0.017898,0.001898,0.195729,1183
0.0859,17,enc,1,-0.1800,-0.1495,-0.1800,-1.0235,-3.7675,20.00,81.86,20.1800,1.7117,0.776632,0.560556,0.019019,0.001329,0.195729,1183
0.0910,18,enc,1,-0.1800,-0.1046,-0.1800,-1.0163,-3.6632,20.00,81.86,20.1800,1.8126,0.777355,0.560556,0.020140,0.000930,0.195729,1183
0.0962,19,enc,1,-0.1800,-0.0732,-0.1800,-0.9694,-3.6134,20.00,81.86,20.1800,1.9135,0.778197,0.560556,0.021261,0.000651,0.195729,1183
0.1013,20,enc,1,-0.3600,-10.8513,-0.3600,-0.9498,-3.5284,20.00,81.86,20.3600,2.0153,0.880133,0.565556,0.022392,0.096456,0.195729,1163
0.1064,21,enc,1,-0.3600,-7.5959,-0.3600,-0.9517,-3.4671,20.00,81.86,20.3600,2.1171,0.852327,0.565556,0.023523,0.067519,0.195729,1155
0.1115,22,enc,1,-0.3600,-5.3171,-0.3600,-0.9321,-3.383,20.00,81.86,20.3600,2.2189,0.833203,0.565556,0.024654,0.047263,0.195729,1162
0.1166,23,enc,1,-0.3600,-3.7220,-0.3600,-0.9339,-3.3223,20.00,81.86,20.3600,2.3207,0.820155,0.565556,0.025786,0.033084,0.195729,1167
0.1216,24,enc,1,-0.3600,-2.6054,-0.3600,-0.9143,-3.239,20.00,81.86,20.3600,2.4225,0.811360,0.565556,0.026917,0.023159,0.195729,1170
0.1267,25,enc,1,-0.3600,-1.8238,-0.3600,-0.9037,-3.1974,20.00,81.86,20.3600,2.5243,0.805544,0.565556,0.028048,0.016211,0.195729,1172
0.1318,26,enc,1,-0.3600,-1.2766,-0.3600,-0.8841,-3.1149,20.00,81.86,20.3600,2.6261,0.801812,0.565556,0.029179,0.011348,0.195729,1174
0.1369,27,enc,1,-0.3600,-0.8936,-0.3600,-0.8464,-2.9991,20.00,81.86,20.3600,2.7279,0.799538,0.565556,0.030310,0.007944,0.195729,1175
0.1420,28,enc,1,-0.5400,-11.4256,-0.5400,-0.827,-2.9175,20.00,81.86,20.5400,2.8306,0.899296,0.570556,0.031451,0.101560,0.195729,1155
0.1471,29,enc,1,-0.5400,-7.9979,-0.5400,-0.8164,-2.7966,20.00,81.86,20.5400,2.9333,0.869969,0.570556,0.032592,0.071092,0.195729,1148
0.1522,30,enc,0,-0.5400,-5.5985,-0.5400,-0.7969,-2.7966,20.00,81.86,20.5400,3.0360,0.849783,0.570556,0.033733,0.049765,0.195729,1156
0.1574,31,enc,1,-0.5400,-3.9190,-0.5400,-0.7474,-2.7016,20.00,81.86,20.5400,3.1387,0.835994,0.570556,0.034874,0.034835,0.195729,1161
0.1625,32,enc,1,-0.5400,-2.7433,-0.5400,-0.7368,-2.6625,20.00,81.86,20.5400,3.2414,0.826685,0.570556,0.036016,0.024385,0.195729,1164
0.1679,33,enc,1,-0.5400,-1.9203,-0.5400,-0.6767,-2.4228,20.00,81.86,20.5400,3.3441,0.820511,0.570556,0.037157,0.017069,0.195729,1167
0.1729,34,enc,0,-0.5400,-1.3442,-0.5400,-0.6767,-2.4228,20.00,81.86,20.5400,3.4468,0.816531,0.570556,0.038298,0.011948,0.195729,1168
0.1780,35,enc,1,-0.7200,-11.7409,-0.7200,-0.6624,-2.3368,20.00,81.86,20.7200,3.5504,0.915098,0.575556,0.039449,0.104364,0.195729,1148
0.1831,36,enc,1,-0.7200,-8.2187,-0.7200,-0.6432,-2.2589,20.00,81.86,20.7200,3.6540,0.884940,0.575556,0.040600,0.073055,0.195729,1143
0.1882,37,enc,1,-0.7200,-5.7531,-0.7200,-0.6289,-2.1741,20.00,81.86,20.7200,3.7576,0.864174,0.575556,0.041751,0.051138,0.195729,1150
0.1933,38,enc,1,-0.7200,-4.0271,-0.7200,-0.5717,-2.0433,20.00,81.86,20.7200,3.8612,0.849984,0.575556,0.042902,0.035797,0.195729,1156
0.1983,39,enc,1,-0.7200,-2.8190,-0.7200,-0.5573,-1.9599,20.00,81.86,20.7200,3.9648,0.840396,0.575556,0.044053,0.025058,0.195729,1159
0.2034,40,enc,1,-0.7200,-1.9733,-0.7200,-0.5467,-1.8018,20.00,81.86,20.7200,4.0684,0.834030,0.575556,0.045204,0.017540,0.195729,1162
0.2085,41,enc,0,-0.9000,-12.1813,-0.9000,-0.5239,-1.8018,20.00,81.86,20.9000,4.1729,0.930929,0.580556,0.046366,0.108278,0.195729,1142
0.2135,42,enc,1,-0.9000,-8.5269,-0.9000,-0.5095,-1.7203,20.00,81.86,20.9000,4.2774,0.899606,0.580556,0.047527,0.075795,0.195729,1137
0.2186,43,enc,1,-0.9000,-5.9688,-0.9000,-0.4951,-1.6393,20.00,81.86,20.9000,4.3819,0.878029,0.580556,0.048688,0.053056,0.195729,1145
0.2237,44,enc,1,-0.9000,-4.1782,-0.9000,-0.4386,-1.4335,20.00,81.86,20.9000,4.4864,0.863273,0.580556,0.049849,0.037139,0.195729,1151
0.2288,45,enc,0,-0.9000,-2.9247,-0.9000,-0.4241,-1.4335,20.00,81.86,20.9000,4.5909,0.853292,0.580556,0.051010,0.025998,0.195729,1155
0.2338,46,enc,1,-0.9000,-2.0473,-0.9000,-0.3763,-1.3483,20.00,81.86,20.9000,4.6954,0.846654,0.580556,0.052171,0.018198,0.195729,1157
0.2389,47,enc,1,-1.0800,-12.2331,-1.0800,-0.3537,-1.2306,20.00,81.86,21.0800,4.8008,0.943366,0.585556,0.053342,0.108739,0.195729,1137
0.2440,48,enc,1,-1.0800,-8.5632,-1.0800,-0.3392,-1.0252,20.00,81.86,21.0800,4.9062,0.911915,0.585556,0.054513,0.076117,0.195729,1133
0.2491,49,enc,0,-1.0800,-5.9942,-1.0800,-0.288,-1.0252,20.00,81.86,21.0800,5.0116,0.890251,0.585556,0.055684,0.053282,0.195729,1141
