t_s,iteration,psi_enc_deg,psi_dot_enc_dps,phi_yaw_deg,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,-0.0000,0.0000,0.1708,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1480
0.0077,2,-0.0000,0.0000,0.1708,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1460
0.0128,3,-0.0000,0.0000,0.1708,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1440
0.0187,4,-0.0000,0.0000,0.1708,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1420
0.0241,5,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1400
0.0293,6,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1380
0.0347,7,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1360
0.0398,8,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1340
0.0456,9,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1320
0.0508,10,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1300
0.0559,11,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1280
0.0610,12,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
0.0661,13,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
0.0717,14,-0.0000,0.0000,0.1975,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
0.0769,15,-0.0000,0.0000,0.129,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
0.0820,16,-0.0000,0.0000,0.129,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
0.0872,17,-0.0000,0.0000,0.129,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
0.0923,18,-0.0000,0.0000,0.129,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
0.0979,19,-0.0000,0.0000,0.129,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
0.1030,20,-0.0000,0.0000,0.129,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
0.1081,21,-0.0000,0.0000,0.129,90.00,85.23,175.23,90.0000,0.0000,0.550000,0.750000,0.001500,-0.000000,0.020805,1268
