t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_norm_unsat,u_p,u_d,u_g,pwm_target_us,pwm_actual_us,pitch_raw_deg
0.5226,27,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.160142,0.160142,0.055556,0.000000,0.104587,1414,1419,-82.0145
0.5427,28,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.160142,0.160142,0.055556,0.000000,0.104587,1414,1416,-82.0145
0.5628,29,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.160142,0.160142,0.055556,0.000000,0.104587,1414,1414,-82.0145
0.5829,30,-0.0000,-0.0000,-0.3357,5.00,5.0000,0.163127,0.163127,0.055556,0.002984,0.104587,1413,1413,-81.9894
0.6030,31,-0.0000,-0.0000,-0.3357,5.00,5.0000,0.163127,0.163127,0.055556,0.002984,0.104587,1413,1413,-81.9894
0.6231,32,-0.0000,-0.0000,-0.3357,5.00,5.0000,0.163127,0.163127,0.055556,0.002984,0.104587,1413,1413,-81.9894
0.6432,33,-0.0000,-0.0000,-2.0143,5.00,5.0000,0.178047,0.178047,0.055556,0.017905,0.104587,1408,1410,-82.0436
0.6633,34,0.1800,0.1800,-2.0143,5.00,4.8200,0.176047,0.176047,0.053556,0.017905,0.104587,1408,1408,-82.0436
0.6834,35,0.1800,0.1800,-1.5667,5.00,4.8200,0.172069,0.172069,0.053556,0.013926,0.104587,1410,1410,-82.1123
0.7035,36,0.1800,0.1800,-1.5667,5.00,4.8200,0.172069,0.172069,0.053556,0.013926,0.104587,1410,1410,-82.1123
0.7236,37,0.1800,0.1800,-1.5667,5.00,4.8200,0.172069,0.172069,0.053556,0.013926,0.104587,1410,1410,-82.1968
0.7437,38,0.1800,0.3600,-2.0143,5.00,4.8200,0.176047,0.176047,0.053556,0.017905,0.104587,1408,1408,-82.1968
0.7639,39,0.3600,0.3600,-2.0143,5.00,4.6400,0.174047,0.174047,0.051556,0.017905,0.104587,1409,1409,-82.1968
0.7840,40,0.3600,0.3600,-2.0143,5.00,4.6400,0.174047,0.174047,0.051556,0.017905,0.104587,1409,1409,-82.3293
0.8041,41,0.3600,0.3600,-2.0143,5.00,4.6400,0.174047,0.174047,0.051556,0.017905,0.104587,1409,1409,-82.3293
0.8242,42,0.5400,0.5400,-2.0143,5.00,4.4600,0.172047,0.172047,0.049556,0.017905,0.104587,1410,1410,-82.4292
0.8443,43,0.5400,0.5400,-2.4619,5.00,4.4600,0.176026,0.176026,0.049556,0.021884,0.104587,1408,1408,-82.4292
0.8644,44,0.5400,0.5400,-2.4619,5.00,4.4600,0.176026,0.176026,0.049556,0.021884,0.104587,1408,1408,-82.4292
0.8845,45,0.5400,0.5400,-3.1334,5.00,4.4600,0.181995,0.181995,0.049556,0.027852,0.104587,1406,1406,-82.5238
0.9046,46,0.7200,0.7200,-3.1334,5.00,4.2800,0.179995,0.179995,0.047556,0.027852,0.104587,1407,1407,-82.5238
0.9247,47,0.7200,0.7200,-3.1334,5.00,4.2800,0.179995,0.179995,0.047556,0.027852,0.104587,1407,1407,-82.6443
0.9448,48,0.7200,0.7200,-2.3500,5.00,4.2800,0.173032,0.173032,0.047556,0.020889,0.104587,1410,1410,-82.6443
0.9649,49,0.9000,0.9000,-2.3500,5.00,4.1000,0.171032,0.171032,0.045556,0.020889,0.104587,1410,1410,-82.6443
0.9850,50,0.9000,0.9000,-2.4619,5.00,4.1000,0.172026,0.172026,0.045556,0.021884,0.104587,1410,1410,-82.8083
1.0051,51,0.9000,0.9000,-2.4619,5.00,4.1000,0.172026,0.172026,0.045556,0.021884,0.104587,1410,1410,-82.8083
1.0252,52,0.9000,0.9000,-2.4619,5.00,4.1000,0.172026,0.172026,0.045556,0.021884,0.104587,1410,1410,-82.9140
1.0453,53,1.0800,1.0800,-2.5738,5.00,3.9200,0.171021,0.171021,0.043556,0.022879,0.104587,1410,1410,-82.9140
1.0654,54,1.0800,1.0800,-2.5738,5.00,3.9200,0.171021,0.171021,0.043556,0.022879,0.104587,1410,1410,-82.9140
1.0855,55,1.0800,1.0800,-1.3429,5.00,3.9200,0.160079,0.160079,0.043556,0.011937,0.104587,1414,1413,-82.9966
1.1057,56,1.0800,1.0800,-1.3429,5.00,3.9200,0.160079,0.160079,0.043556,0.011937,0.104587,1414,1414,-82.9966
1.1258,57,1.0800,1.0800,-1.3429,5.00,3.9200,0.160079,0.160079,0.043556,0.011937,0.104587,1414,1414,-83.1093
1.1459,58,1.2600,1.2600,-1.1191,5.00,3.7400,0.156090,0.156090,0.041556,0.009947,0.104587,1416,1416,-83.1093
1.1660,59,1.2600,1.2600,-1.1191,5.00,3.7400,0.156090,0.156090,0.041556,0.009947,0.104587,1416,1416,-83.1093
1.1861,60,1.2600,1.2600,-0.3357,5.00,3.7400,0.149127,0.149127,0.041556,0.002984,0.104587,1419,1419,-83.1543
1.2062,61,1.2600,1.2600,-0.3357,5.00,3.7400,0.149127,0.149127,0.041556,0.002984,0.104587,1419,1419,-83.1543
1.2262,62,1.2600,1.2600,-0.3357,5.00,3.7400,0.149127,0.149127,0.041556,0.002984,0.104587,1419,1419,-83.1854
1.2464,63,1.2600,1.2600,-0.2238,5.00,3.7400,0.148132,0.148132,0.041556,0.001989,0.104587,1419,1419,-83.1854
1.2665,64,1.2600,1.2600,-0.2238,5.00,3.7400,0.148132,0.148132,0.041556,0.001989,0.104587,1419,1419,-83.1854
1.2865,65,1.2600,1.0800,0.7833,5.00,3.7400,0.139179,0.139179,0.041556,-0.006963,0.104587,1422,1422,-83.2132
1.3066,66,1.0800,1.0800,0.7833,5.00,3.9200,0.141179,0.141179,0.043556,-0.006963,0.104587,1422,1422,-83.2132
1.3267,67,1.0800,1.0800,0.7833,5.00,3.9200,0.141179,0.141179,0.043556,-0.006963,0.104587,1422,1422,-83.1542
1.3469,68,1.0800,1.0800,2.0143,5.00,3.9200,0.130238,0.130238,0.043556,-0.017905,0.104587,1426,1425,-83.1542
1.3670,69,1.0800,1.0800,2.0143,5.00,3.9200,0.130238,0.130238,0.043556,-0.017905,0.104587,1426,1426,-83.1542
1.3871,70,0.9000,0.9000,2.0143,5.00,4.1000,0.132238,0.132238,0.045556,-0.017905,0.104587,1425,1425,-83.0820
1.4072,71,0.9000,0.9000,2.0143,5.00,4.1000,0.132238,0.132238,0.045556,-0.017905,0.104587,1425,1425,-83.0820
1.4273,72,0.9000,0.9000,2.0143,5.00,4.1000,0.132238,0.132238,0.045556,-0.017905,0.104587,1425,1425,-82.9962
1.4474,73,0.9000,0.7200,2.9096,5.00,4.1000,0.124280,0.124280,0.045556,-0.025863,0.104587,1428,1428,-82.9962
1.4676,74,0.7200,0.7200,2.9096,5.00,4.2800,0.126280,0.126280,0.047556,-0.025863,0.104587,1427,1427,-82.9962
1.4877,75,0.7200,0.7200,3.5810,5.00,4.2800,0.120311,0.120311,0.047556,-0.031831,0.104587,1429,1429,-82.8636
1.5078,76,0.5400,0.5400,3.5810,5.00,4.4600,0.122311,0.122311,0.049556,-0.031831,0.104587,1429,1429,-82.8636
1.5279,77,0.5400,0.5400,3.5810,5.00,4.4600,0.122311,0.122311,0.049556,-0.031831,0.104587,1429,1429,-82.7347
1.5480,78,0.5400,0.5400,3.5810,5.00,4.4600,0.122311,0.122311,0.049556,-0.031831,0.104587,1429,1429,-82.7347
1.5681,79,0.3600,0.3600,3.5810,5.00,4.6400,0.124311,0.124311,0.051556,-0.031831,0.104587,1428,1428,-82.7347
1.5882,80,0.3600,0.3600,3.5810,5.00,4.6400,0.124311,0.124311,0.051556,-0.031831,0.104587,1428,1428,-82.5645
1.6082,81,0.1800,0.1800,3.5810,5.00,4.8200,0.126311,0.126311,0.053556,-0.031831,0.104587,1427,1427,-82.5645
1.6283,82,0.1800,0.1800,3.5810,5.00,4.8200,0.126311,0.126311,0.053556,-0.031831,0.104587,1427,1427,-82.4464
1.6484,83,0.1800,0.1800,2.9096,5.00,4.8200,0.132280,0.132280,0.053556,-0.025863,0.104587,1425,1425,-82.4464
1.6685,84,-0.0000,-0.0000,2.9096,5.00,5.0000,0.134280,0.134280,0.055556,-0.025863,0.104587,1424,1424,-82.4464
1.6886,85,-0.0000,-0.0000,3.5810,5.00,5.0000,0.128311,0.128311,0.055556,-0.031831,0.104587,1426,1426,-82.3446
1.7086,86,-0.0000,-0.0000,3.5810,5.00,5.0000,0.128311,0.128311,0.055556,-0.031831,0.104587,1426,1426,-82.3446
1.7287,87,-0.1800,-0.1800,3.5810,5.00,5.1800,0.130311,0.130311,0.057556,-0.031831,0.104587,1426,1426,-82.2004
1.7488,88,-0.1800,-0.1800,1.6786,5.00,5.1800,0.147222,0.147222,0.057556,-0.014921,0.104587,1419,1423,-82.2004
1.7689,89,-0.1800,-0.1800,1.6786,5.00,5.1800,0.147222,0.147222,0.057556,-0.014921,0.104587,1419,1420,-82.2004
1.7890,90,-0.1800,-0.1800,1.3429,5.00,5.1800,0.150206,0.150206,0.057556,-0.011937,0.104587,1418,1418,-82.1351
1.8090,91,-0.1800,-0.1800,1.3429,5.00,5.1800,0.150206,0.150206,0.057556,-0.011937,0.104587,1418,1418,-82.1351
1.8291,92,-0.1800,-0.1800,1.3429,5.00,5.1800,0.150206,0.150206,0.057556,-0.011937,0.104587,1418,1418,-82.0665
1.8492,93,-0.1800,-0.1800,0.6714,5.00,5.1800,0.156174,0.156174,0.057556,-0.005968,0.104587,1416,1416,-82.0665
1.8693,94,-0.1800,-0.1800,0.6714,5.00,5.1800,0.156174,0.156174,0.057556,-0.005968,0.104587,1416,1416,-82.0665
1.8894,95,-0.1800,-0.1800,-0.5595,5.00,5.1800,0.167116,0.167116,0.057556,0.004974,0.104587,1412,1413,-82.0508
1.9094,96,-0.1800,-0.1800,-0.5595,5.00,5.1800,0.167116,0.167116,0.057556,0.004974,0.104587,1412,1412,-82.0508
1.9295,97,-0.1800,-0.1800,-0.5595,5.00,5.1800,0.167116,0.167116,0.057556,0.004974,0.104587,1412,1412,-82.0808
1.9496,98,-0.1800,-0.1800,-1.5667,5.00,5.1800,0.176069,0.176069,0.057556,0.013926,0.104587,1408,1409,-82.0808
1.9697,99,-0.1800,-0.1800,-1.5667,5.00,5.1800,0.176069,0.176069,0.057556,0.013926,0.104587,1408,1408,-82.0808
1.9898,100,-0.0000,-0.0000,-2.2381,5.00,5.0000,0.180037,0.180037,0.055556,0.019894,0.104587,1407,1407,-82.1690
2.0098,101,-0.0000,-0.0000,-2.2381,5.00,5.0000,0.180037,0.180037,0.055556,0.019894,0.104587,1407,1407,-82.1690
2.0299,102,-0.0000,-0.0000,-2.2381,5.00,5.0000,0.180037,0.180037,0.055556,0.019894,0.104587,1407,1407,-82.3052
2.0500,103,0.1800,0.1800,-3.0215,5.00,4.8200,0.185000,0.185000,0.053556,0.026857,0.104587,1405,1405,-82.3052
2.0701,104,0.1800,0.1800,-3.0215,5.00,4.8200,0.185000,0.185000,0.053556,0.026857,0.104587,1405,1405,-82.3052
2.0901,105,0.1800,0.3600,-3.9167,5.00,4.8200,0.192958,0.192958,0.053556,0.034815,0.104587,1402,1402,-82.4571
2.1102,106,0.3600,0.3600,-3.9167,5.00,4.6400,0.190958,0.190958,0.051556,0.034815,0.104587,1403,1403,-82.4571
2.1303,107,0.3600,0.5400,-3.9167,5.00,4.6400,0.190958,0.190958,0.051556,0.034815,0.104587,1403,1403,-82.6354
2.1504,108,0.5400,0.5400,-4.7000,5.00,4.4600,0.195921,0.195921,0.049556,0.041778,0.104587,1401,1401,-82.6354
2.1704,109,0.7200,0.7200,-4.7000,5.00,4.2800,0.193921,0.193921,0.047556,0.041778,0.104587,1402,1402,-82.6354
2.1905,110,0.7200,0.7200,-4.3643,5.00,4.2800,0.190936,0.190936,0.047556,0.038794,0.104587,1403,1403,-82.7959
2.2106,111,0.9000,0.9000,-4.3643,5.00,4.1000,0.188936,0.188936,0.045556,0.038794,0.104587,1404,1404,-82.7959
2.2307,112,0.9000,0.9000,-4.3643,5.00,4.1000,0.188936,0.188936,0.045556,0.038794,0.104587,1404,1404,-83.0509
2.2508,113,1.0800,1.0800,-4.5881,5.00,3.9200,0.188926,0.188926,0.043556,0.040783,0.104587,1404,1404,-83.0509
2.2713,114,1.0800,1.0800,-4.5881,5.00,3.9200,0.188926,0.188926,0.043556,0.040783,0.104587,1404,1404,-83.0509
2.2914,115,1.2600,1.2600,-4.3643,5.00,3.7400,0.184936,0.184936,0.041556,0.038794,0.104587,1405,1405,-83.2376
2.3115,116,1.2600,1.2600,-4.3643,5.00,3.7400,0.184936,0.184936,0.041556,0.038794,0.104587,1405,1405,-83.2376
2.3316,117,1.4400,1.4400,-4.4762,5.00,3.5600,0.183931,0.183931,0.039556,0.039789,0.104587,1406,1406,-83.4259
2.3516,118,1.4400,1.4400,-4.4762,5.00,3.5600,0.183931,0.183931,0.039556,0.039789,0.104587,1406,1406,-83.4259
2.3717,119,1.6200,1.6200,-4.4762,5.00,3.3800,0.181931,0.181931,0.037556,0.039789,0.104587,1406,1406,-83.6266
2.3918,120,1.6200,1.6200,-3.3572,5.00,3.3800,0.171984,0.171984,0.037556,0.029842,0.104587,1410,1409,-83.6266
2.4119,121,1.6200,1.6200,-3.3572,5.00,3.3800,0.171984,0.171984,0.037556,0.029842,0.104587,1410,1410,-83.6266
2.4320,122,1.8000,1.8000,-2.5738,5.00,3.2000,0.163021,0.163021,0.035556,0.022879,0.104587,1413,1413,-83.7951
2.4520,123,1.8000,1.8000,-2.5738,5.00,3.2000,0.163021,0.163021,0.035556,0.022879,0.104587,1413,1413,-83.7951
2.4721,124,1.8000,1.8000,-2.5738,5.00,3.2000,0.163021,0.163021,0.035556,0.022879,0.104587,1413,1413,-83.8603
2.4922,125,1.8000,1.8000,-1.2310,5.00,3.2000,0.151084,0.151084,0.035556,0.010942,0.104587,1418,1416,-83.8603
2.5123,126,1.8000,1.8000,-1.2310,5.00,3.2000,0.151084,0.151084,0.035556,0.010942,0.104587,1418,1418,-83.8603
2.5324,127,1.8000,1.8000,-0.0000,5.00,3.2000,0.140142,0.140142,0.035556,0.000000,0.104587,1422,1421,-83.9415
2.5524,128,1.8000,1.8000,-0.0000,5.00,3.2000,0.140142,0.140142,0.035556,0.000000,0.104587,1422,1422,-83.9415
2.5726,129,1.8000,1.8000,-0.0000,5.00,3.2000,0.140142,0.140142,0.035556,0.000000,0.104587,1422,1422,-83.9298
2.5927,130,1.8000,1.8000,1.5667,5.00,3.2000,0.126216,0.126216,0.035556,-0.013926,0.104587,1427,1425,-83.9298
2.6128,131,1.8000,1.8000,1.5667,5.00,3.2000,0.126216,0.126216,0.035556,-0.013926,0.104587,1427,1427,-83.9298
2.6329,132,1.8000,1.6200,3.2453,5.00,3.2000,0.111296,0.111296,0.035556,-0.028847,0.104587,1433,1430,-83.8659
2.6529,133,1.6200,1.6200,3.2453,5.00,3.3800,0.113296,0.113296,0.037556,-0.028847,0.104587,1432,1432,-83.8659
2.6730,134,1.6200,1.6200,3.2453,5.00,3.3800,0.113296,0.113296,0.037556,-0.028847,0.104587,1432,1432,-83.7032
2.6931,135,1.4400,1.4400,4.2524,5.00,3.5600,0.106343,0.106343,0.039556,-0.037799,0.104587,1435,1435,-83.7032
2.7132,136,1.4400,1.4400,4.2524,5.00,3.5600,0.106343,0.106343,0.039556,-0.037799,0.104587,1435,1435,-83.7032
2.7333,137,1.2600,1.2600,5.1477,5.00,3.7400,0.100385,0.100385,0.041556,-0.045757,0.104587,1437,1437,-83.5379
2.7533,138,1.0800,1.0800,5.1477,5.00,3.9200,0.102385,0.102385,0.043556,-0.045757,0.104587,1436,1436,-83.5379
2.7734,139,1.0800,1.0800,5.1477,5.00,3.9200,0.102385,0.102385,0.043556,-0.045757,0.104587,1436,1436,-83.2896
2.7935,140,0.9000,0.9000,6.2667,5.00,4.1000,0.094438,0.094438,0.045556,-0.055704,0.104587,1439,1439,-83.2896
2.8136,141,0.7200,0.7200,6.2667,5.00,4.2800,0.096438,0.096438,0.047556,-0.055704,0.104587,1438,1438,-83.2896
2.8337,142,0.5400,0.5400,6.9382,5.00,4.4600,0.092470,0.092470,0.049556,-0.061673,0.104587,1440,1440,-83.0377
2.8540,143,0.5400,0.5400,6.9382,5.00,4.4600,0.092470,0.092470,0.049556,-0.061673,0.104587,1440,1440,-83.0377
2.8741,144,0.3600,0.3600,6.9382,5.00,4.6400,0.094470,0.094470,0.051556,-0.061673,0.104587,1439,1439,-82.7415
2.8941,145,0.1800,0.1800,7.1620,5.00,4.8200,0.094480,0.094480,0.053556,-0.063662,0.104587,1439,1439,-82.7415
2.9142,146,-0.0000,-0.0000,7.1620,5.00,5.0000,0.096480,0.096480,0.055556,-0.063662,0.104587,1438,1438,-82.7415
2.9343,147,-0.1800,-0.1800,6.8263,5.00,5.1800,0.101465,0.101465,0.057556,-0.060678,0.104587,1436,1436,-82.4369
2.9544,148,-0.1800,-0.1800,6.8263,5.00,5.1800,0.101465,0.101465,0.057556,-0.060678,0.104587,1436,1436,-82.4369
2.9744,149,-0.3600,-0.3600,6.8263,5.00,5.3600,0.103465,0.103465,0.059556,-0.060678,0.104587,1436,1436,-82.1404
2.9945,150,-0.5400,-0.5400,6.2667,5.00,5.5400,0.110438,0.110438,0.061556,-0.055704,0.104587,1433,1433,-82.1404
3.0146,151,-0.5400,-0.5400,6.2667,5.00,5.5400,0.110438,0.110438,0.061556,-0.055704,0.104587,1433,1433,-82.1404
3.0347,152,-0.7200,-0.7200,5.4834,5.00,5.7200,0.119401,0.119401,0.063556,-0.048741,0.104587,1430,1430,-81.8711
3.0548,153,-0.9000,-0.9000,5.4834,5.00,5.9000,0.121401,0.121401,0.065556,-0.048741,0.104587,1429,1429,-81.8711
3.0749,154,-0.9000,-0.9000,5.4834,5.00,5.9000,0.121401,0.121401,0.065556,-0.048741,0.104587,1429,1429,-81.6380
3.0949,155,-0.9000,-1.0800,4.2524,5.00,5.9000,0.132343,0.132343,0.065556,-0.037799,0.104587,1425,1426,-81.6380
3.1150,156,-1.0800,-1.0800,4.2524,5.00,6.0800,0.134343,0.134343,0.067556,-0.037799,0.104587,1424,1424,-81.6380
3.1351,157,-1.0800,-1.0800,2.6857,5.00,6.0800,0.148269,0.148269,0.067556,-0.023873,0.104587,1419,1421,-81.4734
3.1552,158,-1.0800,-1.0800,2.6857,5.00,6.0800,0.148269,0.148269,0.067556,-0.023873,0.104587,1419,1419,-81.4734
3.1753,159,-1.0800,-1.2600,2.6857,5.00,6.0800,0.148269,0.148269,0.067556,-0.023873,0.104587,1419,1419,-81.3811
3.1953,160,-1.2600,-1.2600,1.5667,5.00,6.2600,0.160216,0.160216,0.069556,-0.013926,0.104587,1414,1416,-81.3811
3.2154,161,-1.2600,-1.2600,1.5667,5.00,6.2600,0.160216,0.160216,0.069556,-0.013926,0.104587,1414,1414,-81.3811
3.2355,162,-1.0800,-1.0800,-1.7905,5.00,6.0800,0.188058,0.188058,0.067556,0.015915,0.104587,1404,1411,-81.3884
3.2556,163,-1.0800,-1.0800,-1.7905,5.00,6.0800,0.188058,0.188058,0.067556,0.015915,0.104587,1404,1408,-81.3884
3.2757,164,-1.0800,-1.0800,-1.7905,5.00,6.0800,0.188058,0.188058,0.067556,0.015915,0.104587,1404,1405,-81.4476
3.2957,165,-0.9000,-0.9000,-3.0215,5.00,5.9000,0.197000,0.197000,0.065556,0.026857,0.104587,1401,1402,-81.4476
3.3158,166,-0.9000,-0.9000,-3.0215,5.00,5.9000,0.197000,0.197000,0.065556,0.026857,0.104587,1401,1401,-81.4476
3.3359,167,-0.7200,-0.7200,-5.0358,5.00,5.7200,0.212905,0.212905,0.063556,0.044762,0.104587,1395,1398,-81.6109
3.3560,168,-0.7200,-0.7200,-5.0358,5.00,5.7200,0.212905,0.212905,0.063556,0.044762,0.104587,1395,1395,-81.6109
3.3761,169,-0.5400,-0.5400,-5.0358,5.00,5.5400,0.210905,0.210905,0.061556,0.044762,0.104587,1395,1395,-81.8326
3.3961,170,-0.3600,-0.3600,-6.2667,5.00,5.3600,0.219847,0.219847,0.059556,0.055704,0.104587,1392,1392,-81.8326
3.4162,171,-0.1800,-0.1800,-6.2667,5.00,5.1800,0.217847,0.217847,0.057556,0.055704,0.104587,1393,1393,-81.8326
3.4363,172,-0.0000,-0.0000,-8.3929,5.00,5.0000,0.234746,0.234746,0.055556,0.074604,0.104587,1386,1390,-82.1488
3.4564,173,-0.0000,0.1800,-8.3929,5.00,5.0000,0.234746,0.234746,0.055556,0.074604,0.104587,1386,1387,-82.1488
3.4764,174,0.3600,0.3600,-8.3929,5.00,4.6400,0.230746,0.230746,0.051556,0.074604,0.104587,1388,1388,-82.5356
3.4965,175,0.5400,0.5400,-9.1763,5.00,4.4600,0.235709,0.235709,0.049556,0.081567,0.104587,1386,1386,-82.5356
3.5166,176,0.7200,0.7200,-9.1763,5.00,4.2800,0.233709,0.233709,0.047556,0.081567,0.104587,1387,1387,-82.5356
3.5366,177,0.9000,0.9000,-11.7501,5.00,4.1000,0.254588,0.254588,0.045556,0.104445,0.104587,1379,1384,-82.9449
3.5567,178,1.0800,1.0800,-11.7501,5.00,3.9200,0.252588,0.252588,0.043556,0.104445,0.104587,1380,1381,-82.9449
3.5768,179,1.2600,1.2600,-11.7501,5.00,3.7400,0.250588,0.250588,0.041556,0.104445,0.104587,1381,1381,-83.4060
3.5969,180,1.4400,1.6200,-8.7287,5.00,3.5600,0.221730,0.221730,0.039556,0.077588,0.104587,1391,1384,-83.4060
3.6169,181,1.8000,1.8000,-8.7287,5.00,3.2000,0.217730,0.217730,0.035556,0.077588,0.104587,1393,1387,-83.4060
3.6370,182,1.9800,1.9800,-7.0501,5.00,3.0200,0.200810,0.200810,0.033556,0.062667,0.104587,1399,1390,-83.8411
3.6571,183,2.1600,2.1600,-7.0501,5.00,2.8400,0.198810,0.198810,0.031556,0.062667,0.104587,1400,1393,-83.8411
3.6771,184,2.3400,2.3400,-7.0501,5.00,2.6600,0.196810,0.196810,0.029556,0.062667,0.104587,1401,1396,-84.1704
3.6972,185,2.5200,2.5200,-13.4287,5.00,2.4800,0.251509,0.251509,0.027556,0.119366,0.104587,1380,1393,-84.1704
3.7173,186,2.7000,2.7000,-13.4287,5.00,2.3000,0.249509,0.249509,0.025556,0.119366,0.104587,1381,1390,-84.1704
3.7374,187,2.8800,2.8800,-10.0715,5.00,2.1200,0.217667,0.217667,0.023556,0.089525,0.104587,1393,1393,-84.5758
3.7575,188,3.0600,3.0600,-10.0715,5.00,1.9400,0.215667,0.215667,0.021556,0.089525,0.104587,1394,1394,-84.5758
3.7776,189,3.2400,3.2400,-10.0715,5.00,1.7600,0.213667,0.213667,0.019556,0.089525,0.104587,1394,1394,-84.8957
3.7976,190,3.4200,3.4200,-10.2953,5.00,1.5800,0.213657,0.213657,0.017556,0.091514,0.104587,1394,1394,-84.8957
3.8177,191,3.4200,3.4200,-10.2953,5.00,1.5800,0.213657,0.213657,0.017556,0.091514,0.104587,1394,1394,-84.8957
3.8378,192,3.6000,3.6000,-3.8048,5.00,1.4000,0.153963,0.153963,0.015556,0.033820,0.104587,1417,1397,-85.1357
3.8579,193,3.6000,3.6000,-3.8048,5.00,1.4000,0.153963,0.153963,0.015556,0.033820,0.104587,1417,1400,-85.1357
3.8779,194,3.6000,3.6000,-3.8048,5.00,1.4000,0.153963,0.153963,0.015556,0.033820,0.104587,1417,1403,-85.3149
3.8980,195,3.6000,3.6000,-2.0143,5.00,1.4000,0.138047,0.138047,0.015556,0.017905,0.104587,1423,1406,-85.3149
3.9181,196,3.6000,3.6000,-2.0143,5.00,1.4000,0.138047,0.138047,0.015556,0.017905,0.104587,1423,1409,-85.3149
3.9382,197,3.6000,3.6000,-0.4476,5.00,1.4000,0.124121,0.124121,0.015556,0.003979,0.104587,1428,1412,-85.2939
