t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0682,-0.0000,0.2238,30.00,29.9318,0.483009,0.033258,-0.000249,0.450000,1293,88.7281
0.0201,2,0.0682,-0.0000,0.2238,30.00,29.9318,0.483009,0.033258,-0.000249,0.450000,1293,88.7281
0.0402,3,0.0680,-0.0000,-0.0000,30.00,29.9320,0.483258,0.033258,0.000000,0.450000,1293,88.7283
0.0603,4,0.0680,-0.0000,-0.0000,30.00,29.9320,0.483258,0.033258,0.000000,0.450000,1293,88.7283
0.0803,5,0.0680,-0.0000,-0.0000,30.00,29.9320,0.483258,0.033258,0.000000,0.450000,1293,88.7283
0.1004,6,0.0680,-0.0000,-0.0000,30.00,29.9320,0.483258,0.033258,0.000000,0.450000,1293,88.7283
0.1205,7,0.0680,-0.0000,-0.0000,30.00,29.9320,0.483258,0.033258,0.000000,0.450000,1293,88.7283
0.1406,8,0.0681,-0.0000,-0.0000,30.00,29.9319,0.483258,0.033258,0.000000,0.450000,1293,88.7282
0.1607,9,0.0681,-0.0000,-0.0000,30.00,29.9319,0.483258,0.033258,0.000000,0.450000,1293,88.7282
0.1808,10,0.0681,-0.0000,-0.0000,30.00,29.9319,0.483258,0.033258,0.000000,0.450000,1293,88.7282
0.2009,11,0.0681,-0.0000,0.4476,30.00,29.9319,0.482760,0.033258,-0.000497,0.450000,1293,88.7282
0.2210,12,0.0681,-0.0000,0.4476,30.00,29.9319,0.482760,0.033258,-0.000497,0.450000,1293,88.7282
0.2410,13,0.0488,-0.0000,0.5595,30.00,29.9512,0.482657,0.033279,-0.000622,0.450000,1294,88.7475
0.2611,14,0.0488,0.1800,0.5595,30.00,29.9512,0.482657,0.033279,-0.000622,0.450000,1294,88.7475
0.2812,15,0.0068,0.1800,0.5595,30.00,29.9932,0.482704,0.033326,-0.000622,0.450000,1293,88.7895
0.3013,16,0.0068,0.3600,5.2596,30.00,29.9932,0.477482,0.033326,-0.005844,0.450000,1295,88.7895
0.3214,17,0.0068,0.7200,5.2596,30.00,29.9932,0.477482,0.033326,-0.005844,0.450000,1295,88.7895
0.3415,18,-0.4760,1.2600,16.1144,30.00,30.4760,0.465957,0.033862,-0.017905,0.450000,1300,89.2723
0.3616,19,-0.4760,1.6200,16.1144,30.00,30.4760,0.465957,0.033862,-0.017905,0.450000,1300,89.2723
0.3817,20,-0.5408,2.7000,16.1144,30.00,30.5408,0.466029,0.033934,-0.017905,0.450000,1300,89.3371
0.4018,21,-0.5408,3.7800,45.2100,30.00,30.5408,0.433701,0.033934,-0.050233,0.450000,1312,89.3371
0.4218,22,-0.5408,5.0400,45.2100,30.00,30.5408,0.433701,0.033934,-0.050233,0.450000,1312,89.3371
0.4419,23,2.0649,6.6600,73.1864,30.00,27.9351,0.399721,0.031039,-0.081318,0.450000,1325,86.7314
0.4641,24,2.0649,7.5600,73.1864,30.00,27.9351,0.399721,0.031039,-0.081318,0.450000,1325,86.7314
0.4842,25,6.0634,9.7200,98.5890,30.00,23.9366,0.367053,0.026596,-0.109543,0.450000,1337,82.7328
0.5043,26,6.0634,11.7000,98.5890,30.00,23.9366,0.367053,0.026596,-0.109543,0.450000,1337,82.7328
0.5244,27,6.0634,13.8600,98.5890,30.00,23.9366,0.367053,0.026596,-0.109543,0.450000,1337,82.7328
0.5445,28,11.2117,16.7400,113.6963,30.00,18.7883,0.344547,0.020876,-0.126329,0.450000,1345,77.5845
0.5646,29,11.2117,18.5400,113.6963,30.00,18.7883,0.344547,0.020876,-0.126329,0.450000,1345,77.5845
0.5847,30,17.0513,21.6000,119.6273,30.00,12.9487,0.331468,0.014387,-0.132919,0.450000,1350,71.7449
0.6048,31,17.0513,22.8600,119.6273,30.00,12.9487,0.331468,0.014387,-0.132919,0.450000,1350,71.7449
0.6248,32,17.0513,24.6600,119.6273,30.00,12.9487,0.331468,0.014387,-0.132919,0.450000,1350,65.8058
0.6449,33,22.9905,26.6400,114.0320,30.00,7.0095,0.331086,0.007788,-0.126702,0.450000,1350,65.8058
0.6650,34,22.9905,28.6200,114.0320,30.00,7.0095,0.331086,0.007788,-0.126702,0.450000,1350,65.8058
0.6851,35,28.4889,31.1400,98.5890,30.00,1.5111,0.342136,0.001679,-0.109543,0.450000,1346,60.3073
0.7052,36,28.4889,32.4000,98.5890,30.00,1.5111,0.342136,0.001679,-0.109543,0.450000,1346,60.3073
0.7253,37,33.1134,34.2000,98.5890,30.00,-3.1134,0.336997,-0.003459,-0.109543,0.450000,1348,55.6829
0.7454,38,33.1134,35.8200,76.7674,30.00,-3.1134,0.361244,-0.003459,-0.085297,0.450000,1339,55.6829
0.7655,39,33.1134,36.7200,76.7674,30.00,-3.1134,0.361244,-0.003459,-0.085297,0.450000,1339,55.6829
0.7856,40,36.5664,37.9800,50.1338,30.00,-6.5664,0.387000,-0.007296,-0.055704,0.450000,1329,52.2298
0.8057,41,36.5664,38.5200,50.1338,30.00,-6.5664,0.387000,-0.007296,-0.055704,0.450000,1329,52.2298
