t_s,iteration,sensor_mode,new_data,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,0.1000,0.715826,0.177778,0.000333,-0.000000,0.537715,1480
0.0103,2,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,0.2000,0.716160,0.177778,0.000667,-0.000000,0.537715,1460
0.0154,3,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,0.3000,0.716493,0.177778,0.001000,-0.000000,0.537715,1440
0.0205,4,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,0.4000,0.716826,0.177778,0.001333,-0.000000,0.537715,1420
0.0256,5,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,0.5000,0.717160,0.177778,0.001667,-0.000000,0.537715,1400
0.0306,6,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,0.6000,0.717493,0.177778,0.002000,-0.000000,0.537715,1380
0.0357,7,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,0.7000,0.717826,0.177778,0.002333,-0.000000,0.537715,1360
0.0408,8,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,0.8000,0.718160,0.177778,0.002667,-0.000000,0.537715,1340
0.0459,9,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,0.9000,0.718493,0.177778,0.003000,-0.000000,0.537715,1320
0.0510,10,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.0000,0.718826,0.177778,0.003333,-0.000000,0.537715,1300
0.0561,11,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.1000,0.719160,0.177778,0.003667,-0.000000,0.537715,1280
0.0612,12,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.2000,0.719493,0.177778,0.004000,-0.000000,0.537715,1260
0.0663,13,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.3000,0.719826,0.177778,0.004333,-0.000000,0.537715,1240
0.0714,14,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.4000,0.720160,0.177778,0.004667,-0.000000,0.537715,1220
0.0765,15,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.5000,0.720493,0.177778,0.005000,-0.000000,0.537715,1204
0.0826,16,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.6000,0.720826,0.177778,0.005333,-0.000000,0.537715,1204
0.0877,17,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.7000,0.721160,0.177778,0.005667,-0.000000,0.537715,1204
0.0928,18,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.8000,0.721493,0.177778,0.006000,-0.000000,0.537715,1204
0.0985,19,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.0585,20.00,82.13,20.0000,1.9000,0.721826,0.177778,0.006333,-0.000000,0.537715,1204
0.1036,20,enc,0,-0.0000,0.0000,-0.0000,-0.0023,-0.038,20.00,82.13,20.0000,2.0000,0.722160,0.177778,0.006667,-0.000000,0.537715,1204
0.1087,21,enc,0,-0.0000,0.0000,-0.0000,-0.0123,-0.038,20.00,82.13,20.0000,2.1000,0.722493,0.177778,0.007000,-0.000000,0.537715,1204
0.1138,22,enc,0,-0.0000,0.0000,-0.0000,-0.0123,-0.038,20.00,82.13,20.0000,2.2000,0.722826,0.177778,0.007333,-0.000000,0.537715,1203
0.1189,23,enc,1,-0.0000,0.0000,-0.0000,-0.0053,0.0006,20.00,82.13,20.0000,2.3000,0.723160,0.177778,0.007667,-0.000000,0.537715,1203
0.1241,24,enc,0,-0.0000,0.0000,-0.0000,-0.0053,0.0006,20.00,82.13,20.0000,2.4000,0.723493,0.177778,0.008000,-0.000000,0.537715,1203
0.1292,25,enc,1,-0.0000,0.0000,-0.0000,0.0316,0.0482,20.00,82.13,20.0000,2.5000,0.723826,0.177778,0.008333,-0.000000,0.537715,1203
0.1342,26,enc,0,-0.0000,0.0000,-0.0000,0.0316,0.0482,20.00,82.13,20.0000,2.6000,0.724160,0.177778,0.008667,-0.000000,0.537715,1203
