t_s,iteration,tail_pwm_us,main_pwm_us,psi_pitch_deg
0.4921,98,1500,1500,-0.0000
0.4971,99,1500,1500,-0.0000
0.5022,100,1500,1500,-0.0000
0.5072,101,1500,1500,-0.0000
0.5123,102,1500,1500,-0.0000
0.5174,103,1500,1500,-0.0000
0.5225,104,1500,1500,-0.0000
0.5276,105,1500,1500,-0.0000
0.5326,106,1500,1500,-0.0000
0.5377,107,1500,1500,-0.0000
0.5427,108,1500,1500,-0.0000
0.5478,109,1500,1500,-0.0000
0.5529,110,1500,1500,-0.0000
0.5579,111,1500,1500,-0.0000
0.5630,112,1500,1500,-0.0000
0.5681,113,1500,1500,-0.0000
0.5731,114,1500,1500,-0.0000
0.5782,115,1500,1500,-0.0000
0.5832,116,1500,1500,-0.0000
0.5883,117,1500,1500,-0.0000
0.5934,118,1500,1500,-0.0000
0.5984,119,1500,1500,-0.0000
0.6035,120,1500,1500,-0.0000
0.6086,121,1500,1500,-0.0000
0.6137,122,1500,1500,-0.0000
0.6187,123,1500,1500,-0.0000
0.6238,124,1500,1500,-0.0000
0.6289,125,1500,1500,-0.0000
0.6339,126,1500,1500,-0.0000
0.6390,127,1500,1500,-0.0000
0.6441,128,1500,1500,-0.0000
0.6492,129,1500,1500,-0.0000
0.6542,130,1500,1500,-0.0000
0.6593,131,1500,1500,-0.0000
0.6644,132,1500,1500,-0.0000
0.6694,133,1500,1500,-0.0000
0.6745,134,1500,1500,-0.0000
0.6796,135,1500,1500,-0.0000
0.6846,136,1500,1500,-0.0000
0.6897,137,1500,1500,-0.0000
0.6948,138,1500,1500,-0.0000
0.6998,139,1500,1500,-0.0000
0.7049,140,1500,1500,-0.0000
0.7100,141,1500,1500,-0.0000
0.7150,142,1500,1500,-0.0000
0.7201,143,1500,1500,-0.0000
0.7252,144,1500,1500,-0.0000
0.7302,145,1500,1500,-0.0000
0.7353,146,1500,1500,-0.0000
0.7403,147,1500,1500,-0.0000
0.7454,148,1500,1500,-0.0000
0.7504,149,1500,1500,-0.0000
0.7555,150,1500,1500,-0.0000
0.7606,151,1500,1500,-0.0000
0.7656,152,1500,1500,-0.0000
0.7707,153,1500,1500,-0.0000
0.7757,154,1500,1500,-0.0000
0.7808,155,1500,1500,-0.0000
0.7859,156,1500,1500,-0.0000
0.7909,157,1500,1500,-0.0000
0.7960,158,1500,1500,-0.0000
0.8010,159,1500,1500,-0.0000
0.8061,160,1500,1500,-0.0000
0.8112,161,1500,1500,-0.0000
0.8162,162,1500,1500,-0.0000
0.8213,163,1500,1500,-0.0000
0.8264,164,1500,1500,-0.0000
0.8314,165,1500,1500,-0.0000
0.8365,166,1500,1500,-0.0000
0.8416,167,1500,1500,-0.0000
0.8467,168,1500,1500,-0.0000
0.8517,169,1500,1500,-0.0000
0.8568,170,1500,1500,-0.0000
0.8618,171,1500,1500,-0.0000
0.8669,172,1500,1500,-0.0000
0.8720,173,1500,1500,-0.0000
0.8770,174,1500,1500,-0.0000
0.8821,175,1500,1500,-0.0000
0.8872,176,1500,1500,-0.0000
0.8922,177,1500,1500,-0.0000
0.8973,178,1500,1500,-0.0000
0.9023,179,1500,1500,-0.0000
0.9074,180,1500,1500,-0.0000
0.9125,181,1500,1500,-0.0000
0.9175,182,1500,1500,-0.0000
0.9226,183,1500,1500,-0.0000
0.9276,184,1500,1500,-0.0000
0.9327,185,1500,1500,-0.0000
0.9378,186,1500,1500,-0.0000
0.9428,187,1500,1500,-0.0000
0.9479,188,1500,1500,-0.0000
0.9529,189,1500,1500,-0.0000
0.9580,190,1500,1500,-0.0000
0.9631,191,1500,1500,-0.0000
0.9681,192,1500,1500,-0.0000
0.9732,193,1500,1500,-0.0000
0.9782,194,1500,1500,-0.0000
0.9833,195,1500,1500,-0.0000
0.9884,196,1500,1500,-0.0000
0.9934,197,1500,1500,-0.0000
0.9985,198,1500,1500,-0.0000
1.0035,199,1500,1500,-0.0000
1.0086,200,1500,1500,-0.0000
1.0137,201,1500,1500,-0.0000
1.0187,202,1500,1500,-0.0000
1.0238,203,1500,1500,-0.0000
1.0289,204,1500,1500,-0.0000
1.0339,205,1500,1500,-0.0000
1.0390,206,1500,1500,-0.0000
1.0441,207,1500,1500,-0.0000
1.0491,208,1500,1500,-0.0000
1.0542,209,1500,1500,-0.0000
1.0593,210,1500,1500,-0.0000
1.0643,211,1500,1500,-0.0000
1.0694,212,1500,1500,-0.0000
1.0744,213,1500,1500,-0.0000
1.0795,214,1500,1500,-0.0000
1.0845,215,1500,1500,-0.0000
1.0896,216,1500,1500,-0.0000
1.0947,217,1500,1500,-0.0000
1.0998,218,1500,1500,-0.0000
1.1049,219,1500,1500,-0.0000
1.1100,220,1500,1500,-0.0000
1.1152,221,1500,1500,-0.0000
1.1203,222,1500,1500,-0.0000
1.1254,223,1500,1500,-0.0000
1.1306,224,1500,1500,-0.0000
1.1357,225,1500,1500,-0.0000
1.1408,226,1500,1500,-0.0000
1.1459,227,1500,1500,-0.0000
1.1510,228,1500,1500,-0.0000
1.1561,229,1500,1500,-0.0000
1.1612,230,1500,1500,-0.0000
1.1663,231,1500,1500,-0.0000
1.1715,232,1500,1500,-0.0000
1.1766,233,1500,1500,-0.0000
1.1816,234,1500,1500,-0.0000
1.1867,235,1500,1500,-0.0000
1.1918,236,1500,1500,-0.0000
1.1969,237,1500,1500,-0.0000
1.2020,238,1500,1500,-0.0000
1.2071,239,1500,1500,-0.0000
1.2121,240,1500,1500,-0.0000
1.2172,241,1500,1500,-0.0000
1.2223,242,1500,1500,-0.0000
1.2273,243,1500,1500,-0.0000
1.2324,244,1500,1500,-0.0000
1.2375,245,1500,1500,-0.0000
1.2426,246,1500,1500,-0.0000
1.2477,247,1500,1500,-0.0000
1.2528,248,1500,1500,-0.0000
1.2578,249,1500,1500,-0.0000
1.2629,250,1500,1500,-0.0000
1.2679,251,1500,1500,-0.0000
1.2730,252,1500,1500,-0.0000
1.2781,253,1500,1500,-0.0000
1.2831,254,1500,1500,-0.0000
1.2882,255,1500,1500,-0.0000
1.2933,256,1500,1500,-0.0000
1.2984,257,1500,1500,-0.0000
1.3035,258,1500,1500,-0.0000
1.3086,259,1500,1500,-0.0000
1.3136,260,1500,1500,-0.0000
1.3187,261,1500,1500,-0.0000
1.3238,262,1500,1500,-0.0000
1.3288,263,1500,1500,-0.0000
1.3339,264,1500,1500,-0.0000
1.3390,265,1500,1500,-0.0000
1.3440,266,1500,1500,-0.0000
1.3491,267,1500,1500,-0.0000
1.3541,268,1500,1500,-0.0000
1.3592,269,1500,1500,-0.0000
1.3643,270,1500,1500,-0.0000
1.3693,271,1500,1500,-0.0000
1.3744,272,1500,1500,-0.0000
1.3794,273,1500,1500,-0.0000
1.3845,274,1500,1500,-0.0000
1.3896,275,1500,1500,-0.0000
1.3946,276,1500,1500,-0.0000
1.3997,277,1500,1500,-0.0000
1.4047,278,1500,1500,-0.0000
1.4098,279,1500,1500,-0.0000
1.4149,280,1500,1500,-0.0000
1.4199,281,1500,1500,-0.0000
1.4250,282,1500,1500,-0.0000
1.4301,283,1500,1500,-0.0000
1.4351,284,1500,1500,-0.0000
1.4402,285,1500,1500,-0.0000
1.4452,286,1500,1500,-0.0000
1.4503,287,1500,1500,-0.0000
1.4554,288,1500,1500,-0.0000
1.4604,289,1500,1500,-0.0000
1.4655,290,1500,1500,-0.0000
1.4705,291,1500,1500,-0.0000
1.4756,292,1500,1500,-0.0000
1.4807,293,1500,1500,-0.0000
1.4857,294,1500,1500,-0.0000
1.4908,295,1500,1500,-0.0000
1.4959,296,1500,1500,-0.0000
1.5009,297,1500,1500,-0.0000
1.5060,298,1500,1500,-0.0000
1.5110,299,1500,1500,-0.0000
1.5161,300,1500,1500,-0.0000
1.5212,301,1500,1500,-0.0000
1.5263,302,1500,1500,-0.0000
1.5314,303,1500,1500,-0.0000
1.5364,304,1500,1500,-0.0000
1.5415,305,1500,1500,-0.0000
1.5466,306,1500,1500,-0.0000
1.5517,307,1500,1500,-0.0000
1.5567,308,1500,1500,-0.0000
1.5618,309,1500,1500,-0.0000
1.5669,310,1500,1500,-0.0000
1.5719,311,1500,1500,-0.0000
1.5770,312,1500,1500,-0.0000
1.5820,313,1500,1500,-0.0000
1.5871,314,1500,1500,-0.0000
1.5922,315,1500,1500,-0.0000
1.5972,316,1500,1500,-0.0000
1.6023,317,1500,1500,-0.0000
1.6073,318,1500,1500,-0.0000
1.6124,319,1500,1500,-0.0000
1.6175,320,1500,1500,-0.0000
1.6225,321,1500,1500,-0.0000
1.6276,322,1500,1500,-0.0000
1.6327,323,1500,1500,-0.0000
1.6377,324,1500,1500,-0.0000
1.6428,325,1500,1500,-0.0000
1.6478,326,1500,1500,-0.0000
1.6529,327,1500,1500,-0.0000
1.6580,328,1500,1500,-0.0000
1.6630,329,1500,1500,-0.0000
1.6681,330,1500,1500,-0.0000
1.6732,331,1500,1500,-0.0000
1.6782,332,1500,1500,-0.0000
1.6833,333,1500,1500,-0.0000
1.6884,334,1500,1500,-0.0000
1.6934,335,1500,1500,-0.0000
1.6985,336,1500,1500,-0.0000
1.7035,337,1500,1500,-0.0000
1.7086,338,1500,1500,-0.0000
1.7137,339,1500,1500,-0.0000
1.7188,340,1500,1500,-0.0000
1.7238,341,1500,1500,-0.0000
1.7289,342,1500,1500,-0.0000
1.7339,343,1500,1500,-0.0000
1.7390,344,1500,1500,-0.0000
1.7441,345,1500,1500,-0.0000
1.7491,346,1500,1500,-0.0000
1.7542,347,1500,1500,-0.0000
1.7592,348,1500,1500,-0.0000
1.7643,349,1500,1500,-0.0000
1.7693,350,1500,1500,-0.0000
1.7744,351,1500,1500,-0.0000
1.7795,352,1500,1500,-0.0000
1.7846,353,1500,1500,-0.0000
1.7896,354,1500,1500,-0.0000
1.7947,355,1500,1500,-0.0000
1.7997,356,1500,1500,-0.0000
1.8048,357,1500,1500,-0.0000
1.8099,358,1500,1500,-0.0000
1.8149,359,1500,1500,-0.0000
1.8200,360,1500,1500,-0.0000
1.8251,361,1500,1500,-0.0000
1.8301,362,1500,1500,-0.0000
1.8352,363,1500,1500,-0.0000
1.8402,364,1500,1500,-0.0000
1.8453,365,1500,1500,-0.0000
1.8504,366,1500,1500,-0.0000
1.8554,367,1500,1500,-0.0000
1.8605,368,1500,1500,-0.0000
1.8656,369,1500,1500,-0.0000
1.8706,370,1500,1500,-0.0000
1.8757,371,1500,1500,-0.0000
1.8808,372,1500,1500,-0.0000
1.8858,373,1500,1500,-0.0000
1.8909,374,1500,1500,-0.0000
1.8959,375,1500,1500,-0.0000
1.9010,376,1500,1500,-0.0000
1.9061,377,1500,1500,-0.0000
1.9111,378,1500,1500,-0.0000
1.9162,379,1500,1500,-0.0000
1.9213,380,1500,1500,-0.0000
1.9263,381,1500,1500,-0.0000
1.9314,382,1500,1500,-0.0000
1.9364,383,1500,1500,-0.0000
1.9415,384,1500,1500,-0.0000
1.9466,385,1500,1500,-0.0000
1.9516,386,1500,1500,-0.0000
1.9567,387,1500,1500,-0.0000
1.9618,388,1500,1500,-0.0000
1.9668,389,1500,1500,-0.0000
1.9719,390,1500,1500,-0.0000
1.9769,391,1500,1500,-0.0000
1.9820,392,1500,1500,-0.0000
1.9870,393,1500,1500,-0.0000
1.9921,394,1500,1500,-0.0000
1.9972,395,1500,1500,-0.0000
2.0022,396,1500,1500,-0.0000
2.0073,397,1500,1500,-0.0000
2.0124,398,1500,1500,-0.0000
2.0174,399,1500,1500,-0.0000
2.0225,400,1500,1500,-0.0000
2.0275,401,1500,1500,-0.0000
2.0326,402,1500,1500,-0.0000
2.0377,403,1500,1500,-0.0000
2.0427,404,1500,1500,-0.0000
2.0478,405,1500,1500,-0.0000
2.0529,406,1500,1500,-0.0000
2.0579,407,1500,1500,-0.0000
2.0630,408,1500,1500,-0.0000
2.0681,409,1500,1500,-0.0000
2.0731,410,1500,1500,-0.0000
2.0782,411,1500,1500,-0.0000
2.0833,412,1500,1500,-0.0000
2.0883,413,1500,1500,-0.0000
2.0934,414,1500,1500,-0.0000
2.0984,415,1500,1500,-0.0000
2.1035,416,1500,1500,-0.0000
2.1086,417,1500,1500,-0.0000
2.1136,418,1500,1500,-0.0000
2.1187,419,1500,1500,-0.0000
2.1238,420,1500,1500,-0.0000
2.1288,421,1500,1500,-0.0000
2.1339,422,1500,1500,-0.0000
2.1390,423,1500,1500,-0.0000
2.1440,424,1500,1500,-0.0000
2.1491,425,1500,1500,-0.0000
2.1541,426,1500,1500,-0.0000
2.1592,427,1500,1500,-0.0000
2.1643,428,1500,1500,-0.0000
2.1694,429,1500,1500,-0.0000
2.1744,430,1500,1500,-0.0000
2.1795,431,1500,1500,-0.0000
2.1846,432,1500,1500,-0.0000
2.1897,433,1500,1500,-0.0000
2.1948,434,1500,1500,-0.0000
2.1999,435,1500,1500,-0.0000
2.2049,436,1500,1500,-0.0000
2.2100,437,1500,1500,-0.0000
2.2151,438,1500,1500,-0.0000
2.2202,439,1500,1500,-0.0000
2.2253,440,1500,1500,-0.0000
2.2303,441,1500,1500,-0.0000
2.2354,442,1500,1500,-0.0000
2.2404,443,1500,1500,-0.0000
2.2455,444,1500,1500,-0.0000
2.2506,445,1500,1500,-0.0000
2.2556,446,1500,1500,-0.0000
2.2607,447,1500,1500,-0.0000
2.2658,448,1500,1500,-0.0000
2.2708,449,1500,1500,-0.0000
2.2759,450,1500,1500,-0.0000
2.2810,451,1500,1500,-0.0000
2.2860,452,1500,1500,-0.0000
2.2911,453,1500,1500,-0.0000
2.2962,454,1500,1500,-0.0000
2.3012,455,1500,1500,-0.0000
2.3063,456,1500,1500,-0.0000
2.3113,457,1500,1500,-0.0000
2.3164,458,1500,1500,-0.0000
2.3215,459,1500,1500,-0.0000
2.3265,460,1500,1500,-0.0000
2.3316,461,1500,1500,-0.0000
2.3366,462,1500,1500,-0.0000
2.3417,463,1500,1500,-0.0000
2.3468,464,1500,1500,-0.0000
2.3518,465,1500,1500,-0.0000
2.3569,466,1500,1500,-0.0000
2.3619,467,1500,1500,-0.0000
2.3670,468,1500,1500,-0.0000
2.3721,469,1500,1500,-0.0000
2.3771,470,1500,1500,-0.0000
2.3822,471,1500,1500,-0.0000
2.3872,472,1500,1500,-0.0000
2.3923,473,1500,1500,-0.0000
2.3974,474,1500,1500,-0.0000
2.4024,475,1500,1500,-0.0000
2.4075,476,1500,1500,-0.0000
2.4125,477,1500,1500,-0.0000
2.4176,478,1500,1500,-0.0000
2.4227,479,1500,1500,-0.0000
2.4277,480,1500,1500,-0.0000
2.4328,481,1500,1500,-0.0000
2.4379,482,1500,1500,-0.0000
2.4429,483,1500,1500,-0.0000
2.4480,484,1500,1500,-0.0000
2.4530,485,1500,1500,-0.0000
2.4581,486,1500,1500,-0.0000
2.4632,487,1500,1500,-0.0000
2.4682,488,1500,1500,-0.0000
2.4733,489,1500,1500,-0.0000
2.4784,490,1500,1500,-0.0000
2.4834,491,1500,1500,-0.0000
2.4885,492,1500,1500,-0.0000
2.4935,493,1500,1500,-0.0000
2.4986,494,1500,1500,-0.0000
2.5036,495,1500,1500,-0.0000
2.5087,496,1500,1500,-0.0000
2.5138,497,1500,1500,-0.0000
2.5188,498,1500,1500,-0.0000
2.5239,499,1500,1500,-0.0000
2.5290,500,1500,1500,-0.0000
2.5340,501,1500,1500,-0.0000
2.5391,502,1500,1500,-0.0000
2.5441,503,1500,1500,-0.0000
2.5492,504,1500,1500,-0.0000
2.5543,505,1500,1500,-0.0000
2.5593,506,1500,1500,-0.0000
2.5644,507,1500,1500,-0.0000
2.5694,508,1500,1500,-0.0000
2.5745,509,1500,1500,-0.0000
2.5796,510,1500,1500,-0.0000
2.5846,511,1500,1500,-0.0000
2.5897,512,1500,1500,-0.0000
2.5947,513,1500,1500,-0.0000
2.5998,514,1500,1500,-0.0000
2.6049,515,1500,1500,-0.0000
2.6099,516,1500,1500,-0.0000
2.6150,517,1500,1500,-0.0000
2.6200,518,1500,1500,-0.0000
2.6251,519,1500,1500,-0.0000
2.6302,520,1500,1500,-0.0000
2.6352,521,1500,1500,-0.0000
2.6403,522,1500,1500,-0.0000
2.6454,523,1500,1500,-0.0000
2.6504,524,1500,1500,-0.0000
2.6555,525,1500,1500,-0.0000
2.6605,526,1500,1500,-0.0000
2.6656,527,1500,1500,-0.0000
2.6707,528,1500,1500,-0.0000
2.6757,529,1500,1500,-0.0000
2.6808,530,1500,1500,-0.0000
2.6859,531,1500,1500,-0.0000
2.6909,532,1500,1500,-0.0000
2.6960,533,1500,1500,-0.0000
2.7010,534,1500,1500,-0.0000
2.7061,535,1500,1500,-0.0000
2.7112,536,1500,1500,-0.0000
2.7162,537,1500,1500,-0.0000
2.7213,538,1500,1500,-0.0000
2.7263,539,1500,1500,-0.0000
2.7314,540,1500,1500,-0.0000
2.7365,541,1500,1500,-0.0000
2.7415,542,1500,1500,-0.0000
2.7466,543,1500,1500,-0.0000
2.7517,544,1500,1500,-0.0000
2.7567,545,1500,1500,-0.0000
2.7618,546,1500,1500,-0.0000
2.7668,547,1500,1500,-0.0000
2.7719,548,1500,1500,-0.0000
2.7770,549,1500,1500,-0.0000
2.7820,550,1500,1500,-0.0000
2.7871,551,1500,1500,-0.0000
2.7921,552,1500,1500,-0.0000
2.7972,553,1500,1500,-0.0000
2.8023,554,1500,1500,-0.0000
2.8073,555,1500,1500,-0.0000
2.8124,556,1500,1500,-0.0000
2.8174,557,1500,1500,-0.0000
2.8225,558,1500,1500,-0.0000
2.8276,559,1500,1500,-0.0000
2.8326,560,1500,1500,-0.0000
2.8377,561,1500,1500,-0.0000
2.8428,562,1500,1500,-0.0000
2.8478,563,1500,1500,-0.0000
2.8529,564,1500,1500,-0.0000
2.8579,565,1500,1500,-0.0000
2.8630,566,1500,1500,-0.0000
2.8681,567,1500,1500,-0.0000
2.8731,568,1500,1500,-0.0000
2.8782,569,1500,1500,-0.0000
2.8833,570,1500,1500,-0.0000
2.8883,571,1500,1500,-0.0000
2.8934,572,1500,1500,-0.0000
2.8984,573,1500,1500,-0.0000
2.9035,574,1500,1500,-0.0000
2.9086,575,1500,1500,-0.0000
2.9136,576,1500,1500,-0.0000
2.9187,577,1500,1500,-0.0000
2.9237,578,1500,1500,-0.0000
2.9288,579,1500,1500,-0.0000
2.9339,580,1500,1500,-0.0000
2.9389,581,1500,1500,-0.0000
2.9440,582,1500,1500,-0.0000
2.9491,583,1500,1500,-0.0000
2.9541,584,1500,1500,-0.0000
2.9592,585,1500,1500,-0.0000
2.9643,586,1500,1500,-0.0000
2.9693,587,1500,1500,-0.0000
2.9744,588,1500,1500,-0.0000
2.9795,589,1500,1500,-0.0000
2.9845,590,1500,1500,-0.0000
2.9896,591,1500,1500,-0.0000
2.9947,592,1500,1500,-0.0000
2.9997,593,1500,1500,-0.0000
3.0051,594,1450,1500,-0.0000
3.0102,595,1450,1500,-0.0000
3.0152,596,1450,1500,-0.0000
3.0203,597,1450,1500,-0.0000
3.0253,598,1450,1500,-0.0000
3.0304,599,1450,1500,-0.0000
3.0355,600,1450,1500,-0.0000
3.0405,601,1450,1500,-0.0000
3.0456,602,1450,1500,-0.0000
3.0507,603,1450,1500,-0.0000
3.0558,604,1450,1500,-0.0000
3.0608,605,1450,1500,-0.0000
3.0659,606,1450,1500,-0.0000
3.0710,607,1450,1500,-0.0000
3.0760,608,1450,1500,-0.0000
3.0811,609,1450,1500,-0.0000
3.0862,610,1450,1500,-0.0000
3.0912,611,1450,1500,-0.0000
3.0963,612,1450,1500,-0.0000
3.1013,613,1450,1500,-0.0000
3.1064,614,1450,1500,-0.0000
3.1115,615,1450,1500,-0.0000
3.1165,616,1450,1500,-0.0000
3.1216,617,1450,1500,-0.0000
3.1267,618,1450,1500,-0.0000
3.1317,619,1450,1500,-0.0000
3.1368,620,1450,1500,-0.0000
3.1419,621,1450,1500,-0.0000
3.1469,622,1450,1500,-0.0000
3.1520,623,1450,1500,-0.0000
3.1571,624,1450,1500,-0.0000
3.1621,625,1450,1500,-0.0000
3.1672,626,1450,1500,-0.0000
3.1722,627,1450,1500,-0.0000
3.1773,628,1450,1500,-0.0000
3.1823,629,1450,1500,-0.0000
3.1874,630,1450,1500,-0.0000
3.1925,631,1450,1500,-0.0000
3.1975,632,1450,1500,-0.0000
3.2026,633,1450,1500,-0.0000
3.2077,634,1450,1500,-0.0000
3.2127,635,1450,1500,-0.0000
3.2178,636,1450,1500,-0.0000
3.2229,637,1450,1500,-0.0000
3.2290,638,1450,1500,-0.0000
3.2341,639,1450,1500,-0.0000
3.2391,640,1450,1500,-0.0000
3.2442,641,1450,1500,-0.0000
3.2493,642,1450,1500,-0.0000
3.2544,643,1450,1500,-0.0000
3.2594,644,1450,1500,-0.0000
3.2644,645,1450,1500,-0.0000
3.2695,646,1450,1500,-0.0000
3.2746,647,1450,1500,-0.0000
3.2796,648,1450,1500,-0.0000
3.2847,649,1450,1500,-0.0000
3.2898,650,1450,1500,-0.0000
3.2948,651,1450,1500,-0.0000
3.2999,652,1450,1500,-0.0000
3.3050,653,1450,1500,-0.0000
3.3100,654,1450,1500,-0.0000
3.3151,655,1450,1500,-0.0000
3.3202,656,1450,1500,-0.0000
3.3252,657,1450,1500,-0.0000
3.3303,658,1450,1500,-0.0000
3.3353,659,1450,1500,-0.0000
3.3404,660,1450,1500,-0.0000
3.3455,661,1450,1500,-0.0000
3.3505,662,1450,1500,-0.0000
3.3556,663,1450,1500,-0.0000
3.3606,664,1450,1500,-0.0000
3.3657,665,1450,1500,-0.0000
3.3708,666,1450,1500,-0.0000
3.3758,667,1450,1500,-0.0000
3.3809,668,1450,1500,-0.0000
3.3859,669,1450,1500,-0.0000
3.3910,670,1450,1500,-0.0000
3.3961,671,1450,1500,-0.0000
3.4011,672,1450,1500,-0.0000
3.4062,673,1450,1500,-0.0000
3.4113,674,1450,1500,-0.0000
3.4163,675,1450,1500,-0.0000
3.4214,676,1450,1500,-0.0000
3.4264,677,1450,1500,-0.0000
3.4315,678,1450,1500,-0.0000
3.4366,679,1450,1500,-0.0000
3.4416,680,1450,1500,-0.0000
3.4467,681,1450,1500,-0.0000
3.4518,682,1450,1500,-0.0000
3.4568,683,1450,1500,-0.0000
3.4619,684,1450,1500,-0.0000
3.4669,685,1450,1500,-0.0000
3.4720,686,1450,1500,-0.0000
3.4771,687,1450,1500,-0.0000
3.4821,688,1450,1500,-0.0000
3.4872,689,1450,1500,-0.0000
3.4922,690,1450,1500,-0.0000
3.4973,691,1450,1500,-0.0000
3.5024,692,1450,1500,-0.0000
3.5074,693,1450,1500,-0.0000
3.5125,694,1450,1500,-0.0000
3.5175,695,1450,1500,-0.0000
3.5226,696,1450,1500,-0.0000
3.5277,697,1450,1500,-0.0000
3.5327,698,1450,1500,-0.0000
3.5378,699,1450,1500,-0.0000
3.5428,700,1450,1500,-0.0000
3.5479,701,1450,1500,-0.0000
3.5530,702,1450,1500,-0.0000
3.5580,703,1450,1500,-0.0000
3.5631,704,1450,1500,-0.0000
3.5681,705,1450,1500,-0.0000
3.5732,706,1450,1500,-0.0000
3.5783,707,1450,1500,-0.0000
3.5833,708,1450,1500,-0.0000
3.5884,709,1450,1500,-0.0000
3.5934,710,1450,1500,-0.0000
3.5985,711,1450,1500,-0.0000
3.6036,712,1450,1500,-0.0000
3.6086,713,1450,1500,-0.0000
3.6137,714,1450,1500,-0.0000
3.6188,715,1450,1500,-0.0000
3.6238,716,1450,1500,-0.0000
3.6289,717,1450,1500,-0.0000
3.6339,718,1450,1500,-0.0000
3.6390,719,1450,1500,-0.0000
3.6441,720,1450,1500,-0.0000
3.6491,721,1450,1500,-0.0000
3.6542,722,1450,1500,-0.0000
3.6593,723,1450,1500,-0.0000
3.6643,724,1450,1500,-0.0000
3.6694,725,1450,1500,-0.0000
3.6744,726,1450,1500,-0.0000
3.6795,727,1450,1500,-0.0000
3.6846,728,1450,1500,-0.0000
3.6896,729,1450,1500,-0.0000
3.6947,730,1450,1500,-0.0000
3.6998,731,1450,1500,-0.0000
3.7048,732,1450,1500,-0.0000
3.7099,733,1450,1500,-0.0000
