t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,1,-0.0000,0.0000,-0.0000,-0.7066,-1.1182,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1498
0.0072,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.7066,-1.1182,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1496
0.0123,3,enc,1,1,-0.0000,0.0000,-0.0000,-0.7818,-1.1032,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1494
0.0173,4,enc,1,0,-0.0000,0.0000,-0.0000,-0.7818,-1.1032,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1492
0.0224,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.7818,-1.1032,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1490
0.0275,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.7818,-1.1032,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1488
0.0326,7,enc,1,1,-0.0000,0.0000,-0.0000,-0.777,-1.0079,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1486
0.0376,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.777,-1.0079,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1484
0.0427,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.777,-1.0079,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1482
0.0478,10,enc,1,1,-0.0000,0.0000,-0.0000,-0.6921,-1.0727,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1480
0.0528,11,enc,1,0,-0.0000,0.0000,-0.0000,-0.6921,-1.0727,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1478
0.0579,12,enc,1,1,-0.0000,0.0000,-0.0000,-0.762,-1.043,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1476
0.0630,13,enc,1,0,-0.0000,0.0000,-0.0000,-0.762,-1.043,35.00,85.60,35.0000,0.0000,1.000000,0.311111,0.000000,-0.000000,1.032848,1474
