t_s,iteration,sensor_mode,new_data,quat_changed,psi_deg,psi_dot_dps,psi_enc_deg,psi_imu_deg,phi_yaw_deg,setpoint_deg,rest_angle_deg,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
0.0000,1,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1498
0.0207,2,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1496
0.0258,3,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1494
0.0330,4,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1492
0.0388,5,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1490
0.0450,6,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1488
0.0502,7,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1486
0.0621,8,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1484
0.0673,9,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1482
0.0724,10,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1480
0.0775,11,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1478
0.0826,12,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1476
0.0877,13,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1474
0.0968,14,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1472
0.1019,15,enc,1,0,-0.0000,0.0000,-0.0000,-0.0509,0.1846,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1470
0.1070,16,enc,1,1,-0.0000,0.0000,-0.0000,0.0153,0.1738,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1468
0.1134,17,enc,1,0,-0.0000,0.0000,-0.0000,0.0153,0.1738,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1466
0.1185,18,enc,1,0,-0.0000,0.0000,-0.0000,0.0153,0.1738,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1464
0.1236,19,enc,1,1,-0.0000,0.0000,-0.0000,0.0151,0.2397,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1462
0.1323,20,enc,1,0,-0.0000,0.0000,-0.0000,0.0151,0.2397,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1460
0.1374,21,enc,1,1,-0.0000,0.0000,-0.0000,0.0153,0.1738,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1458
0.1438,22,enc,1,1,-0.0000,0.0000,-0.0000,-0.0559,0.1736,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1456
0.1490,23,enc,1,0,-0.0000,0.0000,-0.0000,-0.0559,0.1736,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1454
0.1540,24,enc,1,0,-0.0000,0.0000,-0.0000,-0.0559,0.1736,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1452
0.1699,25,enc,1,0,-0.0000,0.0000,-0.0000,-0.0559,0.1736,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1450
0.1755,26,enc,1,1,-0.0000,0.0000,-0.0000,0.0104,0.1627,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1448
0.1831,27,enc,1,0,-0.0000,0.0000,-0.0000,0.0104,0.1627,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1446
0.1886,28,enc,1,0,-0.0000,0.0000,-0.0000,0.0104,0.1627,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1444
0.1972,29,enc,1,0,-0.0000,0.0000,-0.0000,0.0104,0.1627,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1442
0.2023,30,enc,1,0,-0.0000,0.0000,-0.0000,0.0104,0.1627,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1440
0.2074,31,enc,1,1,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1438
0.2125,32,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1436
0.2175,33,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1434
0.2226,34,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1432
0.2277,35,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1430
0.2328,36,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1428
0.2378,37,enc,1,1,-0.0000,0.0000,-0.0000,-0.0609,0.1625,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1426
0.2429,38,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1625,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1424
0.2480,39,enc,1,1,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1422
0.2531,40,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1420
0.2581,41,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1418
0.2632,42,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1416
0.2683,43,enc,1,0,-0.0000,0.0000,-0.0000,-0.0609,0.1576,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1414
0.2733,44,enc,1,1,-0.0000,0.0000,-0.0000,0.0054,0.1466,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1412
0.2784,45,enc,1,0,-0.0000,0.0000,-0.0000,0.0054,0.1466,80.00,85.85,80.0000,0.0000,1.000000,0.711111,0.000000,-0.000000,0.293263,1410
