t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,u_norm,u_p,u_d,u_g,pwm_us,pitch_raw_deg
0.0000,1,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.0201,2,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.0402,3,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.0603,4,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.0804,5,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.1005,6,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.1206,7,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.1407,8,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.1608,9,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.1809,10,0.0374,-0.0000,0.004,-0.0000,-20.00,73.22,53.22,-20.0374,-0.333957,-0.333957,0.000000,0.000000,1650,16.7386
0.2010,11,0.0367,-0.0000,0.0035,-0.1119,-20.00,73.22,53.22,-20.0367,-0.333448,-0.333945,0.000497,0.000000,1650,16.7394
0.2211,12,0.0367,-0.0000,0.0035,-0.1119,-20.00,73.22,53.22,-20.0367,-0.333448,-0.333945,0.000497,0.000000,1650,16.7394
0.2412,13,0.0272,-0.0000,-0.005,-0.1119,-20.00,73.22,53.22,-20.0272,-0.333290,-0.333787,0.000497,0.000000,1649,16.7488
0.2618,14,0.0272,-0.0000,-0.005,-0.3357,-20.00,73.22,53.22,-20.0272,-0.332295,-0.333787,0.001492,0.000000,1649,16.7488
0.2819,15,0.0272,-0.0000,-0.005,-0.3357,-20.00,73.22,53.22,-20.0272,-0.332295,-0.333787,0.001492,0.000000,1649,16.7488
0.3020,16,-0.0182,-0.1800,0.002,-1.3429,-20.00,73.22,53.22,-19.9818,-0.327062,-0.333030,0.005968,0.000000,1647,16.7942
0.3221,17,-0.0182,-0.1800,0.002,-1.3429,-20.00,73.22,53.22,-19.9818,-0.327062,-0.333030,0.005968,0.000000,1647,16.7942
0.3422,18,-0.1238,-0.1800,-0.0029,-1.3429,-20.00,73.22,53.22,-19.8762,-0.325302,-0.331270,0.005968,0.000000,1646,16.8999
0.3623,19,-0.1238,-0.3600,-0.0029,-4.1405,-20.00,73.22,53.22,-19.8762,-0.312868,-0.331270,0.018402,0.000000,1642,16.8999
0.3824,20,-0.1238,-0.5400,-0.0029,-4.1405,-20.00,73.22,53.22,-19.8762,-0.312868,-0.331270,0.018402,0.000000,1642,16.8999
0.4024,21,-0.3933,-0.7200,-0.0088,-9.4001,-20.00,73.22,53.22,-19.6067,-0.285000,-0.326778,0.041778,0.000000,1631,17.1694
0.4226,22,-0.3933,-1.0800,-0.0088,-9.4001,-20.00,73.22,53.22,-19.6067,-0.285000,-0.326778,0.041778,0.000000,1631,17.1694
0.4428,23,-0.9956,-1.4400,0.0111,-18.8002,-20.00,73.22,53.22,-19.0044,-0.233184,-0.316740,0.083556,0.000000,1612,17.7716
0.4629,24,-0.9956,-1.8000,0.0111,-18.8002,-20.00,73.22,53.22,-19.0044,-0.233184,-0.316740,0.083556,0.000000,1612,17.7716
0.4829,25,-0.9956,-2.3400,0.0111,-18.8002,-20.00,73.22,53.22,-19.0044,-0.233184,-0.316740,0.083556,0.000000,1612,17.7716
0.5030,26,-2.0733,-3.0600,0.0273,-28.0884,-20.00,73.22,53.22,-17.9267,-0.173942,-0.298779,0.124837,0.000000,1590,18.8493
0.5231,27,-2.0733,-3.6000,0.0273,-28.0884,-20.00,73.22,53.22,-17.9267,-0.173942,-0.298779,0.124837,0.000000,1590,18.8493
0.5432,28,-3.6016,-4.3200,0.0713,-35.2503,-20.00,73.22,53.22,-16.3984,-0.116639,-0.273307,0.156668,0.000000,1568,20.3776
0.5633,29,-3.6016,-5.0400,0.0713,-35.2503,-20.00,73.22,53.22,-16.3984,-0.116639,-0.273307,0.156668,0.000000,1568,20.3776
0.5834,30,-3.6016,-5.7600,0.0713,-35.2503,-20.00,73.22,53.22,-16.3984,-0.116639,-0.273307,0.156668,0.000000,1568,20.3776
0.6035,31,-5.4400,-6.6600,0.1023,-39.9504,-20.00,73.22,53.22,-14.5600,-0.065110,-0.242667,0.177557,0.000000,1549,22.216
0.6236,32,-5.4400,-7.3800,0.1023,-39.9504,-20.00,73.22,53.22,-14.5600,-0.065110,-0.242667,0.177557,0.000000,1549,22.216
0.6437,33,-7.4919,-8.4600,0.1534,-42.4123,-20.00,73.22,53.22,-12.5081,-0.019969,-0.208468,0.188499,0.000000,1532,24.268
0.6638,34,-7.4919,-9.1800,0.1534,-42.4123,-20.00,73.22,53.22,-12.5081,-0.019969,-0.208468,0.188499,0.000000,1532,24.268
0.6839,35,-7.4919,-9.9000,0.1534,-42.4123,-20.00,73.22,53.22,-12.5081,-0.019969,-0.208468,0.188499,0.000000,1532,26.3935
0.7040,36,-9.6174,-10.8000,0.1896,-41.2932,-20.00,73.22,53.22,-10.3826,0.010483,-0.173043,0.183526,0.000000,1471,26.3935
0.7241,37,-9.6174,-11.5200,0.1896,-41.2932,-20.00,73.22,53.22,-10.3826,0.010483,-0.173043,0.183526,0.000000,1471,26.3935
0.7442,38,-11.6362,-12.6000,0.2417,-38.1599,-20.00,73.22,53.22,-8.3638,0.030202,-0.139397,0.169599,0.000000,1463,28.4122
0.7643,39,-11.6362,-12.9600,0.2417,-38.1599,-20.00,73.22,53.22,-8.3638,0.030202,-0.139397,0.169599,0.000000,1463,28.4122
0.7844,40,-11.6362,-13.6800,0.2825,-38.1599,-20.00,73.22,53.22,-8.3638,0.030202,-0.139397,0.169599,0.000000,1463,30.229
0.8045,41,-13.4530,-14.4000,0.2825,-32.4527,-20.00,73.22,53.22,-6.5470,0.035117,-0.109117,0.144234,0.000000,1461,30.229
0.8245,42,-13.4530,-14.9400,0.2825,-32.4527,-20.00,73.22,53.22,-6.5470,0.035117,-0.109117,0.144234,0.000000,1461,30.229
0.8446,43,-14.9729,-15.6600,0.3122,-26.0741,-20.00,73.22,53.22,-5.0271,0.032100,-0.083785,0.115885,0.000000,1462,31.749
0.8647,44,-14.9729,-15.8400,0.3122,-26.0741,-20.00,73.22,53.22,-5.0271,0.032100,-0.083785,0.115885,0.000000,1462,31.749
0.8848,45,-16.1809,-16.3800,0.3361,-26.0741,-20.00,73.22,53.22,-3.8191,0.052234,-0.063651,0.115885,0.000000,1455,32.957
0.9049,46,-16.1809,-16.7400,0.3361,-19.1359,-20.00,73.22,53.22,-3.8191,0.021398,-0.063651,0.085048,0.000000,1466,32.957
0.9250,47,-16.1809,-16.9200,0.3361,-19.1359,-20.00,73.22,53.22,-3.8191,0.021398,-0.063651,0.085048,0.000000,1466,32.957
0.9451,48,-17.0274,-17.2800,0.3505,-11.9739,-20.00,73.22,53.22,-2.9726,0.003674,-0.049544,0.053217,0.000000,1473,33.8034
0.9652,49,-17.0274,-17.4600,0.3505,-11.9739,-20.00,73.22,53.22,-2.9726,0.003674,-0.049544,0.053217,0.000000,1473,33.8034
