t,ref,angle,err,u,pwm,phase,P,I,D,FF,gz
7.229991751955822e-07,0.0,0.39856024681571256,-0.39856024681571256,-0.008347426289394515,1500,idle,-0.008347426289394515,-0.0,0.0,0.0,0.0
0.020000946999061853,0.0,0.39856024681571256,-0.39856024681571256,-0.008347426289394515,1500,idle,-0.008347426289394515,-0.0,0.0,0.0,-0.001953125
0.04000043099949835,0.0,0.39856024681571256,-0.39856024681571256,-0.008347426289394515,1500,idle,-0.008347426289394515,-0.0,0.0,0.0,-0.001953125
0.060000339999533026,0.0,0.40043147867806006,-0.40043147867806006,-0.008876504633866777,1500,idle,-0.008386617277873942,-0.0,-0.0004898873559928355,0.0,-0.00390625
0.08000037999954657,0.0,0.40043147867806006,-0.40043147867806006,-0.008729538427068927,1500,idle,-0.008386617277873942,-0.0,-0.00034292114919498486,0.0,-0.00390625
0.10000043699983507,0.0,0.3903838147052827,-0.3903838147052827,-0.005785752023274981,1500,idle,-0.008176179495723168,-0.0,0.0023904274724481874,0.0,-0.00390625
0.12000053199881222,0.0,0.3903838147052827,-0.3903838147052827,-0.006502880265009437,1500,idle,-0.008176179495723168,-0.0,0.0016732992307137312,0.0,-0.0078125
0.14000081199992565,0.0,0.3903838147052827,-0.3903838147052827,-0.007004870034223556,1500,idle,-0.008176179495723168,-0.0,0.0011713094614996117,0.0,-0.0078125
0.1600003139992623,0.0,0.37583659867824615,-0.37583659867824615,-0.003243134442608483,1500,idle,-0.007871503315718356,-0.0,0.004628368873109873,0.0,0.0078125
0.18000055699849327,0.0,0.37583659867824615,-0.37583659867824615,-0.004631645104541445,1500,idle,-0.007871503315718356,-0.0,0.003239858211176911,0.0,0.0078125
0.20000041099956434,0.0,0.3872710634706671,-0.3872710634706671,-0.008836621320958589,1500,idle,-0.008110986186315694,-0.0,-0.0007256351346428946,0.0,0.0078125
0.22000050599854148,0.0,0.3872710634706671,-0.3872710634706671,-0.00861893078056572,1500,idle,-0.008110986186315694,-0.0,-0.0005079445942500262,0.0,0.00390625
0.2400005819999933,0.0,0.3872710634706671,-0.3872710634706671,-0.008466547402290713,1500,idle,-0.008110986186315694,-0.0,-0.0003555612159750183,0.0,0.00390625
0.26000036199911847,0.0,0.39461149583229016,-0.39461149583229016,-0.010435337391828503,1500,idle,-0.008264723842192014,-0.0,-0.0021706135496364896,0.0,-0.00390625
0.28000088299995696,0.0,0.39461149583229016,-0.39461149583229016,-0.009784153326937557,1500,idle,-0.008264723842192014,-0.0,-0.0015194294847455426,0.0,-0.00390625
0.3000004589994205,0.0,0.3784754169272624,-0.3784754169272624,-0.004765955656393646,1500,idle,-0.00792677059588681,-0.0,0.0031608149394931643,0.0,-0.00390625
0.3200003879992437,0.0,0.3784754169272624,-0.3784754169272624,-0.005714200138241595,1500,idle,-0.00792677059588681,-0.0,0.0022125704576452148,0.0,0.0
0.3400003339993418,0.0,0.3784754169272624,-0.3784754169272624,-0.00637797127553516,1500,idle,-0.00792677059588681,-0.0,0.0015487993203516502,0.0,0.0
0.3600002619987208,0.0,0.3705027796460758,-0.3705027796460758,-0.004588400987532586,1500,idle,-0.007759792071138064,-0.0,0.003171391083605477,0.0,0.001953125
0.3800003199994535,0.0,0.3705027796460758,-0.3705027796460758,-0.00553981831261423,1500,idle,-0.007759792071138064,-0.0,0.0022199737585238337,0.0,0.001953125
0.4000003219989594,0.0,0.37375940433868493,-0.37375940433868493,-0.007126599379053386,1500,idle,-0.007827998659203398,-0.0,0.0007013992801500116,0.0,0.001953125
0.4200005279999459,0.0,0.37375940433868493,-0.37375940433868493,-0.007337019163098389,1500,idle,-0.007827998659203398,-0.0,0.0004909794961050081,0.0,0.001953125
