wall,t,tgt,ref,angle,err,u,pwm,dir,held,P,I,D,gz
1786721740.6077266,1.3889998626837041e-06,0.0,0.0,-0.0020215464654143034,0.0020215464654143034,4.9395698524946575e-05,1429.984193376472,1,0,4.9395698524946575e-05,4.233917016423992e-07,0.0,0.0
1786721740.6220229,0.02000081299956946,0.0,0.0,0.5721505821898063,-0.5721505821898063,-0.013979852675278725,1430.0,1,1,-0.013980276066980367,-0.00011940754601533218,0.0,0.0
1786721740.6439881,0.04000051399998483,0.0,0.0,0.5721505821898063,-0.5721505821898063,-0.0949590586129957,1430.0,1,1,-0.013980276066980367,-0.00011940754601533218,-0.080859375,0.08984375
1786721740.6613097,0.06000025299999834,0.0,0.0,0.5721505821898063,-0.5721505821898063,-0.1273028086129957,1430.0,1,1,-0.013980276066980367,-0.00011940754601533218,-0.113203125,0.08984375
1786721740.6833396,0.08000041799959945,0.0,0.0,0.8421316830926457,-0.8421316830926459,-0.15738406639347471,1430.0,1,1,-0.020577158847459386,-0.00011940754601533218,-0.1366875,0.1015625
1786721740.701323,0.10000039699980334,0.0,0.0,0.8421316830926457,-0.8421316830926459,-0.16677781639347472,1430.0,1,1,-0.020577158847459386,-0.00011940754601533218,-0.14608125,0.1015625
1786721740.7233706,0.12000037699999666,0.0,0.0,1.1219011324747044,-1.1219011324747044,-0.17737137364696665,1430.0,1,1,-0.027413216100951335,-0.00011940754601533218,-0.14983875,0.1015625
1786721740.7422554,0.14000044799968236,0.0,0.0,1.1219011324747044,-1.1219011324747044,-0.17008531114696668,1430.0,1,1,-0.027413216100951335,-0.00011940754601533218,-0.1425526875,0.091796875
1786721740.7613423,0.16000044599968533,0.0,0.0,1.1219011324747044,-1.1219011324747044,-0.16717088614696668,1430.0,1,1,-0.027413216100951335,-0.00011940754601533218,-0.1396382625,0.091796875
1786721740.7833955,0.18000037000001612,0.0,0.0,1.386256376120599,-1.386256376120599,-0.1671910958021124,1430.0,1,1,-0.03387263325609709,-0.00011940754601533218,-0.13319905499999998,0.0859375
1786721740.8012846,0.20000027599962777,0.0,0.0,1.386256376120599,-1.386256376120599,-0.16461541280211245,1430.0,1,1,-0.03387263325609709,-0.00011940754601533218,-0.13062337200000002,0.0859375
1786721740.8224607,0.2200003849998211,0.0,0.0,1.626162338907534,-1.6261623389075341,-0.16944714812623102,1430.0,1,1,-0.0397346417802157,-0.00011940754601533218,-0.1295930988,0.0859375
1786721740.8422592,0.24000032699996154,0.0,0.0,1.626162338907534,-1.6261623389075341,-0.16200378884623104,1430.0,1,1,-0.0397346417802157,-0.00011940754601533218,-0.12214973952000001,0.078125
1786721740.860189,0.2600003249999645,0.0,0.0,1.626162338907534,-1.6261623389075341,-0.15902644513423103,1430.0,1,1,-0.0397346417802157,-0.00011940754601533218,-0.11917239580800001,0.078125
1786721740.884293,0.2800006559996291,0.0,0.0,1.841592923776659,-1.841592923776659,-0.15606821987107966,1430.0,1,1,-0.044998604001864326,-0.00011940754601533218,-0.1109502083232,0.0703125
1786721740.9013338,0.30000028399990697,0.0,0.0,1.841592923776659,-1.841592923776659,-0.15277934487715966,1430.0,1,1,-0.044998604001864326,-0.00011940754601533218,-0.10766133332927999,0.0703125
1786721740.9224803,0.3200003559995821,0.0,0.0,2.036736176142597,-2.036736176142597,-0.15623204405316182,1430.0,1,1,-0.04976685317543449,-0.00011940754601533218,-0.10634578333171199,0.0703125
1786721740.9427228,0.3400004829995851,0.0,0.0,2.036736176142597,-2.036736176142597,-0.1469167615541346,1430.0,1,1,-0.04976685317543449,-0.00011940754601533218,-0.09703050083268479,0.060546875
1786721740.9613895,0.36000033299978895,0.0,0.0,2.036736176142597,-2.036736176142597,-0.14319064855452374,1430.0,1,1,-0.04976685317543449,-0.00011940754601533218,-0.0933043878330739,0.060546875
1786721740.9833877,0.3800004979998448,0.0,0.0,2.20255703065709,-2.20255703065709,-0.13872072118632717,1430.0,1,1,-0.05381862100708226,-0.00011940754601533218,-0.08478269263322956,0.052734375
1786721741.0013177,0.4000004029999218,0.0,0.0,2.20255703065709,-2.20255703065709,-0.13531204310638942,1430.0,1,1,-0.05381862100708226,-0.00011940754601533218,-0.08137401455329182,0.052734375
