t,ref,angle,err,u,pwm,state,P,I,D,gz
6.479999683506321e-07,0.0,0.018673219777269878,-0.018673219777269878,0.0,1500,idle,0.0,0.0,0.0,0.0
0.020001384999886795,0.0,0.018673219777269878,-0.018673219777269878,0.0,1500,idle,0.0,0.0,0.0,0.0
0.04000077099999544,0.0,0.018673219777269878,-0.018673219777269878,0.0,1500,idle,0.0,0.0,0.0,0.0
0.06000067500008299,0.0,0.018673219777269878,-0.018673219777269878,0.0,1500,idle,0.0,0.0,0.0,0.0
0.08000072699996963,0.0,0.014787804730133303,-0.014787804730133303,0.0,1500,idle,0.0,0.0,0.0,0.0
0.10000074200024756,0.0,0.014787804730133303,-0.014787804730133303,0.0,1500,idle,0.0,0.0,0.0,0.0
0.12000114600004963,0.0,0.014787804730133303,-0.014787804730133303,0.0,1500,idle,0.0,0.0,0.0,0.0
0.14000084700001025,0.0,0.012418742142557448,-0.012418742142557448,0.0,1500,idle,0.0,0.0,0.0,0.0
0.1600009730000238,0.0,0.012418742142557448,-0.012418742142557448,0.0,1500,idle,0.0,0.0,0.0,0.0
0.18000085900030172,0.0,0.012418742142557448,-0.012418742142557448,0.0,1500,idle,0.0,0.0,0.0,0.0
0.20000079999999798,0.0,0.012418742142557448,-0.012418742142557448,0.0,1500,idle,0.0,0.0,0.0,0.0
0.220000648000223,0.0,0.012418742142557448,-0.012418742142557448,0.0,1500,idle,0.0,0.0,0.0,0.0
0.24000084899989815,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.26000101199997516,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.2800010089999887,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.30000108000012915,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.3200008550002167,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.3400010190002831,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.3600007190002543,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.3800009940000564,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.40000065799995355,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.42000093200022093,0.0,0.009085477881882298,-0.009085477881882298,0.0,1500,idle,0.0,0.0,0.0,0.0
0.440000892000171,0.0,0.0033832589473377084,-0.0033832589473377084,0.0,1500,idle,0.0,0.0,0.0,0.0
0.4600010369999836,0.0,0.0033832589473377084,-0.0033832589473377084,0.0,1500,idle,0.0,0.0,0.0,0.0
0.48000095999987025,0.0,0.0033832589473377084,-0.0033832589473377084,0.0,1500,idle,0.0,0.0,0.0,0.0
