t,ref,angle,err,u,pwm,state,P,I,D,gz
7.779999577905983e-07,0.0,-0.0003404884619726545,0.0003404884619726545,0.0,1500,idle,0.0,0.0,0.0,0.0
0.020000841999717522,0.0,-0.0003404884619726545,0.0003404884619726545,0.0,1500,idle,0.0,0.0,0.0,0.0
0.04000064599995312,0.0,-0.0003404884619726545,0.0003404884619726545,0.0,1500,idle,0.0,0.0,0.0,0.0
0.06000056199991377,0.0,-0.0003404884619726545,0.0003404884619726545,0.0,1500,idle,0.0,0.0,0.0,0.0
0.0800006259996735,0.0,-0.0003404884619726545,0.0003404884619726545,0.0,1500,idle,0.0,0.0,0.0,0.0
0.10000041199964471,0.0,-0.0003404884619726545,0.0003404884619726545,0.0,1500,idle,0.0,0.0,0.0,0.0
0.1200003089998063,0.0,-0.0003404884619726545,0.0003404884619726545,0.0,1500,idle,0.0,0.0,0.0,0.0
0.14000063200001023,0.0,-0.002406085101569033,0.002406085101569033,0.0,1500,idle,0.0,0.0,0.0,0.0
0.1600004919996536,0.0,-0.002406085101569033,0.002406085101569033,0.0,1500,idle,0.0,0.0,0.0,0.0
0.18000037000001612,0.0,-0.002406085101569033,0.002406085101569033,0.0,1500,idle,0.0,0.0,0.0,0.0
0.20000052699970183,0.0,-0.005415842178649655,0.005415842178649655,0.0,1500,idle,0.0,0.0,0.0,0.0
0.22000047999972594,0.0,-0.005415842178649655,0.005415842178649655,0.0,1500,idle,0.0,0.0,0.0,0.0
0.2400003029997606,0.0,0.0030458955653500652,-0.0030458955653500652,0.0,1500,idle,0.0,0.0,0.0,0.0
0.2600004219998482,0.0,0.0030458955653500652,-0.0030458955653500652,0.0,1500,idle,0.0,0.0,0.0,0.0
0.2800003749998723,0.0,0.0030458955653500652,-0.0030458955653500652,0.0,1500,idle,0.0,0.0,0.0,0.0
0.3000003829997695,0.0,0.0030458955653500652,-0.0030458955653500652,0.0,1500,idle,0.0,0.0,0.0,0.0
0.32000037299985706,0.0,0.0030458955653500652,-0.0030458955653500652,0.0,1500,idle,0.0,0.0,0.0,0.0
0.3400002879998283,0.0,0.0009802385297632554,-0.0009802385297632554,0.0,1500,idle,0.0,0.0,0.0,0.0
0.36000044499996875,0.0,0.0009802385297632554,-0.0009802385297632554,0.0,1500,idle,0.0,0.0,0.0,0.0
