wall,t,tgt,ref,angle,err,u,pwm,dir,held,P,I,D,gz
1786721189.8839836,1.5549999261565972e-06,0.0,0.0,-0.00023733866962061256,0.00023733866962061256,5.799277718055822e-06,1429.9981442311303,1,0,5.799277718055822e-06,4.9708094726192766e-08,0.0,0.0
1786721189.8991418,0.020000600999992457,0.0,0.0,0.844691753560852,-0.844691753560852,-0.02063966346161924,1430.0,1,1,-0.020639713169713966,-0.00017686211907425066,0.0,0.0
1786721189.9190524,0.04000033100010114,0.0,0.0,0.844691753560852,-0.844691753560852,-0.12276970028878821,1430.0,1,1,-0.020639713169713966,-0.00017686211907425066,-0.10195312499999999,0.11328125
1786721189.9368777,0.06000080300009358,0.0,0.0,0.844691753560852,-0.844691753560852,-0.16355095028878822,1430.0,1,1,-0.020639713169713966,-0.00017686211907425066,-0.142734375,0.11328125
1786721189.9607177,0.0800008300002446,0.0,0.0,1.184680311888826,-1.184680311888826,-0.1916865629554929,1430.0,1,1,-0.02894720083641867,-0.00017686211907425066,-0.1625625,0.1171875
1786721189.9777236,0.10000037600002543,0.0,0.0,1.184680311888826,-1.184680311888826,-0.1996178129554929,1430.0,1,1,-0.02894720083641867,-0.00017686211907425066,-0.17049375,0.1171875
1786721189.9990528,0.12000042099998609,0.0,0.0,1.5197323511986838,-1.5197323511986838,-0.21097717870756283,1430.0,1,1,-0.03713406658848855,-0.00017686211907425066,-0.17366625000000002,0.1171875
1786721190.0194414,0.14000042999987272,0.0,0.0,1.5197323511986838,-1.5197323511986838,-0.21576180370756282,1430.0,1,1,-0.03713406658848855,-0.00017686211907425066,-0.178450875,0.12109375
1786721190.0377016,0.160000735000267,0.0,0.0,1.5197323511986838,-1.5197323511986838,-0.2176756537075628,1430.0,1,1,-0.03713406658848855,-0.00017686211907425066,-0.180364725,0.12109375
1786721190.060647,0.1800005949999104,0.0,0.0,1.8500434526955871,-1.8500434526955873,-0.219480966495377,1430.0,1,1,-0.04520508937630274,-0.00017686211907425066,-0.174099015,0.11328125
1786721190.077759,0.20000073300025178,0.0,0.0,1.8500434526955871,-1.8500434526955873,-0.216974682495377,1430.0,1,1,-0.04520508937630274,-0.00017686211907425066,-0.171592731,0.11328125
1786721190.099774,0.22000046399989515,0.0,0.0,2.1575137714240213,-2.1575137714240213,-0.2234850860749316,1430.0,1,1,-0.05271800655585732,-0.00017686211907425066,-0.17059021740000002,0.11328125
1786721190.1198592,0.24000030600018363,0.0,0.0,2.1575137714240213,-2.1575137714240213,-0.21605283063493158,1430.0,1,1,-0.05271800655585732,-0.00017686211907425066,-0.16315796196000001,0.10546875
1786721190.1377153,0.2600004999999328,0.0,0.0,2.1575137714240213,-2.1575137714240213,-0.21307992845893156,1430.0,1,1,-0.05271800655585732,-0.00017686211907425066,-0.160185059784,0.10546875
1786721190.160546,0.28000034100023186,0.0,0.0,2.455054411051094,-2.455054411051094,-0.20861418193650683,1430.0,1,1,-0.05998829590383259,-0.00017686211907425066,-0.1484490239136,0.09375
