t,ref,angle,err,u,pwm,phase,P,I,D,FF,gz
7.039998308755457e-07,0.0,-0.001972219383187479,0.001972219383187479,0.0,1500,idle,0.00010326516542481963,0.0,0.0,0.0,0.0
0.02000088899876573,0.0,0.00181334443342962,-0.00181334443342962,0.0,1500,idle,-9.4946492508174e-05,0.0,-0.001090164118631465,0.0,0.0
0.04000046399960411,0.0,0.00181334443342962,-0.00181334443342962,0.0,1500,idle,-9.4946492508174e-05,0.0,-0.0007631148830420254,0.0,0.001953125
0.06000068699904659,0.0,0.00181334443342962,-0.00181334443342962,0.0,1500,idle,-9.4946492508174e-05,0.0,-0.0005341804181294177,0.0,0.001953125
0.08000042799903895,0.0,0.007659589784768883,-0.007659589784768883,0.0,1500,idle,-0.0004010551832890225,0.0,-0.002057524091985259,0.0,0.001953125
0.10000059499907366,0.0,0.007659589784768883,-0.007659589784768883,0.0,1500,idle,-0.0004010551832890225,0.0,-0.001440266864389681,0.0,0.001953125
0.12000048399931984,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,-0.0022010561663081676,0.0,0.001953125
0.14000039199891035,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,-0.001540739316415717,0.0,0.001953125
0.1600005219988816,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,-0.0010785175214910018,0.0,0.001953125
0.180000504000418,0.0,0.01905920216798762,-0.01905920216798762,0.0,1500,idle,-0.000997937491903876,0.0,-0.0028449456011900055,0.0,-0.001953125
0.20000050399903557,0.0,0.01905920216798762,-0.01905920216798762,0.0,1500,idle,-0.000997937491903876,0.0,-0.001991461920833004,0.0,-0.001953125
0.2200005049999163,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,-0.0003943248058312532,0.0,-0.001953125
0.24000035700009903,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,-0.0002760273640818772,0.0,0.0
0.26000061699960497,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,-0.00019321915485731405,0.0,0.0
0.2800007839996397,0.0,0.01796155520724696,-0.01796155520724696,0.0,1500,idle,-0.0009404648314355757,0.0,-0.0008188523145763165,0.0,-0.001953125
0.3000006549991667,0.0,0.01796155520724696,-0.01796155520724696,0.0,1500,idle,-0.0009404648314355757,0.0,-0.0005731966202034215,0.0,-0.001953125
0.3200002659996244,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,0.00028236127203380164,0.0,-0.001953125
0.3400006369993207,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,0.00019765289042366114,0.0,-0.001953125
0.3600005449989112,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,0.00013835702329656282,0.0,-0.001953125
0.3800005079992843,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,9.684991630759395e-05,0.0,0.001953125
0.40000048999900173,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,6.779494141531576e-05,0.0,0.001953125
0.42000041699975554,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,0.0011377412563851762,0.0,0.001953125
0.44000045400025556,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,0.0007964188794696233,0.0,0.0
0.46000030699906347,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,0.0005574932156287363,0.0,0.0
0.48000025100009225,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,0.00039024525094011537,0.0,-0.001953125
0.5000003069999366,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,0.00027317167565808076,0.0,-0.001953125
0.5200003819991252,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,0.00019122017296065651,0.0,-0.001953125
0.5400002899987157,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,0.00013385412107245955,0.0,-0.001953125
0.5600002899991523,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,9.369788475072168e-05,0.0,-0.001953125
0.5800004199991236,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,6.558851932550518e-05,0.0,0.001953125
0.6000002909986506,0.0,0.011801794627753992,-0.011801794627753992,0.0,1500,idle,-0.0006179405216954572,0.0,4.591196352785362e-05,0.0,0.001953125
0.6200002919995313,0.0,0.019730325605010535,-0.019730325605010535,0.0,1500,idle,-0.001033077432893928,0.0,-0.0022511146371220927,0.0,0.001953125
0.6400003290000313,0.0,0.019730325605010535,-0.019730325605010535,0.0,1500,idle,-0.001033077432893928,0.0,-0.0015757802459854648,0.0,0.00390625
0.6600004219999391,0.0,0.019730325605010535,-0.019730325605010535,0.0,1500,idle,-0.001033077432893928,0.0,-0.0011030461721898254,0.0,0.00390625
0.6800003110001853,0.0,0.021747996904213807,-0.021747996904213807,0.0,1500,idle,-0.0011387224550761942,0.0,-0.0013531799425353414,0.0,-0.001953125
0.7000004040000931,0.0,0.021747996904213807,-0.021747996904213807,0.0,1500,idle,-0.0011387224550761942,0.0,-0.000947225959774739,0.0,-0.001953125
0.7200002749996202,0.0,0.021747996904213807,-0.021747996904213807,0.0,1500,idle,-0.0011387224550761942,0.0,-0.0006630581718423173,0.0,-0.001953125
0.7400003309994645,0.0,0.021747996904213807,-0.021747996904213807,0.0,1500,idle,-0.0011387224550761942,0.0,-0.00046414072028962204,0.0,0.0
0.7600002950002818,0.0,0.021747996904213807,-0.021747996904213807,0.0,1500,idle,-0.0011387224550761942,0.0,-0.0003248985042027354,0.0,0.0
0.7800002949988993,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,0.0015465868832576842,0.0,-0.001953125
0.8000004069999704,0.0,0.015587777497934496,-0.015587777497934496,0.0,1500,idle,-0.0008161741212217217,0.0,0.001082610818280379,0.0,-0.001953125
0.8200002769990533,0.0,0.01796155520724696,-0.01796155520724696,0.0,1500,idle,-0.0009404648314355757,0.0,7.422866662006855e-05,0.0,-0.001953125
0.8400004069990246,0.0,0.01796155520724696,-0.01796155520724696,0.0,1500,idle,-0.0009404648314355757,0.0,5.196006663404798e-05,0.0,0.0
0.86000053799944,0.0,0.01796155520724696,-0.01796155520724696,0.0,1500,idle,-0.0009404648314355757,0.0,3.637204664383358e-05,0.0,0.0
0.8800004639997496,0.0,0.01760599315334943,-0.01760599315334943,0.0,1500,idle,-0.0009218476458285795,0.0,0.00012785495348916265,0.0,0.00390625
0.9000003349992767,0.0,0.01760599315334943,-0.01760599315334943,0.0,1500,idle,-0.0009218476458285795,0.0,8.949846744241385e-05,0.0,0.00390625
0.9200002979996498,0.0,0.021747996904213807,-0.021747996904213807,0.0,1500,idle,-0.0011387224550761942,0.0,-0.001130162523652192,0.0,0.00390625
0.9400005209990923,0.0,0.021747996904213807,-0.021747996904213807,0.0,1500,idle,-0.0011387224550761942,0.0,-0.0007911137665565344,0.0,0.001953125
0.9600003920004383,0.0,0.021747996904213807,-0.021747996904213807,0.0,1500,idle,-0.0011387224550761942,0.0,-0.000553779636589574,0.0,0.001953125
