wall,t,tgt,ref,angle,err,u,pwm,P,I,D,gz
1786719173.285414,12.740000917000089,60.0,60.0,61.47583792187507,-1.475837921875069,0.18038987694006153,1372.2752393791802,-0.03606152334751512,0.2202258994231329,-0.004083597907106374,0.001953125
1786719173.302709,12.760000794999996,60.0,60.0,61.47583792187507,-1.475837921875069,0.18077312441277524,1372.152600187912,-0.03606152334751512,0.21991680065158276,-0.00339125166284255,0.001953125
1786719173.3253653,12.780000931000131,60.0,60.0,61.471935662678334,-1.4719356626783338,0.18962537681867958,1369.3198794180225,-0.03596617316776615,0.21960851916728763,0.00567474933486298,-0.0078125
1786719173.3427646,12.800000771999976,60.0,60.0,61.471935662678334,-1.4719356626783338,0.19294349573346667,1368.2580813652908,-0.03596617316776615,0.2193002376829925,0.009301149733945193,-0.0078125
1786719173.3626957,12.820000723000021,60.0,60.0,61.471935662678334,-1.4719356626783338,0.19408577440880442,1367.8925521891827,-0.03596617316776615,0.21899195619869738,0.010751709893578078,-0.0078125
1786719173.3852654,12.840000879000172,60.0,60.0,61.46607219060385,-1.4660721906038532,0.18571192613898027,1370.5721836355262,-0.035822901517148356,0.21868490275712185,0.002542871457431231,0.001953125
1786719173.4027038,12.86000070099999,60.0,60.0,61.46607219060385,-1.4660721906038532,0.18212133732294597,1371.7211720566572,-0.035822901517148356,0.2183778493155463,-0.0007406639170275076,0.001953125
1786719173.4251473,12.88000106000004,60.0,60.0,61.46088195741481,-1.4608819574148129,0.18414331605292,1371.0741388630656,-0.0356960801958153,0.2180718829138679,0.001461546933188997,-0.001953125
1786719173.442747,12.900000900000123,60.0,60.0,61.46088195741481,-1.4608819574148129,0.1847182339913282,1370.890165122775,-0.0356960801958153,0.21776591651218946,0.0023424312732755986,-0.001953125
1786719173.4628155,12.920000852000157,60.0,60.0,61.46088195741481,-1.4608819574148129,0.1847646213256844,1370.875321175781,-0.0356960801958153,0.21745995011051106,0.0026947850093102395,-0.001953125
1786719173.4851794,12.940001007000092,60.0,60.0,61.47120635890286,-1.4712063589028617,0.18610513619944988,1370.446356416176,-0.03594835291478526,0.21715182137124145,0.004593539003724096,-0.00390625
1786719173.5027125,12.960000662000084,60.0,60.0,61.47120635890286,-1.4712063589028617,0.18655650905794582,1370.3019171014573,-0.03594835291478526,0.21684369263197187,0.005353040601489638,-0.00390625
1786719173.5239697,12.980000651000182,60.0,60.0,61.46632268324413,-1.4663226832441296,0.1866715116655646,1370.2651162670193,-0.035829022207003125,0.2165365867273404,0.005656841240595855,-0.00390625
1786719173.5438669,13.000000825000143,60.0,60.0,61.46632268324413,-1.4663226832441296,0.19000155101657562,1369.1995036746957,-0.035829022207003125,0.21622948082270896,0.009293986496238343,-0.0078125
1786719173.5627697,13.02000109100004,60.0,60.0,61.46632268324413,-1.4663226832441296,0.19114930321420118,1368.8322229714556,-0.035829022207003125,0.21592237491807753,0.010748844598495337,-0.0078125
1786719173.5852048,13.040001135000011,60.0,60.0,61.461121405591086,-1.4611214055910864,0.18451998173897094,1370.9536058435292,-0.03570193101850472,0.21561635836649035,0.004299537839398135,0.0
1786719173.6026957,13.06000086400013,60.0,60.0,61.461121405591086,-1.4611214055910864,0.18163424248374488,1371.8770424052016,-0.03570193101850472,0.2153103418149032,0.001719815135759254,0.0
1786719173.6269069,13.080000909000091,60.0,60.0,61.45550862672624,-1.4555086267262425,0.17691785791063122,1373.386285468598,-0.035564784958575686,0.21500550080097253,-0.002827698945696298,0.00390625
1786719173.6429546,13.100001360000078,60.0,60.0,61.45550862672624,-1.4555086267262425,0.17479401126411834,1374.0659163954822,-0.035564784958575686,0.21470065978704186,-0.0046467045782785195,0.00390625
1786719173.6628811,13.12000095999997,60.0,60.0,61.45550862672624,-1.4555086267262425,0.17376156799715478,1374.3962982409105,-0.035564784958575686,0.2143958187731112,-0.0053743068313114074,0.00390625
1786719173.6860752,13.140000782000016,60.0,60.0,61.46534263472299,-1.4653426347229868,0.17116758343651606,1375.226373300315,-0.035805075104070584,0.214088918129362,-0.007423160232524562,0.005859375
1786719173.7029843,13.160001141000066,60.0,60.0,61.46534263472299,-1.4653426347229868,0.1700411414322816,1375.58683474167,-0.035805075104070584,0.21378201748561285,-0.008242701593009823,0.005859375
