wall,t,tgt,ref,angle,err,u,pwm,dir,held,P,I,D,gz
1786721811.3170938,2.2040003386791795e-06,0.0,0.0,-0.013885242973884715,0.013885242973884715,-0.038332594509732816,1430.0,1,1,0.00033928049026717616,2.908118488004367e-06,-0.038671874999999994,0.04296875
1786721811.3237832,0.020002109000415658,0.0,0.0,-0.013885242973884715,0.013885242973884715,-0.05379843639124482,1430.0,1,1,0.00033928049026717616,2.908118488004367e-06,-0.054140625,0.04296875
1786721811.3437212,0.04000107100000605,0.0,0.0,-0.013885242973884715,0.013885242973884715,-0.05998593639124482,1430.0,1,1,0.00033928049026717616,2.908118488004367e-06,-0.060328124999999996,0.04296875
1786721811.3683689,0.06000079200020991,0.0,0.0,0.38393697355647305,-0.38393697355647305,-0.07218156691369598,1430.0,1,1,-0.009381350032184,2.908118488004367e-06,-0.06280312499999999,0.04296875
1786721811.3837225,0.08000082700027633,0.0,0.0,0.38393697355647305,-0.38393697355647305,-0.07317156691369599,1430.0,1,1,-0.009381350032184,2.908118488004367e-06,-0.06379312499999999,0.04296875
1786721811.4070363,0.10000106600000436,0.0,0.0,0.49453040810112725,-0.49453040810112725,-0.07626987430314627,1430.0,1,1,-0.012083657421634272,2.908118488004367e-06,-0.064189125,0.04296875
1786721811.426985,0.1200007310003457,0.0,0.0,0.49453040810112725,-0.49453040810112725,-0.06588139930314627,1430.0,1,1,-0.012083657421634272,2.908118488004367e-06,-0.05380065,0.03125
1786721811.443714,0.14000097100006315,0.0,0.0,0.49453040810112725,-0.49453040810112725,-0.06172600930314627,1430.0,1,1,-0.012083657421634272,2.908118488004367e-06,-0.049645260000000004,0.03125
1786721811.4681978,0.16000071000007665,0.0,0.0,0.5613783876339085,-0.5613783876339085,-0.040603507580760215,1430.0,1,1,-0.01371706169924821,2.908118488004367e-06,-0.026889354000000004,0.0078125
1786721811.4837716,0.18000094900025942,0.0,0.0,0.5613783876339085,-0.5613783876339085,-0.03150114518076021,1430.0,1,1,-0.01371706169924821,2.908118488004367e-06,-0.017786991600000003,0.0078125
1786721811.507042,0.20000089200038929,0.0,0.0,0.5652105045911355,-0.5652105045911355,-0.027953836502275377,1430.0,1,1,-0.013810697980763375,2.908118488004367e-06,-0.014146046640000003,0.0078125
