t,ref,angle,err,u,pwm,phase,P,I,D,FF,gz
1.5559999155811965e-06,0.0,0.0012358403799783702,-0.0012358403799783702,-6.483786788111942e-05,1500,idle,-6.47084509791611e-05,-1.2941690195832218e-07,0.0,0.0,0.0
0.02000190100079635,0.0,0.0012358403799783702,-0.0012358403799783702,-6.496728478307774e-05,1500,idle,-6.47084509791611e-05,-2.5883380391664437e-07,0.0,0.0,0.0
0.040000634999159956,0.0,0.0012358403799783702,-0.0012358403799783702,-6.509670168503606e-05,1500,idle,-6.47084509791611e-05,-3.882507058749666e-07,0.0,0.0,0.0
0.06000075799965998,0.0,0.0012358403799783702,-0.0012358403799783702,-6.522611858699438e-05,1500,idle,-6.47084509791611e-05,-5.176676078332887e-07,0.0,0.0,0.0
0.08000119600001199,0.0,-0.006492138232170319,0.006492138232170319,0.0031725418478755966,1500,idle,0.00033992756293792833,1.6218751804256793e-07,0.002832452097419626,0.0,0.0
0.1000008560004062,0.0,-0.006492138232170319,0.006492138232170319,0.0023234860737755846,1500,idle,0.00033992756293792833,8.420426439184246e-07,0.001982716468193738,0.0,0.0
0.12000075700052548,0.0,-0.006492138232170319,0.006492138232170319,0.001729350988443339,1500,idle,0.00033992756293792833,1.5218977697942813e-06,0.0013879015277356165,0.0,0.0
0.14000071299960837,0.0,-0.006492138232170319,0.006492138232170319,0.00131366038524853,1500,idle,0.00033992756293792833,2.201752895670138e-06,0.0009715310694149315,0.0,0.0
0.16000089199951617,0.0,-0.006492138232170319,0.006492138232170319,0.0010228809195499263,1500,idle,0.00033992756293792833,2.8816080215459943e-06,0.000680071748590452,0.0,0.0
0.18000149600084114,0.0,-0.006492138232170319,0.006492138232170319,0.0008195392500986666,1500,idle,0.00033992756293792833,3.5614631474218507e-06,0.00047605022401331636,0.0,0.0
0.2000009340008546,0.0,-0.006492138232170319,0.006492138232170319,0.0006774040380205475,1500,idle,0.00033992756293792833,4.2413182732977076e-06,0.0003332351568093214,0.0,0.0
0.22000090899928182,0.0,-0.006492138232170319,0.006492138232170319,0.0005781133461036269,1500,idle,0.00033992756293792833,4.921173399173565e-06,0.000233264609766525,0.0,0.0
0.24000094000075478,0.0,-0.006492138232170319,0.006492138232170319,0.0005088138182995452,1500,idle,0.00033992756293792833,5.601028525049421e-06,0.00016328522683656748,0.0,0.0
0.26000080300036643,0.0,-0.006492138232170319,0.006492138232170319,0.0004605081053744508,1500,idle,0.00033992756293792833,6.280883650925278e-06,0.00011429965878559723,0.0,0.0
0.28000087100008386,0.0,-0.006492138232170319,0.006492138232170319,0.0004268980628646475,1500,idle,0.00033992756293792833,6.960738776801134e-06,8.000976114991805e-05,0.0,0.0
0.30000128999927256,0.0,-0.006492138232170319,0.006492138232170319,0.00040357498964554793,1500,idle,0.00033992756293792833,7.640593902676991e-06,5.600683280494263e-05,0.0,0.0
0.320001042999138,0.0,-0.010088293030511508,0.010088293030511508,0.0018941831827985107,1500,idle,0.0005282217878652678,8.697037478407527e-06,0.0013572643574548354,0.0,0.0
0.34000092499991297,0.0,-0.010088293030511508,0.010088293030511508,0.0014880603191377907,1500,idle,0.0005282217878652678,9.753481054138062e-06,0.0009500850502183847,0.0,0.0
0.3600008630000957,0.0,-0.010088293030511508,0.010088293030511508,0.0012040912476480056,1500,idle,0.0005282217878652678,1.0809924629868597e-05,0.0006650595351528692,0.0,0.0
0.38000098600059573,0.0,-0.014220233613945865,0.014220233613945865,0.002736845750748861,1500,idle,0.0007445696908983827,1.2299064011665364e-05,0.001979976995838813,0.0,0.0
0.40000092400077847,0.0,-0.014220233613945865,0.014220233613945865,0.0021443417913790137,1500,idle,0.0007445696908983827,1.3788203393462128e-05,0.001385983897087169,0.0,0.0
0.4200006579994806,0.0,-0.014220233613945865,0.014220233613945865,0.0017300357616346598,1500,idle,0.0007445696908983827,1.5277342775258894e-05,0.0009701887279610183,0.0,0.0
0.4400006329997268,0.0,-0.014220233613945865,0.014220233613945865,0.0014404682826281512,1500,idle,0.0007445696908983827,1.676648215705566e-05,0.0006791321095727127,0.0,0.0
0.46000075600022683,0.0,-0.014220233613945865,0.014220233613945865,0.001238217789138134,1500,idle,0.0007445696908983827,1.8255621538852426e-05,0.00047539247670089885,0.0,0.0
0.48000087900072685,0.0,-0.010547530646892511,0.010547530646892511,-0.00044171364039397607,1500,idle,0.0005522674132298451,1.9360156365312118e-05,-0.0010133412099891334,0.0,0.0
0.5000007239996194,0.0,-0.010547530646892511,0.010547530646892511,-0.0001366067425707764,1500,idle,0.0005522674132298451,2.046469119177181e-05,-0.0007093388469923933,0.0,0.0
0.5200011439992522,0.0,-0.010547530646892511,0.010547530646892511,7.729944635340136e-05,1500,idle,0.0005522674132298451,2.15692260182315e-05,-0.0004965371928946753,0.0,0.0
0.5400008039996465,0.0,-0.010547530646892511,0.010547530646892511,0.00022736513904826361,1500,idle,0.0005522674132298451,2.2673760844691193e-05,-0.0003475760350262727,0.0,0.0
0.5600009640002099,0.0,-0.010547530646892511,0.010547530646892511,0.00033274248438260517,1500,idle,0.0005522674132298451,2.3778295671150884e-05,-0.00024330322451839086,0.0,0.0
0.5800009569993563,0.0,-0.014220233613945865,0.014220233613945865,0.0019456408124682192,1500,idle,0.0007445696908983827,2.526743505294765e-05,0.001175803686516889,0.0,0.0
0.6000009510007658,0.0,-0.014220233613945865,0.014220233613945865,0.0015943888458949493,1500,idle,0.0007445696908983827,2.6756574434744417e-05,0.0008230625805618222,0.0,0.0
0.6200008699997852,0.0,-0.014220233613945865,0.014220233613945865,0.0013489592111081993,1500,idle,0.0007445696908983827,2.824571381654118e-05,0.0005761438063932755,0.0,0.0
0.6400007709999045,0.0,-0.014220233613945865,0.014220233613945865,0.0011776052085720134,1500,idle,0.0007445696908983827,2.9734853198337945e-05,0.0004033006644752928,0.0,0.0
0.66000124600032,0.0,-0.014220233613945865,0.014220233613945865,0.0010581041486112223,1500,idle,0.0007445696908983827,3.122399258013471e-05,0.00028231046513270495,0.0,0.0
0.6800008690006507,0.0,-0.014220233613945865,0.014220233613945865,0.0009749001484532076,1500,idle,0.0007445696908983827,3.271313196193148e-05,0.00019761732559289344,0.0,0.0
0.7000010659994587,0.0,-0.014220233613945865,0.014220233613945865,0.0009171040901571364,1500,idle,0.0007445696908983827,3.4202271343728244e-05,0.0001383321279150254,0.0,0.0
0.7200006330003816,0.0,-0.014220233613945865,0.014220233613945865,0.0008770935911644255,1500,idle,0.0007445696908983827,3.569141072552501e-05,9.683248954051778e-05,0.0,0.0
0.7400009789998876,0.0,-0.014220233613945865,0.014220233613945865,0.0008495329836840669,1500,idle,0.0007445696908983827,3.7180550107321776e-05,6.778274267836244e-05,0.0,0.0
0.7600010280002607,0.0,-0.014220233613945865,0.014220233613945865,0.000830687300262355,1500,idle,0.0007445696908983827,3.866968948911854e-05,4.74479198748537e-05,0.0,0.0
0.7800009649999993,0.0,-0.014220233613945865,0.014220233613945865,0.0008179420636816957,1500,idle,0.0007445696908983827,4.015882887091531e-05,3.3213543912397586e-05,0.0,0.0
