t,offset,pwm,angle,gz
1.962999931492959e-06,0,1500,-0.008378583582242527,0.001953125
0.02000364700006685,0,1500,-0.013240748914029155,0.001953125
0.04000170199992681,0,1500,-0.013240748914029155,0.001953125
0.06000133099996674,0,1500,-0.013240748914029155,0.001953125
0.08000169999991158,0,1500,-0.013240748914029155,0.001953125
0.10000347699997292,0,1500,-0.013240748914029155,0.001953125
0.12000201399996513,0,1500,-0.0132467325232426,0.001953125
0.14000156899987815,0,1500,-0.0132467325232426,0.0
0.16000186399992344,0,1500,-0.0132467325232426,0.0
0.18000193800003217,0,1500,-0.0132467325232426,0.001953125
0.20000169600007212,0,1500,-0.0132467325232426,0.001953125
0.22000163999996403,0,1500,-0.008384979763519596,0.001953125
0.24000250900007813,0,1500,-0.008384979763519596,0.0
0.26000145300008626,0,1500,-0.008384979763519596,0.0
0.2800017489998936,0,1500,-0.008384979763519596,-0.001953125
0.30000158100006047,0,1500,-0.008384979763519596,-0.001953125
0.3200018769998678,0,1500,-0.0132467325232426,-0.001953125
0.34000169099999766,0,1500,-0.0132467325232426,0.0
0.3600013759999001,0,1500,-0.0132467325232426,0.0
0.3800012819999665,0,1500,-0.018280624159046965,0.0
0.4000013739998849,0,1500,-0.018280624159046965,0.0
0.42000159600002007,0,1500,-0.013418871399323962,0.0
0.44000148400004946,0,1500,-0.013418871399323962,-0.001953125
0.4600012420000894,0,1500,-0.013418871399323962,-0.001953125
0.4800015749999602,0,1500,-0.013418871399323962,0.001953125
0.5000012779998997,0,1500,-0.013418871399323962,0.001953125
0.520001554999908,0,1500,-0.013418871399323962,0.001953125
0.5400014800000008,0,1500,-0.013418871399323962,0.0
0.5600015350000831,0,1500,-0.013418871399323962,0.0
0.5800017379999645,0,1500,-0.013418871399323962,0.0
0.6000016079999568,0,1500,-0.013418871399323962,0.0
0.6200017920000391,0,1500,-0.013418871399323962,0.0
0.640001624999968,0,1500,-0.013418871399323962,0.0
0.6600014389998705,0,1500,-0.013418871399323962,0.0
0.6800016229999528,0,1500,-0.013418871399323962,0.0
0.7000013629999557,0,1500,-0.013418871399323962,0.0
0.7200027139999747,0,1500,-0.013412032989521094,0.0
0.7400016399999458,0,1500,-0.013412032989521094,0.0
0.7600016760000017,0,1500,-0.013412032989521094,0.0
0.7800014899999042,0,1500,-0.013412032989521094,0.0
0.8000013599998965,0,1500,-0.013412032989521094,0.0
0.8200021370000741,0,1500,-0.013412032989521094,0.0
0.8400014510000346,0,1500,-0.013412032989521094,0.0
0.8600016909999795,0,1500,-0.013412032989521094,0.0
0.8800013749998925,0,1500,-0.013412032989521094,0.0
0.9000012449998849,0,1500,-0.013412032989521094,0.0
0.9200016699999196,0,1500,-0.018267772614905198,0.0
0.940001428999949,0,1500,-0.018267772614905198,0.0
0.9600015209998674,0,1500,-0.018267772614905198,0.0
0.9800017979998756,0,1500,-0.018267772614905198,0.0
1.0000015190000795,0,1500,-0.018267772614905198,0.0
1.0200017409999873,0,1500,-0.018267772614905198,0.0
1.0400014809999902,0,1500,-0.018267772614905198,0.0
1.0600016470000355,0,1500,-0.018267772614905198,0.0
1.0800036089999594,0,1500,-0.018270661111813524,0.0
1.1000028309999834,0,1500,-0.018270661111813524,0.0
1.1200032750000446,0,1500,-0.018274198321307722,0.0
1.1400026439998783,0,1500,-0.018274198321307722,0.0
1.1600035139999818,0,1500,-0.018274198321307722,0.0
1.1800016239999422,0,1500,-0.018274198321307722,0.0
1.2000005679999504,0,1500,-0.018274198321307722,0.0
1.2200006049999956,0,1500,-0.018274198321307722,0.0
1.2400006410000515,0,1500,-0.018274198321307722,0.0
1.2600006400000439,0,1500,-0.018274198321307722,0.0
1.2800005659998988,0,1500,-0.018274198321307722,0.0
1.3000006760000815,0,1500,-0.018274198321307722,0.0
1.3200013609998678,0,1500,-0.018274198321307722,0.0
1.3400011379999341,0,1500,-0.018274198321307722,0.0
1.3600005999999212,0,1500,-0.018274198321307722,0.0
1.380000895999956,0,1500,-0.018274198321307722,0.0
1.4000005059999694,0,1500,-0.018274198321307722,0.0
1.4200005790000887,0,1500,-0.018274198321307722,0.0
1.440000560000044,0,1500,-0.018274198321307722,0.0
1.4600006339999254,0,1500,-0.018274198321307722,0.0
1.4800006329999178,0,1500,-0.018274198321307722,0.0
1.5000005399999736,0,1500,-0.018274198321307722,0.0
1.520000595000056,0,1500,-0.018274198321307722,0.0
1.540001982999911,0,1500,-0.018274198321307722,0.0
1.5600006859999667,0,1500,-0.018274198321307722,0.0
1.5800007220000225,0,1500,-0.018274198321307722,0.0
1.6000006290000783,0,1500,-0.018274198321307722,0.0
1.6200005169998803,0,1500,-0.018274198321307722,0.0
1.6400006829999256,0,1500,-0.018274198321307722,0.001953125
1.660000570999955,0,1500,-0.018274198321307722,0.001953125
1.6800020709999899,0,1500,-0.018274198321307722,0.0
1.7000005519998922,0,1500,-0.018274198321307722,0.0
1.7200022179999905,0,1500,-0.013412032989521094,0.0
1.7400008459999299,0,1500,-0.013412032989521094,0.001953125
1.7600006420000227,0,1500,-0.013412032989521094,0.001953125
1.7800014379999993,0,1500,-0.013412032989521094,0.0
1.8000006219999705,0,1500,-0.013412032989521094,0.0
1.8200008809999417,0,1500,-0.013418871399323962,0.0
1.8400010279999606,0,1500,-0.013418871399323962,0.001953125
1.8600007309999,0,1500,-0.013418871399323962,0.001953125
1.8800006750000193,0,1500,-0.013418871399323962,0.001953125
1.9000006189999112,0,1500,-0.013418871399323962,0.001953125
1.9200004889999036,0,1500,-0.013418871399323962,0.001953125
1.9400006359999225,0,1500,-0.013418871399323962,-0.001953125
1.9600005059999148,0,1500,-0.013418871399323962,-0.001953125
1.9800009309999496,0,1500,-0.013418871399323962,0.0
2.0000005599999895,0,1500,-0.013418871399323962,0.0
2.020000540999945,0,1500,-0.013418871399323962,0.0
2.040000596000027,0,1500,-0.013418871399323962,-0.00390625
2.060002261999898,0,1500,-0.013418871399323962,-0.00390625
2.080000686999938,0,1500,-0.018280624159046965,0.0
2.1000006679998933,0,1500,-0.018280624159046965,0.0
2.120000760000039,0,1500,-0.02331451517315486,0.0
2.1400007590000314,0,1500,-0.02331451517315486,-0.001953125
2.1600004629999603,0,1500,-0.02331451517315486,-0.001953125
2.180001999000069,0,1500,-0.02331451517315486,0.0
2.200000684000088,0,1500,-0.02331451517315486,0.0
2.220000535000054,0,1500,-0.023318495931960115,0.0
2.2400005709998823,0,1500,-0.023318495931960115,0.001953125
2.260000699999864,0,1500,-0.023318495931960115,0.001953125
2.280001717999994,0,1500,-0.02331451517315486,0.0
2.300000569000076,0,1500,-0.02331451517315486,0.0
2.320001123999873,0,1500,-0.02331451517315486,0.0
2.3400018089998866,0,1500,-0.02331451517315486,0.0
2.3600005119999423,0,1500,-0.02331451517315486,0.0
2.3800009560000035,0,1500,-0.013418871399323962,-0.001953125
2.400000566000017,0,1500,-0.013418871399323962,-0.001953125
2.420000787999925,0,1500,-0.013418871399323962,-0.001953125
2.4400005840000176,0,1500,-0.013418871399323962,0.0
2.46000058300001,0,1500,-0.013418871399323962,0.0
2.4800006749999284,0,1500,-0.013412032989521094,0.0
2.500000581999984,0,1500,-0.013412032989521094,0.0
2.520000654999876,0,1500,-0.018274198321307722,0.0
2.540000579999969,0,1500,-0.018274198321307722,0.0
2.560000579999951,0,1500,-0.018274198321307722,0.0
2.580000578999943,0,1500,-0.013405194641080698,-0.00390625
2.600000653000052,0,1500,-0.013405194641080698,-0.00390625
2.6200005959999544,0,1500,-0.018267772614905198,-0.00390625
2.640000706999899,0,1500,-0.018267772614905198,0.0
2.660000631999992,0,1500,-0.018267772614905198,0.0
2.680001465000032,0,1500,-0.013412032989521094,0.001953125
2.7000005570000667,0,1500,-0.013412032989521094,0.001953125
2.720001981999985,0,1500,-0.013412032989521094,0.001953125
2.7400006479999774,0,1500,-0.013412032989521094,0.0
2.760000628999933,0,1500,-0.013412032989521094,0.0
2.7800010359999305,0,1500,-0.008378583582242527,0.0
2.80000073899987,0,1500,-0.008378583582242527,0.0
2.8200008869998783,0,1500,-0.0035164188107046357,0.0
2.8400005339999552,0,1500,-0.0035164188107046357,0.0
2.860000662999937,0,1500,-0.0035164188107046357,0.0
2.880000513999903,0,1500,-0.0035164188107046357,0.0
2.900001068999927,0,1500,-0.0035164188107046357,0.0
2.920000697999967,0,1500,-0.0035164188107046357,0.0
2.9400006240000494,0,1500,-0.0035164188107046357,0.0
2.9600006040000153,0,1500,-0.0035164188107046357,0.0
2.9800005669999337,0,1500,-0.0035164188107046357,0.0
3.0000007700000424,0,1500,-0.0035164188107046357,0.0
3.0200005290000718,0,1500,-0.0035164188107046357,0.0
3.040000639000027,0,1500,-0.0035164188107046357,0.0
3.0600019529999827,0,1500,-0.0035164188107046357,0.0
3.080000600999938,0,1500,-0.0035164188107046357,0.0
3.1000012859999515,0,1500,-0.0035164188107046357,0.0
3.120000674000039,0,1500,-0.0035164188107046357,0.0
3.140000635999968,0,1500,-0.0035164188107046357,0.0
3.1600006539999868,0,1500,-0.0035164188107046357,0.0
3.1800007829999686,0,1500,-0.0035164188107046357,0.0
3.200000652999961,0,1500,-0.0035164188107046357,0.0
3.2200006709999798,0,1500,-0.0035164188107046357,0.0
3.2400005219999457,0,1500,-0.0035164188107046357,0.0
3.260000669999954,0,1500,-0.0035164188107046357,0.0
3.280000631999883,0,1500,-0.0035164188107046357,0.0
3.3000005389999387,0,1500,-0.0035164188107046357,0.0
3.32000079799991,0,1500,-0.0035164188107046357,0.0
3.340000594000003,0,1500,-0.0035164188107046357,0.0
3.3600006300000587,0,1500,-0.0035164188107046357,0.0
3.380001296000046,0,1500,-0.0035164188107046357,0.0
3.4000008699999853,0,1500,-0.0035164188107046357,0.0
3.420000590999962,0,1500,-0.0035164188107046357,0.0
3.440000571999917,0,1500,-0.0035164188107046357,0.0
3.4600006089999624,0,1500,-0.0035164188107046357,0.0
3.4800007379999442,0,1500,-0.0035164188107046357,0.0
3.5000005330000477,0,1500,-0.0035164188107046357,0.0
3.520000681000056,0,1500,-0.003523227563874798,0.0
3.540000717999874,0,1500,-0.003523227563874798,0.0
3.5600005320000037,0,1500,-0.003523227563874798,0.0
3.5800012719998904,0,1500,-0.003523227563874798,0.0
3.6000008270000308,0,1500,-0.003523227563874798,0.0
3.6200005670000337,0,1500,-0.003523227563874798,0.0
3.640000733000079,0,1500,-0.003523227563874798,0.0
3.660000658999934,0,1500,-0.003523227563874798,0.0
3.680001175999905,0,1500,-0.0035263237103890788,0.0
3.7000007310000456,0,1500,-0.0035263237103890788,0.0
3.7200015829998847,0,1500,-0.0035300362309271804,0.0
3.740000638000083,0,1500,-0.0035300362309271804,0.0
3.7600006739999117,0,1500,-0.0035300362309271804,0.0
3.78000095099992,0,1500,-0.0035300362309271804,0.0
3.800000655000076,0,1500,-0.0035300362309271804,0.0
3.8200010979999206,0,1500,-0.0035300362309271804,0.0
3.8400006159999975,0,1500,-0.0035300362309271804,0.0
3.86000048599999,0,1500,-0.0035300362309271804,0.0
3.880000523000035,0,1500,-0.0035300362309271804,0.0
3.900000541000054,0,1500,-0.0035300362309271804,0.0
3.920000613999946,0,1500,-0.0035368448121744223,0.0
3.940000558000065,0,1500,-0.0035368448121744223,0.0
3.9600005390000206,0,1500,-0.0035368448121744223,0.0
3.980000705000066,0,1500,-0.0035368448121744223,0.0
4.000000629999931,0,1500,-0.0035368448121744223,0.0
4.020000574000051,0,1500,-0.0035368448121744223,0.0
4.040000536999969,0,1500,-0.0035368448121744223,0.0
4.060000498999898,0,1500,-0.0035368448121744223,0.0
4.080000573000007,0,1500,-0.0035300362309271804,0.0
4.100000628000089,0,1500,-0.0035300362309271804,0.0
4.12000077499988,0,1500,-0.0035300362309271804,0.0
4.14000053399991,0,1500,-0.0035300362309271804,0.0
4.160000551999929,0,1500,-0.0035300362309271804,0.0
4.180000885000027,0,1500,-0.0035300362309271804,0.0
4.200000587999966,0,1500,-0.0035300362309271804,0.0
4.220000662000075,0,1500,-0.0035300362309271804,0.0
4.240001123999946,0,1500,-0.0035300362309271804,0.0
4.260000586999922,0,1500,-0.0035300362309271804,0.0
4.2800006420000045,0,1500,-0.0035300362309271804,0.0
4.300000733999923,0,1500,-0.0035300362309271804,0.0
4.3200013260000105,0,1500,-0.0035300362309271804,0.0
4.340000529000008,0,1500,-0.0035300362309271804,0.0
4.360000583999863,0,1500,-0.0035300362309271804,0.0
4.380000824000035,0,1500,-0.0035300362309271804,0.0
4.400000546000001,0,1500,-0.0035300362309271804,0.0
4.4200006559999565,0,1500,-0.0035300362309271804,0.0
4.440000600000076,0,1500,-0.0035300362309271804,0.0
4.460000673999957,0,1500,-0.0035300362309271804,0.0
4.480000488000087,0,1500,-0.0035300362309271804,0.0
4.500000599000032,0,1500,-0.0035300362309271804,0.0
4.520000598000024,0,1500,-0.0035300362309271804,0.0
4.540000708999969,0,1500,-0.0035300362309271804,0.0
4.560000670999898,0,1500,-0.0035300362309271804,0.0
4.5800010230000225,0,1500,-0.008391375928681555,0.0
4.600000633000036,0,1500,-0.008391375928681555,0.0
4.620000484999991,0,1500,-0.008391375928681555,0.0
4.640000521000047,0,1500,-0.008391375928681555,0.0
4.660000705999892,0,1500,-0.008391375928681555,0.0
4.680001408999942,0,1500,-0.008391375928681555,0.0
4.700000649000003,0,1500,-0.008391375928681555,0.0
4.720002370999964,0,1500,-0.008394472619329463,0.0
4.740000667000004,0,1500,-0.008394472619329463,0.0
4.76000070300006,0,1500,-0.008394472619329463,0.0
4.780001720999962,0,1500,-0.008391375928681555,0.0
4.800000832000023,0,1500,-0.008391375928681555,0.0
4.820000979000042,0,1500,-0.0035300362309271804,0.0
4.840000941999961,0,1500,-0.0035300362309271804,0.0
4.8600005890000375,0,1500,-0.0035300362309271804,0.0
4.880000792999908,0,1500,-0.0035300362309271804,0.0
4.900000532999911,0,1500,-0.0035300362309271804,0.0
4.92000073600002,0,1500,-0.0035300362309271804,0.0
4.940000624000049,0,1500,-0.0035300362309271804,0.0
4.960000513000068,0,1500,-0.0035300362309271804,0.0
4.9800008089998755,0,1500,-0.0035300362309271804,0.0
