t,ref,angle,err,u,pwm,state,P,I,D,gz
1.981999957934022e-06,0.0,0.002697650547588637,-0.002697650547588637,0.0,1500,idle,0.0,0.0,0.0,0.0
0.020000984000034805,0.0,0.002697650547588637,-0.002697650547588637,0.0,1500,idle,0.0,0.0,0.0,0.0
0.04000057799930801,0.0,0.002697650547588637,-0.002697650547588637,0.0,1500,idle,0.0,0.0,0.0,0.0
0.06000052399940614,0.0,-0.0007540309331091066,0.0007540309331091066,0.0,1500,idle,0.0,0.0,0.0,0.0
0.08000078599980043,0.0,-0.0007540309331091066,0.0007540309331091066,0.0,1500,idle,0.0,0.0,0.0,0.0
0.10000028800004657,0.0,-0.0007540309331091066,0.0007540309331091066,0.0,1500,idle,0.0,0.0,0.0,0.0
0.12000040099974285,0.0,-0.004330117005821421,0.004330117005821421,0.0,1500,idle,0.0,0.0,0.0,0.0
0.14000069899975642,0.0,-0.004330117005821421,0.004330117005821421,0.0,1500,idle,0.0,0.0,0.0,0.0
0.1600009419998969,0.0,-0.004330117005821421,0.004330117005821421,0.0,1500,idle,0.0,0.0,0.0,0.0
0.18000038799982576,0.0,-0.004330117005821421,0.004330117005821421,0.0,1500,idle,0.0,0.0,0.0,0.0
0.2000004080000508,0.0,-0.004330117005821421,0.004330117005821421,0.0,1500,idle,0.0,0.0,0.0,0.0
0.22000024399949325,0.0,-0.004330117005821421,0.004330117005821421,0.0,1500,idle,0.0,0.0,0.0,0.0
0.24000030099978176,0.0,-0.004330117005821421,0.004330117005821421,0.0,1500,idle,0.0,0.0,0.0,0.0
0.26000043299973186,0.0,-0.0007924525795885984,0.0007924525795885984,0.0,1500,idle,0.0,0.0,0.0,0.0
0.28000028599944926,0.0,-0.0007924525795885984,0.0007924525795885984,0.0,1500,idle,0.0,0.0,0.0,0.0
0.30000034399927245,0.0,-0.0007924525795885984,0.0007924525795885984,0.0,1500,idle,0.0,0.0,0.0,0.0
0.32000040099956095,0.0,0.009663860688959858,-0.009663860688959858,0.0,1500,idle,0.0,0.0,0.0,0.0
0.3400003849992572,0.0,0.009663860688959858,-0.009663860688959858,0.0,1500,idle,0.0,0.0,0.0,0.0
0.36000040499948227,0.0,0.009663860688959858,-0.009663860688959858,0.0,1500,idle,0.0,0.0,0.0,0.0
0.3800002959997073,0.0,0.009663860688959858,-0.009663860688959858,0.0,1500,idle,0.0,0.0,0.0,0.0
0.40000044599946705,0.0,0.009663860688959858,-0.009663860688959858,0.0,1500,idle,0.0,0.0,0.0,0.0
0.4200003369996921,0.0,0.013201078743350081,-0.013201078743350081,0.0,1500,idle,0.0,0.0,0.0,0.0
0.44000039499951527,0.0,0.013201078743350081,-0.013201078743350081,0.0,1500,idle,0.0,0.0,0.0,0.0
0.4600002669994865,0.0,0.016630042323100724,-0.016630042323100724,0.0,1500,idle,0.0,0.0,0.0,0.0
0.48000032499930967,0.0,0.016630042323100724,-0.016630042323100724,0.0,1500,idle,0.0,0.0,0.0,0.0
0.5000003089999154,0.0,0.016630042323100724,-0.016630042323100724,0.0,1500,idle,0.0,0.0,0.0,0.0
0.5200007369994637,0.0,0.020206560346878177,-0.020206560346878177,0.0,1500,idle,0.0,0.0,0.0,0.0
0.5400006649997522,0.0,0.020206560346878177,-0.020206560346878177,0.0,1500,idle,0.0,0.0,0.0,0.0
0.5600003889994696,0.0,0.027194605764805146,-0.027194605764805146,0.0,1500,idle,0.0,0.0,0.0,0.0
0.5800003549993562,0.0,0.027194605764805146,-0.027194605764805146,0.0,1500,idle,0.0,0.0,0.0,0.0
0.6000003749995813,0.0,0.027194605764805146,-0.027194605764805146,0.0,1500,idle,0.0,0.0,0.0,0.0
0.6200003039994044,0.0,0.027194605764805146,-0.027194605764805146,0.0,1500,idle,0.0,0.0,0.0,0.0
