t,ref,angle,err,u,pwm,phase,P,I,D,FF,gz
1.7959991964744404e-06,0.0,6.51606517596548e-05,-6.51606517596548e-05,0.0,1500,idle,-3.4118037478542393e-06,0.0,0.0,0.0,-0.001953125
0.02000183299969649,0.0,6.51606517596548e-05,-6.51606517596548e-05,0.0,1500,idle,-3.4118037478542393e-06,0.0,0.0,0.0,0.0
0.04000066600019636,0.0,6.51606517596548e-05,-6.51606517596548e-05,0.0,1500,idle,-3.4118037478542393e-06,0.0,0.0,0.0,0.0
0.0600015349991736,0.0,0.0023533616216937503,-0.0023533616216937503,0.0,1500,idle,-0.00012322172636588746,0.0,-0.001797148839270498,0.0,0.0
0.0800011640003504,0.0,0.0023533616216937503,-0.0023533616216937503,0.0,1500,idle,-0.00012322172636588746,0.0,-0.0012580041874893488,0.0,0.0
0.10000110799956019,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,0.0024085944346390895,0.0,0.0
0.12000086700027168,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,0.0016860161042473627,0.0,0.0
0.14000105100058136,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,0.0011802112729731539,0.0,0.0
0.16000079100012954,0.0,-0.005859778439308627,0.005859778439308627,0.0,1500,idle,0.00030681728160993077,0.0,0.003987535644836847,0.0,-0.001953125
0.18000095699972007,0.0,-0.005859778439308627,0.005859778439308627,0.0,1500,idle,0.00030681728160993077,0.0,0.0027912749513857925,0.0,-0.001953125
0.2000009940002201,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,-0.001207495287785584,0.0,-0.001953125
0.22000082600061432,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,-0.0008452467014499087,0.0,0.0
0.24000065899963374,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,-0.0005916726910149361,0.0,0.0
0.26000075099909736,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,-0.00041417088371045524,0.0,-0.001953125
0.2800014349995763,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,-0.0002899196185973187,0.0,-0.001953125
0.3000008609997167,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,-0.00020294373301812306,0.0,-0.001953125
0.32000104500002635,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,-0.00014206061311268611,0.0,-0.001953125
0.3400007109994476,0.0,-0.001834574534985478,0.001834574534985478,0.0,1500,idle,9.605809802622148e-05,0.0,-9.944242917888027e-05,0.0,-0.001953125
0.36000100700039184,0.0,-0.008310806565813067,0.008310806565813067,0.0,1500,idle,0.00043515281420940244,0.0,0.005016811042322498,0.0,0.0
0.38000082100006694,0.0,-0.008310806565813067,0.008310806565813067,0.0,1500,idle,0.00043515281420940244,0.0,0.0035117677296257485,0.0,0.0
0.40000117199997476,0.0,-0.00412299023894569,0.00412299023894569,0.0,1500,idle,0.0002158792640915701,0.0,-0.0008308658410294614,0.0,0.0
0.42000067200024205,0.0,-0.00412299023894569,0.00412299023894569,0.0,1500,idle,0.0002158792640915701,0.0,-0.000581606088720623,0.0,0.001953125
0.4400007820004248,0.0,-0.00412299023894569,0.00412299023894569,0.0,1500,idle,0.0002158792640915701,0.0,-0.00040712426210443606,0.0,0.001953125
0.46000074400035373,0.0,-0.00412299023894569,0.00412299023894569,0.0,1500,idle,0.0002158792640915701,0.0,-0.00028498698347310524,0.0,0.0
0.48000090999994427,0.0,-0.00412299023894569,0.00412299023894569,0.0,1500,idle,0.0002158792640915701,0.0,-0.00019949088843117363,0.0,0.0
0.5000011129995983,0.0,-0.0028266748688139387,0.0028266748688139387,0.0,1500,idle,0.00014800435003254605,0.0,-0.001157767332787182,0.0,0.0
