wall,t,tgt,ref,angle,err,u,pwm,dir,held,P,I,D,gz
1786722032.2455454,2.222999682999216e-06,0.0,0.0,-0.013901445944838997,0.013901445944838997,0.0009705040101018181,1429.6894387167674,1,0,0.0009705040101018181,2.9115120303054543e-06,0.0,0.0
1786722032.2570412,0.0200012590003098,0.0,0.0,-0.013901445944838997,0.013901445944838997,0.0009734155221321236,1429.6885070329176,1,0,0.0009705040101018181,5.8230240606109086e-06,0.0,0.0
1786722032.2814088,0.04000086999985797,0.0,0.0,0.20233083426739995,-0.20233083426739995,-0.01822109642103178,1430.0,1,1,-0.014125356945092392,-3.655304677466627e-05,-0.0041015625,0.013671875
1786722032.297041,0.06000083300023107,0.0,0.0,0.20233083426739995,-0.20233083426739995,-0.019904097491867057,1430.0,1,1,-0.014125356945092392,-3.655304677466627e-05,-0.005742187500000001,0.013671875
1786722032.3196764,0.08000079599969467,0.0,0.0,0.2432095216890957,-0.2432095216890957,-0.023414218249475788,1430.0,1,1,-0.016979227702701122,-3.655304677466627e-05,-0.0063984375000000005,0.013671875
1786722032.3398168,0.10000090599987743,0.0,0.0,0.2432095216890957,-0.2432095216890957,-0.019575155749475787,1430.0,1,1,-0.016979227702701122,-3.655304677466627e-05,-0.0025593750000000005,0.0
1786722032.3571985,0.12000094300037745,0.0,0.0,0.2432095216890957,-0.2432095216890957,-0.01803953074947579,1430.0,1,1,-0.016979227702701122,-3.655304677466627e-05,-0.0010237500000000001,0.0
1786722032.381469,0.1400009429999045,0.0,0.0,0.22580890184968894,-0.22580890184968894,-0.010351113317133807,1430.0,1,1,-0.01576443527035914,-3.655304677466627e-05,0.005449875,-0.01953125
1786722032.397253,0.16000083099970652,0.0,0.0,0.22580890184968894,-0.22580890184968894,-0.007761663317133807,1430.0,1,1,-0.01576443527035914,-3.655304677466627e-05,0.008039325,-0.01953125
1786722032.419782,0.18000096099967777,0.0,0.0,0.1676732442135176,-0.1676732442135176,-0.0026672487628803133,1430.0,1,1,-0.011705800716105648,-3.655304677466627e-05,0.009075105,-0.01953125
1786722032.4397738,0.20000094199986052,0.0,0.0,0.1676732442135176,-0.1676732442135176,-0.0004951242628803126,1430.0,1,1,-0.011705800716105648,-3.655304677466627e-05,0.0112472295,-0.025390625
1786722032.4570622,0.22000079299959907,0.0,0.0,0.1676732442135176,-0.1676732442135176,0.00037372553711968737,1429.8804078281216,1,0,-0.011705800716105648,-3.655304677466627e-05,0.0121160793,-0.025390625
1786722032.4814436,0.24000070100009907,0.0,0.0,0.10057247893678323,-0.10057247893678323,0.0036479700958672806,1428.8326495693225,1,0,-0.007021283577358053,-5.761689750674043e-05,0.01070580672,-0.01953125
1786722032.4970694,0.26000097799988,0.0,0.0,0.10057247893678323,-0.10057247893678323,0.0030627972131352064,1429.0199048917966,1,0,-0.007021283577358053,-7.868074823881459e-05,0.010141697688,-0.01953125
1786722032.5190928,0.28000086700012616,0.0,0.0,0.04444181492436883,-0.04444181492436883,0.006734749342992423,1427.8448802102425,1,0,-0.003102623983968763,-8.798862019072088e-05,0.0099160540752,-0.01953125
1786722032.539729,0.300000903000182,0.0,0.0,0.04444181492436883,-0.04444181492436883,0.005463309025920517,1428.2517411117055,1,0,-0.003102623983968763,-9.729649214262717e-05,0.00865392163008,-0.015625
1786722032.5570595,0.32000095900002634,0.0,0.0,0.04444181492436883,-0.04444181492436883,0.00494914817592061,1428.4162725837054,1,0,-0.003102623983968763,-0.00010660436409453346,0.008149068652032,-0.015625
1786722032.581481,0.3400006250003571,0.0,0.0,0.002029790762065886,-0.002029790762065886,0.0065269419690198085,1427.9113785699137,1,0,-0.00014170612769845813,-0.00010702948247762885,0.0067752524608128,-0.01171875
1786722032.5970392,0.36000086500007455,0.0,0.0,0.002029790762065886,-0.002029790762065886,0.005976990374149033,1428.0873630802723,1,0,-0.00014170612769845813,-0.00010745460086072422,0.006225725984325119,-0.01171875
1786722032.6197388,0.38000077299966506,0.0,0.0,-0.0356236697967347,0.0356236697967347,0.008385462111254441,1427.3166521243986,1,0,0.0024870013183851186,-9.999359690556887e-05,0.006005915393730047,-0.01171875
1786722032.6399717,0.4000012719998267,0.0,0.0,-0.0356236697967347,0.0356236697967347,0.007719061378971569,1427.529900358729,1,0,0.0024870013183851186,-9.253259295041352e-05,0.005332053657492019,-0.009765625
1786722032.6571503,0.42000138300045364,0.0,0.0,-0.0356236697967347,0.0356236697967347,0.007456977688431513,1427.6137671397018,1,0,0.0024870013183851186,-8.507158899525816e-05,0.005062508962996808,-0.009765625
1786722032.6803646,0.44000101199981145,0.0,0.0,-0.055809849400759504,0.05580984940075951,0.007594007004545216,1427.5699177585454,1,0,0.003896262508341751,-7.338280147023292e-05,0.003782816085198723,-0.005859375
1786722032.6970649,0.4600007529998038,0.0,0.0,-0.055809849400759504,0.05580984940075951,0.0070938186409510075,1427.7299780348958,1,0,0.003896262508341751,-6.169401394520767e-05,0.0032709389340794892,-0.005859375
1786722032.7197845,0.4800009749997116,0.0,0.0,-0.06677815773585394,0.06677815773585394,0.00766648894331368,1427.5467235381395,1,0,0.0046619948836270925,-4.7708029294326396e-05,0.0030661880736317956,-0.005859375
1786722032.739065,0.5000008999995771,0.0,0.0,-0.06677815773585394,0.06677815773585394,0.0064266995837854845,1427.9434561331886,1,0,0.0046619948836270925,-3.3722044643445116e-05,0.0018124127294527185,-0.001953125
1786722032.7570796,0.5200009000000136,0.0,0.0,-0.06677815773585394,0.06677815773585394,0.005939175430764734,1428.0994638621553,1,0,0.0046619948836270925,-1.9736059992563836e-05,0.0013109025917810873,-0.001953125
1786722032.7814658,0.5400009739996676,0.0,0.0,-0.06998130067975694,0.06998130067975694,0.004804303923479488,1428.4626227444865,1,0,0.004885616446759618,-5.079210652284984e-06,-6.157646328756503e-05,0.001953125
1786722032.7970586,0.5600006770000618,0.0,0.0,-0.06998130067975694,0.06998130067975694,0.004269969150792306,1428.6336098717466,1,0,0.004885616446759618,9.57763868799387e-06,-0.000610568085315026,0.001953125
1786722032.819728,0.5800009550002869,0.0,0.0,-0.06523325902895749,0.06523325902895749,0.0037335535120084926,1428.8052628761573,1,0,0.004554140607446509,2.3240060510333395e-05,-0.0008301647341260104,0.001953125
