wall,t,tgt,ref,angle,err,u,pwm,dir,held,P,I,D,gz
1786720980.8599775,1.4629999895987567e-06,0.0,0.0,0.011781519540704721,-0.011781519540704721,-0.0002878768296226865,1430.0,1,1,-0.0002878768296226865,-2.46751568248017e-06,0.0,0.0
1786720980.8722973,0.020000853999590618,0.0,0.0,0.011781519540704721,-0.011781519540704721,-0.0002903443453051666,1430.0,1,1,-0.0002878768296226865,-2.46751568248017e-06,0.0,0.0
1786720980.89343,0.04000057899975218,0.0,0.0,0.7937692420991596,-0.7937692420991596,-0.01939790900164893,1430.0,1,1,-0.019395441485966447,-2.46751568248017e-06,0.0,0.0
1786720980.91317,0.0600003409999772,0.0,0.0,0.7937692420991596,-0.7937692420991596,-0.11431978400164891,1430.0,1,1,-0.019395441485966447,-2.46751568248017e-06,-0.09492187499999999,0.10546875
1786720980.932171,0.08000041699961002,0.0,0.0,0.7937692420991596,-0.7937692420991596,-0.1522885340016489,1430.0,1,1,-0.019395441485966447,-2.46751568248017e-06,-0.13289062499999998,0.10546875
1786720980.9542854,0.10000062299968704,0.0,0.0,1.1002462561019115,-1.1002462561019115,-0.17848030516808921,1430.0,1,1,-0.026884087652406748,-2.46751568248017e-06,-0.15159375,0.109375
1786720980.972127,0.1200005699997746,0.0,0.0,1.1002462561019115,-1.1002462561019115,-0.18596155516808927,1430.0,1,1,-0.026884087652406748,-2.46751568248017e-06,-0.15907500000000002,0.109375
1786720980.9931505,0.14000033199999962,0.0,0.0,1.401847808464339,-1.401847808464339,-0.19632357133307987,1430.0,1,1,-0.03425360381739737,-2.46751568248017e-06,-0.1620675,0.109375
1786720981.013334,0.1600006310000026,0.0,0.0,1.401847808464339,-1.401847808464339,-0.19400494633307985,1430.0,1,1,-0.03425360381739737,-2.46751568248017e-06,-0.159748875,0.10546875
1786720981.0321655,0.1800004669998998,0.0,0.0,1.401847808464339,-1.401847808464339,-0.19307749633307986,1430.0,1,1,-0.03425360381739737,-2.46751568248017e-06,-0.15882142500000002,0.10546875
1786720981.0541987,0.20000032099960663,0.0,0.0,1.6894372336939227,-1.6894372336939227,-0.19270240164292385,1430.0,1,1,-0.04128073912724137,-2.46751568248017e-06,-0.151419195,0.09765625
1786720981.0722106,0.22000052699968364,0.0,0.0,1.6894372336939227,-1.6894372336939227,-0.18974150964292386,1430.0,1,1,-0.04128073912724137,-2.46751568248017e-06,-0.148458303,0.09765625
