wall,t,offset,pwm,angle,gz
1786718767.3326561,51.080000391,120,1380,43.80698375426874,-0.0078125
1786718767.3554132,51.10000030100002,120,1380,43.80698375426874,-0.0078125
1786718767.3726652,51.12000071099999,120,1380,43.80698375426874,-0.0078125
1786718767.3953857,51.14000041700001,120,1380,43.79586436859978,-0.001953125
1786718767.4126601,51.16000028999997,120,1380,43.79586436859978,-0.001953125
1786718767.4326625,51.180000422000035,120,1380,43.79586436859978,-0.001953125
1786718767.4553826,51.20000044300002,120,1380,43.793696630939195,0.005859375
1786718767.47265,51.22000031599998,120,1380,43.793696630939195,0.005859375
1786718767.495397,51.240000578000036,120,1380,43.79099297893984,0.001953125
1786718767.5126984,51.26000041299994,120,1380,43.79099297893984,0.001953125
1786718767.532744,51.280000546,120,1380,43.79099297893984,0.001953125
1786718767.5554237,51.30000051100001,120,1380,43.78463134932687,-0.005859375
1786718767.57266,51.320000273000005,120,1380,43.78463134932687,-0.005859375
1786718767.594742,51.34000042399998,120,1380,43.784762196298175,-0.005859375
1786718767.6127622,51.36000064799998,120,1380,43.784762196298175,-0.005859375
1786718767.633857,51.380000910000035,120,1380,43.775546063723596,-0.005859375
1786718767.6551712,51.400000819999946,120,1380,43.775546063723596,-0.0078125
1786718767.6726692,51.42000043400003,120,1380,43.775546063723596,-0.0078125
1786718767.6954143,51.440000381000004,120,1380,43.775546063723596,-0.00390625
1786718767.712717,51.46000049399993,120,1380,43.775546063723596,-0.00390625
1786718767.73371,51.48000075599998,120,1380,43.775546063723596,-0.00390625
1786718767.7536476,51.50000042499994,120,1380,43.76901341890516,0.009765625
1786718767.7726688,51.52000024300003,120,1380,43.76901341890516,0.009765625
1786718767.8084705,51.54000041199993,120,1380,43.76901341890516,0.00390625
1786718767.8126678,51.560000822000006,120,1380,43.76901341890516,0.00390625
1786718767.833699,51.58000038,120,1380,43.76250020921535,0.00390625
1786718767.8543434,51.60000064199994,120,1380,43.76250020921535,0.005859375
1786718767.8726585,51.620000441,120,1380,43.76250020921535,0.005859375
1786718767.89546,51.64000046199999,120,1380,43.76899217106987,0.001953125
1786718767.913439,51.66000053799996,120,1380,43.76899217106987,0.001953125
1786718767.9336965,51.680000393,120,1380,43.762478348049626,0.001953125
1786718767.9543824,51.700000303000024,120,1380,43.762478348049626,0.0078125
1786718767.9726524,51.72000036099996,120,1380,43.762478348049626,0.0078125
1786718767.9953654,51.74000045599996,120,1380,43.76708847383961,0.0078125
1786718768.0141578,51.76000131000001,120,1380,43.76708847383961,0.0078125
1786718768.0341258,51.78000083199993,120,1380,43.76912607223042,0.0078125
1786718768.0574121,51.80000092800003,120,1380,43.76912607223042,0.001953125
1786718768.074102,51.820000616000016,120,1380,43.76912607223042,0.001953125
1786718768.099442,51.84000104500001,120,1380,43.762633513043454,0.0
1786718768.1140492,51.86000112199997,120,1380,43.762633513043454,0.0
1786718768.1353135,51.88000099499993,120,1380,43.758157018048024,0.0
1786718768.157312,51.90000083099994,120,1380,43.758157018048024,-0.009765625
1786718768.1740296,51.920001130999935,120,1380,43.758157018048024,-0.009765625
1786718768.1991746,51.94000111499997,120,1380,43.758157018048024,-0.0078125
1786718768.2139277,51.96000097000001,120,1380,43.758157018048024,-0.0078125
1786718768.235353,51.98000076899996,120,1380,43.7535475166184,-0.0078125
1786718768.2560086,52.00000108699999,120,1380,43.7535475166184,-0.00390625
1786718768.2738452,52.02000103499995,120,1380,43.7535475166184,-0.00390625
1786718768.2992084,52.040000908000025,120,1380,43.75339228404468,0.005859375
1786718768.3132663,52.06000083699996,120,1380,43.75339228404468,0.005859375
1786718768.3360293,52.08000072899995,120,1380,43.7535475166184,0.005859375
1786718768.357124,52.100000991,120,1380,43.7535475166184,0.0
1786718768.3738418,52.120000957,120,1380,43.7535475166184,0.0
1786718768.39933,52.14000140400003,120,1380,43.7535475166184,0.0
1786718768.4138684,52.16000116700002,120,1380,43.7535475166184,0.0
1786718768.4367406,52.18000100300003,120,1380,43.7535475166184,0.0
1786718768.4571326,52.200001060999966,120,1380,43.7535475166184,0.0
1786718768.4738755,52.22000086100002,120,1380,43.7535475166184,0.0
