t,ref,angle,err,u,pwm,P,I,D,gz
0.36000066100001504,0.0,0.1411457811742025,-0.1411457811742025,-0.0005710867887008544,1430.0,-0.0034488420495049667,-0.0001471161797330273,0.0030248714405371395,-0.001953125
0.38000093200002993,0.0,0.1411457811742025,-0.1411457811742025,-0.002386009653023138,1430.0,-0.0034488420495049667,-0.0001471161797330273,0.001209948576214856,0.0
0.4000009609999893,0.0,0.1411457811742025,-0.1411457811742025,-0.0031119787987520515,1430.0,-0.0034488420495049667,-0.0001471161797330273,0.0004839794304859424,0.0
0.4200011020000147,0.0,0.1517612106016486,-0.1517612106016486,-0.0036617503300744596,1430.0,-0.0037082259225358094,-0.0001471161797330273,0.00019359177219437697,0.0
0.4400006870000084,0.0,0.1517612106016486,-0.1517612106016486,-0.0037779053933910856,1430.0,-0.0037082259225358094,-0.0001471161797330273,7.74367088777508e-05,0.0
0.4600006800000074,0.0,0.15533525545632187,-0.15533525545632187,-0.003911697809176952,1430.0,-0.0037955563129950247,-0.0001471161797330273,3.0974683551100324e-05,0.0
0.48000133900001174,0.0,0.15533525545632187,-0.15533525545632187,-0.002172470119307612,1430.0,-0.0037955563129950247,-0.0001471161797330273,0.0017702023734204402,-0.001953125
0.5000015159999975,0.0,0.15533525545632187,-0.15533525545632187,-0.0014767790433598766,1430.0,-0.0037955563129950247,-0.0001471161797330273,0.0024658934493681757,-0.001953125
0.5200008980000348,0.0,0.14528613858720973,-0.14528613858720973,-0.0027107688661835863,1430.0,-0.0035500100661978295,-0.0001471161797330273,0.0009863573797472705,0.0
0.54000120500001,0.0,0.14528613858720973,-0.14528613858720973,-0.0033025832940319485,1430.0,-0.0035500100661978295,-0.0001471161797330273,0.0003945429518989082,0.0
0.560000811000009,0.0,0.15548760896524527,-0.15548760896524527,-0.0037885780104692404,1430.0,-0.0037992790114957766,-0.0001471161797330273,0.0001578171807595633,0.0
0.5800011769999855,0.0,0.15548760896524527,-0.15548760896524527,-0.007398893318924979,1430.0,-0.0037992790114957766,-0.0001471161797330273,-0.0034524981276961744,0.00390625
0.6000008590000334,0.0,0.15548760896524527,-0.15548760896524527,-0.008843019442307275,1430.0,-0.0037992790114957766,-0.0001471161797330273,-0.00489662425107847,0.00390625
0.62000109600001,0.0,0.15053963395044434,-0.15053963395044434,-0.0022685180542196238,1430.0,-0.003678377174055208,-0.0001471161797330273,0.0015569752995686116,-0.00390625
0.6400008329999878,0.0,0.15053963395044434,-0.15053963395044434,0.0003129217660392089,1429.8967358172072,-0.003678377174055208,-0.0001786451269392148,0.004138415119827444,-0.00390625
0.660000717999992,0.0,0.14528613858720973,-0.14528613858720973,0.0014423358547939343,1429.524029167918,-0.0035500100661978295,-0.0002090737846494819,0.005170991047930978,-0.00390625
0.6800009730000056,0.0,0.14528613858720973,-0.14528613858720973,-0.00169068743167492,1430.0,-0.0035500100661978295,-0.0002090737846494819,0.0020683964191723914,0.0
0.7000011360000258,0.0,0.14528613858720973,-0.14528613858720973,-0.0029317252831783545,1430.0,-0.0035500100661978295,-0.0002090737846494819,0.0008273585676689566,0.0
0.720001002999993,0.0,0.13998645953293476,-0.13998645953293476,-0.00329864483546522,1430.0,-0.0034205144778833205,-0.0002090737846494819,0.0003309434270675826,0.0
0.7400009620000105,0.0,0.13998645953293476,-0.13998645953293476,-0.0034972108917057693,1430.0,-0.0034205144778833205,-0.0002090737846494819,0.00013237737082703307,0.0
0.7600011619999805,0.0,0.12932761515480706,-0.12932761515480706,-0.0033161926138035674,1430.0,-0.0031600697774848987,-0.0002090737846494819,5.295094833081322e-05,0.0
0.7800010650000218,0.0,0.12932761515480706,-0.12932761515480706,-0.0033479631828020554,1430.0,-0.0031600697774848987,-0.0002090737846494819,2.1180379332325293e-05,0.0
0.8000009510000154,0.0,0.12932761515480706,-0.12932761515480706,-0.00336067141040145,1430.0,-0.0031600697774848987,-0.0002090737846494819,8.472151732930117e-06,0.0
0.8200008539999999,0.0,0.1296794350245989,-0.1296794350245989,-0.0033743512825837358,1430.0,-0.003168666358627426,-0.0002090737846494819,3.388860693172047e-06,0.0
0.840001127999983,0.0,0.1296794350245989,-0.1296794350245989,-0.003376384598999639,1430.0,-0.003168666358627426,-0.0002090737846494819,1.3555442772688188e-06,0.0
0.860001106000027,0.0,0.12437957859765447,-0.12437957859765449,-0.0032476980032195733,1430.0,-0.003039166436280999,-0.0002090737846494819,5.422177109075276e-07,0.0
0.8800010090000114,0.0,0.12437957859765447,-0.12437957859765449,-0.0014902108338461176,1430.0,-0.003039166436280999,-0.0002090737846494819,0.0017580293870843632,-0.001953125
0.9000007829999959,0.0,0.12437957859765447,-0.12437957859765449,-0.0007872159660967356,1430.0,-0.003039166436280999,-0.0002090737846494819,0.0024610242548337453,-0.001953125
0.9200007979999896,0.0,0.1245320102531764,-0.12453201025317641,-0.0005097426269793552,1430.0,-0.0030428910442633714,-0.0002090737846494819,0.002742222201933498,-0.001953125
0.9400009789999899,0.0,0.1245320102531764,-0.12453201025317641,-0.00039726344813945406,1430.0,-0.0030428910442633714,-0.0002090737846494819,0.002854701380773399,-0.001953125
0.960000679000018,0.0,0.12488381351869293,-0.12488381351869293,-0.00036086795202703746,1430.0,-0.0030514872196869152,-0.0002090737846494819,0.0028996930523093596,-0.001953125
0.9800010090000342,0.0,0.12488381351869293,-0.12488381351869293,-0.003858496283412653,1430.0,-0.0030514872196869152,-0.0002090737846494819,-0.0005979352790762561,0.001953125
1.0000009500000147,0.0,0.12488381351869293,-0.12488381351869293,-0.0052575476159668994,1430.0,-0.0030514872196869152,-0.0002090737846494819,-0.0019969866116305024,0.001953125
1.0200008159999925,0.0,0.12998487427034888,-0.12998487427034888,-0.0041839980766335124,1430.0,-0.00317612964733183,-0.0002090737846494819,-0.000798794644652201,0.0
1.0400007200000232,0.0,0.12998487427034888,-0.12998487427034888,-0.003704721289842192,1430.0,-0.00317612964733183,-0.0002090737846494819,-0.00031951785786088043,0.0
1.0600010119999865,0.0,0.12544682285980002,-0.12544682285980002,-0.0034021250608912727,1430.0,-0.003065244133097439,-0.0002090737846494819,-0.00012780714314435218,0.0
1.0800007860000278,0.0,0.12544682285980002,-0.12544682285980002,-0.0015676282750046616,1430.0,-0.003065244133097439,-0.0002090737846494819,0.001706689642742259,-0.001953125
1.1000009859999977,0.0,0.12544682285980002,-0.12544682285980002,-0.0008338295606500172,1430.0,-0.003065244133097439,-0.0002090737846494819,0.0024404883570969035,-0.001953125
1.120001037999998,0.0,0.12100190170008318,-0.1210019017000832,-0.002189512661988086,1430.0,-0.002956634220177366,-0.0002090737846494819,0.0009761953428387615,0.0
1.1400010710000288,0.0,0.12100190170008318,-0.1210019017000832,-0.0027752298676913434,1430.0,-0.002956634220177366,-0.0002090737846494819,0.00039047813713550454,0.0
1.1600010299999894,0.0,0.1259506668642132,-0.1259506668642132,-0.0031304378944035384,1430.0,-0.0030775553646082586,-0.0002090737846494819,0.00015619125485420184,0.0
1.1800015260000123,0.0,0.1259506668642132,-0.1259506668642132,-0.00322415264731606,1430.0,-0.0030775553646082586,-0.0002090737846494819,6.247650194168074e-05,0.0
1.2000008929999808,0.0,0.1259506668642132,-0.1259506668642132,-0.003261638548481068,1430.0,-0.0030775553646082586,-0.0002090737846494819,2.4990600776672296e-05,0.0
1.2200011109999878,0.0,0.12625715786813885,-0.12625715786813885,-0.003284121896951815,1430.0,-0.003085044352613002,-0.0002090737846494819,9.996240310668919e-06,0.0
1.2400010709999947,0.0,0.12625715786813885,-0.12625715786813885,-0.0032901196411382165,1430.0,-0.003085044352613002,-0.0002090737846494819,3.998496124267568e-06,0.0
1.2600010300000122,0.0,0.12100190170008318,-0.1210019017000832,-0.003164108606377141,1430.0,-0.002956634220177366,-0.0002090737846494819,1.5993984497070274e-06,0.0
1.2800007299999834,0.0,0.12100190170008318,-0.1210019017000832,-0.003165068245446965,1430.0,-0.002956634220177366,-0.0002090737846494819,6.39759379882811e-07,0.0
1.3000012069999798,0.0,0.12100190170008318,-0.1210019017000832,-0.0031654521010748946,1430.0,-0.002956634220177366,-0.0002090737846494819,2.559037519531244e-07,0.0
1.320001091999984,0.0,0.12008832745280529,-0.1200883274528053,-0.004901095313319067,1430.0,-0.0029343113901703667,-0.0002090737846494819,-0.0017577101384992188,0.001953125
1.3400007370000253,0.0,0.12008832745280529,-0.1200883274528053,-0.005604281730219536,1430.0,-0.0029343113901703667,-0.0002090737846494819,-0.0024608965553996874,0.001953125
1.3600009369999952,0.0,0.12544682285980002,-0.12544682285980002,-0.006016489039906796,1430.0,-0.003065244133097439,-0.0002090737846494819,-0.002742171122159875,0.001953125
1.3800013590000049,0.0,0.12544682285980002,-0.12544682285980002,-0.0026133738666108707,1430.0,-0.003065244133097439,-0.0002090737846494819,0.0006609440511360499,-0.001953125
1.400000781000017,0.0,0.12544682285980002,-0.12544682285980002,-0.0012521277972925007,1430.0,-0.003065244133097439,-0.0002090737846494819,0.00202219012045442,-0.001953125
1.420001109999987,0.0,0.11943138411734822,-0.1194313841173482,-0.0023184569727542166,1430.0,-0.002918259236286503,-0.0002090737846494819,0.000808876048181768,0.0
1.440001088000031,0.0,0.11943138411734822,-0.1194313841173482,-0.0028037826016632777,1430.0,-0.002918259236286503,-0.0002090737846494819,0.0003235504192727072,0.0
1.4600009179999915,0.0,0.12331329539830449,-0.12331329539830449,-0.0030927658395990985,1430.0,-0.0030131122226586997,-0.0002090737846494819,0.00012942016770908289,0.0
1.480001451000021,0.0,0.12331329539830449,-0.12331329539830449,-0.004928230440224548,1430.0,-0.0030131122226586997,-0.0002090737846494819,-0.0017060444329163667,0.001953125
1.5000011139999856,0.0,0.12331329539830449,-0.12331329539830449,-0.0056624162804747285,1430.0,-0.0030131122226586997,-0.0002090737846494819,-0.0024402302731665465,0.001953125
1.520000777000007,0.0,0.12280688496954895,-0.12280688496954895,-0.005943716675487292,1430.0,-0.0030007382815711915,-0.0002090737846494819,-0.0027339046092666186,0.001953125
1.5400006250000047,0.0,0.12280688496954895,-0.12280688496954895,-0.006061186409927321,1430.0,-0.0030007382815711915,-0.0002090737846494819,-0.0028513743437066476,0.001953125
1.5600008449999905,0.0,0.1274513864488256,-0.1274513864488256,-0.006221660883801307,1430.0,-0.0031142248616691658,-0.0002090737846494819,-0.0028983622374826592,0.001953125
1.5800006970000027,0.0,0.1274513864488256,-0.1274513864488256,-0.0009670185413117116,1430.0,-0.0031142248616691658,-0.0002090737846494819,0.002356280105006936,-0.00390625
1.6000010669999938,0.0,0.1274513864488256,-0.1274513864488256,0.001134838395684126,1429.6255033294242,-0.0031142248616691658,-0.00023576714060664618,0.004458137042002774,-0.00390625
1.6200011039999822,0.0,0.1214386724680594,-0.12143867246805941,-0.003177631367151611,1430.0,-0.0029673065433460746,-0.00023576714060664618,2.5442316801109846e-05,0.001953125
1.6400014370000235,0.0,0.1214386724680594,-0.12143867246805941,-0.0049507092572322765,1430.0,-0.0029673065433460746,-0.00023576714060664618,-0.0017476355732795558,0.001953125
1.6600015480000252,0.0,0.12587816682923858,-0.12587816682923858,-0.005768417724481362,1430.0,-0.003075783854562893,-0.00023576714060664618,-0.002456866729311822,0.001953125
1.6800013260000242,0.0,0.12587816682923858,-0.12587816682923858,-0.0007786726868942687,1430.0,-0.003075783854562893,-0.00023576714060664618,0.0025328783082752705,-0.00390625
1.7000009920000139,0.0,0.12587816682923858,-0.12587816682923858,0.0012172253281405687,1429.5983156417137,-0.003075783854562893,-0.0002621310022171853,0.004528776323310108,-0.00390625
1.720000937000009,0.0,0.12078010700943764,-0.12078010700943764,0.0003559772735907819,1429.882527499715,-0.002951214753516076,-0.0002874271286758945,0.0035693230293240433,-0.001953125
1.740000622000025,0.0,0.12078010700943764,-0.12078010700943764,-5.3100170462352936e-05,1430.0,-0.002951214753516076,-0.0002874271286758945,0.0031855417117296176,-0.001953125
1.7600004920000174,0.0,0.12158993328790757,-0.12158993328790757,-0.00022640048639998526,1430.0,-0.0029710025424159376,-0.0002874271286758945,0.0030320291846918468,-0.001953125
1.7800008060000323,0.0,0.12158993328790757,-0.12158993328790757,-0.002045617997215093,1430.0,-0.0029710025424159376,-0.0002874271286758945,0.0012128116738767388,0.0
1.8000006030000009,0.0,0.12158993328790757,-0.12158993328790757,-0.0027733050015411364,1430.0,-0.0029710025424159376,-0.0002874271286758945,0.00048512466955069557,0.0
1.820000972999992,0.0,0.12280688496954895,-0.12280688496954895,-0.0030941155424268076,1430.0,-0.0030007382815711915,-0.0002874271286758945,0.00019404986782027822,0.0
1.8400007320000213,0.0,0.12280688496954895,-0.12280688496954895,-0.0032105454631189746,1430.0,-0.0030007382815711915,-0.0002874271286758945,7.76199471281113e-05,0.0
1.8600008610000032,0.0,0.12265525595532267,-0.12265525595532266,-0.0032534124356401184,1430.0,-0.0029970332858154686,-0.0002874271286758945,3.104797885124452e-05,0.0
1.8800007870000286,0.0,0.12265525595532267,-0.12265525595532266,-0.0015142287229508652,1430.0,-0.0029970332858154686,-0.0002874271286758945,0.0017702316915404978,-0.001953125
1.9000008980000302,0.0,0.12265525595532267,-0.12265525595532266,-0.0008185552378751639,1430.0,-0.0029970332858154686,-0.0002874271286758945,0.002465905176616199,-0.001953125
1.9200007680000226,0.0,0.12331329539830449,-0.12331329539830449,-0.0023141772806881144,1430.0,-0.0030131122226586997,-0.0002874271286758945,0.0009863620706464797,0.0
1.9400010090000137,0.0,0.12331329539830449,-0.12331329539830449,-0.002905994523076002,1430.0,-0.0030131122226586997,-0.0002874271286758945,0.00039454482825859196,0.0
1.9600010089999955,0.0,0.11785926109214984,-0.11785926109214985,-0.003009454221408385,1430.0,-0.0028798450240359276,-0.0002874271286758945,0.00015781793130343678,0.0
1.9800008600000183,0.0,0.11785926109214984,-0.11785926109214985,-0.003104144980190447,1430.0,-0.0028798450240359276,-0.0002874271286758945,6.312717252137472e-05,0.0
2.000000952999983,0.0,0.11785926109214984,-0.11785926109214985,-0.0031420212837032723,1430.0,-0.0028798450240359276,-0.0002874271286758945,2.525086900854989e-05,0.0
2.020001156000035,0.0,0.11598358645920825,-0.11598358645920825,-0.0048691529278510485,1430.0,-0.002834013646778574,-0.0002874271286758945,-0.00174771215239658,0.001953125
2.040001026000027,0.0,0.11598358645920825,-0.11598358645920825,-0.0055783381364131,1430.0,-0.002834013646778574,-0.0002874271286758945,-0.002456897360958632,0.001953125
2.0600011740000355,0.0,0.11986659338472805,-0.11986659338472806,-0.005956891977857209,1430.0,-0.002928893404797862,-0.0002874271286758945,-0.0027405714443834526,0.001953125
2.0800008960000014,0.0,0.11986659338472805,-0.11986659338472806,-0.0043125491112271375,1430.0,-0.002928893404797862,-0.0002874271286758945,-0.001096228577753381,0.0
2.10000093299999,0.0,0.11986659338472805,-0.11986659338472806,-0.003654811964575109,1430.0,-0.002928893404797862,-0.0002874271286758945,-0.0004384914311013525,0.0
2.120001006999985,0.0,0.12001702935293679,-0.12001702935293679,-0.005153205450056432,1430.0,-0.002932569248939997,-0.0002874271286758945,-0.001933209072440541,0.001953125
2.1400011919999997,0.0,0.12001702935293679,-0.12001702935293679,-0.005751092506592108,1430.0,-0.002932569248939997,-0.0002874271286758945,-0.0025310961289762165,0.001953125
2.1600009140000225,0.0,0.1192066773536169,-0.1192066773536169,-0.005970446694522826,1430.0,-0.0029127686142564457,-0.0002874271286758945,-0.0027702509515904862,0.001953125
2.180001118000007,0.0,0.1192066773536169,-0.1192066773536169,-0.004308296123568535,1430.0,-0.0029127686142564457,-0.0002874271286758945,-0.0011081003806361948,0.0
2.2000010440000324,0.0,0.1192066773536169,-0.1192066773536169,-0.003643435895186818,1430.0,-0.0029127686142564457,-0.0002874271286758945,-0.0004432401522544779,0.0
2.2200008949999983,0.0,0.11491947913060585,-0.11491947913060585,-0.0032727357892860607,1430.0,-0.0028080125997083753,-0.0002874271286758945,-0.00017729606090179117,0.0
2.2400009140000066,0.0,0.11491947913060585,-0.11491947913060585,-0.003166358152744986,1430.0,-0.0028080125997083753,-0.0002874271286758945,-7.091842436071648e-05,0.0
2.2600010429999884,0.0,0.11583258012720421,-0.11583258012720422,-0.0031461183644399928,1430.0,-0.002830323866019812,-0.0002874271286758945,-2.8367369744286594e-05,0.0
2.280000747000031,0.0,0.11583258012720421,-0.11583258012720422,-0.003129097942593421,1430.0,-0.002830323866019812,-0.0002874271286758945,-1.1346947897714638e-05,0.0
2.3000009870000326,0.0,0.11583258012720421,-0.11583258012720422,-0.003122289773854792,1430.0,-0.002830323866019812,-0.0002874271286758945,-4.538779159085855e-06,0.0
2.320000838999988,0.0,0.11770747419518557,-0.11770747419518557,-0.0031653788108166794,1430.0,-0.0028761361704771507,-0.0002874271286758945,-1.8155116636343422e-06,0.0
2.3400011539999923,0.0,0.11770747419518557,-0.11770747419518557,-0.003164289503818499,1430.0,-0.0028761361704771507,-0.0002874271286758945,-7.262046654537369e-07,0.0
2.3600009130000217,0.0,0.1127595346185899,-0.1127595346185899,-0.0030429528094973665,1430.0,-0.0027552351989552906,-0.0002874271286758945,-2.904818661814948e-07,0.0
2.380000783000014,0.0,0.1127595346185899,-0.1127595346185899,-0.0012849660203776577,1430.0,-0.0027552351989552906,-0.0002874271286758945,0.0017576963072535273,-0.001953125
2.4000011159999985,0.0,0.1127595346185899,-0.1127595346185899,-0.000581771304729774,1430.0,-0.0027552351989552906,-0.0002874271286758945,0.002460891022901411,-0.001953125
2.420001060000004,0.0,0.10796353975544548,-0.10796353975544548,0.0015745073433082266,1429.4804125767082,-0.002638046937176444,-0.0003100389595659783,0.004499981409160565,-0.00390625
2.4400009679999926,0.0,0.10796353975544548,-0.10796353975544548,0.0023675316669218033,1429.2187145499158,-0.002638046937176444,-0.00033265079045606213,0.0053156175636642254,-0.00390625
2.4600008190000153,0.0,0.09837195716593783,-0.09837195716593783,0.0029055408731626054,1429.0411715118564,-0.002403680361847023,-0.0003532537649861795,0.00564187202546569,-0.00390625
2.4800014300000157,0.0,0.09837195716593783,-0.09837195716593783,-0.0005001853166469263,1430.0,-0.002403680361847023,-0.0003532537649861795,0.002256748810186276,0.0
2.5000012080000147,0.0,0.09837195716593783,-0.09837195716593783,-0.0018542346027586917,1430.0,-0.002403680361847023,-0.0003532537649861795,0.0009026995240745105,0.0
2.520000856000024,0.0,0.09994344750703021,-0.09994344750703021,-0.0006764405700648893,1430.0,-0.002442079114708514,-0.0003532537649861795,0.0021188923096298043,-0.001953125
2.5400006149999967,0.0,0.09994344750703021,-0.09994344750703021,-0.0001899634558427724,1430.0,-0.002442079114708514,-0.0003532537649861795,0.002605369423851921,-0.001953125
2.5600009130000103,0.0,0.09514811398292977,-0.09514811398292977,0.00012179949206361654,1429.959806167619,-0.0023249070124909724,-0.0003731815393789593,0.0027999602695407684,-0.001953125
2.58000112000002,0.0,0.09514811398292977,-0.09514811398292977,-0.0015781044440536243,1430.0,-0.0023249070124909724,-0.0003731815393789593,0.0011199841078163074,0.0
2.600001235000036,0.0,0.09514811398292977,-0.09514811398292977,-0.002250094908743409,1430.0,-0.0023249070124909724,-0.0003731815393789593,0.000447993643126523,0.0
2.620001220000006,0.0,0.10009662411079034,-0.10009662411079034,-0.0026398060073385557,1430.0,-0.0024458219252102057,-0.0003731815393789593,0.0001791974572506092,0.0
2.64000103799998,0.0,0.10009662411079034,-0.10009662411079034,-0.002747324481688921,1430.0,-0.0024458219252102057,-0.0003731815393789593,7.167898290024369e-05,0.0
2.6600013010000225,0.0,0.09994344750703021,-0.09994344750703021,-0.002786589060927376,1430.0,-0.002442079114708514,-0.0003731815393789593,2.8671593160097476e-05,0.0
2.680000877999987,0.0,0.09994344750703021,-0.09994344750703021,-0.0028037920168234344,1430.0,-0.002442079114708514,-0.0003731815393789593,1.146863726403899e-05,0.0
2.700000937000027,0.0,0.09994344750703021,-0.09994344750703021,-0.0028106731991818577,1430.0,-0.002442079114708514,-0.0003731815393789593,4.587454905615596e-06,0.0
2.720001200000013,0.0,0.09514811398292977,-0.09514811398292977,-0.006211878569907686,1430.0,-0.0023249070124909724,-0.0003731815393789593,-0.0035137900180377537,0.00390625
2.740001184999983,0.0,0.09514811398292977,-0.09514811398292977,-0.007619229559085033,1430.0,-0.0023249070124909724,-0.0003731815393789593,-0.004921141007215101,0.00390625
2.7600009290000003,0.0,0.10009662411079034,-0.10009662411079034,-0.008303084867475205,1430.0,-0.0024458219252102057,-0.0003731815393789593,-0.0054840814028860405,0.00390625
2.7800006730000177,0.0,0.10009662411079034,-0.10009662411079034,-0.003254823525743581,1430.0,-0.0024458219252102057,-0.0003731815393789593,-0.00043582006115441634,-0.001953125
2.8000007690000075,0.0,0.10009662411079034,-0.10009662411079034,-0.0012355189890509316,1430.0,-0.0024458219252102057,-0.0003731815393789593,0.0015834844755382334,-0.001953125
2.8200008460000277,0.0,0.09994344750703021,-0.09994344750703021,-0.00218186686387218,1430.0,-0.002442079114708514,-0.0003731815393789593,0.0006333937902152934,0.0
2.840000905000011,0.0,0.09994344750703021,-0.09994344750703021,-0.002561903138001356,1430.0,-0.002442079114708514,-0.0003731815393789593,0.00025335751608611737,0.0
2.860000834999994,0.0,0.09530142636756977,-0.09530142636756977,-0.0026004916736899575,1430.0,-0.0023286531407454452,-0.0003731815393789593,0.00010134300643444695,0.0
2.880000726999981,0.0,0.09530142636756977,-0.09530142636756977,-0.004419109977550626,1430.0,-0.0023286531407454452,-0.0003731815393789593,-0.0017172752974262211,0.001953125
2.9000009160000104,0.0,0.09530142636756977,-0.09530142636756977,-0.0051465572990948925,1430.0,-0.0023286531407454452,-0.0003731815393789593,-0.0024447226189704884,0.001953125
2.920000770999991,0.0,0.10116376577897768,-0.10116376577897768,-0.0020651552021504916,1430.0,-0.002471897115183337,-0.0003731815393789593,0.0007799234524118046,-0.001953125
2.9400009220000243,0.0,0.10116376577897768,-0.10116376577897768,-0.0007752967735975744,1430.0,-0.002471897115183337,-0.0003731815393789593,0.002069781880964722,-0.001953125
2.960000703999981,0.0,0.0960612753628709,-0.0960612753628709,-0.00013467604123888147,1430.0,-0.002347219754245811,-0.0003731815393789593,0.0025857252523858888,-0.001953125
2.9800008180000077,0.0,0.0960612753628709,-0.0960612753628709,-0.0034439236926704147,1430.0,-0.002347219754245811,-0.0003731815393789593,-0.0007235223990456445,0.001953125
3.000000784000008,90.0,0.0960612753628709,89.90393872463713,2.1950098252586088,1405.0,2.196767637758609,0.0,-0.0017578124999999998,0.001953125
3.020001232000027,90.0,0.09621500061484767,89.90378499938515,2.1978185690421026,1380.0,2.1967638815421027,0.0,0.0010546875,-0.001953125
3.040000699000018,90.0,0.09621500061484767,89.90378499938515,2.1989435690421026,1355.0,2.1967638815421027,0.0,0.0021796875,-0.001953125
3.0600010910000037,90.0,0.09702650512102196,89.90297349487898,2.1993737402463642,1330.0,2.1967440527463644,0.0,0.0026296875,-0.001953125
3.0800008909999974,90.0,0.09702650512102196,89.90297349487898,2.1977959277463643,1305.0,2.1967440527463644,0.0,0.001051875,0.0
3.1000010239999938,90.0,0.09702650512102196,89.90297349487898,2.1971648027463644,1280.0,2.1967440527463644,0.0,0.00042075000000000006,0.0
3.120000822999998,90.0,0.1083009387085383,89.89169906129146,2.1843321788640044,1255.0,2.1964685663640044,0.0,-0.012136387500000002,0.013671875
3.1400010120000275,90.0,0.1083009387085383,89.89169906129146,2.1793093238640044,1230.0,2.1964685663640044,0.0,-0.0171592425,0.013671875
3.160000645000025,90.0,0.17930091354202204,89.82069908645798,2.1755653252024563,1205.0,2.194733709702456,0.0,-0.019168384500000003,0.013671875
3.180000982000024,90.0,0.17930091354202204,89.82069908645798,2.143121043402456,1180.0,2.194733709702456,0.0,-0.0516126663,0.048828125
3.200001021999981,90.0,0.17930091354202204,89.82069908645798,2.130143330682456,1155.0,2.194733709702456,0.0,-0.06459037902,0.048828125
3.2200006369999983,90.0,0.3999054141474403,89.60009458585256,2.0193665482620613,1130.0,2.189343324870061,0.0,-0.16997677660799998,0.16015625
3.2400007140000184,90.0,0.3999054141474403,89.60009458585256,1.9772119892268611,1105.0,2.189343324870061,0.0,-0.21213133564319997,0.16015625
3.2600009399999976,90.0,1.0282737339979917,88.97172626600201,1.944996231077517,1100.0,2.173989390334797,0.0,-0.22899315925727998,0.16015625
3.2800007399999913,90.0,1.0282737339979917,88.97172626600201,1.753681189131885,1100.0,2.173989390334797,0.0,-0.42030820120291196,0.365234375
3.300001150000014,90.0,1.0282737339979917,88.97172626600201,1.6771551723536322,1100.0,2.173989390334797,0.0,-0.4968342179811648,0.365234375
3.320000671999992,90.0,2.3489407110593845,87.65105928894062,1.348845096241417,1100.0,2.141719408433883,0.0,-0.7928743121924658,0.66015625
